Date,Home Team,Away Team,Result,Overtime,Season
03/11/2007 08:30,Milwaukee Bucks,Chicago Bulls,78 - 72,,2007-2008
03/11/2007 09:00,Utah Jazz,Golden State Warriors,133 - 110,,2007-2008
04/11/2007 02:30,Toronto Raptors,Boston Celtics,95 - 98,OT,2007-2008
04/11/2007 03:30,Los Angeles Clippers,Seattle SuperSonics,115 - 101,,2007-2008
04/11/2007 06:00,Miami Heat,Charlotte Bobcats,88 - 90,,2007-2008
04/11/2007 06:00,New York Knicks,Minnesota Timberwolves,97 - 93,,2007-2008
04/11/2007 07:30,Detroit Pistons,Atlanta Hawks,92 - 91,,2007-2008
04/11/2007 08:00,Denver Nuggets,New Orleans Hornets,88 - 93,,2007-2008
04/11/2007 08:00,Phoenix Suns,Cleveland Cavaliers,103 - 92,,2007-2008
04/11/2007 09:30,Los Angeles Lakers,Utah Jazz,119 - 109,,2007-2008
05/11/2007 08:30,Dallas Mavericks,Houston Rockets,107 - 98,,2007-2008
06/11/2007 07:00,Charlotte Bobcats,Phoenix Suns,83 - 115,,2007-2008
06/11/2007 07:30,New Jersey Nets,Atlanta Hawks,87 - 82,,2007-2008
06/11/2007 07:30,New York Knicks,Denver Nuggets,119 - 112,,2007-2008
06/11/2007 08:00,Milwaukee Bucks,Toronto Raptors,112 - 85,,2007-2008
06/11/2007 08:00,Minnesota Timberwolves,Orlando Magic,103 - 111,,2007-2008
06/11/2007 08:30,Chicago Bulls,Los Angeles Clippers,91 - 97,,2007-2008
06/11/2007 08:30,Houston Rockets,San Antonio Spurs,89 - 81,,2007-2008
06/11/2007 10:00,Sacramento Kings,Seattle SuperSonics,104 - 98,,2007-2008
06/11/2007 10:30,Golden State Warriors,Cleveland Cavaliers,104 - 108,,2007-2008
06/11/2007 10:30,Los Angeles Lakers,New Orleans Hornets,104 - 118,,2007-2008
07/11/2007 07:00,Atlanta Hawks,Phoenix Suns,105 - 96,,2007-2008
07/11/2007 07:00,Indiana Pacers,Los Angeles Clippers,89 - 104,,2007-2008
07/11/2007 07:00,Philadelphia 76ers,Charlotte Bobcats,94 - 63,,2007-2008
07/11/2007 07:00,Toronto Raptors,Orlando Magic,96 - 105,,2007-2008
07/11/2007 07:30,Boston Celtics,Denver Nuggets,119 - 93,,2007-2008
07/11/2007 08:00,San Antonio Spurs,Miami Heat,88 - 78,,2007-2008
07/11/2007 10:00,Seattle SuperSonics,Memphis Grizzlies,98 - 105,,2007-2008
07/11/2007 10:30,Portland Trail Blazers,New Orleans Hornets,93 - 90,,2007-2008
07/11/2007 10:30,Utah Jazz,Cleveland Cavaliers,103 - 101,,2007-2008
08/11/2007 07:30,New Jersey Nets,Washington Wizards,87 - 85,,2007-2008
08/11/2007 08:00,Chicago Bulls,Detroit Pistons,97 - 93,,2007-2008
08/11/2007 10:30,Golden State Warriors,Dallas Mavericks,115 - 120,,2007-2008
09/11/2007 07:00,Charlotte Bobcats,Indiana Pacers,96 - 87,,2007-2008
09/11/2007 07:00,Philadelphia 76ers,Toronto Raptors,103 - 105,,2007-2008
09/11/2007 07:30,Boston Celtics,Atlanta Hawks,106 - 83,,2007-2008
09/11/2007 07:30,Miami Heat,Phoenix Suns,101 - 106,,2007-2008
09/11/2007 07:30,New York Knicks,Orlando Magic,102 - 112,,2007-2008
09/11/2007 08:00,Detroit Pistons,Los Angeles Clippers,103 - 79,,2007-2008
09/11/2007 08:00,New Orleans Hornets,San Antonio Spurs,85 - 97,,2007-2008
09/11/2007 08:00,Washington Wizards,Denver Nuggets,92 - 118,,2007-2008
09/11/2007 08:30,Houston Rockets,Milwaukee Bucks,104 - 88,,2007-2008
09/11/2007 10:00,Portland Trail Blazers,Memphis Grizzlies,110 - 98,,2007-2008
09/11/2007 10:30,Los Angeles Lakers,Minnesota Timberwolves,107 - 93,,2007-2008
09/11/2007 10:30,Sacramento Kings,Cleveland Cavaliers,91 - 93,,2007-2008
09/11/2007 10:30,Seattle SuperSonics,Utah Jazz,101 - 103,,2007-2008
10/11/2007 07:00,Indiana Pacers,Denver Nuggets,106 - 113,,2007-2008
10/11/2007 07:00,Orlando Magic,Phoenix Suns,96 - 106,,2007-2008
10/11/2007 07:30,New Jersey Nets,Boston Celtics,101 - 112,,2007-2008
10/11/2007 08:30,Chicago Bulls,Toronto Raptors,71 - 101,,2007-2008
10/11/2007 09:00,Utah Jazz,Memphis Grizzlies,118 - 94,,2007-2008
10/11/2007 10:00,Portland Trail Blazers,Dallas Mavericks,91 - 82,,2007-2008
10/11/2007 10:00,Sacramento Kings,Minnesota Timberwolves,100 - 93,,2007-2008
11/11/2007 02:00,Atlanta Hawks,Washington Wizards,90 - 101,,2007-2008
11/11/2007 06:00,Charlotte Bobcats,Houston Rockets,82 - 85,,2007-2008
11/11/2007 06:00,New York Knicks,Miami Heat,72 - 75,,2007-2008
11/11/2007 06:00,Philadelphia 76ers,New Orleans Hornets,72 - 93,,2007-2008
11/11/2007 08:00,San Antonio Spurs,Milwaukee Bucks,113 - 88,,2007-2008
11/11/2007 09:00,Seattle SuperSonics,Detroit Pistons,103 - 107,,2007-2008
11/11/2007 09:30,Los Angeles Clippers,Cleveland Cavaliers,95 - 103,,2007-2008
12/11/2007 07:30,New Jersey Nets,New Orleans Hornets,82 - 84,,2007-2008
12/11/2007 09:00,Denver Nuggets,Cleveland Cavaliers,122 - 100,,2007-2008
12/11/2007 09:00,Utah Jazz,Sacramento Kings,117 - 93,,2007-2008
13/11/2007 07:00,Charlotte Bobcats,Miami Heat,91 - 76,,2007-2008
13/11/2007 07:00,Indiana Pacers,Boston Celtics,86 - 101,,2007-2008
13/11/2007 07:00,Orlando Magic,Seattle SuperSonics,103 - 76,,2007-2008
13/11/2007 08:00,Memphis Grizzlies,Houston Rockets,105 - 99,,2007-2008
13/11/2007 08:30,Dallas Mavericks,Philadelphia 76ers,99 - 84,,2007-2008
13/11/2007 08:30,San Antonio Spurs,Los Angeles Lakers,107 - 92,,2007-2008
13/11/2007 09:00,Phoenix Suns,New York Knicks,113 - 102,,2007-2008
13/11/2007 10:00,Portland Trail Blazers,Detroit Pistons,102 - 94,,2007-2008
14/11/2007 07:00,Atlanta Hawks,Charlotte Bobcats,117 - 109,,2007-2008
14/11/2007 07:00,Cleveland Cavaliers,Orlando Magic,116 - 117,OT,2007-2008
14/11/2007 07:00,Toronto Raptors,Utah Jazz,88 - 92,,2007-2008
14/11/2007 07:00,Washington Wizards,Indiana Pacers,103 - 90,,2007-2008
14/11/2007 07:30,Boston Celtics,New Jersey Nets,91 - 69,,2007-2008
14/11/2007 07:30,Miami Heat,Seattle SuperSonics,95 - 104,,2007-2008
14/11/2007 08:00,Milwaukee Bucks,Memphis Grizzlies,102 - 99,,2007-2008
14/11/2007 08:00,Minnesota Timberwolves,Sacramento Kings,108 - 103,,2007-2008
14/11/2007 08:00,New Orleans Hornets,Philadelphia 76ers,95 - 76,,2007-2008
14/11/2007 09:00,Denver Nuggets,Portland Trail Blazers,110 - 93,,2007-2008
14/11/2007 09:00,Houston Rockets,Los Angeles Lakers,90 - 93,,2007-2008
14/11/2007 10:30,Golden State Warriors,Detroit Pistons,104 - 111,,2007-2008
14/11/2007 10:30,Los Angeles Clippers,New York Knicks,84 - 81,,2007-2008
15/11/2007 08:00,Dallas Mavericks,San Antonio Spurs,105 - 92,,2007-2008
15/11/2007 10:30,Phoenix Suns,Chicago Bulls,112 - 102,,2007-2008
16/11/2007 07:00,Philadelphia 76ers,Portland Trail Blazers,92 - 88,,2007-2008
16/11/2007 07:00,Toronto Raptors,Indiana Pacers,110 - 101,,2007-2008
16/11/2007 07:30,Atlanta Hawks,Seattle SuperSonics,123 - 126,2OT,2007-2008
16/11/2007 07:30,Boston Celtics,Miami Heat,92 - 91,,2007-2008
16/11/2007 07:30,Cleveland Cavaliers,Utah Jazz,99 - 94,,2007-2008
16/11/2007 07:30,New Jersey Nets,Orlando Magic,70 - 95,,2007-2008
16/11/2007 08:00,Memphis Grizzlies,New Orleans Hornets,118 - 120,OT,2007-2008
16/11/2007 08:00,Minnesota Timberwolves,Washington Wizards,89 - 105,,2007-2008
16/11/2007 08:00,San Antonio Spurs,Houston Rockets,90 - 84,,2007-2008
16/11/2007 10:00,Sacramento Kings,New York Knicks,123 - 118,2OT,2007-2008
16/11/2007 10:30,Golden State Warriors,Los Angeles Clippers,122 - 105,,2007-2008
16/11/2007 10:30,Los Angeles Lakers,Detroit Pistons,103 - 91,,2007-2008
17/11/2007 07:00,Charlotte Bobcats,Seattle SuperSonics,100 - 84,,2007-2008
17/11/2007 07:00,Indiana Pacers,Utah Jazz,117 - 97,,2007-2008
17/11/2007 07:00,Washington Wizards,Portland Trail Blazers,109 - 90,,2007-2008
17/11/2007 07:30,New Jersey Nets,Miami Heat,87 - 91,,2007-2008
17/11/2007 08:00,Minnesota Timberwolves,New Orleans Hornets,82 - 100,,2007-2008
17/11/2007 08:30,Dallas Mavericks,Memphis Grizzlies,108 - 105,,2007-2008
17/11/2007 08:30,Houston Rockets,Phoenix Suns,105 - 115,,2007-2008
17/11/2007 08:30,Milwaukee Bucks,Atlanta Hawks,105 - 96,,2007-2008
17/11/2007 09:00,Denver Nuggets,New York Knicks,115 - 83,,2007-2008
17/11/2007 10:30,Los Angeles Clippers,Chicago Bulls,73 - 92,,2007-2008
18/11/2007 01:00,Toronto Raptors,Golden State Warriors,100 - 106,,2007-2008
18/11/2007 06:00,Orlando Magic,Boston Celtics,104 - 102,,2007-2008
18/11/2007 09:00,Sacramento Kings,Detroit Pistons,105 - 95,,2007-2008
18/11/2007 09:30,Los Angeles Lakers,Chicago Bulls,106 - 78,,2007-2008
19/11/2007 07:00,Charlotte Bobcats,Portland Trail Blazers,101 - 92,,2007-2008
19/11/2007 08:00,Memphis Grizzlies,Seattle SuperSonics,125 - 108,,2007-2008
19/11/2007 08:00,New Orleans Hornets,Orlando Magic,88 - 95,,2007-2008
19/11/2007 09:00,Utah Jazz,New Jersey Nets,102 - 75,,2007-2008
20/11/2007 07:00,Atlanta Hawks,San Antonio Spurs,83 - 95,,2007-2008
20/11/2007 07:00,Cleveland Cavaliers,Milwaukee Bucks,107 - 111,,2007-2008
20/11/2007 07:00,Indiana Pacers,Los Angeles Lakers,114 - 134,,2007-2008
20/11/2007 07:00,Washington Wizards,Philadelphia 76ers,116 - 101,,2007-2008
20/11/2007 07:30,New York Knicks,Golden State Warriors,82 - 108,,2007-2008
20/11/2007 08:30,Dallas Mavericks,Toronto Raptors,105 - 99,,2007-2008
20/11/2007 09:00,Denver Nuggets,Chicago Bulls,112 - 91,,2007-2008
20/11/2007 10:00,Sacramento Kings,Phoenix Suns,98 - 100,,2007-2008
21/11/2007 07:00,Charlotte Bobcats,Washington Wizards,111 - 114,OT,2007-2008
21/11/2007 07:30,Boston Celtics,Golden State Warriors,105 - 82,,2007-2008
21/11/2007 07:30,Houston Rockets,Dallas Mavericks,94 - 100,,2007-2008
21/11/2007 07:30,Miami Heat,Atlanta Hawks,79 - 82,,2007-2008
21/11/2007 08:00,Detroit Pistons,New York Knicks,98 - 86,,2007-2008
21/11/2007 08:00,Memphis Grizzlies,Toronto Raptors,89 - 95,,2007-2008
21/11/2007 08:00,Milwaukee Bucks,Los Angeles Lakers,110 - 103,,2007-2008
21/11/2007 08:00,Minnesota Timberwolves,Cleveland Cavaliers,86 - 97,,2007-2008
21/11/2007 08:00,New Orleans Hornets,Indiana Pacers,93 - 105,,2007-2008
21/11/2007 08:30,San Antonio Spurs,Orlando Magic,128 - 110,,2007-2008
21/11/2007 09:00,Phoenix Suns,Sacramento Kings,127 - 111,,2007-2008
21/11/2007 10:00,Portland Trail Blazers,New Jersey Nets,101 - 106,,2007-2008
21/11/2007 10:30,Los Angeles Clippers,Denver Nuggets,101 - 90,,2007-2008
23/11/2007 07:00,Orlando Magic,Charlotte Bobcats,105 - 92,,2007-2008
23/11/2007 07:00,Washington Wizards,Golden State Warriors,115 - 123,,2007-2008
23/11/2007 07:30,Boston Celtics,Los Angeles Lakers,107 - 94,,2007-2008
23/11/2007 08:00,Detroit Pistons,Philadelphia 76ers,83 - 78,,2007-2008
23/11/2007 08:00,Indiana Pacers,Dallas Mavericks,111 - 107,,2007-2008
23/11/2007 08:00,Miami Heat,Houston Rockets,98 - 91,,2007-2008
23/11/2007 08:30,San Antonio Spurs,Memphis Grizzlies,101 - 88,,2007-2008
23/11/2007 09:00,Denver Nuggets,Minnesota Timberwolves,99 - 93,,2007-2008
23/11/2007 09:00,Phoenix Suns,Los Angeles Clippers,113 - 94,,2007-2008
23/11/2007 09:00,Utah Jazz,New Orleans Hornets,99 - 71,,2007-2008
23/11/2007 10:00,Portland Trail Blazers,Sacramento Kings,87 - 84,,2007-2008
23/11/2007 10:30,Seattle SuperSonics,New Jersey Nets,93 - 98,,2007-2008
24/11/2007 01:00,Cleveland Cavaliers,Toronto Raptors,111 - 108,,2007-2008
24/11/2007 01:00,New York Knicks,Chicago Bulls,85 - 78,,2007-2008
24/11/2007 07:00,Charlotte Bobcats,Boston Celtics,95 - 96,,2007-2008
24/11/2007 07:00,Orlando Magic,Miami Heat,120 - 99,,2007-2008
24/11/2007 07:00,Philadelphia 76ers,Golden State Warriors,98 - 100,OT,2007-2008
24/11/2007 08:00,Memphis Grizzlies,Washington Wizards,124 - 118,,2007-2008
24/11/2007 08:00,Minnesota Timberwolves,Atlanta Hawks,87 - 94,,2007-2008
24/11/2007 08:30,Houston Rockets,Denver Nuggets,109 - 81,,2007-2008
24/11/2007 09:00,Milwaukee Bucks,Dallas Mavericks,97 - 95,,2007-2008
24/11/2007 10:30,Los Angeles Clippers,New Orleans Hornets,89 - 98,,2007-2008
25/11/2007 12:00,Toronto Raptors,Chicago Bulls,93 - 78,,2007-2008
25/11/2007 01:00,Detroit Pistons,Utah Jazz,93 - 103,,2007-2008
25/11/2007 02:30,Indiana Pacers,Cleveland Cavaliers,106 - 111,,2007-2008
25/11/2007 09:00,Seattle SuperSonics,San Antonio Spurs,101 - 116,,2007-2008
25/11/2007 09:30,Los Angeles Lakers,New Jersey Nets,100 - 102,,2007-2008
26/11/2007 07:30,New York Knicks,Utah Jazz,113 - 109,,2007-2008
26/11/2007 08:00,New Orleans Hornets,Minnesota Timberwolves,94 - 103,,2007-2008
26/11/2007 08:30,Dallas Mavericks,Washington Wizards,98 - 110,,2007-2008
26/11/2007 10:00,Portland Trail Blazers,Orlando Magic,74 - 85,,2007-2008
26/11/2007 10:00,Sacramento Kings,San Antonio Spurs,112 - 99,,2007-2008
26/11/2007 10:30,Golden State Warriors,Phoenix Suns,129 - 114,,2007-2008
26/11/2007 10:30,Los Angeles Clippers,Houston Rockets,71 - 88,,2007-2008
27/11/2007 07:00,Cleveland Cavaliers,Boston Celtics,109 - 104,OT,2007-2008
27/11/2007 07:30,Miami Heat,Charlotte Bobcats,110 - 90,,2007-2008
27/11/2007 07:30,New Jersey Nets,Memphis Grizzlies,103 - 110,,2007-2008
27/11/2007 08:00,Milwaukee Bucks,Philadelphia 76ers,99 - 114,,2007-2008
27/11/2007 08:30,Chicago Bulls,Atlanta Hawks,90 - 78,,2007-2008
27/11/2007 09:00,Denver Nuggets,Indiana Pacers,110 - 112,,2007-2008
27/11/2007 10:30,Los Angeles Lakers,Seattle SuperSonics,106 - 99,,2007-2008
28/11/2007 07:00,Atlanta Hawks,Milwaukee Bucks,96 - 80,,2007-2008
28/11/2007 07:00,Philadelphia 76ers,Utah Jazz,95 - 106,,2007-2008
28/11/2007 07:00,Toronto Raptors,Memphis Grizzlies,103 - 91,,2007-2008
28/11/2007 07:30,Detroit Pistons,Cleveland Cavaliers,109 - 74,,2007-2008
28/11/2007 08:30,Dallas Mavericks,Minnesota Timberwolves,109 - 103,,2007-2008
28/11/2007 08:30,San Antonio Spurs,Washington Wizards,109 - 94,,2007-2008
28/11/2007 09:00,Phoenix Suns,Houston Rockets,94 - 100,,2007-2008
28/11/2007 10:00,Portland Trail Blazers,Indiana Pacers,89 - 95,,2007-2008
28/11/2007 10:00,Sacramento Kings,Golden State Warriors,96 - 103,,2007-2008
28/11/2007 10:00,Seattle SuperSonics,Orlando Magic,94 - 110,,2007-2008
29/11/2007 08:00,Boston Celtics,New York Knicks,104 - 59,,2007-2008
29/11/2007 10:30,Golden State Warriors,Houston Rockets,113 - 94,,2007-2008
29/11/2007 10:30,Los Angeles Lakers,Denver Nuggets,127 - 99,,2007-2008
30/11/2007 07:00,Philadelphia 76ers,Washington Wizards,85 - 84,,2007-2008
30/11/2007 07:00,Toronto Raptors,Cleveland Cavaliers,91 - 82,,2007-2008
30/11/2007 07:30,Atlanta Hawks,New Orleans Hornets,86 - 92,,2007-2008
30/11/2007 07:30,New York Knicks,Milwaukee Bucks,91 - 88,,2007-2008
30/11/2007 08:00,Miami Heat,Boston Celtics,85 - 95,,2007-2008
30/11/2007 08:00,Minnesota Timberwolves,San Antonio Spurs,91 - 106,,2007-2008
30/11/2007 08:30,Dallas Mavericks,Portland Trail Blazers,91 - 80,,2007-2008
30/11/2007 09:00,Phoenix Suns,Orlando Magic,110 - 106,,2007-2008
30/11/2007 10:30,Denver Nuggets,Los Angeles Clippers,123 - 107,,2007-2008
30/11/2007 10:30,Seattle SuperSonics,Indiana Pacers,95 - 93,,2007-2008
30/11/2007 10:30,Utah Jazz,Los Angeles Lakers,120 - 96,,2007-2008
01/12/2007 07:00,Washington Wizards,Toronto Raptors,101 - 97,,2007-2008
01/12/2007 07:30,New Jersey Nets,Philadelphia 76ers,94 - 92,OT,2007-2008
01/12/2007 08:00,Memphis Grizzlies,Minnesota Timberwolves,109 - 80,,2007-2008
01/12/2007 08:00,New Orleans Hornets,Dallas Mavericks,112 - 108,OT,2007-2008
01/12/2007 08:30,Chicago Bulls,Charlotte Bobcats,111 - 95,,2007-2008
01/12/2007 08:30,Milwaukee Bucks,Detroit Pistons,91 - 117,,2007-2008
01/12/2007 10:00,Sacramento Kings,Houston Rockets,107 - 99,,2007-2008
02/12/2007 12:30,Boston Celtics,Cleveland Cavaliers,80 - 70,,2007-2008
02/12/2007 03:30,Los Angeles Clippers,Indiana Pacers,95 - 101,,2007-2008
02/12/2007 03:30,San Antonio Spurs,Portland Trail Blazers,100 - 79,,2007-2008
02/12/2007 06:00,Detroit Pistons,New Jersey Nets,118 - 95,,2007-2008
02/12/2007 07:00,New York Knicks,Phoenix Suns,104 - 115,,2007-2008
02/12/2007 08:00,Denver Nuggets,Miami Heat,115 - 89,,2007-2008
02/12/2007 09:00,Seattle SuperSonics,Golden State Warriors,96 - 109,,2007-2008
02/12/2007 09:30,Los Angeles Lakers,Orlando Magic,97 - 104,,2007-2008
03/12/2007 07:00,Philadelphia 76ers,Atlanta Hawks,79 - 88,,2007-2008
03/12/2007 07:00,Toronto Raptors,Charlotte Bobcats,98 - 79,,2007-2008
03/12/2007 08:00,Memphis Grizzlies,Portland Trail Blazers,105 - 106,,2007-2008
03/12/2007 08:30,Chicago Bulls,Dallas Mavericks,98 - 103,,2007-2008
03/12/2007 09:00,Utah Jazz,Miami Heat,110 - 101,,2007-2008
03/12/2007 10:30,Golden State Warriors,Orlando Magic,117 - 123,OT,2007-2008
04/12/2007 07:00,Atlanta Hawks,Detroit Pistons,95 - 106,,2007-2008
04/12/2007 07:00,Cleveland Cavaliers,New Jersey Nets,79 - 100,,2007-2008
04/12/2007 07:00,Indiana Pacers,Phoenix Suns,117 - 121,,2007-2008
04/12/2007 08:00,Minnesota Timberwolves,Los Angeles Lakers,95 - 116,,2007-2008
04/12/2007 10:00,Sacramento Kings,Utah Jazz,117 - 107,,2007-2008
04/12/2007 10:30,Los Angeles Clippers,Milwaukee Bucks,78 - 87,,2007-2008
05/12/2007 07:00,Charlotte Bobcats,Chicago Bulls,82 - 91,,2007-2008
05/12/2007 07:00,Philadelphia 76ers,Boston Celtics,103 - 113,,2007-2008
05/12/2007 07:00,Toronto Raptors,Phoenix Suns,123 - 136,,2007-2008
05/12/2007 07:00,Washington Wizards,Cleveland Cavaliers,105 - 86,,2007-2008
05/12/2007 07:30,New Jersey Nets,New York Knicks,93 - 100,,2007-2008
05/12/2007 08:00,New Orleans Hornets,Detroit Pistons,76 - 91,,2007-2008
05/12/2007 08:30,Houston Rockets,Memphis Grizzlies,105 - 92,,2007-2008
05/12/2007 08:30,San Antonio Spurs,Dallas Mavericks,97 - 95,,2007-2008
05/12/2007 09:00,Denver Nuggets,Los Angeles Lakers,107 - 111,,2007-2008
05/12/2007 10:30,Golden State Warriors,Milwaukee Bucks,120 - 90,,2007-2008
05/12/2007 10:30,Seattle SuperSonics,Los Angeles Clippers,95 - 88,,2007-2008
06/12/2007 07:00,Atlanta Hawks,Minnesota Timberwolves,90 - 89,,2007-2008
06/12/2007 08:00,Dallas Mavericks,Denver Nuggets,109 - 122,,2007-2008
06/12/2007 10:30,Portland Trail Blazers,Miami Heat,112 - 106,,2007-2008
07/12/2007 07:00,Detroit Pistons,Chicago Bulls,91 - 98,,2007-2008
07/12/2007 07:00,Orlando Magic,Indiana Pacers,109 - 115,,2007-2008
07/12/2007 07:00,Philadelphia 76ers,New York Knicks,101 - 90,,2007-2008
07/12/2007 07:00,Washington Wizards,Phoenix Suns,107 - 122,,2007-2008
07/12/2007 07:30,Boston Celtics,Toronto Raptors,112 - 84,,2007-2008
07/12/2007 07:30,New Jersey Nets,Houston Rockets,89 - 96,,2007-2008
07/12/2007 08:00,New Orleans Hornets,Memphis Grizzlies,118 - 116,OT,2007-2008
07/12/2007 09:30,San Antonio Spurs,Utah Jazz,104 - 98,,2007-2008
07/12/2007 10:00,Sacramento Kings,Los Angeles Clippers,87 - 97,,2007-2008
07/12/2007 10:30,Golden State Warriors,Miami Heat,120 - 113,,2007-2008
07/12/2007 10:30,Seattle SuperSonics,Milwaukee Bucks,104 - 98,,2007-2008
08/12/2007 07:00,Atlanta Hawks,Memphis Grizzlies,86 - 78,,2007-2008
08/12/2007 07:00,Charlotte Bobcats,Cleveland Cavaliers,96 - 93,,2007-2008
08/12/2007 07:30,New York Knicks,Philadelphia 76ers,77 - 105,,2007-2008
08/12/2007 08:00,Minnesota Timberwolves,Phoenix Suns,100 - 93,,2007-2008
08/12/2007 08:30,Chicago Bulls,Boston Celtics,81 - 92,,2007-2008
08/12/2007 08:30,Dallas Mavericks,Utah Jazz,125 - 117,,2007-2008
08/12/2007 09:00,Denver Nuggets,Sacramento Kings,101 - 97,,2007-2008
09/12/2007 12:30,Toronto Raptors,Houston Rockets,93 - 80,,2007-2008
09/12/2007 03:30,Los Angeles Clippers,Miami Heat,94 - 100,,2007-2008
09/12/2007 06:00,Detroit Pistons,Charlotte Bobcats,104 - 85,,2007-2008
09/12/2007 06:00,Portland Trail Blazers,Milwaukee Bucks,117 - 113,OT,2007-2008
09/12/2007 07:00,New Orleans Hornets,Seattle SuperSonics,91 - 88,,2007-2008
09/12/2007 07:00,Washington Wizards,New Jersey Nets,104 - 89,,2007-2008
09/12/2007 09:30,Los Angeles Lakers,Golden State Warriors,123 - 113,,2007-2008
10/12/2007 07:00,Orlando Magic,Atlanta Hawks,87 - 98,,2007-2008
10/12/2007 07:00,Philadelphia 76ers,Houston Rockets,100 - 88,,2007-2008
10/12/2007 07:30,New York Knicks,Dallas Mavericks,89 - 99,,2007-2008
10/12/2007 09:00,Phoenix Suns,Miami Heat,113 - 117,,2007-2008
10/12/2007 10:00,Sacramento Kings,Milwaukee Bucks,96 - 93,,2007-2008
11/12/2007 07:00,Atlanta Hawks,Toronto Raptors,88 - 100,,2007-2008
11/12/2007 07:00,Cleveland Cavaliers,Indiana Pacers,118 - 105,,2007-2008
11/12/2007 07:00,Washington Wizards,Minnesota Timberwolves,102 - 88,,2007-2008
11/12/2007 07:30,New Jersey Nets,Los Angeles Clippers,82 - 91,,2007-2008
11/12/2007 08:00,Memphis Grizzlies,Detroit Pistons,103 - 113,,2007-2008
11/12/2007 08:30,Chicago Bulls,Seattle SuperSonics,123 - 96,,2007-2008
11/12/2007 09:00,Utah Jazz,Portland Trail Blazers,89 - 97,,2007-2008
11/12/2007 10:30,Golden State Warriors,San Antonio Spurs,96 - 84,,2007-2008
12/12/2007 07:00,Charlotte Bobcats,Los Angeles Clippers,108 - 103,,2007-2008
12/12/2007 07:00,Indiana Pacers,Chicago Bulls,117 - 102,,2007-2008
12/12/2007 07:00,Philadelphia 76ers,Minnesota Timberwolves,98 - 94,,2007-2008
12/12/2007 07:00,Toronto Raptors,Dallas Mavericks,92 - 76,,2007-2008
12/12/2007 07:30,Boston Celtics,Sacramento Kings,90 - 78,,2007-2008
12/12/2007 07:30,New York Knicks,Seattle SuperSonics,110 - 117,,2007-2008
12/12/2007 08:00,Houston Rockets,Detroit Pistons,80 - 77,,2007-2008
12/12/2007 08:00,Milwaukee Bucks,Orlando Magic,100 - 86,,2007-2008
12/12/2007 09:00,Denver Nuggets,New Orleans Hornets,105 - 99,,2007-2008
