Date,Home Team,Away Team,Result,Overtime,Season
26/10/2019 09:00,Utah Jazz,Sacramento Kings,113 - 81,,2019-2020
26/10/2019 10:00,Phoenix Suns,Los Angeles Clippers,130 - 122,,2019-2020
27/10/2019 03:30,Oklahoma City Thunder,Golden State Warriors,120 - 92,,2019-2020
27/10/2019 06:00,Memphis Grizzlies,Brooklyn Nets,134 - 133,OT,2019-2020
27/10/2019 07:00,Dallas Mavericks,Portland Trail Blazers,119 - 121,,2019-2020
27/10/2019 07:00,Minnesota Timberwolves,Miami Heat,116 - 109,,2019-2020
27/10/2019 09:30,Los Angeles Lakers,Charlotte Hornets,120 - 101,,2019-2020
28/10/2019 07:00,New York Knicks,Chicago Bulls,105 - 98,,2019-2020
28/10/2019 07:00,Detroit Pistons,Indiana Pacers,96 - 94,,2019-2020
28/10/2019 07:30,Toronto Raptors,Orlando Magic,104 - 95,,2019-2020
28/10/2019 07:30,Atlanta Hawks,Philadelphia 76ers,103 - 105,,2019-2020
28/10/2019 08:00,Houston Rockets,Oklahoma City Thunder,116 - 112,,2019-2020
28/10/2019 08:00,Milwaukee Bucks,Cleveland Cavaliers,129 - 112,,2019-2020
28/10/2019 08:00,New Orleans Pelicans,Golden State Warriors,123 - 134,,2019-2020
28/10/2019 08:30,San Antonio Spurs,Portland Trail Blazers,113 - 110,,2019-2020
28/10/2019 10:00,Phoenix Suns,Utah Jazz,95 - 96,,2019-2020
28/10/2019 10:00,Sacramento Kings,Denver Nuggets,94 - 101,,2019-2020
28/10/2019 10:30,Los Angeles Clippers,Charlotte Hornets,111 - 96,,2019-2020
29/10/2019 07:30,Miami Heat,Atlanta Hawks,112 - 97,,2019-2020
29/10/2019 09:00,Denver Nuggets,Dallas Mavericks,106 - 109,,2019-2020
29/10/2019 10:30,Los Angeles Lakers,Memphis Grizzlies,120 - 91,,2019-2020
30/10/2019 07:00,Cleveland Cavaliers,Chicago Bulls,117 - 111,,2019-2020
30/10/2019 07:00,Orlando Magic,New York Knicks,95 - 83,,2019-2020
30/10/2019 07:00,Philadelphia 76ers,Minnesota Timberwolves,117 - 95,,2019-2020
30/10/2019 07:30,Boston Celtics,Milwaukee Bucks,116 - 105,,2019-2020
30/10/2019 07:30,Brooklyn Nets,Indiana Pacers,108 - 118,,2019-2020
30/10/2019 07:30,Toronto Raptors,Detroit Pistons,125 - 113,,2019-2020
30/10/2019 08:00,Oklahoma City Thunder,Portland Trail Blazers,99 - 102,,2019-2020
30/10/2019 08:00,Washington Wizards,Houston Rockets,158 - 159,,2019-2020
30/10/2019 10:00,Sacramento Kings,Charlotte Hornets,111 - 118,,2019-2020
30/10/2019 10:00,Utah Jazz,Los Angeles Clippers,110 - 96,,2019-2020
30/10/2019 10:30,Golden State Warriors,Phoenix Suns,110 - 121,,2019-2020
31/10/2019 07:00,Atlanta Hawks,Miami Heat,97 - 106,,2019-2020
31/10/2019 09:30,New Orleans Pelicans,Denver Nuggets,122 - 107,,2019-2020
31/10/2019 10:30,Los Angeles Clippers,San Antonio Spurs,103 - 97,,2019-2020
01/11/2019 07:00,Brooklyn Nets,Houston Rockets,123 - 116,,2019-2020
01/11/2019 07:00,Indiana Pacers,Cleveland Cavaliers,102 - 95,,2019-2020
01/11/2019 07:00,Orlando Magic,Milwaukee Bucks,91 - 123,,2019-2020
01/11/2019 07:30,Boston Celtics,New York Knicks,104 - 102,,2019-2020
01/11/2019 08:00,Chicago Bulls,Detroit Pistons,112 - 106,,2019-2020
01/11/2019 09:30,Dallas Mavericks,Los Angeles Lakers,110 - 119,OT,2019-2020
01/11/2019 10:00,Sacramento Kings,Utah Jazz,102 - 101,,2019-2020
01/11/2019 10:30,Golden State Warriors,San Antonio Spurs,110 - 127,,2019-2020
02/11/2019 05:00,Oklahoma City Thunder,New Orleans Pelicans,115 - 104,,2019-2020
02/11/2019 07:00,Detroit Pistons,Brooklyn Nets,113 - 109,,2019-2020
02/11/2019 07:00,Orlando Magic,Denver Nuggets,87 - 91,,2019-2020
02/11/2019 08:00,Memphis Grizzlies,Phoenix Suns,105 - 114,,2019-2020
02/11/2019 08:00,Milwaukee Bucks,Toronto Raptors,115 - 105,,2019-2020
02/11/2019 08:00,Washington Wizards,Minnesota Timberwolves,109 - 131,,2019-2020
02/11/2019 08:30,Golden State Warriors,Charlotte Hornets,87 - 93,,2019-2020
02/11/2019 10:00,Portland Trail Blazers,Philadelphia 76ers,128 - 129,,2019-2020
03/11/2019 05:00,Indiana Pacers,Chicago Bulls,108 - 95,,2019-2020
03/11/2019 06:00,Miami Heat,Houston Rockets,129 - 100,,2019-2020
03/11/2019 06:00,New York Knicks,Sacramento Kings,92 - 113,,2019-2020
03/11/2019 07:00,San Antonio Spurs,Los Angeles Lakers,96 - 103,,2019-2020
03/11/2019 07:30,Cleveland Cavaliers,Dallas Mavericks,111 - 131,,2019-2020
03/11/2019 09:00,Los Angeles Clippers,Utah Jazz,105 - 94,,2019-2020
04/11/2019 07:00,Washington Wizards,Detroit Pistons,115 - 99,,2019-2020
04/11/2019 07:30,Brooklyn Nets,New Orleans Pelicans,135 - 125,,2019-2020
04/11/2019 08:00,Memphis Grizzlies,Houston Rockets,100 - 107,,2019-2020
04/11/2019 08:00,Minnesota Timberwolves,Milwaukee Bucks,106 - 134,,2019-2020
04/11/2019 09:00,Phoenix Suns,Philadelphia 76ers,114 - 109,,2019-2020
04/11/2019 10:30,Golden State Warriors,Portland Trail Blazers,127 - 118,,2019-2020
05/11/2019 07:00,Charlotte Hornets,Indiana Pacers,122 - 120,OT,2019-2020
05/11/2019 07:00,Cleveland Cavaliers,Boston Celtics,113 - 119,,2019-2020
05/11/2019 07:30,Atlanta Hawks,San Antonio Spurs,108 - 100,,2019-2020
05/11/2019 08:00,Chicago Bulls,Los Angeles Lakers,112 - 118,,2019-2020
05/11/2019 08:00,Oklahoma City Thunder,Orlando Magic,102 - 94,,2019-2020
05/11/2019 09:00,Denver Nuggets,Miami Heat,109 - 89,,2019-2020
06/11/2019 07:00,Detroit Pistons,New York Knicks,122 - 102,,2019-2020
06/11/2019 07:00,Indiana Pacers,Washington Wizards,121 - 106,,2019-2020
06/11/2019 07:30,Atlanta Hawks,Chicago Bulls,93 - 113,,2019-2020
06/11/2019 07:30,Houston Rockets,Golden State Warriors,129 - 112,,2019-2020
06/11/2019 07:30,Toronto Raptors,Sacramento Kings,124 - 120,,2019-2020
06/11/2019 08:00,Memphis Grizzlies,Minnesota Timberwolves,137 - 121,,2019-2020
06/11/2019 08:30,Dallas Mavericks,Orlando Magic,107 - 106,,2019-2020
06/11/2019 09:00,Utah Jazz,Philadelphia 76ers,106 - 104,,2019-2020
06/11/2019 10:00,Los Angeles Clippers,Milwaukee Bucks,124 - 129,,2019-2020
07/11/2019 08:00,Charlotte Hornets,Boston Celtics,87 - 108,,2019-2020
07/11/2019 08:30,San Antonio Spurs,Oklahoma City Thunder,121 - 112,,2019-2020
07/11/2019 09:00,Phoenix Suns,Miami Heat,108 - 124,,2019-2020
07/11/2019 10:30,Los Angeles Clippers,Portland Trail Blazers,107 - 101,,2019-2020
08/11/2019 07:00,Indiana Pacers,Detroit Pistons,112 - 106,,2019-2020
08/11/2019 07:00,Orlando Magic,Memphis Grizzlies,118 - 86,,2019-2020
08/11/2019 07:00,Washington Wizards,Cleveland Cavaliers,100 - 113,,2019-2020
08/11/2019 07:30,Atlanta Hawks,Sacramento Kings,109 - 121,,2019-2020
08/11/2019 08:00,Minnesota Timberwolves,Golden State Warriors,125 - 119,OT,2019-2020
08/11/2019 08:00,New Orleans Pelicans,Toronto Raptors,104 - 122,,2019-2020
08/11/2019 08:30,Dallas Mavericks,New York Knicks,102 - 106,,2019-2020
08/11/2019 09:00,Denver Nuggets,Philadelphia 76ers,100 - 97,,2019-2020
08/11/2019 09:00,Utah Jazz,Milwaukee Bucks,103 - 100,,2019-2020
08/11/2019 10:00,Portland Trail Blazers,Brooklyn Nets,115 - 119,,2019-2020
08/11/2019 10:30,Los Angeles Lakers,Miami Heat,95 - 80,,2019-2020
09/11/2019 05:00,San Antonio Spurs,Boston Celtics,115 - 135,,2019-2020
09/11/2019 07:00,Charlotte Hornets,New Orleans Pelicans,110 - 115,,2019-2020
09/11/2019 08:00,Chicago Bulls,Houston Rockets,94 - 117,,2019-2020
09/11/2019 08:00,Memphis Grizzlies,Dallas Mavericks,122 - 138,,2019-2020
09/11/2019 08:00,Oklahoma City Thunder,Golden State Warriors,114 - 108,,2019-2020
10/11/2019 03:30,Minnesota Timberwolves,Denver Nuggets,98 - 100,OT,2019-2020
10/11/2019 06:00,Orlando Magic,Indiana Pacers,102 - 109,,2019-2020
10/11/2019 06:00,Philadelphia 76ers,Charlotte Hornets,114 - 106,,2019-2020
10/11/2019 07:00,Oklahoma City Thunder,Milwaukee Bucks,119 - 121,,2019-2020
10/11/2019 07:30,New York Knicks,Cleveland Cavaliers,87 - 108,,2019-2020
10/11/2019 08:00,Phoenix Suns,Brooklyn Nets,138 - 112,,2019-2020
10/11/2019 09:00,Portland Trail Blazers,Atlanta Hawks,124 - 113,OT,2019-2020
10/11/2019 09:30,Los Angeles Lakers,Toronto Raptors,104 - 113,,2019-2020
11/11/2019 07:00,Detroit Pistons,Minnesota Timberwolves,114 - 120,,2019-2020
11/11/2019 07:30,Boston Celtics,Dallas Mavericks,116 - 106,,2019-2020
11/11/2019 07:30,San Antonio Spurs,Memphis Grizzlies,109 - 113,,2019-2020
11/11/2019 08:00,New Orleans Pelicans,Houston Rockets,116 - 122,,2019-2020
11/11/2019 10:30,Golden State Warriors,Utah Jazz,108 - 122,,2019-2020
11/11/2019 10:30,Los Angeles Clippers,Toronto Raptors,98 - 88,,2019-2020
12/11/2019 07:00,Indiana Pacers,Oklahoma City Thunder,111 - 85,,2019-2020
12/11/2019 07:00,Philadelphia 76ers,Cleveland Cavaliers,98 - 97,,2019-2020
12/11/2019 07:30,Miami Heat,Detroit Pistons,117 - 108,,2019-2020
12/11/2019 08:00,Chicago Bulls,New York Knicks,120 - 102,,2019-2020
12/11/2019 09:00,Denver Nuggets,Atlanta Hawks,121 - 125,,2019-2020
12/11/2019 09:00,Phoenix Suns,Los Angeles Lakers,115 - 123,,2019-2020
12/11/2019 09:00,Utah Jazz,Brooklyn Nets,119 - 114,,2019-2020
12/11/2019 10:00,Sacramento Kings,Portland Trail Blazers,107 - 99,,2019-2020
13/11/2019 07:00,Charlotte Hornets,Memphis Grizzlies,117 - 119,,2019-2020
13/11/2019 07:00,Orlando Magic,Philadelphia 76ers,112 - 97,,2019-2020
13/11/2019 07:30,Boston Celtics,Washington Wizards,140 - 133,,2019-2020
13/11/2019 07:30,Houston Rockets,Los Angeles Clippers,102 - 93,,2019-2020
13/11/2019 08:00,Minnesota Timberwolves,San Antonio Spurs,129 - 114,,2019-2020
13/11/2019 10:00,Los Angeles Lakers,Golden State Warriors,120 - 94,,2019-2020
13/11/2019 10:00,Portland Trail Blazers,Toronto Raptors,106 - 114,,2019-2020
14/11/2019 06:00,Cleveland Cavaliers,Miami Heat,97 - 108,,2019-2020
14/11/2019 08:00,Milwaukee Bucks,Chicago Bulls,124 - 115,,2019-2020
14/11/2019 08:00,New Orleans Pelicans,Los Angeles Clippers,132 - 127,,2019-2020
14/11/2019 08:00,New York Knicks,Dallas Mavericks,106 - 103,,2019-2020
14/11/2019 09:00,Phoenix Suns,Atlanta Hawks,128 - 112,,2019-2020
14/11/2019 10:30,Denver Nuggets,Brooklyn Nets,101 - 93,,2019-2020
15/11/2019 07:00,Charlotte Hornets,Detroit Pistons,109 - 106,,2019-2020
15/11/2019 07:00,Orlando Magic,San Antonio Spurs,111 - 109,,2019-2020
15/11/2019 08:00,Houston Rockets,Indiana Pacers,111 - 102,,2019-2020
15/11/2019 08:00,Memphis Grizzlies,Utah Jazz,107 - 106,,2019-2020
15/11/2019 08:00,Minnesota Timberwolves,Washington Wizards,116 - 137,,2019-2020
15/11/2019 08:00,Oklahoma City Thunder,Philadelphia 76ers,127 - 119,OT,2019-2020
15/11/2019 10:30,Golden State Warriors,Boston Celtics,100 - 105,,2019-2020
15/11/2019 10:30,Los Angeles Lakers,Sacramento Kings,99 - 97,,2019-2020
16/11/2019 06:00,Chicago Bulls,Brooklyn Nets,111 - 117,,2019-2020
16/11/2019 07:00,Indiana Pacers,Milwaukee Bucks,83 - 102,,2019-2020
16/11/2019 07:30,New York Knicks,Charlotte Hornets,102 - 103,,2019-2020
16/11/2019 08:00,Miami Heat,New Orleans Pelicans,109 - 94,,2019-2020
16/11/2019 08:00,Minnesota Timberwolves,Houston Rockets,105 - 125,,2019-2020
16/11/2019 08:30,Dallas Mavericks,Toronto Raptors,110 - 102,,2019-2020
16/11/2019 08:30,San Antonio Spurs,Portland Trail Blazers,116 - 121,,2019-2020
16/11/2019 10:30,Los Angeles Clippers,Atlanta Hawks,150 - 101,,2019-2020
17/11/2019 03:00,Cleveland Cavaliers,Philadelphia 76ers,95 - 114,,2019-2020
17/11/2019 03:30,Sacramento Kings,Boston Celtics,100 - 99,,2019-2020
17/11/2019 06:00,Memphis Grizzlies,Denver Nuggets,114 - 131,,2019-2020
17/11/2019 06:00,Orlando Magic,Washington Wizards,125 - 121,,2019-2020
17/11/2019 07:00,New Orleans Pelicans,Golden State Warriors,108 - 100,,2019-2020
17/11/2019 09:30,Los Angeles Lakers,Atlanta Hawks,122 - 101,,2019-2020
18/11/2019 07:00,New York Knicks,Cleveland Cavaliers,123 - 105,,2019-2020
18/11/2019 07:30,Brooklyn Nets,Indiana Pacers,86 - 115,,2019-2020
18/11/2019 07:30,Toronto Raptors,Charlotte Hornets,132 - 96,,2019-2020
18/11/2019 08:00,Chicago Bulls,Milwaukee Bucks,101 - 115,,2019-2020
18/11/2019 08:00,Houston Rockets,Portland Trail Blazers,132 - 108,,2019-2020
18/11/2019 08:30,Dallas Mavericks,San Antonio Spurs,117 - 110,,2019-2020
18/11/2019 09:00,Phoenix Suns,Boston Celtics,85 - 99,,2019-2020
18/11/2019 09:00,Utah Jazz,Minnesota Timberwolves,102 - 112,,2019-2020
18/11/2019 10:30,Los Angeles Clippers,Oklahoma City Thunder,90 - 88,,2019-2020
19/11/2019 08:00,Memphis Grizzlies,Golden State Warriors,95 - 114,,2019-2020
19/11/2019 08:00,New Orleans Pelicans,Portland Trail Blazers,115 - 104,,2019-2020
19/11/2019 10:00,Sacramento Kings,Phoenix Suns,120 - 116,,2019-2020
19/11/2019 10:30,Los Angeles Lakers,Oklahoma City Thunder,112 - 107,,2019-2020
20/11/2019 07:00,Philadelphia 76ers,New York Knicks,109 - 104,,2019-2020
20/11/2019 07:00,Washington Wizards,San Antonio Spurs,138 - 132,,2019-2020
20/11/2019 07:30,Atlanta Hawks,Milwaukee Bucks,127 - 135,,2019-2020
20/11/2019 07:30,Brooklyn Nets,Charlotte Hornets,101 - 91,,2019-2020
20/11/2019 07:30,Dallas Mavericks,Golden State Warriors,142 - 94,,2019-2020
20/11/2019 07:30,Miami Heat,Cleveland Cavaliers,124 - 100,,2019-2020
20/11/2019 07:30,Toronto Raptors,Orlando Magic,113 - 97,,2019-2020
20/11/2019 08:00,Chicago Bulls,Detroit Pistons,109 - 89,,2019-2020
20/11/2019 08:00,Minnesota Timberwolves,Utah Jazz,95 - 103,,2019-2020
20/11/2019 09:00,Denver Nuggets,Houston Rockets,105 - 95,,2019-2020
20/11/2019 10:00,Los Angeles Clippers,Boston Celtics,107 - 104,OT,2019-2020
21/11/2019 08:00,Milwaukee Bucks,Portland Trail Blazers,137 - 129,,2019-2020
21/11/2019 10:30,Phoenix Suns,New Orleans Pelicans,121 - 124,,2019-2020
22/11/2019 07:00,Detroit Pistons,Atlanta Hawks,128 - 103,,2019-2020
22/11/2019 07:00,Washington Wizards,Charlotte Hornets,125 - 118,,2019-2020
22/11/2019 07:30,Brooklyn Nets,Sacramento Kings,116 - 97,,2019-2020
22/11/2019 08:00,Chicago Bulls,Miami Heat,108 - 116,,2019-2020
22/11/2019 08:00,Oklahoma City Thunder,Los Angeles Lakers,127 - 130,,2019-2020
22/11/2019 08:00,Philadelphia 76ers,San Antonio Spurs,115 - 104,,2019-2020
22/11/2019 08:30,Dallas Mavericks,Cleveland Cavaliers,143 - 101,,2019-2020
22/11/2019 09:00,Denver Nuggets,Boston Celtics,96 - 92,,2019-2020
22/11/2019 09:00,Utah Jazz,Golden State Warriors,113 - 109,,2019-2020
22/11/2019 10:30,Los Angeles Clippers,Houston Rockets,122 - 119,,2019-2020
23/11/2019 05:00,Minnesota Timberwolves,Phoenix Suns,98 - 100,,2019-2020
23/11/2019 07:00,Charlotte Hornets,Chicago Bulls,115 - 116,,2019-2020
23/11/2019 07:00,Indiana Pacers,Orlando Magic,111 - 106,,2019-2020
23/11/2019 07:30,Atlanta Hawks,Toronto Raptors,116 - 119,,2019-2020
23/11/2019 07:30,New York Knicks,San Antonio Spurs,104 - 111,,2019-2020
23/11/2019 07:30,Philadelphia 76ers,Miami Heat,113 - 86,,2019-2020
23/11/2019 08:00,Cleveland Cavaliers,Portland Trail Blazers,110 - 104,,2019-2020
23/11/2019 08:00,Memphis Grizzlies,Los Angeles Lakers,108 - 109,,2019-2020
23/11/2019 08:30,Milwaukee Bucks,Detroit Pistons,104 - 90,,2019-2020
23/11/2019 09:00,Utah Jazz,New Orleans Pelicans,128 - 120,,2019-2020
24/11/2019 03:30,Houston Rockets,Dallas Mavericks,123 - 137,,2019-2020
24/11/2019 06:00,New York Knicks,Brooklyn Nets,101 - 103,,2019-2020
24/11/2019 06:00,Washington Wizards,Sacramento Kings,106 - 113,,2019-2020
24/11/2019 08:00,Denver Nuggets,Phoenix Suns,116 - 104,,2019-2020
24/11/2019 09:00,Los Angeles Clippers,New Orleans Pelicans,134 - 109,,2019-2020
25/11/2019 07:00,Cleveland Cavaliers,Brooklyn Nets,106 - 108,,2019-2020
25/11/2019 07:00,Detroit Pistons,Orlando Magic,103 - 88,,2019-2020
25/11/2019 07:00,Indiana Pacers,Memphis Grizzlies,126 - 114,,2019-2020
25/11/2019 07:30,Atlanta Hawks,Minnesota Timberwolves,113 - 125,,2019-2020
25/11/2019 07:30,Boston Celtics,Sacramento Kings,103 - 102,,2019-2020
25/11/2019 07:30,Miami Heat,Charlotte Hornets,117 - 100,,2019-2020
25/11/2019 07:30,Toronto Raptors,Philadelphia 76ers,101 - 96,,2019-2020
25/11/2019 08:00,Chicago Bulls,Portland Trail Blazers,94 - 117,,2019-2020
25/11/2019 08:00,Milwaukee Bucks,Utah Jazz,122 - 118,,2019-2020
25/11/2019 08:30,San Antonio Spurs,Los Angeles Lakers,104 - 114,,2019-2020
25/11/2019 10:30,Golden State Warriors,Oklahoma City Thunder,97 - 100,,2019-2020
26/11/2019 08:30,Dallas Mavericks,Los Angeles Clippers,99 - 114,,2019-2020
26/11/2019 09:00,Denver Nuggets,Washington Wizards,117 - 104,,2019-2020
27/11/2019 07:00,Boston Celtics,Brooklyn Nets,121 - 110,,2019-2020
27/11/2019 07:00,Charlotte Hornets,Detroit Pistons,102 - 101,,2019-2020
27/11/2019 07:00,Cleveland Cavaliers,Orlando Magic,104 - 116,,2019-2020
27/11/2019 07:00,Indiana Pacers,Utah Jazz,121 - 102,,2019-2020
27/11/2019 07:00,Philadelphia 76ers,Sacramento Kings,97 - 91,,2019-2020
27/11/2019 07:30,Toronto Raptors,New York Knicks,126 - 98,,2019-2020
27/11/2019 08:00,Houston Rockets,Miami Heat,117 - 108,,2019-2020
27/11/2019 08:00,Memphis Grizzlies,Los Angeles Clippers,119 - 121,,2019-2020
27/11/2019 08:00,Milwaukee Bucks,Atlanta Hawks,111 - 102,,2019-2020
27/11/2019 08:30,San Antonio Spurs,Minnesota Timberwolves,101 - 113,,2019-2020
27/11/2019 09:00,Phoenix Suns,Washington Wizards,132 - 140,,2019-2020
27/11/2019 09:30,New Orleans Pelicans,Los Angeles Lakers,110 - 114,,2019-2020
27/11/2019 10:00,Portland Trail Blazers,Oklahoma City Thunder,136 - 119,,2019-2020
27/11/2019 10:30,Golden State Warriors,Chicago Bulls,104 - 90,,2019-2020
29/11/2019 12:00,Brooklyn Nets,Boston Celtics,112 - 107,,2019-2020
29/11/2019 07:00,Detroit Pistons,Charlotte Hornets,107 - 110,,2019-2020
29/11/2019 07:00,Orlando Magic,Toronto Raptors,83 - 90,,2019-2020
29/11/2019 07:30,Cleveland Cavaliers,Milwaukee Bucks,110 - 119,,2019-2020
29/11/2019 07:30,New York Knicks,Philadelphia 76ers,95 - 101,,2019-2020
29/11/2019 08:00,Indiana Pacers,Atlanta Hawks,105 - 104,OT,2019-2020
29/11/2019 08:00,Memphis Grizzlies,Utah Jazz,94 - 103,,2019-2020
29/11/2019 08:00,Miami Heat,Golden State Warriors,122 - 105,,2019-2020
29/11/2019 08:00,Oklahoma City Thunder,New Orleans Pelicans,109 - 104,,2019-2020
29/11/2019 08:30,San Antonio Spurs,Los Angeles Clippers,107 - 97,,2019-2020
29/11/2019 09:00,Phoenix Suns,Dallas Mavericks,113 - 120,,2019-2020
29/11/2019 10:00,Portland Trail Blazers,Chicago Bulls,107 - 103,,2019-2020
29/11/2019 10:30,Los Angeles Lakers,Washington Wizards,125 - 103,,2019-2020
30/11/2019 05:00,Sacramento Kings,Denver Nuggets,100 - 97,OT,2019-2020
30/11/2019 07:00,Philadelphia 76ers,Indiana Pacers,119 - 116,,2019-2020
30/11/2019 08:00,Houston Rockets,Atlanta Hawks,158 - 111,,2019-2020
30/11/2019 08:00,Milwaukee Bucks,Charlotte Hornets,137 - 96,,2019-2020
01/12/2019 03:00,Brooklyn Nets,Miami Heat,106 - 109,,2019-2020
01/12/2019 03:30,Minnesota Timberwolves,Memphis Grizzlies,107 - 115,,2019-2020
01/12/2019 03:30,New York Knicks,Boston Celtics,104 - 113,,2019-2020
01/12/2019 04:00,Los Angeles Lakers,Dallas Mavericks,100 - 114,,2019-2020
01/12/2019 05:00,Detroit Pistons,San Antonio Spurs,132 - 98,,2019-2020
01/12/2019 05:00,New Orleans Pelicans,Oklahoma City Thunder,104 - 107,,2019-2020
01/12/2019 06:00,Orlando Magic,Golden State Warriors,100 - 96,,2019-2020
01/12/2019 06:00,Toronto Raptors,Utah Jazz,130 - 110,,2019-2020
01/12/2019 10:30,Los Angeles Clippers,Washington Wizards,150 - 125,,2019-2020
02/12/2019 07:00,Charlotte Hornets,Phoenix Suns,104 - 109,,2019-2020
02/12/2019 07:00,Philadelphia 76ers,Utah Jazz,103 - 94,,2019-2020
02/12/2019 07:30,Atlanta Hawks,Golden State Warriors,104 - 79,,2019-2020
02/12/2019 08:00,Memphis Grizzlies,Indiana Pacers,104 - 117,,2019-2020
02/12/2019 08:00,Milwaukee Bucks,New York Knicks,132 - 88,,2019-2020
02/12/2019 10:00,Sacramento Kings,Chicago Bulls,106 - 113,,2019-2020
03/12/2019 07:00,Cleveland Cavaliers,Detroit Pistons,94 - 127,,2019-2020
03/12/2019 07:00,Washington Wizards,Orlando Magic,120 - 127,,2019-2020
03/12/2019 07:30,New Orleans Pelicans,Dallas Mavericks,97 - 118,,2019-2020
03/12/2019 07:30,Toronto Raptors,Miami Heat,110 - 121,OT,2019-2020
03/12/2019 08:30,San Antonio Spurs,Houston Rockets,135 - 133,2OT,2019-2020
03/12/2019 09:00,Denver Nuggets,Los Angeles Lakers,96 - 105,,2019-2020
03/12/2019 10:00,Los Angeles Clippers,Portland Trail Blazers,117 - 97,,2019-2020
04/12/2019 07:00,Charlotte Hornets,Golden State Warriors,106 - 91,,2019-2020
04/12/2019 07:00,Detroit Pistons,Milwaukee Bucks,103 - 127,,2019-2020
04/12/2019 07:00,Orlando Magic,Phoenix Suns,128 - 114,,2019-2020
04/12/2019 07:30,Atlanta Hawks,Brooklyn Nets,118 - 130,,2019-2020
04/12/2019 07:30,Boston Celtics,Miami Heat,112 - 93,,2019-2020
04/12/2019 08:00,Chicago Bulls,Memphis Grizzlies,106 - 99,,2019-2020
04/12/2019 08:00,Oklahoma City Thunder,Indiana Pacers,100 - 107,,2019-2020
04/12/2019 08:30,Dallas Mavericks,Minnesota Timberwolves,121 - 114,,2019-2020
04/12/2019 09:00,Utah Jazz,Los Angeles Lakers,96 - 121,,2019-2020
04/12/2019 10:00,Portland Trail Blazers,Sacramento Kings,127 - 116,,2019-2020
05/12/2019 07:00,Washington Wizards,Philadelphia 76ers,119 - 113,,2019-2020
05/12/2019 07:30,New York Knicks,Denver Nuggets,92 - 129,,2019-2020
05/12/2019 07:30,Toronto Raptors,Houston Rockets,109 - 119,,2019-2020
05/12/2019 08:00,New Orleans Pelicans,Phoenix Suns,132 - 139,OT,2019-2020
06/12/2019 07:00,Charlotte Hornets,Brooklyn Nets,104 - 111,,2019-2020
06/12/2019 07:00,Cleveland Cavaliers,Orlando Magic,87 - 93,,2019-2020
