,index,Date,Home Team,Away Team,Result,Time,Home Score,Away Score,home_win_percentage,away_win_percentage,colley_home_rating,colley_away_rating,massey_home_overall_rating,massey_home_offensive_rating,massey_home_defensive_rating,massey_away_overall_rating,massey_away_offensive_rating,massey_away_defensive_rating,od_home_overall_rating,od_home_offensive_rating,od_home_defensive_rating,od_away_overall_rating,od_away_offensive_rating,od_away_defensive_rating,markov_home_rating1,markov_away_rating1,markov_home_rating2,markov_away_rating2,markov_home_rating3,markov_away_rating3
15,15,2019-10-24,Golden State Warriors,Los Angeles Clippers,122 - 141,10:30,122,141,0.0,1.0,0.5,0.625,,,,,,,,,,,,,0.03333333333333337,0.05333333333333363,0.03333333333333337,0.05333333333333363,0.03333333333333373,0.033333333333333465
16,16,2019-10-25,Boston Celtics,Toronto Raptors,112 - 106,07:00,112,106,0.0,1.0,0.375,0.6250000000000001,,,,,,,93.00000000000001,93.0,0.9999999999999998,130.0,130.0,1.0,0.01333333333333335,0.05333333333333324,0.01333333333333335,0.05333333333333324,0.03333333333333323,0.033333333333333506
17,17,2019-10-25,Charlotte Hornets,Minnesota Timberwolves,99 - 121,07:00,99,121,1.0,1.0,0.625,0.6250000000000001,,,,,,,126.0,126.0,1.0,127.0,127.0,1.0,0.05333333333333368,0.0533333333333339,0.05333333333333368,0.0533333333333339,0.03333333333333317,0.03333333333333342
18,18,2019-10-25,Brooklyn Nets,New York Knicks,113 - 109,07:30,113,109,0.0,0.0,0.375,0.375,,,,,,,126.0,126.0,1.0,111.0,111.0,1.0,0.013333333333333433,0.01333333333333331,0.013333333333333433,0.01333333333333331,0.03333333333333333,0.0333333333333335
19,19,2019-10-25,Memphis Grizzlies,Chicago Bulls,102 - 110,08:00,102,110,0.0,0.0,0.375,0.375,,,,,,,101.0,101.0,1.0,125.0,125.0,1.0,0.013333333333333308,0.013333333333333364,0.013333333333333308,0.013333333333333364,0.033333333333333416,0.03333333333333318
20,20,2019-10-25,New Orleans Pelicans,Dallas Mavericks,116 - 123,08:00,116,123,0.0,1.0,0.375,0.625,,,,,,,122.0,122.0,1.0,108.0,108.0,1.0,0.01333333333333331,0.05333333333333348,0.01333333333333331,0.05333333333333348,0.0333333333333335,0.033333333333333194
21,21,2019-10-25,Oklahoma City Thunder,Washington Wizards,85 - 97,08:00,85,97,0.0,0.0,0.375,0.375,,,,,,,95.0,95.0,1.0,100.0,100.0,1.0,0.013333333333333279,0.013333333333333374,0.013333333333333279,0.013333333333333374,0.033333333333333416,0.03333333333333321
22,22,2019-10-25,Denver Nuggets,Phoenix Suns,108 - 107,09:00,108,107,1.0,1.0,0.625,0.625,,,,,,,108.0,108.0,1.0,124.0,124.0,1.0,0.05333333333333328,0.05333333333333321,0.05333333333333328,0.05333333333333321,0.033333333333333236,0.03333333333333357
23,23,2019-10-25,Sacramento Kings,Portland Trail Blazers,112 - 122,10:00,112,122,0.0,0.0,0.375,0.375,,,,,,,95.0,95.0,1.0,100.0,100.0,1.0,0.013333333333333305,0.013333333333333329,0.013333333333333305,0.013333333333333329,0.03333333333333357,0.03333333333333325
24,24,2019-10-25,Los Angeles Lakers,Utah Jazz,95 - 86,10:30,95,86,0.0,1.0,0.4000000000000001,0.6250000000000001,,,,,,,230.41071428571428,3.807715563493133e-299,1.6525774746618263e-301,100.0,100.0,1.0,0.013333333333333317,0.05333333333333311,0.013333333333333317,0.05333333333333311,0.025855654761904743,0.033333333333333416
25,25,2019-10-26,Milwaukee Bucks,Miami Heat,126 - 131,05:00,126,131,1.0,1.0,0.6250000000000001,0.5867083946980854,,,,,,,117.0,117.0,1.0,202.01062847013083,0.012094769334536222,5.987194548194055e-05,0.05333333333333337,0.0433333333333332,0.05333333333333338,0.04740740740740732,0.03333333333333336,0.025128261391116364
26,26,2019-10-26,Detroit Pistons,Philadelphia 76ers,111 - 117,07:00,111,117,0.5,1.0,0.5000000000000001,0.6777246736872674,,,,,,,109.5,5.8665096243448136e+302,5.357543035931337e+300,271.8199124454988,4.899618044692957e-78,1.8025235902006828e-80,0.02133333333333328,0.06893333333333337,0.021333333333333284,0.06917333333333343,0.04583333333333284,0.024972877315247558
27,27,2019-10-26,Atlanta Hawks,Orlando Magic,103 - 99,07:30,103,99,1.0,1.0,0.6666666666666666,0.6250000000000001,,,,,,,256.23,4.3676737345950644e-299,1.704591084024144e-301,94.0,94.0,1.0,0.06533333333333308,0.05333333333333372,0.06533333333333324,0.05333333333333374,0.027507342143905714,0.033333333333333215
28,28,2019-10-26,New York Knicks,Boston Celtics,95 - 118,07:30,95,118,0.0,0.5,0.2755891016200294,0.5331740210618025,,,,,,,215.7170672420718,2002006.4333576018,9280.704855453114,196.87890854697343,5.159433169451386e+81,2.6206124401692295e+79,0.013333333333333355,0.023733333333333287,0.013333333333333393,0.02389333333333334,0.038556151851907694,0.038617178631584655
29,29,2019-10-26,Chicago Bulls,Toronto Raptors,84 - 108,08:00,84,108,0.5,0.5,0.4537923416789396,0.4549714105599422,,,,,,,183.22768967593018,7.3420005462019144,0.04007036577925264,223.59818899263416,2.42691361092268e-77,1.0853905489380453e-79,0.017333333333333305,0.01733333333333335,0.015703703703703654,0.01760000000000002,0.03452766520338707,0.0358664854870548
30,30,2019-10-26,Cleveland Cavaliers,Indiana Pacers,110 - 99,08:00,110,99,0.0,0.0,0.375,0.33333333333333337,,,,,,,85.0,85.0,1.0,202.43697478991595,4.106359921414163e-299,2.0284633899887315e-301,0.013333333333333381,0.01333333333333327,0.013333333333333404,0.013333333333333272,0.03333333333333322,0.026659324522760434
31,31,2019-10-26,Houston Rockets,New Orleans Pelicans,126 - 123,08:00,126,123,0.0,0.0,0.375,0.2867116211779664,,,,,,,111.0,111.0,1.0,174.86525036603442,1.4050242113238153e+81,8.034896632594336e+78,0.013333333333333329,0.013333333333333293,0.013333333333333329,0.0133333333333333,0.03333333333333336,0.0356872359748883
32,32,2019-10-26,San Antonio Spurs,Washington Wizards,124 - 122,08:30,124,122,1.0,0.5,0.5918630338733432,0.48078867542972703,,,,,,,233.55971905739014,0.012949573179887737,5.5444377275971016e-05,171.68283680573302,8.07485178921733e+80,4.703354126396685e+78,0.04333333333333332,0.017333333333333287,0.0471794871794872,0.018980392156862723,0.025247680686712588,0.03219916510316709
33,33,2019-10-26,Utah Jazz,Sacramento Kings,113 - 81,09:00,113,81,0.5,0.0,0.44432983483821165,0.25,,,,,,,158.36181365694313,1.2486884210129894e+81,7.885034858959147e+78,190.22192052479602,206.64978514806432,1.086361574827686,0.017333333333333263,0.013333333333333298,0.015686274509803852,0.01333333333333331,0.031757536653856895,0.03286432159862027
34,34,2019-10-26,Phoenix Suns,Los Angeles Clippers,130 - 122,10:00,130,122,0.5,1.0,0.5,0.739829012305235,,,,,,,241.17577123299372,231.2563240124881,0.9588704654294535,192.08500881325537,6.504795495509528e+81,3.3864149710056114e+79,0.017333333333333287,0.0889333333333333,0.019282051282051252,0.08745098039215679,0.03375641255655149,0.040905550303170043
35,35,2019-10-27,Oklahoma City Thunder,Golden State Warriors,120 - 92,03:30,120,92,0.0,0.0,0.22635580450753767,0.36755034036639883,-14.240031897926624,35.65769678960318,-49.8977286875298,-23.13476874003189,55.656419579003966,-78.79118831903585,226.6707577985077,2.2025086582267013e-08,9.71677458362122e-11,250.38096738956796,3.4573525861997257e-12,1.3808368192860394e-14,0.01333333333333333,0.013333333333333225,0.0133333333333333,0.013333333333333251,0.0271379693073051,0.02281094339291091
36,36,2019-10-27,Memphis Grizzlies,Brooklyn Nets,134 - 133,06:00,134,133,0.0,0.5,0.2672066237111437,0.5039012276251333,-20.906698564593285,40.069040969063145,-60.97573953365643,-0.9976076555023854,72.57318653303541,-73.5707941885378,208.8163681413995,9.64367274821539,0.046182551847109996,252.42482462405675,4.93795379663297e-05,1.9562076764784132e-07,0.013333333333333358,0.016000000000000122,0.013333333333333346,0.014222222222222339,0.028849347774611452,0.03144343215907135
37,37,2019-10-27,Dallas Mavericks,Portland Trail Blazers,119 - 121,07:00,119,121,1.0,0.5,0.6597801489329324,0.501004709244617,4.7902711323764064,50.47560650371835,-45.68533537134195,-19.55582137161084,56.5506774671346,-76.10649883874544,265.2600589004494,0.0001026988691194011,3.8716295828744954e-07,238.10447072883684,199.5465668089839,0.8380630829743458,0.05299999999999987,0.016000000000000007,0.06388758169934607,0.014460093896713605,0.029175307322236287,0.029310871430710712
38,38,2019-10-27,Minnesota Timberwolves,Miami Heat,116 - 109,07:00,116,109,1.0,1.0,0.7589184878726194,0.7006540872558167,2.305422647527918,49.81569891669627,-47.51027626916835,1.2751196172249017,61.45983580552277,-60.18471618829787,253.31172225411729,667334078.2557328,2634438.202533227,247.93786599601435,2598.6593236913795,10.481090950960889,0.08513333333333394,0.07773333333333353,0.07523200000000053,0.0806074074074072,0.0323690449773781,0.0331907271419728
39,39,2019-10-27,Los Angeles Lakers,Charlotte Hornets,120 - 101,09:30,120,101,0.5,0.5,0.52437079351405,0.5317727238653444,-7.18740031897926,37.39358098691694,-44.580981305896195,-17.391547049441776,57.40626092862791,-74.79780797806968,263.5542189646013,3.4765617346589433e-10,1.319106841968593e-12,208.25230428322647,0.001196027923606326,5.743167777772624e-06,0.025333333333333166,0.018533333333333415,0.024908478320905682,0.013710222222222294,0.028799072042031495,0.030100145369241965
40,40,2019-10-28,New York Knicks,Chicago Bulls,105 - 98,07:00,105,98,0.0,0.3333333333333333,0.2291887348779095,0.3746648364703276,-12.141733487323327,34.97289173548525,-47.11462522280858,-16.54372435791674,44.52046648667411,-61.064190844590854,264.08799468019055,324.5243501385439,1.2288493103654392,249.53369325774858,336.9302021202612,1.3502393112590168,0.013333333333333364,0.018773333333333315,0.013333333333333296,0.016462222222222163,0.03431369033213224,0.031660317439644765
41,41,2019-10-28,Detroit Pistons,Indiana Pacers,96 - 94,07:00,96,94,0.3333333333333333,0.0,0.4468312424492733,0.22234153502205056,18.59739096958696,70.7162369978625,-52.11884602827553,9.99739096958696,61.24817057695207,-51.25077960736511,357.80266368857707,944.2793905497091,2.6391066539727817,329.84871061080617,148.86514609599692,0.45131340916971274,0.017333333333333294,0.013333333333333296,0.016933333333333255,0.013333333333333286,0.0424115605016525,0.031004160572844098
42,42,2019-10-28,Toronto Raptors,Orlando Magic,104 - 95,07:30,104,95,0.6666666666666666,0.5,0.5366447547187667,0.5477980555336659,4.336515426497277,50.11925015568772,-45.782734729190445,30.797390969586957,62.98220378740727,-32.184812817820315,310.2651392814104,194.2622032165551,0.6261167582876892,403.8169563959241,363.49689212471503,0.9001526220417623,0.02163199999999993,0.023733333333333148,0.026371128888888744,0.023973333333333274,0.03450711734558107,0.03209842932648495
43,43,2019-10-28,Atlanta Hawks,Philadelphia 76ers,103 - 105,07:30,103,105,1.0,1.0,0.7486573244957349,0.763157352728581,35.19739096958696,67.84817057695207,-32.650779607365116,24.597390969586968,58.54712076126928,-33.94972979168231,419.7080477760392,158.75680239261948,0.3782553211305918,377.18077748025684,100.58402736313272,0.266673259531095,0.0819333333333329,0.0898021333333327,0.08806724637681139,0.09136010295652107,0.03253975558120285,0.029406772070626537
44,44,2019-10-28,Houston Rockets,Oklahoma City Thunder,116 - 112,08:00,116,112,0.5,0.3333333333333333,0.42995116741156475,0.3371983539781105,-6.855136116152453,45.801559687916274,-52.656695804068725,-6.562208656437319,38.91052247950757,-45.47273113594489,276.9926051059855,159.58645412730453,0.576139763970385,285.68984769787244,260.5105018290515,0.9118647509818094,0.016000000000000035,0.017333333333333364,0.014666666666666661,0.018099290780141834,0.02902620280427187,0.03339967615144343
45,45,2019-10-28,Milwaukee Bucks,Cleveland Cavaliers,129 - 112,08:00,129,112,0.5,0.5,0.5170439009878047,0.4425348976389291,-3.6661519001264984,63.93958248488091,-67.60573438500741,21.397390969586958,55.78220378740729,-34.38481281782033,287.2890346752725,310.09344636259715,1.0793779397570842,366.11861156724126,338.1583558874864,0.9236306082335841,0.022933333333333368,0.017333333333333256,0.022133333333333356,0.01773333333333327,0.029838276691144357,0.030976582903431426
46,46,2019-10-28,New Orleans Pelicans,Golden State Warriors,123 - 134,08:00,123,134,0.0,0.0,0.20276076865845427,0.23370492062559622,-7.044120332178407,70.74702590698163,-77.79114623916004,-27.11650112742671,51.79211612463775,-78.90861725206446,278.6141235683486,618.6060274585419,2.2202967298848644,232.58614236766806,202.60485169990886,0.8710959717438139,0.013333333333333362,0.01333333333333337,0.013333333333333317,0.013333333333333317,0.03750484962524031,0.02758829643302861
47,47,2019-10-28,San Antonio Spurs,Portland Trail Blazers,113 - 110,08:30,113,110,1.0,0.6666666666666666,0.6594921026068211,0.6244991616018699,-1.7202298850574647,72.45447964999953,-74.17470953505699,-5.498374305670122,65.61680966122981,-71.11518396689993,287.94577839051874,169.4669850948365,0.5885378352899533,273.23132559246267,746.3497193145874,2.7315671718688765,0.053900000000000094,0.028936000000000184,0.044633007926574805,0.03037444817289229,0.028671651981218307,0.035584517902625575
48,48,2019-10-28,Phoenix Suns,Utah Jazz,95 - 96,10:00,95,96,0.6666666666666666,0.6666666666666666,0.634581843074337,0.5435071737155817,5.1492745971511935,66.74229470490194,-61.593020107750746,-1.2713985590936494,51.11200127312682,-52.38339983222047,296.4547494143827,662.1810446323199,2.233666507082088,295.632580387631,381.98243471276874,1.2920850408703821,0.03782745600000014,0.021200000000000014,0.03706426580379784,0.02013295962676349,0.03702633706536565,0.032170683282516536
49,49,2019-10-28,Sacramento Kings,Denver Nuggets,94 - 101,10:00,94,101,0.0,1.0,0.2605176356783577,0.8147702511690517,-24.206832755870856,34.30279869770962,-58.509631453580475,4.325450145740536,41.64589796267467,-37.32044781693413,226.15968138960392,146.222938455474,0.6465473313237324,297.3517076882457,87.88903960730555,0.29557267483209343,0.01333333333333344,0.133478517333334,0.013333333333333338,0.13449140429836898,0.03265046036089044,0.02751781165066115
50,50,2019-10-28,Los Angeles Clippers,Charlotte Hornets,111 - 96,10:30,111,96,0.6666666666666666,0.3333333333333333,0.5976213285242744,0.4579708923673402,-0.6707935984160944,64.27224301636353,-64.94303661477963,-19.19327063740857,58.57085493722691,-77.76412557463549,286.39057437616106,343.5153971853557,1.1994647447236297,243.99571531087292,305.60127619461264,1.2524862406097934,0.03637909333333335,0.018965333333333282,0.034105544727769374,0.013728426666666686,0.038086479812491754,0.03333837613650582
51,51,2019-10-29,Miami Heat,Atlanta Hawks,112 - 97,07:30,112,97,0.6666666666666666,0.6666666666666666,0.6511799507969525,0.647270892803568,5.868102268456536,62.83975121254615,-56.971648944089615,10.222051138380738,59.09508597959497,-48.87303484121423,393.75297436467935,357.5192004817816,0.9079784122485399,421.5186824965704,337.36101631286635,0.8003465334317921,0.03653236151478686,0.02437333333333311,0.038749912427704626,0.02414644370122604,0.033499128616390865,0.03254209204899577
52,52,2019-10-29,Denver Nuggets,Dallas Mavericks,106 - 109,09:00,106,109,1.0,0.6666666666666666,0.7699267430769987,0.5262209624199683,3.455950848291805,47.81421584558344,-44.358264997291634,2.0955810935925276,57.69887673160517,-55.60329563801264,380.32187072743136,244.52170929560015,0.6429335994480414,380.29758195015404,233.55419199557127,0.614135358941576,0.08970365977861364,0.02040933333333338,0.09750278421034951,0.0248214990182721,0.02876558903490834,0.031082633810358428
53,53,2019-10-29,Los Angeles Lakers,Memphis Grizzlies,120 - 91,10:30,120,91,0.6666666666666666,0.3333333333333333,0.6333091128450218,0.3670674181168549,7.644125858972253,53.13453199789386,-45.49040613892161,-12.241340061974713,48.43507114120726,-60.67641120318197,404.92261456075704,255.64029626530285,0.6313312397792616,337.4060186816059,353.38841039006974,1.0473684250533353,0.03547031680745859,0.018359427271510853,0.035035280610456125,0.017643233508970912,0.029097004014974007,0.031095730652237398
54,54,2019-10-30,Cleveland Cavaliers,Chicago Bulls,117 - 111,07:00,117,111,0.3333333333333333,0.25,0.3315829895965146,0.2805663478328393,-8.39048928576282,47.506160955711024,-55.89665024147384,-12.38715692102941,47.5726767853403,-59.95983370636971,371.38652512698627,444.0862804133913,1.1957522698529441,351.2298335801157,323.14741722934946,0.9200454697583067,0.015999999999999907,0.017000801924619068,0.017333333333333364,0.014845244942016653,0.030699129834359722,0.03251067190466666
55,55,2019-10-30,Orlando Magic,New York Knicks,95 - 83,07:00,95,83,0.3333333333333333,0.25,0.3967294535290356,0.3506052085384027,-1.4616299395516066,43.897736947432016,-45.35936688698362,-8.896035017623817,42.75041827207644,-51.646453289700254,396.8536994039354,240.4865676060017,0.6059829301508507,363.01061286021155,494.9822539622139,1.3635476110799607,0.01813333333333322,0.01673349371825719,0.016933333333333352,0.015281771731972994,0.028961630361891814,0.035234954115350374
56,56,2019-10-30,Philadelphia 76ers,Minnesota Timberwolves,117 - 95,07:00,117,95,1.0,1.0,0.8339203038109846,0.8048679151889195,7.700366008870399,55.015417018106774,-47.31505100923638,8.936017325477264,58.694955203998916,-49.75893787852165,439.9585420897763,307.8527336551765,0.6997312342042383,420.5251736926163,349.3990049077845,0.8308634696936797,0.11238952579524246,0.11721610713712899,0.09949309053514536,0.12363071439433317,0.031176017606538507,0.031026067571266688
57,57,2019-10-30,Boston Celtics,Milwaukee Bucks,116 - 105,07:30,116,105,0.6666666666666666,0.6666666666666666,0.6539334225206166,0.6153707290384993,6.296822811363859,58.00685628802938,-51.71003347666552,6.8304497168611995,69.27886466847723,-62.44841495161603,416.6672962209666,309.8370902708948,0.7436078931104357,419.88997371565335,384.01952220294095,0.9145717836620608,0.031184128307939075,0.029485333333333103,0.03674400758827614,0.029945356391712943,0.030464963241730557,0.03343950752864537
58,58,2019-10-30,Brooklyn Nets,Indiana Pacers,108 - 118,07:30,108,118,0.3333333333333333,0.0,0.4002314291695283,0.1458147654150382,-3.4762504705841226,69.44029942932114,-72.91654989990526,-15.540287634598057,41.133447659669244,-56.6737352942673,384.93558964670495,335.9169610914297,0.8726575825314965,348.0560967769846,211.1064935391264,0.6065300837824196,0.016680032076984822,0.013333333333333367,0.014352118115464794,0.013333333333333346,0.031394874537309096,0.02934647003046259
59,59,2019-10-30,Toronto Raptors,Detroit Pistons,125 - 113,07:30,125,113,0.75,0.5,0.5851416002536953,0.4487454187393382,5.0861374428449935,55.1040642798202,-50.01792683697521,-8.115186809015677,53.73631658074355,-61.85150338975922,419.12493984503357,519.3200851689694,1.2390579414362262,376.8745445035188,599.1687378306556,1.5898360517290424,0.024173493718257073,0.018666666666666783,0.029254436262810976,0.017333333333333364,0.036316528387425724,0.037036783646171564
60,60,2019-10-30,Oklahoma City Thunder,Portland Trail Blazers,99 - 102,08:00,99,102,0.25,0.5,0.3206577178494735,0.5483125921094407,3.2556552613341925,51.151992340789704,-47.89633707945551,-0.2835519632233949,56.733923578936654,-57.01747554216005,407.7074364723804,547.1400465529988,1.34199182454712,390.062040142786,453.053614215893,1.1614911670206318,0.01793333333333338,0.0422220243024972,0.019183956957691498,0.046178559917392774,0.03475291308243556,0.03517309069134099
61,61,2019-10-30,Washington Wizards,Houston Rockets,158 - 159,08:00,158,159,0.3333333333333333,0.6666666666666666,0.4455824578893137,0.523129764905531,4.126920510110402,50.279928662725666,-46.153008152615264,1.3275395995975057,57.36691305274272,-56.03937345314521,405.8599066444834,305.9090146239224,0.7537305597714192,399.1181540838661,292.8726311780157,0.7337993227851891,0.01692000000000006,0.01891999999999993,0.019910690004541966,0.016353371763966063,0.02983334750186858,0.031146894336678988
62,62,2019-10-30,Sacramento Kings,Charlotte Hornets,111 - 118,10:00,111,118,0.0,0.25,0.22600928935999753,0.4019672560846182,-13.090078791377021,47.4138579174097,-60.503936708786725,-9.269996389732997,53.501205798415725,-62.77120218814872,343.6233584023564,383.88410276414834,1.1171653305205453,358.6473752211467,450.0113433557086,1.2547459550714004,0.013333333333333372,0.016733493718257105,0.013333333333333421,0.013611681675996077,0.03219654347788638,0.03435523959567086
63,63,2019-10-30,Utah Jazz,Los Angeles Clippers,110 - 96,10:00,110,96,0.75,0.75,0.6241377035127947,0.6552038084568529,10.538444454925491,47.45145140492994,-36.91300695000445,9.936980360178788,64.53705878468429,-54.600078424505504,435.25286891848543,370.60280638119957,0.851465510846768,429.8713230695468,539.2866957229581,1.2545305229297874,0.031595312068039394,0.04486284482244115,0.032172596148002726,0.04402410311466805,0.032497702622819244,0.036646368261379736
64,64,2019-10-30,Golden State Warriors,Phoenix Suns,110 - 121,10:30,110,121,0.3333333333333333,0.5,0.33109638078920167,0.5269937488381993,-9.97028351929663,58.316358561779566,-68.2866420810762,11.554027673303416,64.67162146840106,-53.11759379509764,363.39729707149166,256.2696907715727,0.7052052748789609,433.4859032112053,438.1223665279484,1.010695764919682,0.015333333333333369,0.04225104022679803,0.016367816091954025,0.04272215417649321,0.029933600122621168,0.03514493937570559
65,65,2019-10-31,Atlanta Hawks,Miami Heat,97 - 106,07:00,97,106,0.5,0.75,0.5944707319735473,0.6983318978554929,7.112800782983328,55.00410210732497,-47.89130132434164,8.10306277129258,63.19096622007927,-55.08790344878669,513.539782632131,468.4105540087278,0.9121212608065243,513.9490373176816,475.6015576741693,0.9253866106187316,0.02375125613051764,0.03324606456744409,0.022673937532054274,0.03413797455293089,0.032459979981815226,0.0337875970820228
66,66,2019-10-31,New Orleans Pelicans,Denver Nuggets,122 - 107,09:30,122,107,0.0,0.75,0.18769916402029496,0.6599586342442639,-6.601974311426468,59.38441246343381,-65.98638677486028,1.972561014445104,49.14403982583214,-47.17147881138703,454.04687178765255,499.26308465377275,1.0995849011977485,483.76661318388324,386.08821009098756,0.7980877546508829,0.013333333333333334,0.03709033335908753,0.013333333333333272,0.04204051667603038,0.033230319552990176,0.030212591149724365
67,67,2019-10-31,Los Angeles Clippers,San Antonio Spurs,103 - 97,10:30,103,97,0.6,1.0,0.5835013351818159,0.7450798855217193,5.451769335193196,61.99968527367689,-56.54791593848369,2.0634880771022805,60.72597003271848,-58.6624819556162,509.0961981668215,594.3599162990623,1.1674805634755525,485.76187394083564,253.52411712896904,0.521910283061547,0.04671871136636563,0.07854613181458042,0.04746662529570582,0.06099150860915927,0.03701984311123761,0.027868502152959232
68,68,2019-11-01,Brooklyn Nets,Houston Rockets,123 - 116,07:00,123,116,0.25,0.75,0.26257267012853136,0.5896940097871771,-8.929083755162006,64.93451746352115,-73.86360121868316,2.3777829471332925,72.23077970946089,-69.85299676232759,458.6032585187139,499.2469043940249,1.0886248519179513,510.0241798882802,456.10839058071497,0.8942877780434344,0.015707470056384093,0.022697377087502333,0.014080333481582509,0.018335529820027827,0.03260510140325572,0.03378387558715523
69,69,2019-11-01,Indiana Pacers,Cleveland Cavaliers,102 - 95,07:00,102,95,0.25,0.5,0.2658222793683684,0.4277043730813111,-7.149397006079012,40.890988991885656,-48.04038599796467,-4.9107102258615996,55.56571240795649,-60.47642263381809,471.0921472136201,372.3683434442272,0.790436320466565,480.81692537682187,493.76094830017246,1.026920896998803,0.016474827344610296,0.01912254362259371,0.020373500074124633,0.02082252875412716,0.03023995501018994,0.030955664753258172
70,70,2019-11-01,Orlando Magic,Milwaukee Bucks,91 - 123,07:00,91,123,0.5,0.5,0.48608527647792177,0.5838513900691221,2.259105662312809,42.12829761878915,-39.86919195647634,6.5863084009427695,61.98151015301844,-55.39520175207567,517.3456402590858,346.4976346614698,0.6697604226217976,528.9518518009633,508.73301376563705,0.9617756550686314,0.021444233143162173,0.03268852267261292,0.01989901282701474,0.032503489428892265,0.028986410123384442,0.03361195888653691
