Date,Home Team,Away Team,Result,Overtime,Season
13/11/2017 10:00,Portland Trail Blazers,Denver Nuggets,99 - 82,,2017-2018
13/11/2017 10:30,Golden State Warriors,Orlando Magic,110 - 100,,2017-2018
13/11/2017 10:30,Los Angeles Clippers,Philadelphia 76ers,105 - 109,,2017-2018
14/11/2017 07:30,Brooklyn Nets,Boston Celtics,102 - 109,,2017-2018
14/11/2017 08:00,Houston Rockets,Toronto Raptors,113 - 129,,2017-2018
14/11/2017 08:30,Dallas Mavericks,San Antonio Spurs,91 - 97,,2017-2018
15/11/2017 07:30,Atlanta Hawks,Sacramento Kings,126 - 80,,2017-2018
15/11/2017 07:30,Miami Heat,Washington Wizards,93 - 102,,2017-2018
15/11/2017 07:30,New York Knicks,Utah Jazz,106 - 101,,2017-2018
15/11/2017 08:00,Charlotte Hornets,Cleveland Cavaliers,107 - 115,,2017-2018
15/11/2017 08:00,Memphis Grizzlies,Indiana Pacers,113 - 116,,2017-2018
15/11/2017 08:00,Milwaukee Bucks,Detroit Pistons,99 - 95,,2017-2018
15/11/2017 08:00,Minnesota Timberwolves,San Antonio Spurs,98 - 86,,2017-2018
15/11/2017 08:00,New Orleans Pelicans,Toronto Raptors,116 - 125,,2017-2018
15/11/2017 08:00,Oklahoma City Thunder,Chicago Bulls,92 - 79,,2017-2018
15/11/2017 10:00,Portland Trail Blazers,Orlando Magic,99 - 94,,2017-2018
15/11/2017 10:30,Los Angeles Lakers,Philadelphia 76ers,109 - 115,,2017-2018
16/11/2017 08:00,Boston Celtics,Golden State Warriors,92 - 88,,2017-2018
16/11/2017 10:30,Phoenix Suns,Houston Rockets,116 - 142,,2017-2018
17/11/2017 07:00,Indiana Pacers,Detroit Pistons,107 - 100,,2017-2018
17/11/2017 07:00,Washington Wizards,Miami Heat,88 - 91,,2017-2018
17/11/2017 07:30,Brooklyn Nets,Utah Jazz,118 - 107,,2017-2018
17/11/2017 07:30,Cleveland Cavaliers,Los Angeles Clippers,118 - 113,OT,2017-2018
17/11/2017 07:30,Toronto Raptors,New York Knicks,107 - 84,,2017-2018
17/11/2017 08:00,Chicago Bulls,Charlotte Hornets,123 - 120,,2017-2018
17/11/2017 08:00,San Antonio Spurs,Oklahoma City Thunder,104 - 101,,2017-2018
17/11/2017 08:30,Dallas Mavericks,Minnesota Timberwolves,87 - 111,,2017-2018
17/11/2017 10:00,Sacramento Kings,Portland Trail Blazers,86 - 82,,2017-2018
17/11/2017 10:30,Denver Nuggets,New Orleans Pelicans,146 - 114,,2017-2018
17/11/2017 10:30,Los Angeles Lakers,Phoenix Suns,113 - 122,,2017-2018
18/11/2017 07:00,Charlotte Hornets,Los Angeles Clippers,102 - 87,,2017-2018
18/11/2017 07:00,Orlando Magic,Utah Jazz,85 - 125,,2017-2018
18/11/2017 07:30,Atlanta Hawks,Boston Celtics,99 - 110,,2017-2018
18/11/2017 07:30,Philadelphia 76ers,Golden State Warriors,116 - 124,,2017-2018
18/11/2017 08:00,Memphis Grizzlies,Houston Rockets,83 - 105,,2017-2018
18/11/2017 09:00,Dallas Mavericks,Milwaukee Bucks,111 - 79,,2017-2018
18/11/2017 10:00,Portland Trail Blazers,Sacramento Kings,102 - 90,,2017-2018
19/11/2017 03:30,Toronto Raptors,Washington Wizards,100 - 91,,2017-2018
19/11/2017 05:00,Miami Heat,Indiana Pacers,95 - 120,,2017-2018
19/11/2017 06:00,Brooklyn Nets,Golden State Warriors,111 - 118,,2017-2018
19/11/2017 07:00,Minnesota Timberwolves,Detroit Pistons,97 - 100,,2017-2018
19/11/2017 08:00,Phoenix Suns,Chicago Bulls,113 - 105,,2017-2018
19/11/2017 09:30,Los Angeles Lakers,Denver Nuggets,127 - 109,,2017-2018
20/11/2017 07:00,Charlotte Hornets,Minnesota Timberwolves,118 - 102,,2017-2018
20/11/2017 07:00,Detroit Pistons,Cleveland Cavaliers,88 - 116,,2017-2018
20/11/2017 07:00,Orlando Magic,Indiana Pacers,97 - 105,,2017-2018
20/11/2017 07:00,Philadelphia 76ers,Utah Jazz,107 - 86,,2017-2018
20/11/2017 07:30,New York Knicks,Los Angeles Clippers,107 - 85,,2017-2018
20/11/2017 08:00,Memphis Grizzlies,Portland Trail Blazers,92 - 100,,2017-2018
20/11/2017 08:00,Milwaukee Bucks,Washington Wizards,88 - 99,,2017-2018
20/11/2017 08:00,New Orleans Pelicans,Oklahoma City Thunder,114 - 107,,2017-2018
20/11/2017 08:30,Dallas Mavericks,Boston Celtics,102 - 110,OT,2017-2018
20/11/2017 08:30,San Antonio Spurs,Atlanta Hawks,96 - 85,,2017-2018
20/11/2017 10:00,Sacramento Kings,Denver Nuggets,98 - 114,,2017-2018
21/11/2017 10:30,Los Angeles Lakers,Chicago Bulls,103 - 94,,2017-2018
22/11/2017 07:00,Charlotte Hornets,Washington Wizards,129 - 124,OT,2017-2018
22/11/2017 07:00,Cleveland Cavaliers,Brooklyn Nets,119 - 109,,2017-2018
22/11/2017 07:00,Philadelphia 76ers,Portland Trail Blazers,101 - 81,,2017-2018
22/11/2017 07:30,Atlanta Hawks,Los Angeles Clippers,103 - 116,,2017-2018
22/11/2017 07:30,Miami Heat,Boston Celtics,104 - 98,,2017-2018
22/11/2017 07:30,New York Knicks,Toronto Raptors,108 - 100,,2017-2018
22/11/2017 08:00,Houston Rockets,Denver Nuggets,125 - 95,,2017-2018
22/11/2017 08:00,Memphis Grizzlies,Dallas Mavericks,94 - 95,,2017-2018
22/11/2017 08:00,Minnesota Timberwolves,Orlando Magic,124 - 118,,2017-2018
22/11/2017 08:00,New Orleans Pelicans,San Antonio Spurs,107 - 90,,2017-2018
22/11/2017 08:00,Oklahoma City Thunder,Golden State Warriors,108 - 91,,2017-2018
22/11/2017 09:00,Phoenix Suns,Milwaukee Bucks,107 - 113,OT,2017-2018
22/11/2017 09:00,Utah Jazz,Chicago Bulls,110 - 80,,2017-2018
22/11/2017 10:30,Sacramento Kings,Los Angeles Lakers,113 - 102,,2017-2018
24/11/2017 12:00,Brooklyn Nets,Portland Trail Blazers,125 - 127,,2017-2018
24/11/2017 07:30,Atlanta Hawks,New York Knicks,116 - 104,,2017-2018
24/11/2017 07:30,Boston Celtics,Orlando Magic,118 - 103,,2017-2018
24/11/2017 08:00,Cleveland Cavaliers,Charlotte Hornets,100 - 99,,2017-2018
24/11/2017 08:00,Indiana Pacers,Toronto Raptors,107 - 104,,2017-2018
24/11/2017 08:00,Minnesota Timberwolves,Miami Heat,97 - 109,,2017-2018
24/11/2017 08:00,Oklahoma City Thunder,Detroit Pistons,98 - 99,,2017-2018
24/11/2017 09:00,Denver Nuggets,Memphis Grizzlies,104 - 92,,2017-2018
24/11/2017 09:00,Phoenix Suns,New Orleans Pelicans,91 - 115,,2017-2018
24/11/2017 10:30,Golden State Warriors,Chicago Bulls,143 - 94,,2017-2018
25/11/2017 07:00,Charlotte Hornets,San Antonio Spurs,86 - 106,,2017-2018
25/11/2017 07:00,Philadelphia 76ers,Orlando Magic,130 - 111,,2017-2018
25/11/2017 07:00,Washington Wizards,Portland Trail Blazers,105 - 108,,2017-2018
25/11/2017 07:30,Atlanta Hawks,Toronto Raptors,78 - 112,,2017-2018
25/11/2017 08:00,Houston Rockets,New York Knicks,117 - 102,,2017-2018
25/11/2017 08:00,Indiana Pacers,Boston Celtics,98 - 108,,2017-2018
25/11/2017 08:30,Dallas Mavericks,Oklahoma City Thunder,97 - 81,,2017-2018
25/11/2017 08:30,Golden State Warriors,New Orleans Pelicans,110 - 95,,2017-2018
25/11/2017 09:00,Utah Jazz,Milwaukee Bucks,121 - 108,,2017-2018
25/11/2017 10:00,Sacramento Kings,Los Angeles Clippers,95 - 97,,2017-2018
26/11/2017 03:30,Chicago Bulls,Miami Heat,93 - 100,,2017-2018
26/11/2017 03:30,Minnesota Timberwolves,Phoenix Suns,119 - 108,,2017-2018
26/11/2017 06:00,Memphis Grizzlies,Brooklyn Nets,88 - 98,,2017-2018
27/11/2017 07:00,Indiana Pacers,Orlando Magic,121 - 109,,2017-2018
27/11/2017 07:00,Philadelphia 76ers,Cleveland Cavaliers,91 - 113,,2017-2018
27/11/2017 07:30,Boston Celtics,Detroit Pistons,108 - 118,,2017-2018
27/11/2017 07:30,New York Knicks,Portland Trail Blazers,91 - 103,,2017-2018
27/11/2017 08:00,Houston Rockets,Brooklyn Nets,117 - 103,,2017-2018
27/11/2017 08:30,San Antonio Spurs,Dallas Mavericks,115 - 108,,2017-2018
27/11/2017 10:30,Golden State Warriors,Sacramento Kings,106 - 110,,2017-2018
27/11/2017 10:30,Los Angeles Clippers,Los Angeles Lakers,120 - 115,,2017-2018
28/11/2017 07:00,Cleveland Cavaliers,Miami Heat,108 - 97,,2017-2018
28/11/2017 08:00,Chicago Bulls,Phoenix Suns,99 - 104,,2017-2018
28/11/2017 08:00,Minnesota Timberwolves,Washington Wizards,89 - 92,,2017-2018
28/11/2017 10:00,Sacramento Kings,Milwaukee Bucks,87 - 112,,2017-2018
28/11/2017 10:00,Utah Jazz,Denver Nuggets,106 - 77,,2017-2018
29/11/2017 07:00,Detroit Pistons,Phoenix Suns,131 - 107,,2017-2018
29/11/2017 07:00,Orlando Magic,Oklahoma City Thunder,121 - 108,,2017-2018
29/11/2017 07:00,Philadelphia 76ers,Washington Wizards,118 - 113,,2017-2018
29/11/2017 07:30,New York Knicks,Miami Heat,115 - 86,,2017-2018
29/11/2017 07:30,Toronto Raptors,Charlotte Hornets,126 - 113,,2017-2018
29/11/2017 08:00,Houston Rockets,Indiana Pacers,118 - 97,,2017-2018
29/11/2017 08:00,New Orleans Pelicans,Minnesota Timberwolves,102 - 120,,2017-2018
29/11/2017 08:30,Dallas Mavericks,Brooklyn Nets,104 - 109,,2017-2018
29/11/2017 08:30,San Antonio Spurs,Memphis Grizzlies,104 - 95,,2017-2018
29/11/2017 10:30,Los Angeles Lakers,Golden State Warriors,123 - 127,OT,2017-2018
30/11/2017 07:30,Atlanta Hawks,Cleveland Cavaliers,114 - 121,,2017-2018
30/11/2017 07:30,Boston Celtics,Philadelphia 76ers,108 - 97,,2017-2018
30/11/2017 09:00,Denver Nuggets,Chicago Bulls,111 - 110,,2017-2018
30/11/2017 10:00,Portland Trail Blazers,Milwaukee Bucks,91 - 103,,2017-2018
30/11/2017 10:30,Los Angeles Clippers,Utah Jazz,107 - 126,,2017-2018
01/12/2017 07:00,Orlando Magic,Golden State Warriors,112 - 133,,2017-2018
01/12/2017 07:00,Washington Wizards,Detroit Pistons,109 - 91,,2017-2018
01/12/2017 07:30,Toronto Raptors,Indiana Pacers,120 - 115,,2017-2018
01/12/2017 08:00,Chicago Bulls,Sacramento Kings,106 - 107,,2017-2018
01/12/2017 08:00,Memphis Grizzlies,San Antonio Spurs,79 - 95,,2017-2018
