Date,Home Team,Away Team,Result,Overtime,Season
10/12/2014 08:00,Minnesota Timberwolves,Portland Trail Blazers,90 - 82,,2014-2015
10/12/2014 08:30,San Antonio Spurs,New York Knicks,109 - 95,,2014-2015
10/12/2014 10:30,Denver Nuggets,Miami Heat,102 - 82,,2014-2015
10/12/2014 10:30,Golden State Warriors,Houston Rockets,105 - 93,,2014-2015
11/12/2014 08:00,Oklahoma City Thunder,Cleveland Cavaliers,103 - 94,,2014-2015
11/12/2014 10:30,Sacramento Kings,Houston Rockets,109 - 113,OT,2014-2015
12/12/2014 07:00,Chicago Bulls,Portland Trail Blazers,115 - 106,,2014-2015
12/12/2014 07:00,Washington Wizards,Los Angeles Clippers,104 - 96,,2014-2015
12/12/2014 07:30,Atlanta Hawks,Orlando Magic,87 - 81,,2014-2015
12/12/2014 07:30,Boston Celtics,New York Knicks,95 - 101,,2014-2015
12/12/2014 07:30,Brooklyn Nets,Philadelphia 76ers,88 - 70,,2014-2015
12/12/2014 07:30,Toronto Raptors,Indiana Pacers,106 - 94,,2014-2015
12/12/2014 08:00,Memphis Grizzlies,Charlotte Hornets,113 - 107,2OT,2014-2015
12/12/2014 08:00,Minnesota Timberwolves,Oklahoma City Thunder,92 - 111,,2014-2015
12/12/2014 08:00,New Orleans Pelicans,Cleveland Cavaliers,119 - 114,,2014-2015
12/12/2014 09:00,Phoenix Suns,Detroit Pistons,103 - 105,,2014-2015
12/12/2014 09:00,Utah Jazz,Miami Heat,95 - 100,,2014-2015
12/12/2014 09:30,San Antonio Spurs,Los Angeles Lakers,110 - 112,OT,2014-2015
13/12/2014 02:00,Dallas Mavericks,Golden State Warriors,98 - 105,,2014-2015
13/12/2014 07:00,Charlotte Hornets,Brooklyn Nets,87 - 114,,2014-2015
13/12/2014 07:00,Indiana Pacers,Portland Trail Blazers,85 - 95,,2014-2015
13/12/2014 07:00,Orlando Magic,Atlanta Hawks,100 - 99,,2014-2015
13/12/2014 07:30,Milwaukee Bucks,Los Angeles Clippers,111 - 106,,2014-2015
13/12/2014 07:30,Philadelphia 76ers,Memphis Grizzlies,115 - 120,OT,2014-2015
13/12/2014 08:00,Houston Rockets,Denver Nuggets,108 - 96,,2014-2015
13/12/2014 10:00,Sacramento Kings,Detroit Pistons,90 - 95,,2014-2015
14/12/2014 06:00,Miami Heat,Chicago Bulls,75 - 93,,2014-2015
14/12/2014 06:00,New Orleans Pelicans,Golden State Warriors,122 - 128,OT,2014-2015
14/12/2014 06:00,Washington Wizards,Utah Jazz,93 - 84,,2014-2015
14/12/2014 07:00,Minnesota Timberwolves,Los Angeles Lakers,94 - 100,,2014-2015
14/12/2014 07:00,Oklahoma City Thunder,Phoenix Suns,112 - 88,,2014-2015
14/12/2014 07:30,New York Knicks,Toronto Raptors,90 - 95,OT,2014-2015
14/12/2014 08:00,Denver Nuggets,San Antonio Spurs,91 - 99,,2014-2015
15/12/2014 07:00,Cleveland Cavaliers,Charlotte Hornets,97 - 88,,2014-2015
15/12/2014 07:00,Indiana Pacers,Los Angeles Lakers,110 - 91,,2014-2015
15/12/2014 07:00,Philadelphia 76ers,Boston Celtics,87 - 105,,2014-2015
15/12/2014 07:30,Atlanta Hawks,Chicago Bulls,93 - 86,,2014-2015
15/12/2014 07:30,Toronto Raptors,Orlando Magic,95 - 82,,2014-2015
15/12/2014 09:00,Phoenix Suns,Milwaukee Bucks,94 - 96,,2014-2015
15/12/2014 10:00,Portland Trail Blazers,San Antonio Spurs,108 - 95,,2014-2015
15/12/2014 10:30,Los Angeles Clippers,Detroit Pistons,113 - 91,,2014-2015
16/12/2014 07:00,Washington Wizards,Minnesota Timberwolves,109 - 95,,2014-2015
16/12/2014 07:30,Brooklyn Nets,Miami Heat,91 - 95,,2014-2015
16/12/2014 08:00,Memphis Grizzlies,Golden State Warriors,105 - 98,,2014-2015
16/12/2014 08:00,New Orleans Pelicans,Utah Jazz,119 - 111,,2014-2015
16/12/2014 08:00,New York Knicks,Dallas Mavericks,87 - 107,,2014-2015
16/12/2014 10:30,Sacramento Kings,Oklahoma City Thunder,92 - 104,,2014-2015
17/12/2014 07:00,Charlotte Hornets,Phoenix Suns,106 - 111,,2014-2015
17/12/2014 07:00,Cleveland Cavaliers,Atlanta Hawks,98 - 127,,2014-2015
17/12/2014 07:30,Boston Celtics,Orlando Magic,109 - 92,,2014-2015
17/12/2014 07:30,Detroit Pistons,Dallas Mavericks,106 - 117,,2014-2015
17/12/2014 07:30,Miami Heat,Utah Jazz,87 - 105,,2014-2015
17/12/2014 08:00,Toronto Raptors,Brooklyn Nets,105 - 89,,2014-2015
17/12/2014 08:30,San Antonio Spurs,Memphis Grizzlies,116 - 117,3OT,2014-2015
17/12/2014 10:00,Portland Trail Blazers,Milwaukee Bucks,104 - 97,,2014-2015
17/12/2014 10:30,Denver Nuggets,Houston Rockets,111 - 115,OT,2014-2015
17/12/2014 10:30,Los Angeles Clippers,Indiana Pacers,102 - 100,,2014-2015
18/12/2014 08:00,Chicago Bulls,New York Knicks,103 - 97,,2014-2015
18/12/2014 08:30,Houston Rockets,New Orleans Pelicans,90 - 99,,2014-2015
18/12/2014 10:00,Sacramento Kings,Milwaukee Bucks,107 - 108,,2014-2015
18/12/2014 10:30,Golden State Warriors,Oklahoma City Thunder,114 - 109,,2014-2015
19/12/2014 07:00,Orlando Magic,Utah Jazz,94 - 101,,2014-2015
19/12/2014 07:00,Philadelphia 76ers,Charlotte Hornets,91 - 109,,2014-2015
19/12/2014 07:30,Boston Celtics,Minnesota Timberwolves,114 - 98,,2014-2015
19/12/2014 07:30,Cleveland Cavaliers,Brooklyn Nets,95 - 91,,2014-2015
19/12/2014 07:30,Detroit Pistons,Toronto Raptors,100 - 110,,2014-2015
19/12/2014 07:30,Miami Heat,Washington Wizards,103 - 105,,2014-2015
19/12/2014 08:00,Memphis Grizzlies,Chicago Bulls,97 - 103,,2014-2015
19/12/2014 08:00,San Antonio Spurs,Portland Trail Blazers,119 - 129,3OT,2014-2015
19/12/2014 09:00,Denver Nuggets,Los Angeles Clippers,109 - 106,,2014-2015
19/12/2014 10:30,Los Angeles Lakers,Oklahoma City Thunder,103 - 104,,2014-2015
20/12/2014 01:00,New York Knicks,Phoenix Suns,90 - 99,,2014-2015
20/12/2014 07:00,Charlotte Hornets,Utah Jazz,104 - 86,,2014-2015
20/12/2014 07:00,New Orleans Pelicans,Portland Trail Blazers,88 - 114,,2014-2015
20/12/2014 08:00,Houston Rockets,Atlanta Hawks,97 - 104,,2014-2015
20/12/2014 08:30,Dallas Mavericks,San Antonio Spurs,99 - 93,,2014-2015
20/12/2014 09:00,Denver Nuggets,Indiana Pacers,76 - 73,,2014-2015
20/12/2014 10:30,Los Angeles Clippers,Milwaukee Bucks,106 - 102,,2014-2015
21/12/2014 03:30,Toronto Raptors,New York Knicks,118 - 108,,2014-2015
21/12/2014 04:30,Cleveland Cavaliers,Memphis Grizzlies,105 - 91,,2014-2015
21/12/2014 06:00,Brooklyn Nets,Detroit Pistons,110 - 105,,2014-2015
21/12/2014 06:00,Miami Heat,Boston Celtics,100 - 84,,2014-2015
21/12/2014 06:00,Orlando Magic,Philadelphia 76ers,88 - 96,,2014-2015
21/12/2014 06:00,Sacramento Kings,Los Angeles Lakers,108 - 101,,2014-2015
21/12/2014 06:00,Washington Wizards,Phoenix Suns,92 - 104,,2014-2015
21/12/2014 07:00,Minnesota Timberwolves,Indiana Pacers,96 - 100,,2014-2015
21/12/2014 07:00,Oklahoma City Thunder,New Orleans Pelicans,99 - 101,,2014-2015
22/12/2014 07:00,Charlotte Hornets,Denver Nuggets,110 - 82,,2014-2015
22/12/2014 08:00,Chicago Bulls,Toronto Raptors,129 - 120,,2014-2015
22/12/2014 08:00,Houston Rockets,Portland Trail Blazers,110 - 95,,2014-2015
22/12/2014 08:00,Memphis Grizzlies,Utah Jazz,91 - 97,,2014-2015
22/12/2014 08:30,Dallas Mavericks,Atlanta Hawks,102 - 105,,2014-2015
22/12/2014 08:30,San Antonio Spurs,Los Angeles Clippers,125 - 118,,2014-2015
22/12/2014 10:30,Golden State Warriors,Sacramento Kings,128 - 108,,2014-2015
23/12/2014 07:00,Cleveland Cavaliers,Minnesota Timberwolves,125 - 104,,2014-2015
23/12/2014 07:00,Indiana Pacers,New Orleans Pelicans,96 - 84,,2014-2015
23/12/2014 07:00,Orlando Magic,Boston Celtics,100 - 95,,2014-2015
23/12/2014 07:00,Washington Wizards,Chicago Bulls,91 - 99,,2014-2015
23/12/2014 07:30,Atlanta Hawks,Los Angeles Clippers,107 - 104,,2014-2015
23/12/2014 07:30,Brooklyn Nets,Denver Nuggets,102 - 96,,2014-2015
23/12/2014 07:30,Miami Heat,Philadelphia 76ers,87 - 91,,2014-2015
23/12/2014 08:00,Milwaukee Bucks,Charlotte Hornets,101 - 108,,2014-2015
23/12/2014 08:00,Oklahoma City Thunder,Portland Trail Blazers,111 - 115,OT,2014-2015
23/12/2014 09:00,Phoenix Suns,Dallas Mavericks,124 - 115,,2014-2015
23/12/2014 10:30,Los Angeles Lakers,Golden State Warriors,115 - 105,,2014-2015
25/12/2014 12:00,New York Knicks,Washington Wizards,91 - 102,,2014-2015
25/12/2014 02:30,San Antonio Spurs,Oklahoma City Thunder,106 - 114,,2014-2015
25/12/2014 05:00,Miami Heat,Cleveland Cavaliers,101 - 91,,2014-2015
25/12/2014 08:00,Chicago Bulls,Los Angeles Lakers,113 - 93,,2014-2015
25/12/2014 10:30,Los Angeles Clippers,Golden State Warriors,100 - 86,,2014-2015
26/12/2014 01:00,Boston Celtics,Brooklyn Nets,107 - 109,,2014-2015
26/12/2014 07:00,Orlando Magic,Cleveland Cavaliers,89 - 98,,2014-2015
26/12/2014 07:30,Atlanta Hawks,Milwaukee Bucks,77 - 107,,2014-2015
26/12/2014 07:30,Detroit Pistons,Indiana Pacers,119 - 109,,2014-2015
26/12/2014 08:00,Memphis Grizzlies,Houston Rockets,111 - 117,OT,2014-2015
26/12/2014 08:00,New Orleans Pelicans,San Antonio Spurs,97 - 90,,2014-2015
26/12/2014 08:00,Oklahoma City Thunder,Charlotte Hornets,98 - 75,,2014-2015
26/12/2014 08:30,Dallas Mavericks,Los Angeles Lakers,102 - 98,,2014-2015
26/12/2014 09:00,Denver Nuggets,Minnesota Timberwolves,106 - 102,,2014-2015
26/12/2014 10:00,Portland Trail Blazers,Philadelphia 76ers,114 - 93,,2014-2015
26/12/2014 10:00,Sacramento Kings,Phoenix Suns,106 - 115,,2014-2015
27/12/2014 03:30,Los Angeles Clippers,Toronto Raptors,98 - 110,,2014-2015
27/12/2014 07:00,Charlotte Hornets,Orlando Magic,94 - 102,,2014-2015
27/12/2014 07:00,Washington Wizards,Boston Celtics,101 - 88,,2014-2015
27/12/2014 07:30,Miami Heat,Memphis Grizzlies,95 - 103,,2014-2015
27/12/2014 08:00,Brooklyn Nets,Indiana Pacers,85 - 110,,2014-2015
27/12/2014 08:00,Chicago Bulls,New Orleans Pelicans,107 - 100,,2014-2015
27/12/2014 08:30,Milwaukee Bucks,Atlanta Hawks,85 - 90,,2014-2015
27/12/2014 09:00,Utah Jazz,Philadelphia 76ers,88 - 71,,2014-2015
27/12/2014 10:00,Sacramento Kings,New York Knicks,135 - 129,OT,2014-2015
27/12/2014 10:30,Golden State Warriors,Minnesota Timberwolves,110 - 97,,2014-2015
28/12/2014 04:30,Cleveland Cavaliers,Detroit Pistons,80 - 103,,2014-2015
28/12/2014 07:00,San Antonio Spurs,Houston Rockets,110 - 106,,2014-2015
28/12/2014 07:30,Dallas Mavericks,Oklahoma City Thunder,112 - 107,,2014-2015
28/12/2014 09:00,Denver Nuggets,Toronto Raptors,102 - 116,,2014-2015
28/12/2014 09:00,Portland Trail Blazers,New York Knicks,101 - 79,,2014-2015
28/12/2014 09:30,Los Angeles Lakers,Phoenix Suns,107 - 116,,2014-2015
29/12/2014 07:00,Charlotte Hornets,Milwaukee Bucks,94 - 104,OT,2014-2015
29/12/2014 07:00,Indiana Pacers,Chicago Bulls,90 - 92,,2014-2015
29/12/2014 07:30,Brooklyn Nets,Sacramento Kings,107 - 99,,2014-2015
29/12/2014 07:30,Miami Heat,Orlando Magic,101 - 102,,2014-2015
29/12/2014 08:00,Houston Rockets,Washington Wizards,103 - 104,,2014-2015
29/12/2014 10:30,Los Angeles Clippers,Utah Jazz,101 - 97,,2014-2015
30/12/2014 07:00,Orlando Magic,Detroit Pistons,86 - 109,,2014-2015
30/12/2014 07:30,Atlanta Hawks,Cleveland Cavaliers,109 - 101,,2014-2015
30/12/2014 08:00,Chicago Bulls,Brooklyn Nets,82 - 96,,2014-2015
30/12/2014 08:00,Memphis Grizzlies,San Antonio Spurs,95 - 87,,2014-2015
30/12/2014 08:00,New Orleans Pelicans,Phoenix Suns,110 - 106,,2014-2015
30/12/2014 08:30,Dallas Mavericks,Washington Wizards,114 - 87,,2014-2015
30/12/2014 09:00,Denver Nuggets,Los Angeles Lakers,103 - 111,,2014-2015
30/12/2014 09:00,Utah Jazz,Minnesota Timberwolves,100 - 94,,2014-2015
30/12/2014 10:00,Portland Trail Blazers,Toronto Raptors,102 - 97,OT,2014-2015
30/12/2014 10:30,Golden State Warriors,Philadelphia 76ers,126 - 86,,2014-2015
31/12/2014 01:00,Boston Celtics,Sacramento Kings,106 - 84,,2014-2015
31/12/2014 03:00,Indiana Pacers,Miami Heat,106 - 95,,2014-2015
31/12/2014 06:00,Los Angeles Clippers,New York Knicks,99 - 78,,2014-2015
31/12/2014 07:00,Cleveland Cavaliers,Milwaukee Bucks,80 - 96,,2014-2015
31/12/2014 07:00,Houston Rockets,Charlotte Hornets,102 - 83,,2014-2015
31/12/2014 07:00,San Antonio Spurs,New Orleans Pelicans,95 - 93,OT,2014-2015
31/12/2014 08:00,Oklahoma City Thunder,Phoenix Suns,137 - 134,OT,2014-2015
01/01/2015 08:00,Chicago Bulls,Denver Nuggets,106 - 101,,2014-2015
01/01/2015 08:00,Minnesota Timberwolves,Sacramento Kings,107 - 110,,2014-2015
02/01/2015 07:00,Charlotte Hornets,Cleveland Cavaliers,87 - 91,,2014-2015
02/01/2015 07:00,Orlando Magic,Brooklyn Nets,98 - 100,,2014-2015
02/01/2015 07:30,Boston Celtics,Dallas Mavericks,101 - 119,,2014-2015
02/01/2015 07:30,New York Knicks,Detroit Pistons,81 - 97,,2014-2015
02/01/2015 08:00,New Orleans Pelicans,Houston Rockets,111 - 83,,2014-2015
02/01/2015 08:00,Oklahoma City Thunder,Washington Wizards,109 - 102,,2014-2015
02/01/2015 08:30,Milwaukee Bucks,Indiana Pacers,91 - 94,,2014-2015
02/01/2015 09:00,Phoenix Suns,Philadelphia 76ers,112 - 96,,2014-2015
02/01/2015 09:00,Utah Jazz,Atlanta Hawks,92 - 98,,2014-2015
02/01/2015 10:30,Golden State Warriors,Toronto Raptors,126 - 105,,2014-2015
02/01/2015 10:30,Los Angeles Lakers,Memphis Grizzlies,106 - 109,,2014-2015
03/01/2015 07:00,Orlando Magic,Charlotte Hornets,90 - 98,,2014-2015
03/01/2015 08:00,Chicago Bulls,Boston Celtics,109 - 104,OT,2014-2015
03/01/2015 08:00,Houston Rockets,Miami Heat,115 - 79,,2014-2015
03/01/2015 08:00,Minnesota Timberwolves,Utah Jazz,89 - 101,,2014-2015
03/01/2015 08:30,San Antonio Spurs,Washington Wizards,101 - 92,,2014-2015
03/01/2015 09:00,Denver Nuggets,Memphis Grizzlies,114 - 85,,2014-2015
03/01/2015 10:00,Portland Trail Blazers,Atlanta Hawks,107 - 115,,2014-2015
03/01/2015 10:30,Los Angeles Clippers,Philadelphia 76ers,127 - 91,,2014-2015
04/01/2015 01:00,Cleveland Cavaliers,Dallas Mavericks,90 - 109,,2014-2015
04/01/2015 06:00,Detroit Pistons,Sacramento Kings,114 - 95,,2014-2015
04/01/2015 06:00,Miami Heat,Brooklyn Nets,88 - 84,,2014-2015
04/01/2015 07:30,New York Knicks,Milwaukee Bucks,82 - 95,,2014-2015
04/01/2015 08:00,Phoenix Suns,Toronto Raptors,125 - 109,,2014-2015
04/01/2015 09:30,Los Angeles Lakers,Indiana Pacers,88 - 87,,2014-2015
05/01/2015 07:00,Philadelphia 76ers,Cleveland Cavaliers,95 - 92,,2014-2015
05/01/2015 07:30,Boston Celtics,Charlotte Hornets,95 - 104,,2014-2015
05/01/2015 07:30,Brooklyn Nets,Dallas Mavericks,88 - 96,OT,2014-2015
05/01/2015 08:00,Chicago Bulls,Houston Rockets,114 - 105,,2014-2015
05/01/2015 08:00,Memphis Grizzlies,New York Knicks,105 - 83,,2014-2015
05/01/2015 08:00,Minnesota Timberwolves,Denver Nuggets,101 - 110,,2014-2015
05/01/2015 08:00,New Orleans Pelicans,Washington Wizards,85 - 92,,2014-2015
05/01/2015 09:00,Utah Jazz,Indiana Pacers,101 - 105,,2014-2015
05/01/2015 10:00,Portland Trail Blazers,Los Angeles Lakers,98 - 94,,2014-2015
05/01/2015 10:30,Golden State Warriors,Oklahoma City Thunder,117 - 91,,2014-2015
05/01/2015 10:30,Los Angeles Clippers,Atlanta Hawks,98 - 107,,2014-2015
06/01/2015 08:00,Milwaukee Bucks,Phoenix Suns,96 - 102,,2014-2015
06/01/2015 08:30,San Antonio Spurs,Detroit Pistons,104 - 105,,2014-2015
07/01/2015 07:00,Charlotte Hornets,New Orleans Pelicans,98 - 94,,2014-2015
07/01/2015 07:00,Cleveland Cavaliers,Houston Rockets,93 - 105,,2014-2015
07/01/2015 07:00,Philadelphia 76ers,Milwaukee Bucks,77 - 97,,2014-2015
07/01/2015 07:00,Washington Wizards,New York Knicks,101 - 91,,2014-2015
07/01/2015 07:30,Atlanta Hawks,Memphis Grizzlies,96 - 86,,2014-2015
07/01/2015 07:30,Brooklyn Nets,Boston Celtics,81 - 89,,2014-2015
07/01/2015 08:00,Chicago Bulls,Utah Jazz,77 - 97,,2014-2015
07/01/2015 08:30,Dallas Mavericks,Detroit Pistons,95 - 108,,2014-2015
07/01/2015 09:00,Denver Nuggets,Orlando Magic,93 - 90,,2014-2015
07/01/2015 09:30,Minnesota Timberwolves,Phoenix Suns,111 - 113,,2014-2015
07/01/2015 10:00,Sacramento Kings,Oklahoma City Thunder,104 - 83,,2014-2015
07/01/2015 10:30,Golden State Warriors,Indiana Pacers,117 - 102,,2014-2015
07/01/2015 10:30,Los Angeles Clippers,Los Angeles Lakers,114 - 89,,2014-2015
08/01/2015 07:30,Toronto Raptors,Charlotte Hornets,95 - 103,,2014-2015
08/01/2015 08:00,New York Knicks,Houston Rockets,96 - 120,,2014-2015
08/01/2015 10:30,Portland Trail Blazers,Miami Heat,99 - 83,,2014-2015
09/01/2015 07:00,Indiana Pacers,Boston Celtics,107 - 103,OT,2014-2015
09/01/2015 07:30,Brooklyn Nets,Philadelphia 76ers,88 - 90,,2014-2015
09/01/2015 07:30,Detroit Pistons,Atlanta Hawks,103 - 106,,2014-2015
09/01/2015 08:00,New Orleans Pelicans,Memphis Grizzlies,106 - 95,,2014-2015
09/01/2015 08:00,Oklahoma City Thunder,Utah Jazz,99 - 94,,2014-2015
09/01/2015 08:00,Washington Wizards,Chicago Bulls,102 - 86,,2014-2015
09/01/2015 08:30,Milwaukee Bucks,Minnesota Timberwolves,98 - 84,,2014-2015
09/01/2015 08:30,San Antonio Spurs,Phoenix Suns,100 - 95,,2014-2015
09/01/2015 10:00,Sacramento Kings,Denver Nuggets,108 - 118,,2014-2015
09/01/2015 10:30,Golden State Warriors,Cleveland Cavaliers,112 - 94,,2014-2015
09/01/2015 10:30,Los Angeles Lakers,Orlando Magic,101 - 84,,2014-2015
10/01/2015 01:00,New York Knicks,Charlotte Hornets,82 - 110,,2014-2015
10/01/2015 03:30,Los Angeles Clippers,Dallas Mavericks,120 - 100,,2014-2015
10/01/2015 07:30,Detroit Pistons,Brooklyn Nets,98 - 93,,2014-2015
10/01/2015 07:30,Philadelphia 76ers,Indiana Pacers,93 - 92,,2014-2015
10/01/2015 07:30,Toronto Raptors,Boston Celtics,109 - 96,,2014-2015
10/01/2015 08:00,Chicago Bulls,Milwaukee Bucks,95 - 87,,2014-2015
10/01/2015 08:00,Houston Rockets,Utah Jazz,97 - 82,,2014-2015
10/01/2015 08:00,Minnesota Timberwolves,San Antonio Spurs,93 - 108,,2014-2015
10/01/2015 10:00,Portland Trail Blazers,Orlando Magic,103 - 92,,2014-2015
11/01/2015 03:00,Atlanta Hawks,Washington Wizards,120 - 89,,2014-2015
11/01/2015 03:30,Los Angeles Clippers,Miami Heat,90 - 104,,2014-2015
11/01/2015 06:00,Memphis Grizzlies,Phoenix Suns,122 - 110,2OT,2014-2015
11/01/2015 09:00,Sacramento Kings,Cleveland Cavaliers,103 - 84,,2014-2015
11/01/2015 09:30,Los Angeles Lakers,Portland Trail Blazers,94 - 106,,2014-2015
12/01/2015 07:30,Boston Celtics,New Orleans Pelicans,108 - 100,,2014-2015
12/01/2015 07:30,Brooklyn Nets,Houston Rockets,99 - 113,,2014-2015
12/01/2015 07:30,Toronto Raptors,Detroit Pistons,111 - 114,,2014-2015
12/01/2015 08:00,Chicago Bulls,Orlando Magic,114 - 121,,2014-2015
13/01/2015 07:00,Indiana Pacers,Minnesota Timberwolves,101 - 110,,2014-2015
13/01/2015 07:00,Philadelphia 76ers,Atlanta Hawks,87 - 105,,2014-2015
13/01/2015 07:00,Washington Wizards,San Antonio Spurs,101 - 93,,2014-2015
13/01/2015 09:00,Phoenix Suns,Cleveland Cavaliers,107 - 100,,2014-2015
13/01/2015 09:00,Utah Jazz,Golden State Warriors,105 - 116,,2014-2015
13/01/2015 10:00,Sacramento Kings,Dallas Mavericks,104 - 108,OT,2014-2015
13/01/2015 10:30,Los Angeles Lakers,Miami Heat,75 - 78,,2014-2015
14/01/2015 07:00,Charlotte Hornets,San Antonio Spurs,93 - 98,,2014-2015
14/01/2015 07:00,Orlando Magic,Houston Rockets,120 - 113,,2014-2015
14/01/2015 07:30,Brooklyn Nets,Memphis Grizzlies,92 - 103,,2014-2015
14/01/2015 07:30,Detroit Pistons,New Orleans Pelicans,94 - 105,,2014-2015
14/01/2015 07:30,Toronto Raptors,Philadelphia 76ers,100 - 84,,2014-2015
14/01/2015 08:00,Boston Celtics,Atlanta Hawks,91 - 105,,2014-2015
14/01/2015 08:00,Chicago Bulls,Washington Wizards,99 - 105,,2014-2015
14/01/2015 09:00,Denver Nuggets,Dallas Mavericks,114 - 107,,2014-2015
14/01/2015 10:30,Golden State Warriors,Miami Heat,104 - 89,,2014-2015
14/01/2015 10:30,Portland Trail Blazers,Los Angeles Clippers,94 - 100,,2014-2015
15/01/2015 03:00,Milwaukee Bucks,New York Knicks,95 - 79,,2014-2015
15/01/2015 08:00,Houston Rockets,Oklahoma City Thunder,112 - 101,,2014-2015
15/01/2015 10:30,Los Angeles Lakers,Cleveland Cavaliers,102 - 109,,2014-2015
16/01/2015 07:00,Indiana Pacers,Detroit Pistons,96 - 98,,2014-2015
16/01/2015 07:00,Orlando Magic,Memphis Grizzlies,96 - 106,,2014-2015
16/01/2015 07:00,Philadelphia 76ers,New Orleans Pelicans,96 - 81,,2014-2015
16/01/2015 07:00,Washington Wizards,Brooklyn Nets,80 - 102,,2014-2015
16/01/2015 07:30,Boston Celtics,Chicago Bulls,103 - 119,,2014-2015
16/01/2015 07:30,Toronto Raptors,Atlanta Hawks,89 - 110,,2014-2015
16/01/2015 08:00,Oklahoma City Thunder,Golden State Warriors,127 - 115,,2014-2015
16/01/2015 08:30,Dallas Mavericks,Denver Nuggets,97 - 89,,2014-2015
16/01/2015 08:30,San Antonio Spurs,Portland Trail Blazers,110 - 96,,2014-2015
16/01/2015 09:00,Phoenix Suns,Minnesota Timberwolves,110 - 99,,2014-2015
16/01/2015 09:00,Utah Jazz,Los Angeles Lakers,94 - 85,,2014-2015
16/01/2015 10:00,Sacramento Kings,Miami Heat,83 - 95,,2014-2015
16/01/2015 10:30,Los Angeles Clippers,Cleveland Cavaliers,121 - 126,,2014-2015
17/01/2015 07:00,Charlotte Hornets,Indiana Pacers,80 - 71,OT,2014-2015
17/01/2015 07:30,Detroit Pistons,Philadelphia 76ers,107 - 89,,2014-2015
17/01/2015 08:00,Brooklyn Nets,Washington Wizards,90 - 99,,2014-2015
17/01/2015 08:00,Chicago Bulls,Atlanta Hawks,99 - 107,,2014-2015
17/01/2015 08:00,Houston Rockets,Golden State Warriors,106 - 131,,2014-2015
17/01/2015 09:00,Denver Nuggets,Minnesota Timberwolves,105 - 113,,2014-2015
17/01/2015 09:00,Memphis Grizzlies,Portland Trail Blazers,102 - 98,,2014-2015
17/01/2015 10:00,Sacramento Kings,Los Angeles Clippers,108 - 117,,2014-2015
18/01/2015 03:30,Toronto Raptors,New Orleans Pelicans,93 - 95,,2014-2015
18/01/2015 06:00,Orlando Magic,Oklahoma City Thunder,99 - 127,,2014-2015
18/01/2015 07:00,San Antonio Spurs,Utah Jazz,89 - 69,,2014-2015
19/01/2015 02:00,Charlotte Hornets,Minnesota Timberwolves,105 - 80,,2014-2015
19/01/2015 02:00,Washington Wizards,Philadelphia 76ers,111 - 76,,2014-2015
19/01/2015 02:30,Atlanta Hawks,Detroit Pistons,93 - 82,,2014-2015
19/01/2015 03:30,Los Angeles Clippers,Boston Celtics,102 - 93,,2014-2015
19/01/2015 04:00,Golden State Warriors,Denver Nuggets,122 - 79,,2014-2015
19/01/2015 05:00,Memphis Grizzlies,Dallas Mavericks,95 - 103,,2014-2015
19/01/2015 05:30,Houston Rockets,Indiana Pacers,110 - 98,,2014-2015
19/01/2015 05:30,New York Knicks,New Orleans Pelicans,99 - 92,,2014-2015
19/01/2015 07:30,Cleveland Cavaliers,Chicago Bulls,108 - 94,,2014-2015
19/01/2015 08:00,Milwaukee Bucks,Toronto Raptors,89 - 92,,2014-2015
19/01/2015 10:00,Phoenix Suns,Los Angeles Lakers,115 - 100,,2014-2015
19/01/2015 10:00,Portland Trail Blazers,Sacramento Kings,98 - 94,,2014-2015
20/01/2015 07:30,Miami Heat,Oklahoma City Thunder,86 - 94,,2014-2015
20/01/2015 09:00,Denver Nuggets,San Antonio Spurs,99 - 109,,2014-2015
21/01/2015 07:00,Charlotte Hornets,Miami Heat,78 - 76,,2014-2015
21/01/2015 07:00,Cleveland Cavaliers,Utah Jazz,106 - 92,,2014-2015
21/01/2015 07:00,Philadelphia 76ers,New York Knicks,91 - 98,,2014-2015
21/01/2015 07:30,Atlanta Hawks,Indiana Pacers,110 - 91,,2014-2015
21/01/2015 07:30,Detroit Pistons,Orlando Magic,128 - 118,,2014-2015
21/01/2015 08:00,Memphis Grizzlies,Toronto Raptors,92 - 86,,2014-2015
21/01/2015 08:00,Minnesota Timberwolves,Dallas Mavericks,75 - 98,,2014-2015
21/01/2015 08:00,New Orleans Pelicans,Los Angeles Lakers,96 - 80,,2014-2015
21/01/2015 08:00,Washington Wizards,Oklahoma City Thunder,103 - 105,OT,2014-2015
21/01/2015 09:00,Phoenix Suns,Portland Trail Blazers,118 - 113,,2014-2015
21/01/2015 10:00,Sacramento Kings,Brooklyn Nets,100 - 103,,2014-2015
21/01/2015 10:30,Golden State Warriors,Houston Rockets,126 - 113,,2014-2015
22/01/2015 08:00,Chicago Bulls,San Antonio Spurs,104 - 81,,2014-2015
22/01/2015 08:00,Milwaukee Bucks,Utah Jazz,99 - 101,,2014-2015
22/01/2015 10:00,Portland Trail Blazers,Boston Celtics,89 - 90,,2014-2015
22/01/2015 10:30,Los Angeles Clippers,Brooklyn Nets,123 - 84,,2014-2015
23/01/2015 07:00,Philadelphia 76ers,Toronto Raptors,86 - 91,,2014-2015
23/01/2015 07:30,Atlanta Hawks,Oklahoma City Thunder,103 - 93,,2014-2015
