Date,Home Team,Away Team,Result,Overtime,Season
09/11/2008 08:00,Denver Nuggets,Memphis Grizzlies,100 - 90,,2008-2009
09/11/2008 09:00,Sacramento Kings,Golden State Warriors,115 - 98,,2008-2009
09/11/2008 09:30,Los Angeles Lakers,Houston Rockets,111 - 82,,2008-2009
10/11/2008 07:00,Indiana Pacers,Oklahoma City Thunder,107 - 99,,2008-2009
10/11/2008 07:00,Orlando Magic,Portland Trail Blazers,99 - 106,,2008-2009
10/11/2008 07:30,Boston Celtics,Toronto Raptors,94 - 87,,2008-2009
10/11/2008 07:30,Miami Heat,New Jersey Nets,99 - 94,,2008-2009
10/11/2008 09:00,Phoenix Suns,Memphis Grizzlies,107 - 102,,2008-2009
11/11/2008 07:00,Charlotte Bobcats,Denver Nuggets,80 - 88,,2008-2009
11/11/2008 07:00,Cleveland Cavaliers,Milwaukee Bucks,99 - 93,,2008-2009
11/11/2008 07:00,Philadelphia 76ers,Utah Jazz,80 - 93,,2008-2009
11/11/2008 08:30,Chicago Bulls,Atlanta Hawks,108 - 113,,2008-2009
11/11/2008 08:30,Dallas Mavericks,Los Angeles Lakers,99 - 106,,2008-2009
11/11/2008 08:30,San Antonio Spurs,New York Knicks,92 - 80,,2008-2009
11/11/2008 10:00,Sacramento Kings,Detroit Pistons,92 - 100,,2008-2009
11/11/2008 10:30,Golden State Warriors,Minnesota Timberwolves,113 - 110,OT,2008-2009
12/11/2008 07:00,Toronto Raptors,Philadelphia 76ers,96 - 106,,2008-2009
12/11/2008 07:30,Boston Celtics,Atlanta Hawks,103 - 102,,2008-2009
12/11/2008 07:30,New Jersey Nets,Indiana Pacers,87 - 98,,2008-2009
12/11/2008 08:00,Memphis Grizzlies,New York Knicks,103 - 132,,2008-2009
12/11/2008 08:00,Miami Heat,Portland Trail Blazers,96 - 104,,2008-2009
12/11/2008 08:00,Milwaukee Bucks,San Antonio Spurs,82 - 78,,2008-2009
12/11/2008 08:00,New Orleans Hornets,Los Angeles Lakers,86 - 93,,2008-2009
12/11/2008 08:00,Oklahoma City Thunder,Orlando Magic,92 - 109,,2008-2009
12/11/2008 08:00,Washington Wizards,Utah Jazz,95 - 87,,2008-2009
12/11/2008 10:30,Los Angeles Clippers,Sacramento Kings,98 - 103,,2008-2009
12/11/2008 10:30,Phoenix Suns,Houston Rockets,82 - 94,,2008-2009
13/11/2008 08:00,Cleveland Cavaliers,Denver Nuggets,110 - 99,,2008-2009
13/11/2008 08:30,Chicago Bulls,Dallas Mavericks,98 - 91,,2008-2009
13/11/2008 10:30,Golden State Warriors,Detroit Pistons,102 - 107,,2008-2009
14/11/2008 07:00,Charlotte Bobcats,Utah Jazz,104 - 96,,2008-2009
14/11/2008 07:00,Indiana Pacers,Philadelphia 76ers,92 - 94,,2008-2009
14/11/2008 07:30,Miami Heat,Washington Wizards,97 - 77,,2008-2009
14/11/2008 07:30,New Jersey Nets,Atlanta Hawks,115 - 108,,2008-2009
14/11/2008 07:30,New York Knicks,Oklahoma City Thunder,116 - 106,,2008-2009
14/11/2008 08:00,Boston Celtics,Denver Nuggets,85 - 94,,2008-2009
14/11/2008 08:00,Memphis Grizzlies,Milwaukee Bucks,96 - 101,OT,2008-2009
14/11/2008 08:00,New Orleans Hornets,Portland Trail Blazers,87 - 82,,2008-2009
14/11/2008 08:30,Dallas Mavericks,Orlando Magic,100 - 102,,2008-2009
14/11/2008 08:30,San Antonio Spurs,Houston Rockets,77 - 75,,2008-2009
14/11/2008 10:00,Sacramento Kings,Phoenix Suns,95 - 97,OT,2008-2009
14/11/2008 10:30,Los Angeles Lakers,Detroit Pistons,95 - 106,,2008-2009
15/11/2008 03:30,Los Angeles Clippers,Golden State Warriors,103 - 121,,2008-2009
15/11/2008 07:00,Atlanta Hawks,New Jersey Nets,107 - 119,,2008-2009
15/11/2008 07:00,Philadelphia 76ers,Oklahoma City Thunder,110 - 85,,2008-2009
15/11/2008 07:30,Cleveland Cavaliers,Utah Jazz,105 - 93,,2008-2009
15/11/2008 08:00,Minnesota Timberwolves,Portland Trail Blazers,83 - 88,,2008-2009
15/11/2008 08:30,Chicago Bulls,Indiana Pacers,104 - 91,,2008-2009
15/11/2008 08:30,Houston Rockets,New Orleans Hornets,91 - 82,,2008-2009
15/11/2008 08:30,Milwaukee Bucks,Boston Celtics,97 - 102,OT,2008-2009
16/11/2008 01:00,Toronto Raptors,Miami Heat,107 - 96,,2008-2009
16/11/2008 05:30,Charlotte Bobcats,Orlando Magic,85 - 90,,2008-2009
16/11/2008 06:00,New York Knicks,Dallas Mavericks,114 - 124,OT,2008-2009
16/11/2008 08:00,Denver Nuggets,Minnesota Timberwolves,90 - 84,,2008-2009
16/11/2008 08:00,Phoenix Suns,Detroit Pistons,104 - 86,,2008-2009
16/11/2008 09:00,Sacramento Kings,San Antonio Spurs,88 - 90,,2008-2009
17/11/2008 08:00,Oklahoma City Thunder,Houston Rockets,89 - 100,,2008-2009
17/11/2008 09:00,Utah Jazz,Phoenix Suns,109 - 97,,2008-2009
17/11/2008 10:30,Los Angeles Clippers,San Antonio Spurs,83 - 86,,2008-2009
18/11/2008 07:00,Charlotte Bobcats,Dallas Mavericks,83 - 100,,2008-2009
18/11/2008 07:00,Indiana Pacers,Atlanta Hawks,113 - 96,,2008-2009
18/11/2008 07:00,Orlando Magic,Toronto Raptors,103 - 90,,2008-2009
18/11/2008 07:00,Washington Wizards,Miami Heat,87 - 94,,2008-2009
18/11/2008 07:30,Boston Celtics,New York Knicks,110 - 101,,2008-2009
18/11/2008 07:30,New Jersey Nets,Cleveland Cavaliers,82 - 106,,2008-2009
18/11/2008 08:00,Memphis Grizzlies,Sacramento Kings,109 - 94,,2008-2009
18/11/2008 09:00,Denver Nuggets,Milwaukee Bucks,114 - 105,,2008-2009
18/11/2008 10:30,Golden State Warriors,Portland Trail Blazers,111 - 106,,2008-2009
18/11/2008 10:30,Los Angeles Lakers,Chicago Bulls,116 - 109,,2008-2009
19/11/2008 07:00,Atlanta Hawks,Washington Wizards,91 - 87,,2008-2009
19/11/2008 07:30,Detroit Pistons,Cleveland Cavaliers,96 - 89,,2008-2009
19/11/2008 07:30,Miami Heat,Toronto Raptors,95 - 101,,2008-2009
19/11/2008 08:00,Houston Rockets,Dallas Mavericks,86 - 96,,2008-2009
19/11/2008 08:00,Minnesota Timberwolves,Philadelphia 76ers,102 - 96,,2008-2009
19/11/2008 08:00,New Orleans Hornets,Sacramento Kings,96 - 105,,2008-2009
19/11/2008 08:00,Oklahoma City Thunder,Los Angeles Clippers,88 - 108,,2008-2009
19/11/2008 08:30,San Antonio Spurs,Denver Nuggets,81 - 91,,2008-2009
19/11/2008 09:00,Utah Jazz,Milwaukee Bucks,105 - 94,,2008-2009
19/11/2008 10:30,Portland Trail Blazers,Chicago Bulls,116 - 74,,2008-2009
20/11/2008 08:00,Boston Celtics,Detroit Pistons,98 - 80,,2008-2009
20/11/2008 10:30,Phoenix Suns,Los Angeles Lakers,92 - 105,,2008-2009
21/11/2008 07:00,Indiana Pacers,Orlando Magic,98 - 100,OT,2008-2009
21/11/2008 07:00,Philadelphia 76ers,Los Angeles Clippers,89 - 88,,2008-2009
21/11/2008 07:00,Toronto Raptors,New Jersey Nets,127 - 129,OT,2008-2009
21/11/2008 07:00,Washington Wizards,Houston Rockets,91 - 103,,2008-2009
21/11/2008 07:30,Atlanta Hawks,Charlotte Bobcats,88 - 83,,2008-2009
21/11/2008 08:00,Minnesota Timberwolves,Boston Celtics,78 - 95,,2008-2009
21/11/2008 08:30,Dallas Mavericks,Memphis Grizzlies,91 - 76,,2008-2009
21/11/2008 08:30,Milwaukee Bucks,New York Knicks,104 - 87,,2008-2009
21/11/2008 08:30,San Antonio Spurs,Utah Jazz,119 - 94,,2008-2009
21/11/2008 09:30,Oklahoma City Thunder,New Orleans Hornets,80 - 105,,2008-2009
21/11/2008 10:00,Sacramento Kings,Portland Trail Blazers,96 - 117,,2008-2009
21/11/2008 10:30,Golden State Warriors,Chicago Bulls,110 - 115,,2008-2009
21/11/2008 10:30,Los Angeles Lakers,Denver Nuggets,104 - 90,,2008-2009
22/11/2008 07:00,Charlotte Bobcats,Milwaukee Bucks,74 - 79,,2008-2009
22/11/2008 07:00,Orlando Magic,Houston Rockets,95 - 100,,2008-2009
22/11/2008 07:30,Cleveland Cavaliers,Atlanta Hawks,110 - 96,,2008-2009
22/11/2008 07:30,Miami Heat,Indiana Pacers,109 - 100,,2008-2009
22/11/2008 07:30,New Jersey Nets,Los Angeles Clippers,112 - 95,,2008-2009
22/11/2008 07:30,New York Knicks,Washington Wizards,122 - 117,,2008-2009
22/11/2008 08:00,Memphis Grizzlies,Utah Jazz,94 - 103,,2008-2009
22/11/2008 08:00,New Orleans Hornets,Oklahoma City Thunder,109 - 97,,2008-2009
22/11/2008 09:00,Phoenix Suns,Portland Trail Blazers,102 - 92,,2008-2009
23/11/2008 12:30,Toronto Raptors,Boston Celtics,103 - 118,,2008-2009
23/11/2008 05:00,Philadelphia 76ers,Golden State Warriors,89 - 81,,2008-2009
23/11/2008 06:00,Detroit Pistons,Minnesota Timberwolves,80 - 106,,2008-2009
23/11/2008 09:00,Denver Nuggets,Chicago Bulls,114 - 101,,2008-2009
23/11/2008 09:30,Los Angeles Lakers,Sacramento Kings,118 - 108,,2008-2009
24/11/2008 07:00,Charlotte Bobcats,Philadelphia 76ers,93 - 84,,2008-2009
24/11/2008 07:00,Orlando Magic,Milwaukee Bucks,108 - 101,,2008-2009
24/11/2008 07:30,Miami Heat,Houston Rockets,98 - 107,,2008-2009
24/11/2008 08:00,Memphis Grizzlies,San Antonio Spurs,81 - 94,,2008-2009
24/11/2008 09:00,Utah Jazz,Chicago Bulls,100 - 101,,2008-2009
24/11/2008 10:00,Portland Trail Blazers,Sacramento Kings,91 - 90,,2008-2009
24/11/2008 10:30,Los Angeles Clippers,New Orleans Hornets,87 - 99,,2008-2009
25/11/2008 07:00,Washington Wizards,Golden State Warriors,124 - 100,,2008-2009
25/11/2008 07:30,New York Knicks,Cleveland Cavaliers,101 - 119,,2008-2009
25/11/2008 08:00,Oklahoma City Thunder,Phoenix Suns,98 - 99,,2008-2009
25/11/2008 08:30,Dallas Mavericks,Indiana Pacers,109 - 106,,2008-2009
25/11/2008 10:30,Los Angeles Lakers,New Jersey Nets,120 - 93,,2008-2009
26/11/2008 07:00,Atlanta Hawks,Milwaukee Bucks,102 - 96,,2008-2009
26/11/2008 07:00,Cleveland Cavaliers,Oklahoma City Thunder,117 - 82,,2008-2009
26/11/2008 07:00,Toronto Raptors,Charlotte Bobcats,93 - 86,,2008-2009
26/11/2008 07:30,Boston Celtics,Golden State Warriors,119 - 111,,2008-2009
26/11/2008 07:30,Philadelphia 76ers,Orlando Magic,94 - 96,,2008-2009
26/11/2008 08:00,Detroit Pistons,New York Knicks,110 - 96,,2008-2009
26/11/2008 08:00,Minnesota Timberwolves,Phoenix Suns,102 - 110,,2008-2009
26/11/2008 08:30,Houston Rockets,Indiana Pacers,90 - 91,,2008-2009
26/11/2008 08:30,San Antonio Spurs,Chicago Bulls,98 - 88,,2008-2009
26/11/2008 09:00,Utah Jazz,Memphis Grizzlies,117 - 100,,2008-2009
26/11/2008 10:00,Portland Trail Blazers,Miami Heat,106 - 68,,2008-2009
26/11/2008 10:00,Sacramento Kings,New Jersey Nets,114 - 116,OT,2008-2009
26/11/2008 10:30,Los Angeles Clippers,Denver Nuggets,105 - 106,,2008-2009
27/11/2008 08:00,Washington Wizards,Orlando Magic,90 - 105,,2008-2009
27/11/2008 10:30,Denver Nuggets,New Orleans Hornets,101 - 105,,2008-2009
28/11/2008 07:00,Toronto Raptors,Atlanta Hawks,93 - 88,,2008-2009
28/11/2008 07:30,Boston Celtics,Philadelphia 76ers,102 - 78,,2008-2009
28/11/2008 07:30,Cleveland Cavaliers,Golden State Warriors,112 - 97,,2008-2009
28/11/2008 08:00,Detroit Pistons,Milwaukee Bucks,107 - 97,,2008-2009
28/11/2008 08:00,Indiana Pacers,Charlotte Bobcats,108 - 115,OT,2008-2009
28/11/2008 08:00,Oklahoma City Thunder,Minnesota Timberwolves,103 - 105,,2008-2009
28/11/2008 08:00,Phoenix Suns,Miami Heat,92 - 107,,2008-2009
28/11/2008 08:30,San Antonio Spurs,Memphis Grizzlies,109 - 98,,2008-2009
28/11/2008 09:00,Utah Jazz,Sacramento Kings,120 - 94,,2008-2009
28/11/2008 10:00,Portland Trail Blazers,New Orleans Hornets,101 - 86,,2008-2009
28/11/2008 10:30,Los Angeles Lakers,Dallas Mavericks,114 - 107,,2008-2009
29/11/2008 07:00,Charlotte Bobcats,Boston Celtics,84 - 89,,2008-2009
29/11/2008 07:00,Orlando Magic,Indiana Pacers,110 - 96,,2008-2009
29/11/2008 07:00,Washington Wizards,Atlanta Hawks,98 - 102,,2008-2009
29/11/2008 07:30,New York Knicks,Golden State Warriors,138 - 125,,2008-2009
29/11/2008 08:00,Memphis Grizzlies,Oklahoma City Thunder,103 - 111,,2008-2009
29/11/2008 08:00,Minnesota Timberwolves,Denver Nuggets,97 - 106,,2008-2009
29/11/2008 08:30,Houston Rockets,San Antonio Spurs,103 - 84,,2008-2009
29/11/2008 09:00,Milwaukee Bucks,Cleveland Cavaliers,85 - 97,,2008-2009
29/11/2008 09:00,Utah Jazz,New Jersey Nets,88 - 105,,2008-2009
29/11/2008 10:00,Sacramento Kings,Dallas Mavericks,78 - 101,,2008-2009
29/11/2008 10:30,Los Angeles Clippers,Miami Heat,97 - 96,,2008-2009
30/11/2008 03:00,Detroit Pistons,Portland Trail Blazers,85 - 96,,2008-2009
30/11/2008 05:00,Philadelphia 76ers,Chicago Bulls,92 - 103,,2008-2009
30/11/2008 08:00,Denver Nuggets,Houston Rockets,104 - 94,,2008-2009
30/11/2008 08:00,Phoenix Suns,New Jersey Nets,109 - 117,,2008-2009
30/11/2008 09:30,Los Angeles Lakers,Toronto Raptors,112 - 99,,2008-2009
01/12/2008 07:00,Charlotte Bobcats,Minnesota Timberwolves,100 - 90,,2008-2009
01/12/2008 07:30,Boston Celtics,Orlando Magic,107 - 88,,2008-2009
01/12/2008 10:30,Golden State Warriors,Miami Heat,129 - 130,OT,2008-2009
02/12/2008 07:00,Indiana Pacers,Los Angeles Lakers,118 - 117,,2008-2009
02/12/2008 07:30,New Jersey Nets,Washington Wizards,88 - 108,,2008-2009
02/12/2008 07:30,New York Knicks,Portland Trail Blazers,97 - 104,,2008-2009
02/12/2008 08:30,Chicago Bulls,Philadelphia 76ers,95 - 103,OT,2008-2009
02/12/2008 08:30,Dallas Mavericks,Los Angeles Clippers,100 - 98,,2008-2009
02/12/2008 08:30,San Antonio Spurs,Detroit Pistons,77 - 89,,2008-2009
02/12/2008 09:00,Denver Nuggets,Toronto Raptors,132 - 93,,2008-2009
02/12/2008 10:00,Sacramento Kings,Utah Jazz,94 - 99,,2008-2009
03/12/2008 07:00,Atlanta Hawks,Memphis Grizzlies,105 - 95,,2008-2009
03/12/2008 07:00,Charlotte Bobcats,Oklahoma City Thunder,103 - 97,,2008-2009
03/12/2008 07:00,Cleveland Cavaliers,New York Knicks,118 - 82,,2008-2009
03/12/2008 07:00,Orlando Magic,Minnesota Timberwolves,100 - 89,,2008-2009
03/12/2008 07:00,Philadelphia 76ers,Los Angeles Lakers,102 - 114,,2008-2009
03/12/2008 07:00,Washington Wizards,Portland Trail Blazers,92 - 98,,2008-2009
03/12/2008 07:30,Boston Celtics,Indiana Pacers,114 - 96,,2008-2009
03/12/2008 08:00,Milwaukee Bucks,Chicago Bulls,97 - 90,,2008-2009
03/12/2008 08:00,New Orleans Hornets,Phoenix Suns,104 - 91,,2008-2009
03/12/2008 08:30,Houston Rockets,Los Angeles Clippers,103 - 96,,2008-2009
03/12/2008 09:00,Utah Jazz,Miami Heat,89 - 93,,2008-2009
04/12/2008 08:00,Dallas Mavericks,Phoenix Suns,112 - 97,,2008-2009
04/12/2008 10:30,Denver Nuggets,San Antonio Spurs,91 - 108,,2008-2009
05/12/2008 07:00,Orlando Magic,Oklahoma City Thunder,98 - 89,,2008-2009
05/12/2008 07:00,Washington Wizards,Los Angeles Lakers,104 - 106,,2008-2009
05/12/2008 07:30,Atlanta Hawks,New York Knicks,98 - 95,,2008-2009
05/12/2008 07:30,Cleveland Cavaliers,Indiana Pacers,97 - 73,,2008-2009
05/12/2008 07:30,New Jersey Nets,Minnesota Timberwolves,113 - 84,,2008-2009
05/12/2008 08:00,Boston Celtics,Portland Trail Blazers,93 - 78,,2008-2009
05/12/2008 08:00,Detroit Pistons,Philadelphia 76ers,91 - 96,,2008-2009
05/12/2008 08:00,Memphis Grizzlies,Los Angeles Clippers,93 - 81,,2008-2009
05/12/2008 08:30,Houston Rockets,Golden State Warriors,131 - 112,,2008-2009
05/12/2008 08:30,Milwaukee Bucks,Charlotte Bobcats,101 - 96,,2008-2009
05/12/2008 10:30,Utah Jazz,Toronto Raptors,114 - 87,,2008-2009
06/12/2008 07:00,Charlotte Bobcats,Cleveland Cavaliers,74 - 94,,2008-2009
06/12/2008 07:30,Miami Heat,Oklahoma City Thunder,105 - 99,,2008-2009
06/12/2008 07:30,Philadelphia 76ers,New Jersey Nets,84 - 95,,2008-2009
06/12/2008 08:00,Minnesota Timberwolves,Los Angeles Clippers,84 - 107,,2008-2009
06/12/2008 08:00,New Orleans Hornets,Memphis Grizzlies,106 - 87,,2008-2009
06/12/2008 08:30,Chicago Bulls,Washington Wizards,117 - 110,,2008-2009
06/12/2008 08:30,Dallas Mavericks,Atlanta Hawks,100 - 98,,2008-2009
06/12/2008 08:30,San Antonio Spurs,Golden State Warriors,123 - 88,,2008-2009
06/12/2008 09:00,Phoenix Suns,Utah Jazz,106 - 104,,2008-2009
06/12/2008 10:00,Sacramento Kings,Denver Nuggets,85 - 118,,2008-2009
07/12/2008 12:00,New York Knicks,Detroit Pistons,104 - 92,,2008-2009
07/12/2008 01:00,Toronto Raptors,Portland Trail Blazers,97 - 98,,2008-2009
07/12/2008 06:00,Indiana Pacers,Boston Celtics,117 - 122,OT,2008-2009
07/12/2008 09:30,Los Angeles Lakers,Milwaukee Bucks,105 - 92,,2008-2009
08/12/2008 07:30,Miami Heat,Charlotte Bobcats,100 - 96,,2008-2009
08/12/2008 08:00,Memphis Grizzlies,Houston Rockets,109 - 97,,2008-2009
08/12/2008 08:00,Oklahoma City Thunder,Golden State Warriors,102 - 112,,2008-2009
08/12/2008 10:30,Los Angeles Clippers,Orlando Magic,88 - 95,,2008-2009
09/12/2008 07:00,Cleveland Cavaliers,Toronto Raptors,114 - 94,,2008-2009
09/12/2008 07:00,Washington Wizards,Detroit Pistons,107 - 94,,2008-2009
09/12/2008 08:00,Minnesota Timberwolves,Utah Jazz,96 - 99,,2008-2009
09/12/2008 08:30,Chicago Bulls,New York Knicks,105 - 100,,2008-2009
09/12/2008 08:30,Dallas Mavericks,San Antonio Spurs,126 - 133,2OT,2008-2009
09/12/2008 08:30,Houston Rockets,Atlanta Hawks,92 - 84,,2008-2009
09/12/2008 09:00,Phoenix Suns,Milwaukee Bucks,125 - 110,,2008-2009
09/12/2008 10:00,Portland Trail Blazers,Orlando Magic,108 - 109,,2008-2009
09/12/2008 10:00,Sacramento Kings,Los Angeles Lakers,113 - 101,,2008-2009
10/12/2008 07:00,Toronto Raptors,Indiana Pacers,101 - 88,,2008-2009
10/12/2008 07:30,New Jersey Nets,New York Knicks,109 - 121,,2008-2009
10/12/2008 08:00,New Orleans Hornets,Charlotte Bobcats,105 - 89,,2008-2009
10/12/2008 08:00,Oklahoma City Thunder,Memphis Grizzlies,102 - 108,,2008-2009
10/12/2008 08:00,Philadelphia 76ers,Cleveland Cavaliers,93 - 101,,2008-2009
10/12/2008 08:30,San Antonio Spurs,Atlanta Hawks,95 - 89,,2008-2009
10/12/2008 09:00,Denver Nuggets,Minnesota Timberwolves,116 - 105,,2008-2009
10/12/2008 10:30,Golden State Warriors,Milwaukee Bucks,119 - 96,,2008-2009
