Date,Home Team,Away Team,Result,Overtime,Season
11/12/2009 07:30,Miami Heat,Dallas Mavericks,93 - 106,,2009-2010
11/12/2009 08:00,Chicago Bulls,Golden State Warriors,96 - 91,OT,2009-2010
11/12/2009 08:00,Cleveland Cavaliers,Portland Trail Blazers,104 - 99,,2009-2010
11/12/2009 08:00,Memphis Grizzlies,Oklahoma City Thunder,94 - 102,,2009-2010
11/12/2009 08:00,New Orleans Hornets,New York Knicks,96 - 113,,2009-2010
11/12/2009 08:30,San Antonio Spurs,Charlotte Bobcats,104 - 85,,2009-2010
11/12/2009 10:30,Los Angeles Lakers,Minnesota Timberwolves,104 - 92,,2009-2010
11/12/2009 10:30,Phoenix Suns,Orlando Magic,106 - 103,,2009-2010
12/12/2009 07:00,Washington Wizards,Indiana Pacers,113 - 114,,2009-2010
12/12/2009 07:30,Detroit Pistons,Golden State Warriors,104 - 95,,2009-2010
12/12/2009 08:00,Chicago Bulls,Boston Celtics,80 - 106,,2009-2010
12/12/2009 08:30,Dallas Mavericks,Charlotte Bobcats,98 - 97,OT,2009-2010
12/12/2009 08:30,Milwaukee Bucks,Portland Trail Blazers,108 - 101,2OT,2009-2010
12/12/2009 09:00,Denver Nuggets,Phoenix Suns,105 - 99,,2009-2010
12/12/2009 09:00,Utah Jazz,Los Angeles Lakers,102 - 94,,2009-2010
12/12/2009 10:00,Sacramento Kings,Minnesota Timberwolves,120 - 100,,2009-2010
13/12/2009 12:30,Toronto Raptors,Houston Rockets,101 - 88,,2009-2010
13/12/2009 05:00,Atlanta Hawks,New Jersey Nets,130 - 107,,2009-2010
13/12/2009 06:00,Miami Heat,Memphis Grizzlies,90 - 118,,2009-2010
13/12/2009 07:00,Oklahoma City Thunder,Cleveland Cavaliers,89 - 102,,2009-2010
13/12/2009 09:30,Los Angeles Clippers,San Antonio Spurs,90 - 115,,2009-2010
14/12/2009 07:00,Orlando Magic,Indiana Pacers,106 - 98,,2009-2010
14/12/2009 07:00,Philadelphia 76ers,Golden State Warriors,117 - 101,,2009-2010
14/12/2009 08:00,Memphis Grizzlies,Boston Celtics,105 - 110,,2009-2010
14/12/2009 08:30,Dallas Mavericks,New Orleans Hornets,94 - 90,,2009-2010
14/12/2009 09:00,Denver Nuggets,Oklahoma City Thunder,102 - 93,,2009-2010
14/12/2009 09:00,Utah Jazz,Minnesota Timberwolves,108 - 110,,2009-2010
14/12/2009 10:30,Los Angeles Clippers,Washington Wizards,97 - 95,,2009-2010
15/12/2009 07:00,Charlotte Bobcats,New York Knicks,94 - 87,,2009-2010
15/12/2009 07:00,Cleveland Cavaliers,New Jersey Nets,99 - 89,,2009-2010
15/12/2009 07:30,Miami Heat,Toronto Raptors,115 - 95,,2009-2010
15/12/2009 08:00,Chicago Bulls,Los Angeles Lakers,87 - 96,,2009-2010
15/12/2009 08:30,Houston Rockets,Detroit Pistons,107 - 96,,2009-2010
15/12/2009 09:00,Phoenix Suns,San Antonio Spurs,116 - 104,,2009-2010
15/12/2009 10:00,Portland Trail Blazers,Sacramento Kings,95 - 88,,2009-2010
16/12/2009 07:00,Atlanta Hawks,Memphis Grizzlies,110 - 97,,2009-2010
16/12/2009 07:00,Indiana Pacers,Charlotte Bobcats,101 - 98,,2009-2010
16/12/2009 07:00,Orlando Magic,Toronto Raptors,118 - 99,,2009-2010
16/12/2009 07:00,Philadelphia 76ers,Cleveland Cavaliers,101 - 108,,2009-2010
16/12/2009 07:30,New Jersey Nets,Utah Jazz,92 - 108,,2009-2010
16/12/2009 08:00,Milwaukee Bucks,Los Angeles Lakers,106 - 107,OT,2009-2010
16/12/2009 08:00,Minnesota Timberwolves,Los Angeles Clippers,95 - 120,,2009-2010
16/12/2009 08:00,New Orleans Hornets,Detroit Pistons,95 - 87,,2009-2010
16/12/2009 08:00,Oklahoma City Thunder,Dallas Mavericks,86 - 100,,2009-2010
16/12/2009 09:00,Denver Nuggets,Houston Rockets,111 - 101,,2009-2010
16/12/2009 10:30,Golden State Warriors,San Antonio Spurs,91 - 103,,2009-2010
16/12/2009 10:30,Sacramento Kings,Washington Wizards,112 - 109,,2009-2010
17/12/2009 08:00,Chicago Bulls,New York Knicks,98 - 89,,2009-2010
17/12/2009 08:00,Miami Heat,Orlando Magic,104 - 86,,2009-2010
17/12/2009 10:30,Portland Trail Blazers,Phoenix Suns,105 - 102,,2009-2010
18/12/2009 07:00,Toronto Raptors,New Jersey Nets,118 - 95,,2009-2010
18/12/2009 07:30,Atlanta Hawks,Utah Jazz,96 - 83,,2009-2010
18/12/2009 07:30,Boston Celtics,Philadelphia 76ers,97 - 98,,2009-2010
18/12/2009 08:00,Cleveland Cavaliers,Milwaukee Bucks,85 - 82,,2009-2010
18/12/2009 08:00,Memphis Grizzlies,Indiana Pacers,107 - 94,,2009-2010
18/12/2009 08:00,Minnesota Timberwolves,Sacramento Kings,112 - 96,,2009-2010
18/12/2009 08:00,New Orleans Hornets,Denver Nuggets,98 - 92,,2009-2010
18/12/2009 08:00,New York Knicks,Los Angeles Clippers,95 - 91,,2009-2010
18/12/2009 08:00,Oklahoma City Thunder,Detroit Pistons,109 - 98,,2009-2010
18/12/2009 08:30,Dallas Mavericks,Houston Rockets,108 - 116,OT,2009-2010
18/12/2009 10:30,Golden State Warriors,Washington Wizards,109 - 118,,2009-2010
19/12/2009 07:00,Charlotte Bobcats,Utah Jazz,102 - 110,,2009-2010
19/12/2009 07:00,Orlando Magic,Portland Trail Blazers,92 - 83,,2009-2010
19/12/2009 07:30,Philadelphia 76ers,Los Angeles Clippers,107 - 112,OT,2009-2010
19/12/2009 08:00,Chicago Bulls,Atlanta Hawks,101 - 98,OT,2009-2010
19/12/2009 08:00,New Jersey Nets,Los Angeles Lakers,84 - 103,,2009-2010
19/12/2009 08:30,Houston Rockets,Oklahoma City Thunder,95 - 90,,2009-2010
19/12/2009 08:30,Milwaukee Bucks,Sacramento Kings,95 - 96,,2009-2010
19/12/2009 08:30,San Antonio Spurs,Indiana Pacers,100 - 99,,2009-2010
19/12/2009 09:00,Phoenix Suns,Washington Wizards,121 - 95,,2009-2010
20/12/2009 12:30,Toronto Raptors,New Orleans Hornets,98 - 92,,2009-2010
20/12/2009 04:00,Memphis Grizzlies,Denver Nuggets,102 - 96,,2009-2010
20/12/2009 06:00,Boston Celtics,Minnesota Timberwolves,122 - 104,,2009-2010
20/12/2009 06:00,Detroit Pistons,Los Angeles Lakers,81 - 93,,2009-2010
20/12/2009 06:00,Miami Heat,Portland Trail Blazers,95 - 102,,2009-2010
20/12/2009 07:30,Dallas Mavericks,Cleveland Cavaliers,102 - 95,,2009-2010
20/12/2009 07:30,New York Knicks,Charlotte Bobcats,98 - 94,,2009-2010
21/12/2009 07:00,Indiana Pacers,Milwaukee Bucks,81 - 84,,2009-2010
21/12/2009 07:00,Orlando Magic,Utah Jazz,104 - 99,,2009-2010
21/12/2009 08:00,Chicago Bulls,Sacramento Kings,98 - 102,,2009-2010
21/12/2009 08:30,San Antonio Spurs,Los Angeles Clippers,103 - 87,,2009-2010
21/12/2009 09:00,Phoenix Suns,Cleveland Cavaliers,91 - 109,,2009-2010
22/12/2009 07:00,Charlotte Bobcats,Detroit Pistons,88 - 76,,2009-2010
22/12/2009 07:00,Washington Wizards,Philadelphia 76ers,105 - 98,,2009-2010
22/12/2009 07:30,Boston Celtics,Indiana Pacers,103 - 94,,2009-2010
22/12/2009 07:30,New York Knicks,Chicago Bulls,88 - 81,,2009-2010
22/12/2009 08:00,Memphis Grizzlies,Golden State Warriors,121 - 108,,2009-2010
22/12/2009 08:00,Minnesota Timberwolves,Atlanta Hawks,87 - 112,,2009-2010
22/12/2009 08:30,Dallas Mavericks,Portland Trail Blazers,81 - 85,,2009-2010
22/12/2009 08:30,Houston Rockets,Los Angeles Clippers,108 - 99,,2009-2010
22/12/2009 10:30,Los Angeles Lakers,Oklahoma City Thunder,111 - 108,,2009-2010
23/12/2009 07:00,Orlando Magic,Houston Rockets,102 - 87,,2009-2010
23/12/2009 07:30,Detroit Pistons,Toronto Raptors,64 - 94,,2009-2010
23/12/2009 07:30,Miami Heat,Utah Jazz,80 - 70,,2009-2010
23/12/2009 07:30,New Jersey Nets,Minnesota Timberwolves,99 - 103,,2009-2010
23/12/2009 08:00,Milwaukee Bucks,Washington Wizards,97 - 109,,2009-2010
23/12/2009 08:00,New Orleans Hornets,Golden State Warriors,108 - 102,,2009-2010
23/12/2009 08:30,San Antonio Spurs,Portland Trail Blazers,94 - 98,,2009-2010
23/12/2009 09:00,Denver Nuggets,Atlanta Hawks,124 - 104,,2009-2010
23/12/2009 09:00,Phoenix Suns,Oklahoma City Thunder,113 - 117,,2009-2010
23/12/2009 10:00,Sacramento Kings,Cleveland Cavaliers,104 - 117,OT,2009-2010
25/12/2009 12:00,New York Knicks,Miami Heat,87 - 93,,2009-2010
25/12/2009 02:30,Orlando Magic,Boston Celtics,77 - 86,,2009-2010
25/12/2009 05:00,Los Angeles Lakers,Cleveland Cavaliers,87 - 102,,2009-2010
25/12/2009 08:00,Phoenix Suns,Los Angeles Clippers,124 - 93,,2009-2010
25/12/2009 10:30,Portland Trail Blazers,Denver Nuggets,107 - 96,,2009-2010
26/12/2009 03:00,Dallas Mavericks,Memphis Grizzlies,106 - 101,,2009-2010
26/12/2009 07:00,Indiana Pacers,Atlanta Hawks,98 - 110,,2009-2010
26/12/2009 07:30,New Jersey Nets,Houston Rockets,93 - 98,,2009-2010
26/12/2009 08:00,Chicago Bulls,New Orleans Hornets,96 - 85,,2009-2010
26/12/2009 08:00,Minnesota Timberwolves,Washington Wizards,101 - 89,,2009-2010
26/12/2009 08:00,Oklahoma City Thunder,Charlotte Bobcats,98 - 91,,2009-2010
26/12/2009 08:30,Milwaukee Bucks,San Antonio Spurs,97 - 112,,2009-2010
26/12/2009 09:00,Utah Jazz,Philadelphia 76ers,97 - 76,,2009-2010
26/12/2009 10:00,Sacramento Kings,Los Angeles Lakers,103 - 112,2OT,2009-2010
26/12/2009 10:30,Golden State Warriors,Phoenix Suns,132 - 127,,2009-2010
27/12/2009 01:00,Toronto Raptors,Detroit Pistons,102 - 95,,2009-2010
27/12/2009 06:00,Cleveland Cavaliers,Houston Rockets,108 - 83,,2009-2010
27/12/2009 06:00,Miami Heat,Indiana Pacers,114 - 80,,2009-2010
27/12/2009 06:00,New York Knicks,San Antonio Spurs,88 - 95,,2009-2010
27/12/2009 08:00,Denver Nuggets,Dallas Mavericks,96 - 104,,2009-2010
27/12/2009 09:30,Los Angeles Clippers,Boston Celtics,92 - 90,,2009-2010
28/12/2009 07:00,Charlotte Bobcats,Milwaukee Bucks,94 - 84,,2009-2010
28/12/2009 07:30,New Jersey Nets,Oklahoma City Thunder,89 - 105,,2009-2010
28/12/2009 08:00,Memphis Grizzlies,Washington Wizards,116 - 111,OT,2009-2010
28/12/2009 09:00,Phoenix Suns,Los Angeles Lakers,118 - 103,,2009-2010
28/12/2009 10:00,Portland Trail Blazers,Philadelphia 76ers,93 - 104,,2009-2010
28/12/2009 10:00,Sacramento Kings,Denver Nuggets,106 - 101,,2009-2010
28/12/2009 10:30,Golden State Warriors,Boston Celtics,103 - 99,,2009-2010
29/12/2009 07:00,Atlanta Hawks,Cleveland Cavaliers,84 - 95,,2009-2010
29/12/2009 07:00,Washington Wizards,Oklahoma City Thunder,98 - 110,,2009-2010
29/12/2009 07:30,Detroit Pistons,New York Knicks,87 - 104,,2009-2010
29/12/2009 08:00,Chicago Bulls,Indiana Pacers,104 - 95,,2009-2010
29/12/2009 08:30,Houston Rockets,New Orleans Hornets,108 - 100,,2009-2010
29/12/2009 08:30,San Antonio Spurs,Minnesota Timberwolves,117 - 99,,2009-2010
29/12/2009 10:30,Los Angeles Lakers,Golden State Warriors,124 - 118,,2009-2010
30/12/2009 07:00,Cleveland Cavaliers,Atlanta Hawks,106 - 101,,2009-2010
30/12/2009 07:00,Indiana Pacers,Memphis Grizzlies,110 - 121,,2009-2010
30/12/2009 07:00,Orlando Magic,Milwaukee Bucks,117 - 92,,2009-2010
30/12/2009 07:00,Toronto Raptors,Charlotte Bobcats,107 - 103,,2009-2010
30/12/2009 07:30,New Jersey Nets,New York Knicks,104 - 95,,2009-2010
30/12/2009 08:00,Minnesota Timberwolves,Utah Jazz,103 - 107,,2009-2010
30/12/2009 08:00,New Orleans Hornets,Miami Heat,95 - 91,,2009-2010
30/12/2009 09:00,Phoenix Suns,Boston Celtics,116 - 98,,2009-2010
30/12/2009 10:00,Portland Trail Blazers,Los Angeles Clippers,103 - 99,,2009-2010
30/12/2009 10:00,Sacramento Kings,Philadelphia 76ers,106 - 116,,2009-2010
31/12/2009 03:00,Detroit Pistons,Chicago Bulls,87 - 98,,2009-2010
31/12/2009 07:00,Houston Rockets,Dallas Mavericks,97 - 94,,2009-2010
31/12/2009 07:00,San Antonio Spurs,Miami Heat,108 - 78,,2009-2010
31/12/2009 08:00,Oklahoma City Thunder,Utah Jazz,87 - 86,,2009-2010
31/12/2009 09:30,Los Angeles Clippers,Philadelphia 76ers,104 - 88,,2009-2010
01/01/2010 07:30,Atlanta Hawks,New York Knicks,108 - 112,OT,2009-2010
01/01/2010 08:00,Minnesota Timberwolves,Orlando Magic,94 - 106,,2009-2010
01/01/2010 10:30,Los Angeles Lakers,Sacramento Kings,109 - 108,,2009-2010
02/01/2010 01:00,New Jersey Nets,Cleveland Cavaliers,86 - 94,,2009-2010
02/01/2010 03:30,Miami Heat,Charlotte Bobcats,97 - 107,,2009-2010
02/01/2010 07:00,Indiana Pacers,Minnesota Timberwolves,122 - 111,,2009-2010
02/01/2010 07:00,Washington Wizards,San Antonio Spurs,86 - 97,,2009-2010
02/01/2010 07:30,Boston Celtics,Toronto Raptors,103 - 96,,2009-2010
02/01/2010 08:00,Chicago Bulls,Orlando Magic,101 - 93,,2009-2010
02/01/2010 08:00,New Orleans Hornets,Houston Rockets,99 - 95,,2009-2010
02/01/2010 08:30,Milwaukee Bucks,Oklahoma City Thunder,103 - 97,OT,2009-2010
02/01/2010 09:00,Phoenix Suns,Memphis Grizzlies,103 - 128,,2009-2010
02/01/2010 09:00,Utah Jazz,Denver Nuggets,95 - 105,,2009-2010
02/01/2010 10:00,Portland Trail Blazers,Golden State Warriors,105 - 89,,2009-2010
02/01/2010 10:00,Sacramento Kings,Dallas Mavericks,91 - 99,,2009-2010
03/01/2010 06:00,Cleveland Cavaliers,Charlotte Bobcats,88 - 91,,2009-2010
03/01/2010 06:00,New York Knicks,Indiana Pacers,132 - 89,,2009-2010
03/01/2010 06:00,Toronto Raptors,San Antonio Spurs,91 - 86,,2009-2010
03/01/2010 08:00,Denver Nuggets,Philadelphia 76ers,105 - 108,,2009-2010
03/01/2010 09:30,Los Angeles Lakers,Dallas Mavericks,131 - 96,,2009-2010
04/01/2010 07:30,Miami Heat,Atlanta Hawks,92 - 75,,2009-2010
04/01/2010 08:00,Chicago Bulls,Oklahoma City Thunder,85 - 98,,2009-2010
04/01/2010 09:00,Utah Jazz,New Orleans Hornets,87 - 91,,2009-2010
04/01/2010 10:30,Los Angeles Clippers,Portland Trail Blazers,105 - 95,,2009-2010
05/01/2010 07:00,Charlotte Bobcats,Chicago Bulls,113 - 108,,2009-2010
05/01/2010 07:00,Indiana Pacers,Orlando Magic,97 - 90,,2009-2010
05/01/2010 07:00,Philadelphia 76ers,Washington Wizards,97 - 104,,2009-2010
05/01/2010 07:30,New Jersey Nets,Milwaukee Bucks,76 - 98,,2009-2010
05/01/2010 08:30,Dallas Mavericks,Detroit Pistons,98 - 93,,2009-2010
05/01/2010 09:00,Denver Nuggets,Golden State Warriors,123 - 122,,2009-2010
05/01/2010 10:00,Portland Trail Blazers,Memphis Grizzlies,105 - 109,,2009-2010
05/01/2010 10:00,Sacramento Kings,Phoenix Suns,109 - 113,,2009-2010
05/01/2010 10:30,Los Angeles Lakers,Houston Rockets,88 - 79,,2009-2010
06/01/2010 07:00,Atlanta Hawks,New Jersey Nets,119 - 89,,2009-2010
06/01/2010 07:00,Cleveland Cavaliers,Washington Wizards,121 - 98,,2009-2010
06/01/2010 07:00,Orlando Magic,Toronto Raptors,103 - 108,,2009-2010
06/01/2010 07:30,Miami Heat,Boston Celtics,106 - 112,OT,2009-2010
06/01/2010 08:00,Minnesota Timberwolves,Golden State Warriors,101 - 107,,2009-2010
06/01/2010 08:00,Oklahoma City Thunder,New Orleans Hornets,92 - 97,,2009-2010
06/01/2010 08:30,San Antonio Spurs,Detroit Pistons,112 - 92,,2009-2010
06/01/2010 09:00,Phoenix Suns,Houston Rockets,118 - 110,,2009-2010
06/01/2010 09:00,Utah Jazz,Memphis Grizzlies,117 - 94,,2009-2010
06/01/2010 10:30,Los Angeles Clippers,Los Angeles Lakers,102 - 91,,2009-2010
07/01/2010 07:30,New York Knicks,Charlotte Bobcats,97 - 93,,2009-2010
08/01/2010 07:00,Philadelphia 76ers,Toronto Raptors,106 - 108,,2009-2010
08/01/2010 07:00,Washington Wizards,Orlando Magic,104 - 97,,2009-2010
08/01/2010 08:00,Atlanta Hawks,Boston Celtics,93 - 85,,2009-2010
08/01/2010 08:00,Memphis Grizzlies,Utah Jazz,91 - 89,,2009-2010
08/01/2010 08:00,Minnesota Timberwolves,Indiana Pacers,116 - 109,,2009-2010
08/01/2010 08:00,New Orleans Hornets,New Jersey Nets,103 - 99,,2009-2010
08/01/2010 08:30,Milwaukee Bucks,Chicago Bulls,96 - 93,,2009-2010
08/01/2010 08:30,San Antonio Spurs,Dallas Mavericks,103 - 112,,2009-2010
08/01/2010 09:00,Phoenix Suns,Miami Heat,105 - 109,,2009-2010
08/01/2010 10:00,Portland Trail Blazers,Los Angeles Lakers,107 - 98,,2009-2010
08/01/2010 10:30,Denver Nuggets,Cleveland Cavaliers,99 - 97,,2009-2010
08/01/2010 10:30,Golden State Warriors,Sacramento Kings,108 - 101,,2009-2010
09/01/2010 07:00,Charlotte Bobcats,Memphis Grizzlies,89 - 87,,2009-2010
09/01/2010 07:00,Orlando Magic,Atlanta Hawks,113 - 81,,2009-2010
09/01/2010 07:30,Detroit Pistons,Philadelphia 76ers,94 - 104,,2009-2010
09/01/2010 08:00,Chicago Bulls,Minnesota Timberwolves,110 - 96,,2009-2010
09/01/2010 08:00,Oklahoma City Thunder,Indiana Pacers,108 - 102,,2009-2010
09/01/2010 08:30,Dallas Mavericks,Utah Jazz,93 - 111,,2009-2010
09/01/2010 08:30,Houston Rockets,New York Knicks,105 - 96,,2009-2010
09/01/2010 10:00,Sacramento Kings,Denver Nuggets,102 - 100,,2009-2010
10/01/2010 01:00,Toronto Raptors,Boston Celtics,107 - 114,,2009-2010
10/01/2010 01:00,Washington Wizards,New Orleans Hornets,110 - 115,,2009-2010
10/01/2010 03:30,Los Angeles Clippers,Miami Heat,94 - 84,,2009-2010
10/01/2010 07:00,San Antonio Spurs,New Jersey Nets,97 - 85,,2009-2010
10/01/2010 09:00,Portland Trail Blazers,Cleveland Cavaliers,94 - 106,,2009-2010
10/01/2010 09:30,Los Angeles Lakers,Milwaukee Bucks,95 - 77,,2009-2010
11/01/2010 07:00,Indiana Pacers,Toronto Raptors,105 - 101,,2009-2010
11/01/2010 07:00,Philadelphia 76ers,New Orleans Hornets,96 - 92,,2009-2010
11/01/2010 07:30,Boston Celtics,Atlanta Hawks,96 - 102,,2009-2010
11/01/2010 08:00,Chicago Bulls,Detroit Pistons,120 - 87,,2009-2010
11/01/2010 08:00,Oklahoma City Thunder,New York Knicks,106 - 88,,2009-2010
11/01/2010 09:00,Denver Nuggets,Minnesota Timberwolves,105 - 94,,2009-2010
11/01/2010 09:00,Phoenix Suns,Milwaukee Bucks,105 - 101,,2009-2010
11/01/2010 09:00,Utah Jazz,Miami Heat,118 - 89,,2009-2010
11/01/2010 10:30,Golden State Warriors,Cleveland Cavaliers,114 - 117,,2009-2010
12/01/2010 07:00,Charlotte Bobcats,Houston Rockets,102 - 94,,2009-2010
12/01/2010 07:00,Washington Wizards,Detroit Pistons,90 - 99,,2009-2010
12/01/2010 08:00,Memphis Grizzlies,Los Angeles Clippers,104 - 102,,2009-2010
12/01/2010 08:30,San Antonio Spurs,Los Angeles Lakers,105 - 85,,2009-2010
12/01/2010 10:00,Sacramento Kings,Orlando Magic,88 - 109,,2009-2010
13/01/2010 07:00,Atlanta Hawks,Washington Wizards,94 - 82,,2009-2010
13/01/2010 07:00,Indiana Pacers,Phoenix Suns,122 - 114,,2009-2010
13/01/2010 07:00,Philadelphia 76ers,New York Knicks,92 - 93,,2009-2010
13/01/2010 07:30,New Jersey Nets,Boston Celtics,87 - 111,,2009-2010
13/01/2010 08:00,New Orleans Hornets,Los Angeles Clippers,108 - 94,,2009-2010
13/01/2010 08:00,Oklahoma City Thunder,San Antonio Spurs,108 - 109,OT,2009-2010
13/01/2010 08:30,Dallas Mavericks,Los Angeles Lakers,95 - 100,,2009-2010
13/01/2010 08:30,Houston Rockets,Minnesota Timberwolves,120 - 114,3OT,2009-2010
13/01/2010 09:00,Denver Nuggets,Orlando Magic,115 - 97,,2009-2010
13/01/2010 10:00,Portland Trail Blazers,Milwaukee Bucks,120 - 108,,2009-2010
13/01/2010 10:30,Golden State Warriors,Miami Heat,102 - 115,,2009-2010
14/01/2010 08:00,Boston Celtics,Chicago Bulls,83 - 96,,2009-2010
14/01/2010 10:30,Utah Jazz,Cleveland Cavaliers,97 - 96,,2009-2010
15/01/2010 07:00,Charlotte Bobcats,San Antonio Spurs,92 - 76,,2009-2010
15/01/2010 07:00,Philadelphia 76ers,Sacramento Kings,98 - 86,,2009-2010
15/01/2010 08:00,Atlanta Hawks,Phoenix Suns,102 - 101,,2009-2010
15/01/2010 08:00,Chicago Bulls,Washington Wizards,121 - 119,2OT,2009-2010
15/01/2010 08:00,Detroit Pistons,New Orleans Hornets,110 - 104,OT,2009-2010
15/01/2010 08:00,Memphis Grizzlies,Minnesota Timberwolves,135 - 110,,2009-2010
15/01/2010 08:00,New Jersey Nets,Indiana Pacers,105 - 121,,2009-2010
15/01/2010 08:00,New York Knicks,Toronto Raptors,104 - 112,,2009-2010
15/01/2010 08:30,Dallas Mavericks,Oklahoma City Thunder,99 - 98,,2009-2010
15/01/2010 08:30,Houston Rockets,Miami Heat,106 - 115,,2009-2010
15/01/2010 10:30,Golden State Warriors,Milwaukee Bucks,104 - 113,,2009-2010
15/01/2010 10:30,Los Angeles Lakers,Los Angeles Clippers,126 - 86,,2009-2010
15/01/2010 10:30,Portland Trail Blazers,Orlando Magic,102 - 87,,2009-2010
16/01/2010 06:00,Indiana Pacers,New Orleans Hornets,96 - 101,,2009-2010
16/01/2010 07:00,Charlotte Bobcats,Phoenix Suns,125 - 99,,2009-2010
16/01/2010 07:00,Washington Wizards,Sacramento Kings,96 - 86,,2009-2010
16/01/2010 07:30,Detroit Pistons,New York Knicks,94 - 90,,2009-2010
16/01/2010 08:00,Memphis Grizzlies,San Antonio Spurs,92 - 86,,2009-2010
16/01/2010 08:00,Oklahoma City Thunder,Miami Heat,98 - 80,,2009-2010
16/01/2010 09:00,Utah Jazz,Milwaukee Bucks,112 - 95,,2009-2010
16/01/2010 10:30,Los Angeles Clippers,Cleveland Cavaliers,101 - 102,,2009-2010
17/01/2010 12:30,Toronto Raptors,Dallas Mavericks,110 - 88,,2009-2010
17/01/2010 09:00,Denver Nuggets,Utah Jazz,119 - 112,,2009-2010
18/01/2010 01:00,New York Knicks,Detroit Pistons,99 - 91,,2009-2010
18/01/2010 01:00,Washington Wizards,Portland Trail Blazers,97 - 92,,2009-2010
18/01/2010 02:00,Atlanta Hawks,Oklahoma City Thunder,91 - 94,,2009-2010
18/01/2010 02:00,Charlotte Bobcats,Sacramento Kings,105 - 103,,2009-2010
18/01/2010 03:00,Houston Rockets,Milwaukee Bucks,101 - 98,OT,2009-2010
18/01/2010 03:30,Los Angeles Clippers,New Jersey Nets,106 - 95,,2009-2010
18/01/2010 03:30,Minnesota Timberwolves,Philadelphia 76ers,108 - 103,OT,2009-2010
18/01/2010 03:30,New Orleans Hornets,San Antonio Spurs,90 - 97,,2009-2010
18/01/2010 04:00,Golden State Warriors,Chicago Bulls,114 - 97,,2009-2010
18/01/2010 05:30,Memphis Grizzlies,Phoenix Suns,125 - 118,,2009-2010
18/01/2010 08:00,Boston Celtics,Dallas Mavericks,90 - 99,,2009-2010
18/01/2010 10:30,Los Angeles Lakers,Orlando Magic,98 - 92,,2009-2010
19/01/2010 07:00,Cleveland Cavaliers,Toronto Raptors,108 - 100,,2009-2010
19/01/2010 07:30,Miami Heat,Indiana Pacers,113 - 83,,2009-2010
20/01/2010 07:00,Atlanta Hawks,Sacramento Kings,108 - 97,,2009-2010
20/01/2010 07:00,Charlotte Bobcats,Miami Heat,104 - 65,,2009-2010
20/01/2010 07:00,Orlando Magic,Indiana Pacers,109 - 98,,2009-2010
20/01/2010 07:00,Philadelphia 76ers,Portland Trail Blazers,90 - 98,,2009-2010
20/01/2010 07:00,Washington Wizards,Dallas Mavericks,93 - 94,,2009-2010
20/01/2010 07:30,Detroit Pistons,Boston Celtics,92 - 86,,2009-2010
20/01/2010 08:00,Milwaukee Bucks,Toronto Raptors,113 - 107,,2009-2010
20/01/2010 08:00,Minnesota Timberwolves,Oklahoma City Thunder,92 - 94,,2009-2010
20/01/2010 08:00,New Orleans Hornets,Memphis Grizzlies,113 - 111,,2009-2010
20/01/2010 09:00,Phoenix Suns,New Jersey Nets,118 - 94,,2009-2010
20/01/2010 09:00,San Antonio Spurs,Utah Jazz,98 - 105,,2009-2010
20/01/2010 10:30,Golden State Warriors,Denver Nuggets,118 - 123,OT,2009-2010
20/01/2010 10:30,Los Angeles Clippers,Chicago Bulls,104 - 97,,2009-2010
21/01/2010 08:00,Cleveland Cavaliers,Los Angeles Lakers,93 - 87,,2009-2010
21/01/2010 10:30,Denver Nuggets,Los Angeles Clippers,105 - 85,,2009-2010
22/01/2010 07:00,Orlando Magic,Sacramento Kings,100 - 84,,2009-2010
22/01/2010 07:00,Philadelphia 76ers,Dallas Mavericks,92 - 81,,2009-2010
22/01/2010 07:00,Toronto Raptors,Milwaukee Bucks,101 - 96,,2009-2010
22/01/2010 07:00,Washington Wizards,Miami Heat,88 - 112,,2009-2010
22/01/2010 07:30,Atlanta Hawks,Charlotte Bobcats,103 - 89,,2009-2010
22/01/2010 07:30,Boston Celtics,Portland Trail Blazers,98 - 95,OT,2009-2010
22/01/2010 08:00,Detroit Pistons,Indiana Pacers,93 - 105,,2009-2010
22/01/2010 08:00,Memphis Grizzlies,Oklahoma City Thunder,86 - 84,,2009-2010
22/01/2010 08:00,Minnesota Timberwolves,New Orleans Hornets,94 - 96,,2009-2010
22/01/2010 08:00,New York Knicks,Los Angeles Lakers,105 - 115,,2009-2010
22/01/2010 08:30,San Antonio Spurs,Houston Rockets,109 - 116,,2009-2010
22/01/2010 10:30,Golden State Warriors,New Jersey Nets,111 - 79,,2009-2010
22/01/2010 10:30,Phoenix Suns,Chicago Bulls,104 - 115,,2009-2010
23/01/2010 07:00,Charlotte Bobcats,Orlando Magic,95 - 106,OT,2009-2010
23/01/2010 07:00,Indiana Pacers,Philadelphia 76ers,97 - 107,,2009-2010
23/01/2010 07:30,Cleveland Cavaliers,Oklahoma City Thunder,100 - 99,,2009-2010
23/01/2010 07:30,Detroit Pistons,Portland Trail Blazers,93 - 97,,2009-2010
23/01/2010 07:30,Miami Heat,Sacramento Kings,115 - 84,,2009-2010
23/01/2010 08:30,Houston Rockets,Chicago Bulls,97 - 104,,2009-2010
23/01/2010 08:30,Milwaukee Bucks,Minnesota Timberwolves,127 - 94,,2009-2010
23/01/2010 09:00,Denver Nuggets,New Orleans Hornets,116 - 110,OT,2009-2010
