Date,Home Team,Away Team,Result,Overtime,Season,Time,Home Score,Away Score,home_win_percentage,away_win_percentage,colley_home_rating,colley_away_rating,massey_home_overall_rating,massey_home_offensive_rating,massey_home_defensive_rating,massey_away_overall_rating,massey_away_offensive_rating,massey_away_defensive_rating,od_home_overall_rating,od_home_offensive_rating,od_home_defensive_rating,od_away_overall_rating,od_away_offensive_rating,od_away_defensive_rating,markov_home_rating1,markov_away_rating1,markov_home_rating2,markov_away_rating2,markov_home_rating3,markov_away_rating3
2018-10-16,Boston Celtics,Philadelphia 76ers,105 - 87,,2018-2019,08:00,105,87,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333317,0.033333333333333416,0.03333333333333317,0.033333333333333416,0.03333333333333317,0.033333333333333416
2018-10-16,Golden State Warriors,Oklahoma City Thunder,108 - 100,,2018-2019,10:30,108,100,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333284,0.033333333333333555,0.033333333333333284,0.033333333333333555,0.033333333333333284,0.033333333333333555
2018-10-17,Charlotte Hornets,Milwaukee Bucks,112 - 113,,2018-2019,07:00,112,113,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333576,0.03333333333333326,0.033333333333333576,0.03333333333333326,0.03333333333333354,0.033333333333333534
2018-10-17,Detroit Pistons,Brooklyn Nets,103 - 100,,2018-2019,07:00,103,100,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333343,0.03333333333333346,0.03333333333333343,0.03333333333333346,0.03333333333333346,0.03333333333333337
2018-10-17,Indiana Pacers,Memphis Grizzlies,111 - 83,,2018-2019,07:00,111,83,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333354,0.033333333333333465,0.033333333333333354,0.033333333333333465,0.03333333333333336,0.033333333333333305
2018-10-17,Orlando Magic,Miami Heat,104 - 101,,2018-2019,07:00,104,101,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333324,0.033333333333333465,0.03333333333333324,0.033333333333333465,0.03333333333333343,0.03333333333333326
2018-10-17,New York Knicks,Atlanta Hawks,126 - 107,,2018-2019,07:30,126,107,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333324,0.03333333333333325,0.03333333333333324,0.03333333333333325,0.03333333333333343,0.0333333333333333
2018-10-17,Toronto Raptors,Cleveland Cavaliers,116 - 104,,2018-2019,07:30,116,104,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333317,0.03333333333333316,0.03333333333333317,0.03333333333333316,0.03333333333333352,0.03333333333333359
2018-10-17,Houston Rockets,New Orleans Pelicans,112 - 131,,2018-2019,08:00,112,131,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333341,0.03333333333333325,0.03333333333333341,0.03333333333333325,0.03333333333333338,0.03333333333333351
2018-10-17,San Antonio Spurs,Minnesota Timberwolves,112 - 108,,2018-2019,08:30,112,108,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333325,0.03333333333333324,0.03333333333333325,0.03333333333333324,0.033333333333333305,0.03333333333333352
2018-10-17,Sacramento Kings,Utah Jazz,117 - 123,,2018-2019,10:00,117,123,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333325,0.03333333333333316,0.03333333333333325,0.03333333333333316,0.03333333333333331,0.033333333333333444
2018-10-17,Los Angeles Clippers,Denver Nuggets,98 - 107,,2018-2019,10:30,98,107,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333353,0.03333333333333319,0.03333333333333353,0.03333333333333319,0.03333333333333336,0.03333333333333348
2018-10-17,Phoenix Suns,Dallas Mavericks,121 - 100,,2018-2019,10:30,121,100,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333325,0.033333333333333166,0.03333333333333325,0.033333333333333166,0.033333333333333284,0.03333333333333348
