Date,Home Team,Away Team,Result,Overtime,Season,Time,Home Score,Away Score,home_win_percentage,away_win_percentage,colley_home_rating,colley_away_rating,massey_home_overall_rating,massey_home_offensive_rating,massey_home_defensive_rating,massey_away_overall_rating,massey_away_offensive_rating,massey_away_defensive_rating,od_home_overall_rating,od_home_offensive_rating,od_home_defensive_rating,od_away_overall_rating,od_away_offensive_rating,od_away_defensive_rating,markov_home_rating1,markov_away_rating1,markov_home_rating2,markov_away_rating2,markov_home_rating3,markov_away_rating3
2010-10-26,Boston Celtics,Miami Heat,88 - 80,,2010-2011,07:30,88,80,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333317,0.03333333333333333,0.03333333333333317,0.03333333333333333,0.03333333333333317,0.03333333333333333
2010-10-26,Portland Trail Blazers,Phoenix Suns,106 - 92,,2010-2011,10:00,106,92,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333341,0.03333333333333342,0.03333333333333341,0.03333333333333342,0.03333333333333341,0.03333333333333342
2010-10-26,Los Angeles Lakers,Houston Rockets,112 - 110,,2010-2011,10:30,112,110,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333332,0.03333333333333321,0.03333333333333332,0.03333333333333321,0.03333333333333332,0.03333333333333321
2010-10-27,Cleveland Cavaliers,Boston Celtics,95 - 87,,2010-2011,07:00,95,87,0.0,1.0,0.5,0.625,,,,,,,,,,,,,0.03333333333333318,0.053333333333333635,0.03333333333333318,0.053333333333333635,0.033333333333333555,0.03333333333333259
2010-10-27,Toronto Raptors,New York Knicks,93 - 98,,2010-2011,07:00,93,98,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333338,0.033333333333333354,0.03333333333333338,0.033333333333333354,0.033333333333333416,0.03333333333333339
2010-10-27,Philadelphia 76ers,Miami Heat,87 - 97,,2010-2011,07:00,87,97,0.0,0.0,0.5,0.375,,,,,,,,,,,,,0.03333333333333334,0.013333333333333447,0.03333333333333334,0.013333333333333447,0.03333333333333326,0.033333333333332583
2010-10-27,Brooklyn Nets,Detroit Pistons,101 - 98,,2010-2011,07:00,101,98,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333341,0.03333333333333335,0.03333333333333341,0.03333333333333335,0.03333333333333361,0.03333333333333342
2010-10-27,Oklahoma City Thunder,Chicago Bulls,106 - 95,,2010-2011,08:00,106,95,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333354,0.03333333333333324,0.033333333333333354,0.03333333333333324,0.03333333333333337,0.033333333333333486
2010-10-27,New Orleans Pelicans,Milwaukee Bucks,95 - 91,,2010-2011,08:00,95,91,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333354,0.03333333333333333,0.033333333333333354,0.03333333333333333,0.033333333333333486,0.03333333333333346
2010-10-27,Minnesota Timberwolves,Sacramento Kings,116 - 117,,2010-2011,08:00,116,117,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333354,0.03333333333333335,0.033333333333333354,0.03333333333333335,0.03333333333333347,0.03333333333333328
2010-10-27,Memphis Grizzlies,Atlanta Hawks,104 - 119,,2010-2011,08:00,104,119,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.0333333333333333,0.03333333333333305,0.0333333333333333,0.03333333333333305,0.033333333333333576,0.03333333333333309
2010-10-27,San Antonio Spurs,Indiana Pacers,122 - 109,,2010-2011,08:30,122,109,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333335,0.03333333333333333,0.03333333333333335,0.03333333333333333,0.033333333333333263,0.033333333333333395
2010-10-27,Dallas Mavericks,Charlotte Hornets,101 - 86,,2010-2011,08:30,101,86,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.033333333333333125,0.033333333333333506,0.033333333333333125,0.033333333333333506,0.033333333333333555,0.03333333333333343
2010-10-27,Denver Nuggets,Utah Jazz,110 - 88,,2010-2011,09:00,110,88,0.0,0.0,0.5,0.5,,,,,,,,,,,,,0.03333333333333315,0.033333333333333375,0.03333333333333315,0.033333333333333375,0.03333333333333352,0.0333333333333334
