Date,Home Team,Away Team,Result,Overtime,Season
29/10/2010 08:00,Minnesota Timberwolves,Milwaukee Bucks,96 - 85,,2010-2011
29/10/2010 08:30,Dallas Mavericks,Memphis Grizzlies,90 - 91,,2010-2011
29/10/2010 10:30,Golden State Warriors,Los Angeles Clippers,109 - 91,,2010-2011
29/10/2010 10:30,Phoenix Suns,Los Angeles Lakers,106 - 114,,2010-2011
30/10/2010 07:00,Atlanta Hawks,Washington Wizards,99 - 95,,2010-2011
30/10/2010 07:30,New York Knicks,Portland Trail Blazers,95 - 100,,2010-2011
30/10/2010 07:30,Cleveland Cavaliers,Sacramento Kings,104 - 107,,2010-2011
30/10/2010 08:00,Indiana Pacers,Philadelphia 76ers,99 - 86,,2010-2011
30/10/2010 08:00,Memphis Grizzlies,Minnesota Timberwolves,109 - 89,,2010-2011
30/10/2010 08:00,Chicago Bulls,Detroit Pistons,101 - 91,,2010-2011
30/10/2010 08:30,Houston Rockets,Denver Nuggets,94 - 107,,2010-2011
30/10/2010 08:30,Milwaukee Bucks,Charlotte Bobcats,98 - 88,,2010-2011
30/10/2010 08:30,San Antonio Spurs,New Orleans Hornets,90 - 99,,2010-2011
31/10/2010 01:00,New Jersey Nets,Miami Heat,78 - 101,,2010-2011
31/10/2010 03:30,Los Angeles Clippers,Dallas Mavericks,83 - 99,,2010-2011
31/10/2010 07:00,Oklahoma City Thunder,Utah Jazz,99 - 120,,2010-2011
31/10/2010 09:30,Los Angeles Lakers,Golden State Warriors,107 - 83,,2010-2011
01/11/2010 08:00,Chicago Bulls,Portland Trail Blazers,110 - 98,,2010-2011
01/11/2010 10:00,Sacramento Kings,Toronto Raptors,111 - 108,,2010-2011
01/11/2010 10:30,Los Angeles Clippers,San Antonio Spurs,88 - 97,,2010-2011
02/11/2010 07:00,Cleveland Cavaliers,Atlanta Hawks,88 - 100,,2010-2011
02/11/2010 07:00,Washington Wizards,Philadelphia 76ers,116 - 115,OT,2010-2011
02/11/2010 07:30,Detroit Pistons,Boston Celtics,86 - 109,,2010-2011
02/11/2010 07:30,Miami Heat,Minnesota Timberwolves,129 - 97,,2010-2011
02/11/2010 08:00,Milwaukee Bucks,Portland Trail Blazers,76 - 90,,2010-2011
02/11/2010 10:30,Los Angeles Lakers,Memphis Grizzlies,124 - 105,,2010-2011
03/11/2010 07:00,Atlanta Hawks,Detroit Pistons,94 - 85,,2010-2011
03/11/2010 07:00,New Jersey Nets,Charlotte Bobcats,83 - 85,,2010-2011
03/11/2010 07:00,Orlando Magic,Minnesota Timberwolves,128 - 86,,2010-2011
03/11/2010 07:00,Philadelphia 76ers,Indiana Pacers,101 - 75,,2010-2011
03/11/2010 08:00,Boston Celtics,Milwaukee Bucks,105 - 102,OT,2010-2011
03/11/2010 08:30,Houston Rockets,New Orleans Hornets,99 - 107,,2010-2011
03/11/2010 09:00,Denver Nuggets,Dallas Mavericks,101 - 102,,2010-2011
03/11/2010 09:00,Utah Jazz,Toronto Raptors,125 - 108,,2010-2011
03/11/2010 10:00,Phoenix Suns,San Antonio Spurs,110 - 112,,2010-2011
03/11/2010 10:30,Golden State Warriors,Memphis Grizzlies,115 - 109,,2010-2011
03/11/2010 10:30,Los Angeles Clippers,Oklahoma City Thunder,107 - 92,,2010-2011
03/11/2010 10:30,Sacramento Kings,Los Angeles Lakers,100 - 112,,2010-2011
04/11/2010 08:00,Chicago Bulls,New York Knicks,112 - 120,,2010-2011
04/11/2010 10:30,Portland Trail Blazers,Oklahoma City Thunder,106 - 107,OT,2010-2011
05/11/2010 07:00,Indiana Pacers,Milwaukee Bucks,90 - 94,,2010-2011
05/11/2010 07:00,Orlando Magic,New Jersey Nets,105 - 90,,2010-2011
05/11/2010 07:00,Philadelphia 76ers,Cleveland Cavaliers,116 - 123,,2010-2011
05/11/2010 07:30,Detroit Pistons,Charlotte Bobcats,97 - 90,,2010-2011
05/11/2010 07:30,New York Knicks,Washington Wizards,112 - 91,,2010-2011
05/11/2010 08:00,Boston Celtics,Chicago Bulls,110 - 105,OT,2010-2011
05/11/2010 08:00,Minnesota Timberwolves,Atlanta Hawks,103 - 113,,2010-2011
05/11/2010 08:00,New Orleans Hornets,Miami Heat,96 - 93,,2010-2011
05/11/2010 10:00,Phoenix Suns,Memphis Grizzlies,123 - 118,2OT,2010-2011
05/11/2010 10:30,Denver Nuggets,Los Angeles Clippers,111 - 104,,2010-2011
05/11/2010 10:30,Golden State Warriors,Utah Jazz,85 - 78,,2010-2011
05/11/2010 10:30,Los Angeles Lakers,Toronto Raptors,108 - 103,,2010-2011
06/11/2010 07:00,Charlotte Bobcats,Orlando Magic,88 - 91,,2010-2011
06/11/2010 07:00,Washington Wizards,Cleveland Cavaliers,102 - 107,,2010-2011
06/11/2010 07:30,Miami Heat,New Jersey Nets,101 - 89,,2010-2011
06/11/2010 08:30,Milwaukee Bucks,New Orleans Hornets,81 - 87,,2010-2011
06/11/2010 08:30,San Antonio Spurs,Houston Rockets,124 - 121,OT,2010-2011
06/11/2010 09:00,Dallas Mavericks,Denver Nuggets,92 - 103,,2010-2011
06/11/2010 09:00,Utah Jazz,Los Angeles Clippers,109 - 107,2OT,2010-2011
06/11/2010 10:00,Portland Trail Blazers,Toronto Raptors,97 - 84,,2010-2011
06/11/2010 10:00,Sacramento Kings,Memphis Grizzlies,91 - 100,,2010-2011
07/11/2010 12:00,New York Knicks,Philadelphia 76ers,96 - 106,,2010-2011
07/11/2010 05:00,Atlanta Hawks,Phoenix Suns,114 - 118,,2010-2011
07/11/2010 06:00,Detroit Pistons,Golden State Warriors,102 - 97,,2010-2011
07/11/2010 07:00,Houston Rockets,Minnesota Timberwolves,120 - 94,,2010-2011
07/11/2010 07:00,Oklahoma City Thunder,Boston Celtics,83 - 92,,2010-2011
07/11/2010 09:30,Los Angeles Lakers,Portland Trail Blazers,121 - 96,,2010-2011
08/11/2010 07:00,Charlotte Bobcats,San Antonio Spurs,91 - 95,,2010-2011
08/11/2010 07:00,Orlando Magic,Atlanta Hawks,93 - 89,,2010-2011
08/11/2010 07:00,Toronto Raptors,Golden State Warriors,102 - 109,,2010-2011
08/11/2010 08:00,Chicago Bulls,Denver Nuggets,94 - 92,,2010-2011
08/11/2010 08:00,Memphis Grizzlies,Phoenix Suns,109 - 99,,2010-2011
08/11/2010 08:30,Dallas Mavericks,Boston Celtics,89 - 87,,2010-2011
09/11/2010 07:00,Indiana Pacers,Denver Nuggets,144 - 113,,2010-2011
09/11/2010 07:00,New Jersey Nets,Cleveland Cavaliers,91 - 93,,2010-2011
09/11/2010 07:30,Miami Heat,Utah Jazz,114 - 116,OT,2010-2011
09/11/2010 08:00,Milwaukee Bucks,New York Knicks,107 - 80,,2010-2011
09/11/2010 08:00,New Orleans Hornets,Los Angeles Clippers,101 - 82,,2010-2011
09/11/2010 10:00,Portland Trail Blazers,Detroit Pistons,100 - 78,,2010-2011
09/11/2010 10:30,Los Angeles Lakers,Minnesota Timberwolves,99 - 94,,2010-2011
10/11/2010 07:00,Atlanta Hawks,Milwaukee Bucks,91 - 108,,2010-2011
10/11/2010 07:00,Orlando Magic,Utah Jazz,94 - 104,,2010-2011
10/11/2010 07:00,Toronto Raptors,Charlotte Bobcats,96 - 101,,2010-2011
10/11/2010 07:00,Washington Wizards,Houston Rockets,98 - 91,,2010-2011
10/11/2010 07:30,Cleveland Cavaliers,New Jersey Nets,87 - 95,,2010-2011
10/11/2010 07:30,New York Knicks,Golden State Warriors,117 - 122,,2010-2011
10/11/2010 08:00,Memphis Grizzlies,Dallas Mavericks,91 - 106,,2010-2011
10/11/2010 08:00,Oklahoma City Thunder,Philadelphia 76ers,109 - 103,,2010-2011
10/11/2010 09:30,San Antonio Spurs,Los Angeles Clippers,107 - 95,,2010-2011
10/11/2010 10:00,Sacramento Kings,Minnesota Timberwolves,89 - 98,,2010-2011
11/11/2010 08:00,Chicago Bulls,Golden State Warriors,120 - 90,,2010-2011
11/11/2010 08:00,Miami Heat,Boston Celtics,107 - 112,,2010-2011
11/11/2010 10:30,Denver Nuggets,Los Angeles Lakers,118 - 112,,2010-2011
12/11/2010 07:00,Atlanta Hawks,Utah Jazz,86 - 90,,2010-2011
12/11/2010 07:00,Indiana Pacers,Houston Rockets,99 - 102,,2010-2011
12/11/2010 07:00,Orlando Magic,Toronto Raptors,106 - 110,,2010-2011
12/11/2010 07:00,Washington Wizards,Charlotte Bobcats,85 - 93,,2010-2011
12/11/2010 08:00,Minnesota Timberwolves,New York Knicks,112 - 103,,2010-2011
12/11/2010 08:30,Dallas Mavericks,Philadelphia 76ers,99 - 90,,2010-2011
12/11/2010 09:00,Phoenix Suns,Sacramento Kings,103 - 89,,2010-2011
12/11/2010 09:30,Oklahoma City Thunder,Portland Trail Blazers,110 - 108,,2010-2011
12/11/2010 10:30,Los Angeles Clippers,Detroit Pistons,107 - 113,OT,2010-2011
13/11/2010 07:00,Charlotte Bobcats,Utah Jazz,95 - 96,,2010-2011
13/11/2010 07:00,New Jersey Nets,Orlando Magic,90 - 91,,2010-2011
13/11/2010 07:30,Cleveland Cavaliers,Indiana Pacers,85 - 99,,2010-2011
13/11/2010 07:30,Miami Heat,Toronto Raptors,109 - 100,,2010-2011
13/11/2010 08:00,Chicago Bulls,Washington Wizards,103 - 96,,2010-2011
13/11/2010 08:00,Memphis Grizzlies,Boston Celtics,110 - 116,OT,2010-2011
13/11/2010 08:00,New Orleans Hornets,Portland Trail Blazers,107 - 87,,2010-2011
13/11/2010 08:30,Milwaukee Bucks,Golden State Warriors,79 - 72,,2010-2011
13/11/2010 08:30,San Antonio Spurs,Philadelphia 76ers,116 - 93,,2010-2011
14/11/2010 02:00,Atlanta Hawks,Minnesota Timberwolves,111 - 105,,2010-2011
14/11/2010 06:00,Sacramento Kings,Detroit Pistons,94 - 100,,2010-2011
14/11/2010 07:00,Oklahoma City Thunder,San Antonio Spurs,104 - 117,,2010-2011
14/11/2010 07:30,New York Knicks,Houston Rockets,96 - 104,,2010-2011
14/11/2010 09:30,Los Angeles Lakers,Phoenix Suns,116 - 121,,2010-2011
15/11/2010 07:00,Charlotte Bobcats,Minnesota Timberwolves,113 - 110,,2010-2011
15/11/2010 07:00,Orlando Magic,Memphis Grizzlies,89 - 72,,2010-2011
15/11/2010 08:30,Dallas Mavericks,New Orleans Hornets,98 - 95,,2010-2011
15/11/2010 09:00,Phoenix Suns,Denver Nuggets,100 - 94,,2010-2011
15/11/2010 09:00,Utah Jazz,Oklahoma City Thunder,108 - 115,,2010-2011
15/11/2010 10:30,Golden State Warriors,Detroit Pistons,101 - 97,,2010-2011
15/11/2010 10:30,Los Angeles Clippers,New Jersey Nets,96 - 110,,2010-2011
16/11/2010 07:00,Cleveland Cavaliers,Philadelphia 76ers,101 - 93,,2010-2011
16/11/2010 07:00,Indiana Pacers,Atlanta Hawks,92 - 102,,2010-2011
16/11/2010 07:00,Washington Wizards,Toronto Raptors,109 - 94,,2010-2011
16/11/2010 08:00,Memphis Grizzlies,Portland Trail Blazers,99 - 100,,2010-2011
16/11/2010 08:00,Milwaukee Bucks,Los Angeles Lakers,107 - 118,,2010-2011
16/11/2010 08:30,Houston Rockets,Chicago Bulls,92 - 95,,2010-2011
16/11/2010 09:00,Denver Nuggets,New York Knicks,120 - 118,,2010-2011
17/11/2010 07:00,Miami Heat,Phoenix Suns,123 - 96,,2010-2011
17/11/2010 07:00,Philadelphia 76ers,Toronto Raptors,86 - 94,,2010-2011
17/11/2010 07:30,Boston Celtics,Washington Wizards,114 - 83,,2010-2011
17/11/2010 07:30,Detroit Pistons,Los Angeles Lakers,90 - 103,,2010-2011
17/11/2010 08:00,Minnesota Timberwolves,Los Angeles Clippers,113 - 111,,2010-2011
17/11/2010 08:00,New Orleans Hornets,Dallas Mavericks,99 - 97,,2010-2011
17/11/2010 08:00,Oklahoma City Thunder,Houston Rockets,116 - 99,,2010-2011
17/11/2010 09:00,Utah Jazz,New Jersey Nets,98 - 88,,2010-2011
17/11/2010 09:30,San Antonio Spurs,Chicago Bulls,103 - 94,,2010-2011
17/11/2010 10:00,Sacramento Kings,New York Knicks,106 - 113,,2010-2011
18/11/2010 07:00,Indiana Pacers,Los Angeles Clippers,107 - 80,,2010-2011
18/11/2010 08:00,Orlando Magic,Phoenix Suns,105 - 89,,2010-2011
18/11/2010 10:30,Portland Trail Blazers,Denver Nuggets,86 - 83,,2010-2011
19/11/2010 07:00,Boston Celtics,Oklahoma City Thunder,84 - 89,,2010-2011
19/11/2010 07:00,Philadelphia 76ers,Milwaukee Bucks,90 - 79,,2010-2011
19/11/2010 07:00,Toronto Raptors,Houston Rockets,106 - 96,,2010-2011
19/11/2010 07:00,Washington Wizards,Memphis Grizzlies,89 - 86,,2010-2011
19/11/2010 07:30,Miami Heat,Charlotte Bobcats,95 - 87,,2010-2011
19/11/2010 08:00,Minnesota Timberwolves,Los Angeles Lakers,95 - 112,,2010-2011
19/11/2010 08:00,New Orleans Hornets,Cleveland Cavaliers,108 - 101,,2010-2011
19/11/2010 09:00,Utah Jazz,San Antonio Spurs,82 - 94,,2010-2011
19/11/2010 09:30,Dallas Mavericks,Chicago Bulls,83 - 88,,2010-2011
19/11/2010 10:00,Sacramento Kings,New Jersey Nets,86 - 81,,2010-2011
19/11/2010 10:30,Golden State Warriors,New York Knicks,119 - 125,,2010-2011
20/11/2010 07:00,Charlotte Bobcats,Phoenix Suns,123 - 105,,2010-2011
20/11/2010 07:00,Indiana Pacers,Orlando Magic,86 - 90,,2010-2011
20/11/2010 08:00,Atlanta Hawks,Dallas Mavericks,93 - 98,,2010-2011
20/11/2010 08:00,Memphis Grizzlies,Miami Heat,97 - 95,,2010-2011
20/11/2010 08:30,Milwaukee Bucks,Oklahoma City Thunder,81 - 82,,2010-2011
20/11/2010 08:30,San Antonio Spurs,Cleveland Cavaliers,116 - 92,,2010-2011
20/11/2010 09:00,Denver Nuggets,New Jersey Nets,107 - 103,,2010-2011
20/11/2010 10:00,Portland Trail Blazers,Utah Jazz,94 - 103,,2010-2011
20/11/2010 10:30,Los Angeles Clippers,New York Knicks,115 - 124,,2010-2011
21/11/2010 01:00,Toronto Raptors,Boston Celtics,102 - 101,,2010-2011
21/11/2010 06:00,Detroit Pistons,Washington Wizards,115 - 110,OT,2010-2011
21/11/2010 06:00,Sacramento Kings,New Orleans Hornets,71 - 75,,2010-2011
21/11/2010 09:30,Los Angeles Lakers,Golden State Warriors,117 - 89,,2010-2011
22/11/2010 07:00,Atlanta Hawks,Boston Celtics,76 - 99,,2010-2011
22/11/2010 07:30,Miami Heat,Indiana Pacers,77 - 93,,2010-2011
22/11/2010 08:00,Oklahoma City Thunder,Minnesota Timberwolves,117 - 107,,2010-2011
22/11/2010 08:30,Houston Rockets,Phoenix Suns,116 - 123,,2010-2011
22/11/2010 08:30,San Antonio Spurs,Orlando Magic,106 - 97,,2010-2011
22/11/2010 09:00,Utah Jazz,Sacramento Kings,94 - 83,,2010-2011
22/11/2010 10:30,Golden State Warriors,Denver Nuggets,89 - 106,,2010-2011
22/11/2010 10:30,Los Angeles Clippers,New Orleans Hornets,99 - 95,,2010-2011
23/11/2010 07:00,Indiana Pacers,Cleveland Cavaliers,100 - 89,,2010-2011
23/11/2010 07:00,New Jersey Nets,Atlanta Hawks,107 - 101,OT,2010-2011
23/11/2010 07:00,Washington Wizards,Philadelphia 76ers,116 - 114,OT,2010-2011
23/11/2010 07:30,New York Knicks,Charlotte Bobcats,110 - 107,,2010-2011
23/11/2010 08:30,Dallas Mavericks,Detroit Pistons,88 - 84,,2010-2011
23/11/2010 10:30,Los Angeles Lakers,Chicago Bulls,98 - 91,,2010-2011
24/11/2010 07:00,Charlotte Bobcats,New York Knicks,95 - 99,,2010-2011
24/11/2010 07:00,Cleveland Cavaliers,Milwaukee Bucks,83 - 81,,2010-2011
24/11/2010 07:00,Toronto Raptors,Philadelphia 76ers,106 - 90,,2010-2011
24/11/2010 07:30,Boston Celtics,New Jersey Nets,89 - 83,,2010-2011
24/11/2010 07:30,Orlando Magic,Miami Heat,104 - 95,,2010-2011
24/11/2010 08:00,Memphis Grizzlies,Detroit Pistons,105 - 84,,2010-2011
24/11/2010 08:00,Minnesota Timberwolves,San Antonio Spurs,109 - 113,OT,2010-2011
24/11/2010 08:00,Oklahoma City Thunder,Dallas Mavericks,103 - 111,,2010-2011
24/11/2010 08:30,Houston Rockets,Golden State Warriors,111 - 101,,2010-2011
24/11/2010 09:00,Phoenix Suns,Chicago Bulls,115 - 123,2OT,2010-2011
24/11/2010 09:00,Utah Jazz,New Orleans Hornets,105 - 87,,2010-2011
25/11/2010 08:00,Atlanta Hawks,Washington Wizards,116 - 96,,2010-2011
25/11/2010 10:30,Los Angeles Clippers,Sacramento Kings,100 - 82,,2010-2011
26/11/2010 07:00,Charlotte Bobcats,Houston Rockets,99 - 89,,2010-2011
26/11/2010 07:00,Orlando Magic,Cleveland Cavaliers,111 - 100,,2010-2011
26/11/2010 07:30,Boston Celtics,Toronto Raptors,110 - 101,,2010-2011
26/11/2010 07:30,Detroit Pistons,Milwaukee Bucks,103 - 89,,2010-2011
26/11/2010 07:30,Miami Heat,Philadelphia 76ers,99 - 90,,2010-2011
26/11/2010 08:00,Indiana Pacers,Oklahoma City Thunder,106 - 110,OT,2010-2011
26/11/2010 08:30,San Antonio Spurs,Dallas Mavericks,94 - 103,,2010-2011
26/11/2010 09:00,Denver Nuggets,Chicago Bulls,98 - 97,,2010-2011
26/11/2010 09:00,Phoenix Suns,Los Angeles Clippers,116 - 108,,2010-2011
26/11/2010 09:00,Utah Jazz,Los Angeles Lakers,102 - 96,,2010-2011
26/11/2010 09:30,Memphis Grizzlies,Golden State Warriors,116 - 111,,2010-2011
26/11/2010 10:00,Portland Trail Blazers,New Orleans Hornets,78 - 97,,2010-2011
27/11/2010 01:00,New York Knicks,Atlanta Hawks,90 - 99,,2010-2011
27/11/2010 07:00,Washington Wizards,Orlando Magic,99 - 100,,2010-2011
27/11/2010 07:30,Cleveland Cavaliers,Memphis Grizzlies,92 - 86,,2010-2011
27/11/2010 07:30,Philadelphia 76ers,New Jersey Nets,102 - 86,,2010-2011
27/11/2010 08:00,Minnesota Timberwolves,Golden State Warriors,94 - 104,,2010-2011
27/11/2010 08:30,Dallas Mavericks,Miami Heat,106 - 95,,2010-2011
27/11/2010 09:00,Milwaukee Bucks,Charlotte Bobcats,104 - 101,,2010-2011
27/11/2010 10:00,Sacramento Kings,Chicago Bulls,85 - 96,,2010-2011
28/11/2010 01:00,Toronto Raptors,Atlanta Hawks,78 - 96,,2010-2011
28/11/2010 01:30,Detroit Pistons,New York Knicks,116 - 125,2OT,2010-2011
28/11/2010 03:00,New Orleans Hornets,San Antonio Spurs,95 - 109,,2010-2011
28/11/2010 03:30,Los Angeles Clippers,Utah Jazz,97 - 109,,2010-2011
28/11/2010 07:00,Houston Rockets,Oklahoma City Thunder,99 - 98,,2010-2011
28/11/2010 07:00,New Jersey Nets,Portland Trail Blazers,98 - 96,,2010-2011
28/11/2010 08:00,Denver Nuggets,Phoenix Suns,138 - 133,,2010-2011
28/11/2010 09:30,Los Angeles Lakers,Indiana Pacers,92 - 95,,2010-2011
29/11/2010 07:30,Miami Heat,Washington Wizards,105 - 94,,2010-2011
29/11/2010 08:00,Oklahoma City Thunder,New Orleans Hornets,95 - 89,,2010-2011
29/11/2010 08:30,Dallas Mavericks,Houston Rockets,101 - 91,,2010-2011
29/11/2010 09:00,Utah Jazz,Milwaukee Bucks,109 - 88,,2010-2011
30/11/2010 07:00,Cleveland Cavaliers,Boston Celtics,87 - 106,,2010-2011
30/11/2010 07:00,Orlando Magic,Detroit Pistons,90 - 79,,2010-2011
30/11/2010 07:00,Philadelphia 76ers,Portland Trail Blazers,88 - 79,,2010-2011
30/11/2010 07:30,New York Knicks,New Jersey Nets,111 - 100,,2010-2011
30/11/2010 08:00,Memphis Grizzlies,Los Angeles Lakers,98 - 96,,2010-2011
30/11/2010 10:00,Sacramento Kings,Indiana Pacers,98 - 107,,2010-2011
30/11/2010 10:30,Golden State Warriors,San Antonio Spurs,98 - 118,,2010-2011
01/12/2010 07:00,Atlanta Hawks,Memphis Grizzlies,112 - 109,,2010-2011
01/12/2010 07:00,New Jersey Nets,Oklahoma City Thunder,120 - 123,3OT,2010-2011
01/12/2010 07:00,Toronto Raptors,Washington Wizards,127 - 108,,2010-2011
01/12/2010 07:30,Boston Celtics,Portland Trail Blazers,99 - 95,,2010-2011
01/12/2010 07:30,Miami Heat,Detroit Pistons,97 - 72,,2010-2011
01/12/2010 08:00,Chicago Bulls,Orlando Magic,78 - 107,,2010-2011
01/12/2010 08:00,New Orleans Hornets,Charlotte Bobcats,89 - 73,,2010-2011
01/12/2010 08:30,Dallas Mavericks,Minnesota Timberwolves,100 - 86,,2010-2011
01/12/2010 08:30,Houston Rockets,Los Angeles Lakers,109 - 99,,2010-2011
01/12/2010 09:00,Denver Nuggets,Milwaukee Bucks,105 - 94,,2010-2011
01/12/2010 09:00,Utah Jazz,Indiana Pacers,110 - 88,,2010-2011
01/12/2010 10:30,Los Angeles Clippers,San Antonio Spurs,90 - 85,,2010-2011
02/12/2010 08:00,Cleveland Cavaliers,Miami Heat,90 - 118,,2010-2011
02/12/2010 10:30,Golden State Warriors,Phoenix Suns,101 - 107,,2010-2011
03/12/2010 07:00,Charlotte Bobcats,New Jersey Nets,91 - 84,OT,2010-2011
03/12/2010 07:00,Toronto Raptors,Oklahoma City Thunder,111 - 99,,2010-2011
03/12/2010 07:00,Washington Wizards,Portland Trail Blazers,83 - 79,,2010-2011
03/12/2010 07:30,Atlanta Hawks,Philadelphia 76ers,93 - 88,,2010-2011
03/12/2010 07:30,Detroit Pistons,Orlando Magic,91 - 104,,2010-2011
03/12/2010 08:00,Boston Celtics,Chicago Bulls,104 - 92,,2010-2011
03/12/2010 08:00,Memphis Grizzlies,Houston Rockets,111 - 127,,2010-2011
03/12/2010 08:00,New Orleans Hornets,New York Knicks,92 - 100,,2010-2011
03/12/2010 08:30,San Antonio Spurs,Minnesota Timberwolves,107 - 101,,2010-2011
03/12/2010 09:00,Denver Nuggets,Los Angeles Clippers,109 - 104,,2010-2011
03/12/2010 09:00,Phoenix Suns,Indiana Pacers,105 - 97,,2010-2011
03/12/2010 10:30,Los Angeles Lakers,Sacramento Kings,113 - 80,,2010-2011
03/12/2010 10:30,Utah Jazz,Dallas Mavericks,81 - 93,,2010-2011
04/12/2010 07:30,Miami Heat,Atlanta Hawks,89 - 77,,2010-2011
04/12/2010 07:30,Philadelphia 76ers,Charlotte Bobcats,109 - 91,,2010-2011
04/12/2010 08:00,Chicago Bulls,Houston Rockets,119 - 116,OT,2010-2011
04/12/2010 08:00,Minnesota Timberwolves,Cleveland Cavaliers,129 - 95,,2010-2011
04/12/2010 08:30,Milwaukee Bucks,Orlando Magic,96 - 85,,2010-2011
04/12/2010 10:00,Sacramento Kings,Dallas Mavericks,103 - 105,,2010-2011
05/12/2010 01:00,New Jersey Nets,Boston Celtics,75 - 100,,2010-2011
05/12/2010 01:00,Toronto Raptors,New York Knicks,99 - 116,,2010-2011
05/12/2010 06:00,Detroit Pistons,Cleveland Cavaliers,102 - 92,,2010-2011
05/12/2010 07:00,Oklahoma City Thunder,Golden State Warriors,114 - 109,,2010-2011
05/12/2010 07:00,San Antonio Spurs,New Orleans Hornets,109 - 84,,2010-2011
05/12/2010 08:00,Denver Nuggets,Memphis Grizzlies,108 - 107,,2010-2011
05/12/2010 08:00,Phoenix Suns,Washington Wizards,125 - 108,,2010-2011
05/12/2010 09:00,Portland Trail Blazers,Los Angeles Clippers,100 - 91,,2010-2011
06/12/2010 07:00,Indiana Pacers,Toronto Raptors,124 - 100,,2010-2011
06/12/2010 07:00,Orlando Magic,Atlanta Hawks,74 - 80,,2010-2011
06/12/2010 07:30,New York Knicks,Minnesota Timberwolves,121 - 114,,2010-2011
06/12/2010 08:00,Chicago Bulls,Oklahoma City Thunder,99 - 90,,2010-2011
06/12/2010 08:00,Milwaukee Bucks,Miami Heat,78 - 88,,2010-2011
06/12/2010 09:00,Utah Jazz,Memphis Grizzlies,94 - 85,,2010-2011
06/12/2010 10:30,Los Angeles Clippers,Sacramento Kings,98 - 91,,2010-2011
07/12/2010 07:00,Atlanta Hawks,New Jersey Nets,116 - 101,,2010-2011
07/12/2010 07:00,Charlotte Bobcats,Denver Nuggets,100 - 98,,2010-2011
07/12/2010 07:00,Philadelphia 76ers,Cleveland Cavaliers,117 - 97,,2010-2011
07/12/2010 08:30,Dallas Mavericks,Golden State Warriors,105 - 100,,2010-2011
07/12/2010 08:30,Houston Rockets,Detroit Pistons,97 - 83,,2010-2011
07/12/2010 10:00,Portland Trail Blazers,Phoenix Suns,106 - 99,,2010-2011
07/12/2010 10:30,Los Angeles Lakers,Washington Wizards,115 - 108,,2010-2011
08/12/2010 07:00,Boston Celtics,Denver Nuggets,105 - 89,,2010-2011
08/12/2010 07:00,Cleveland Cavaliers,Chicago Bulls,83 - 88,,2010-2011
08/12/2010 07:30,New York Knicks,Toronto Raptors,113 - 110,,2010-2011
08/12/2010 08:00,Milwaukee Bucks,Indiana Pacers,97 - 95,,2010-2011
08/12/2010 08:00,Minnesota Timberwolves,Oklahoma City Thunder,103 - 111,,2010-2011
08/12/2010 08:00,New Orleans Hornets,Detroit Pistons,93 - 74,,2010-2011
08/12/2010 08:30,San Antonio Spurs,Golden State Warriors,111 - 94,,2010-2011
