Date,Home Team,Away Team,Result,Overtime,Season
09/12/2015 07:00,Charlotte Hornets,Miami Heat,99 - 81,,2015-2016
09/12/2015 07:00,Washington Wizards,Houston Rockets,103 - 109,,2015-2016
09/12/2015 07:30,Detroit Pistons,Memphis Grizzlies,92 - 93,,2015-2016
09/12/2015 07:30,Toronto Raptors,San Antonio Spurs,97 - 94,,2015-2016
09/12/2015 08:00,Milwaukee Bucks,Los Angeles Clippers,95 - 109,,2015-2016
09/12/2015 08:00,Minnesota Timberwolves,Los Angeles Lakers,123 - 122,OT,2015-2016
09/12/2015 09:00,Phoenix Suns,Orlando Magic,107 - 104,,2015-2016
09/12/2015 09:00,Utah Jazz,New York Knicks,106 - 85,,2015-2016
09/12/2015 09:30,Dallas Mavericks,Atlanta Hawks,95 - 98,,2015-2016
10/12/2015 07:30,Brooklyn Nets,Philadelphia 76ers,100 - 91,,2015-2016
10/12/2015 08:00,Chicago Bulls,Los Angeles Clippers,83 - 80,,2015-2016
10/12/2015 08:00,Oklahoma City Thunder,Atlanta Hawks,107 - 94,,2015-2016
10/12/2015 10:30,Sacramento Kings,New York Knicks,99 - 97,,2015-2016
11/12/2015 07:00,Indiana Pacers,Miami Heat,96 - 83,,2015-2016
11/12/2015 07:00,Orlando Magic,Cleveland Cavaliers,76 - 111,,2015-2016
11/12/2015 07:00,Philadelphia 76ers,Detroit Pistons,95 - 107,,2015-2016
11/12/2015 07:30,Boston Celtics,Golden State Warriors,119 - 124,2OT,2015-2016
11/12/2015 07:30,Toronto Raptors,Milwaukee Bucks,90 - 83,,2015-2016
11/12/2015 08:00,Memphis Grizzlies,Charlotte Hornets,99 - 123,,2015-2016
11/12/2015 08:00,New Orleans Pelicans,Washington Wizards,107 - 105,,2015-2016
11/12/2015 09:00,Denver Nuggets,Minnesota Timberwolves,111 - 108,OT,2015-2016
11/12/2015 09:00,Utah Jazz,Oklahoma City Thunder,90 - 94,,2015-2016
11/12/2015 09:30,Phoenix Suns,Portland Trail Blazers,96 - 106,,2015-2016
11/12/2015 09:30,San Antonio Spurs,Los Angeles Lakers,109 - 87,,2015-2016
12/12/2015 05:00,Brooklyn Nets,Los Angeles Clippers,100 - 105,,2015-2016
12/12/2015 07:00,Charlotte Hornets,Boston Celtics,93 - 98,,2015-2016
12/12/2015 07:30,Detroit Pistons,Indiana Pacers,118 - 96,,2015-2016
12/12/2015 08:00,Atlanta Hawks,San Antonio Spurs,78 - 103,,2015-2016
12/12/2015 08:00,Chicago Bulls,New Orleans Pelicans,98 - 94,,2015-2016
12/12/2015 08:00,Houston Rockets,Los Angeles Lakers,126 - 97,,2015-2016
12/12/2015 08:30,Dallas Mavericks,Washington Wizards,111 - 114,,2015-2016
12/12/2015 08:30,Milwaukee Bucks,Golden State Warriors,108 - 95,,2015-2016
12/12/2015 10:00,Portland Trail Blazers,New York Knicks,110 - 112,,2015-2016
13/12/2015 03:30,Phoenix Suns,Minnesota Timberwolves,108 - 101,,2015-2016
13/12/2015 06:00,Miami Heat,Memphis Grizzlies,100 - 97,,2015-2016
13/12/2015 06:00,Toronto Raptors,Philadelphia 76ers,96 - 76,,2015-2016
13/12/2015 07:00,Oklahoma City Thunder,Utah Jazz,104 - 98,OT,2015-2016
14/12/2015 07:00,Indiana Pacers,Toronto Raptors,106 - 90,,2015-2016
14/12/2015 07:30,Brooklyn Nets,Orlando Magic,82 - 105,,2015-2016
14/12/2015 07:30,Detroit Pistons,Los Angeles Clippers,103 - 105,OT,2015-2016
14/12/2015 08:00,Atlanta Hawks,Miami Heat,88 - 100,,2015-2016
14/12/2015 08:00,Chicago Bulls,Philadelphia 76ers,115 - 96,,2015-2016
14/12/2015 08:00,Memphis Grizzlies,Washington Wizards,112 - 95,,2015-2016
14/12/2015 08:30,Dallas Mavericks,Phoenix Suns,104 - 94,,2015-2016
14/12/2015 08:30,San Antonio Spurs,Utah Jazz,118 - 81,,2015-2016
14/12/2015 09:00,Denver Nuggets,Houston Rockets,114 - 108,,2015-2016
14/12/2015 10:00,Portland Trail Blazers,New Orleans Pelicans,105 - 101,,2015-2016
15/12/2015 07:30,Boston Celtics,Cleveland Cavaliers,77 - 89,,2015-2016
15/12/2015 08:00,Minnesota Timberwolves,Denver Nuggets,100 - 112,,2015-2016
15/12/2015 10:00,Sacramento Kings,Houston Rockets,107 - 97,,2015-2016
15/12/2015 10:30,Los Angeles Lakers,Milwaukee Bucks,113 - 95,,2015-2016
16/12/2015 07:00,Indiana Pacers,Dallas Mavericks,107 - 81,,2015-2016
16/12/2015 07:00,Orlando Magic,Charlotte Hornets,113 - 98,,2015-2016
16/12/2015 07:30,Brooklyn Nets,Miami Heat,98 - 104,,2015-2016
16/12/2015 07:30,Detroit Pistons,Boston Celtics,119 - 116,,2015-2016
16/12/2015 07:30,New York Knicks,Minnesota Timberwolves,107 - 102,,2015-2016
16/12/2015 08:00,Atlanta Hawks,Philadelphia 76ers,127 - 106,,2015-2016
16/12/2015 08:00,Chicago Bulls,Memphis Grizzlies,98 - 85,,2015-2016
16/12/2015 08:00,Oklahoma City Thunder,Portland Trail Blazers,106 - 90,,2015-2016
16/12/2015 08:30,San Antonio Spurs,Washington Wizards,114 - 95,,2015-2016
16/12/2015 09:00,Utah Jazz,New Orleans Pelicans,94 - 104,,2015-2016
16/12/2015 10:30,Golden State Warriors,Phoenix Suns,128 - 103,,2015-2016
16/12/2015 10:30,Los Angeles Clippers,Milwaukee Bucks,103 - 90,,2015-2016
17/12/2015 07:00,Charlotte Hornets,Toronto Raptors,109 - 99,OT,2015-2016
17/12/2015 08:00,Cleveland Cavaliers,Oklahoma City Thunder,104 - 100,,2015-2016
17/12/2015 10:30,Los Angeles Lakers,Houston Rockets,87 - 107,,2015-2016
18/12/2015 07:00,Indiana Pacers,Brooklyn Nets,104 - 97,,2015-2016
18/12/2015 07:00,Orlando Magic,Portland Trail Blazers,102 - 94,,2015-2016
18/12/2015 07:00,Philadelphia 76ers,New York Knicks,97 - 107,,2015-2016
18/12/2015 07:30,Boston Celtics,Atlanta Hawks,101 - 109,,2015-2016
18/12/2015 08:00,Chicago Bulls,Detroit Pistons,144 - 147,4OT,2015-2016
18/12/2015 08:00,Miami Heat,Toronto Raptors,94 - 108,,2015-2016
18/12/2015 08:00,Minnesota Timberwolves,Sacramento Kings,99 - 95,,2015-2016
18/12/2015 08:00,San Antonio Spurs,Los Angeles Clippers,115 - 107,,2015-2016
18/12/2015 08:30,Dallas Mavericks,Memphis Grizzlies,97 - 88,,2015-2016
18/12/2015 09:00,Utah Jazz,Denver Nuggets,97 - 88,,2015-2016
18/12/2015 10:30,Golden State Warriors,Milwaukee Bucks,121 - 112,,2015-2016
18/12/2015 10:30,Phoenix Suns,New Orleans Pelicans,104 - 88,,2015-2016
19/12/2015 05:00,Oklahoma City Thunder,Los Angeles Lakers,118 - 78,,2015-2016
19/12/2015 07:00,Washington Wizards,Charlotte Hornets,109 - 101,,2015-2016
19/12/2015 07:30,New York Knicks,Chicago Bulls,107 - 91,,2015-2016
19/12/2015 08:00,Houston Rockets,Los Angeles Clippers,107 - 97,,2015-2016
19/12/2015 08:00,Memphis Grizzlies,Indiana Pacers,96 - 84,,2015-2016
20/12/2015 01:00,Brooklyn Nets,Minnesota Timberwolves,85 - 100,,2015-2016
20/12/2015 01:00,Miami Heat,Portland Trail Blazers,116 - 109,,2015-2016
20/12/2015 03:30,Cleveland Cavaliers,Philadelphia 76ers,108 - 86,,2015-2016
20/12/2015 05:00,Phoenix Suns,Milwaukee Bucks,95 - 101,,2015-2016
20/12/2015 06:00,Orlando Magic,Atlanta Hawks,100 - 103,,2015-2016
20/12/2015 06:00,Toronto Raptors,Sacramento Kings,94 - 104,,2015-2016
20/12/2015 08:00,Denver Nuggets,New Orleans Pelicans,125 - 130,,2015-2016
21/12/2015 07:00,Washington Wizards,Sacramento Kings,113 - 99,,2015-2016
21/12/2015 07:30,Boston Celtics,Minnesota Timberwolves,113 - 99,,2015-2016
21/12/2015 07:30,New York Knicks,Orlando Magic,99 - 107,,2015-2016
21/12/2015 08:00,Atlanta Hawks,Portland Trail Blazers,106 - 97,,2015-2016
21/12/2015 08:00,Chicago Bulls,Brooklyn Nets,102 - 105,,2015-2016
21/12/2015 08:00,Houston Rockets,Charlotte Hornets,102 - 95,,2015-2016
21/12/2015 08:30,San Antonio Spurs,Indiana Pacers,106 - 92,,2015-2016
21/12/2015 09:00,Utah Jazz,Phoenix Suns,110 - 89,,2015-2016
21/12/2015 10:30,Los Angeles Clippers,Oklahoma City Thunder,99 - 100,,2015-2016
22/12/2015 07:00,Philadelphia 76ers,Memphis Grizzlies,90 - 104,,2015-2016
22/12/2015 07:30,Miami Heat,Detroit Pistons,92 - 93,,2015-2016
22/12/2015 07:30,Toronto Raptors,Dallas Mavericks,103 - 99,,2015-2016
22/12/2015 09:00,Denver Nuggets,Los Angeles Lakers,107 - 111,,2015-2016
23/12/2015 07:00,Charlotte Hornets,Boston Celtics,89 - 102,,2015-2016
23/12/2015 07:00,Cleveland Cavaliers,New York Knicks,91 - 84,,2015-2016
23/12/2015 07:00,Indiana Pacers,Sacramento Kings,106 - 108,,2015-2016
23/12/2015 07:00,Orlando Magic,Houston Rockets,104 - 101,,2015-2016
23/12/2015 07:00,Washington Wizards,Memphis Grizzlies,100 - 91,,2015-2016
23/12/2015 07:30,Brooklyn Nets,Dallas Mavericks,118 - 119,OT,2015-2016
23/12/2015 08:00,Atlanta Hawks,Detroit Pistons,107 - 100,,2015-2016
23/12/2015 08:00,Milwaukee Bucks,Philadelphia 76ers,113 - 100,,2015-2016
23/12/2015 08:00,Minnesota Timberwolves,San Antonio Spurs,83 - 108,,2015-2016
23/12/2015 08:00,New Orleans Pelicans,Portland Trail Blazers,115 - 89,,2015-2016
23/12/2015 09:00,Phoenix Suns,Denver Nuggets,96 - 104,,2015-2016
23/12/2015 10:30,Golden State Warriors,Utah Jazz,103 - 85,,2015-2016
23/12/2015 10:30,Los Angeles Lakers,Oklahoma City Thunder,85 - 120,,2015-2016
25/12/2015 12:00,Miami Heat,New Orleans Pelicans,94 - 88,OT,2015-2016
25/12/2015 02:30,Oklahoma City Thunder,Chicago Bulls,96 - 105,,2015-2016
25/12/2015 05:00,Golden State Warriors,Cleveland Cavaliers,89 - 83,,2015-2016
25/12/2015 08:00,Houston Rockets,San Antonio Spurs,88 - 84,,2015-2016
25/12/2015 10:30,Los Angeles Lakers,Los Angeles Clippers,84 - 94,,2015-2016
26/12/2015 04:00,Brooklyn Nets,Washington Wizards,96 - 111,,2015-2016
26/12/2015 05:00,Milwaukee Bucks,Toronto Raptors,90 - 111,,2015-2016
26/12/2015 07:00,Charlotte Hornets,Memphis Grizzlies,98 - 92,,2015-2016
26/12/2015 07:00,New Orleans Pelicans,Houston Rockets,110 - 108,,2015-2016
26/12/2015 07:00,Orlando Magic,Miami Heat,101 - 108,,2015-2016
26/12/2015 07:30,Atlanta Hawks,New York Knicks,117 - 98,,2015-2016
26/12/2015 07:30,Detroit Pistons,Boston Celtics,93 - 99,,2015-2016
26/12/2015 08:00,Minnesota Timberwolves,Indiana Pacers,88 - 102,,2015-2016
26/12/2015 08:30,Dallas Mavericks,Chicago Bulls,118 - 111,,2015-2016
26/12/2015 08:30,San Antonio Spurs,Denver Nuggets,101 - 86,,2015-2016
26/12/2015 09:00,Phoenix Suns,Philadelphia 76ers,104 - 111,,2015-2016
26/12/2015 09:00,Utah Jazz,Los Angeles Clippers,104 - 109,,2015-2016
26/12/2015 10:00,Portland Trail Blazers,Cleveland Cavaliers,105 - 76,,2015-2016
27/12/2015 06:00,Memphis Grizzlies,Los Angeles Lakers,112 - 96,,2015-2016
27/12/2015 07:00,Boston Celtics,New York Knicks,100 - 91,,2015-2016
27/12/2015 07:00,Oklahoma City Thunder,Denver Nuggets,122 - 112,,2015-2016
27/12/2015 09:00,Sacramento Kings,Portland Trail Blazers,94 - 98,,2015-2016
28/12/2015 07:00,Charlotte Hornets,Los Angeles Lakers,108 - 98,,2015-2016
28/12/2015 07:00,Indiana Pacers,Atlanta Hawks,93 - 87,,2015-2016
28/12/2015 07:00,Orlando Magic,New Orleans Pelicans,104 - 89,,2015-2016
28/12/2015 07:00,Washington Wizards,Los Angeles Clippers,91 - 108,,2015-2016
28/12/2015 07:30,Miami Heat,Brooklyn Nets,105 - 111,,2015-2016
28/12/2015 08:00,Chicago Bulls,Toronto Raptors,104 - 97,,2015-2016
28/12/2015 08:30,Dallas Mavericks,Milwaukee Bucks,103 - 93,,2015-2016
28/12/2015 08:30,San Antonio Spurs,Minnesota Timberwolves,101 - 95,,2015-2016
28/12/2015 09:00,Phoenix Suns,Cleveland Cavaliers,97 - 101,,2015-2016
28/12/2015 09:00,Utah Jazz,Philadelphia 76ers,95 - 91,,2015-2016
28/12/2015 10:30,Golden State Warriors,Sacramento Kings,122 - 103,,2015-2016
29/12/2015 07:30,New York Knicks,Detroit Pistons,108 - 96,,2015-2016
29/12/2015 08:00,Houston Rockets,Atlanta Hawks,115 - 121,,2015-2016
29/12/2015 08:00,Memphis Grizzlies,Miami Heat,99 - 90,OT,2015-2016
29/12/2015 08:00,Oklahoma City Thunder,Milwaukee Bucks,131 - 123,,2015-2016
29/12/2015 09:00,Denver Nuggets,Cleveland Cavaliers,87 - 93,,2015-2016
30/12/2015 07:00,Charlotte Hornets,Los Angeles Clippers,117 - 122,,2015-2016
30/12/2015 07:00,Orlando Magic,Brooklyn Nets,100 - 93,,2015-2016
30/12/2015 07:30,Boston Celtics,Los Angeles Lakers,104 - 112,,2015-2016
30/12/2015 07:30,Toronto Raptors,Washington Wizards,94 - 91,,2015-2016
30/12/2015 08:00,Chicago Bulls,Indiana Pacers,102 - 100,OT,2015-2016
30/12/2015 08:00,Minnesota Timberwolves,Utah Jazz,94 - 80,,2015-2016
30/12/2015 08:30,Dallas Mavericks,Golden State Warriors,114 - 91,,2015-2016
30/12/2015 08:30,San Antonio Spurs,Phoenix Suns,112 - 79,,2015-2016
30/12/2015 10:00,Portland Trail Blazers,Denver Nuggets,110 - 103,,2015-2016
30/12/2015 10:00,Sacramento Kings,Philadelphia 76ers,105 - 110,,2015-2016
31/12/2015 06:00,Detroit Pistons,Minnesota Timberwolves,115 - 90,,2015-2016
31/12/2015 06:00,Indiana Pacers,Milwaukee Bucks,116 - 120,,2015-2016
31/12/2015 07:00,Houston Rockets,Golden State Warriors,110 - 114,,2015-2016
31/12/2015 08:00,New Orleans Pelicans,Los Angeles Clippers,89 - 95,,2015-2016
31/12/2015 08:00,Oklahoma City Thunder,Phoenix Suns,110 - 106,,2015-2016
31/12/2015 09:00,Utah Jazz,Portland Trail Blazers,109 - 96,,2015-2016
01/01/2016 07:00,Washington Wizards,Orlando Magic,103 - 91,,2015-2016
01/01/2016 07:30,Miami Heat,Dallas Mavericks,106 - 82,,2015-2016
01/01/2016 07:30,Toronto Raptors,Charlotte Hornets,104 - 94,,2015-2016
01/01/2016 08:00,Chicago Bulls,New York Knicks,108 - 81,,2015-2016
01/01/2016 10:30,Los Angeles Lakers,Philadelphia 76ers,93 - 84,,2015-2016
02/01/2016 03:00,Boston Celtics,Brooklyn Nets,97 - 100,,2015-2016
02/01/2016 05:00,Sacramento Kings,Phoenix Suns,142 - 119,,2015-2016
02/01/2016 07:00,Charlotte Hornets,Oklahoma City Thunder,90 - 109,,2015-2016
02/01/2016 07:00,Indiana Pacers,Detroit Pistons,94 - 82,,2015-2016
02/01/2016 07:30,Cleveland Cavaliers,Orlando Magic,104 - 79,,2015-2016
02/01/2016 08:00,Minnesota Timberwolves,Milwaukee Bucks,85 - 95,,2015-2016
02/01/2016 08:30,Dallas Mavericks,New Orleans Pelicans,98 - 105,,2015-2016
02/01/2016 08:30,San Antonio Spurs,Houston Rockets,121 - 103,,2015-2016
02/01/2016 09:00,Utah Jazz,Memphis Grizzlies,92 - 87,OT,2015-2016
02/01/2016 10:30,Golden State Warriors,Denver Nuggets,111 - 108,OT,2015-2016
02/01/2016 10:30,Los Angeles Clippers,Philadelphia 76ers,130 - 99,,2015-2016
03/01/2016 03:30,New York Knicks,Atlanta Hawks,111 - 97,,2015-2016
03/01/2016 03:30,Toronto Raptors,Chicago Bulls,113 - 115,,2015-2016
03/01/2016 06:00,Washington Wizards,Miami Heat,75 - 97,,2015-2016
03/01/2016 09:00,Denver Nuggets,Portland Trail Blazers,106 - 112,,2015-2016
03/01/2016 09:30,Los Angeles Lakers,Phoenix Suns,97 - 77,,2015-2016
04/01/2016 07:00,Cleveland Cavaliers,Toronto Raptors,122 - 100,,2015-2016
04/01/2016 07:00,Philadelphia 76ers,Minnesota Timberwolves,109 - 99,,2015-2016
04/01/2016 07:30,Brooklyn Nets,Boston Celtics,94 - 103,,2015-2016
04/01/2016 07:30,Detroit Pistons,Orlando Magic,115 - 89,,2015-2016
04/01/2016 07:30,Miami Heat,Indiana Pacers,103 - 100,OT,2015-2016
04/01/2016 08:00,Milwaukee Bucks,San Antonio Spurs,98 - 123,,2015-2016
04/01/2016 08:00,Oklahoma City Thunder,Sacramento Kings,104 - 116,,2015-2016
04/01/2016 09:00,Utah Jazz,Houston Rockets,91 - 93,,2015-2016
04/01/2016 10:00,Portland Trail Blazers,Memphis Grizzlies,78 - 91,,2015-2016
04/01/2016 10:30,Golden State Warriors,Charlotte Hornets,111 - 101,,2015-2016
05/01/2016 08:00,Atlanta Hawks,New York Knicks,101 - 107,,2015-2016
05/01/2016 08:00,Chicago Bulls,Milwaukee Bucks,117 - 106,,2015-2016
05/01/2016 08:30,Dallas Mavericks,Sacramento Kings,117 - 116,2OT,2015-2016
05/01/2016 10:30,Los Angeles Lakers,Golden State Warriors,88 - 109,,2015-2016
06/01/2016 07:00,Miami Heat,New York Knicks,90 - 98,,2015-2016
06/01/2016 07:00,Orlando Magic,Indiana Pacers,86 - 95,,2015-2016
06/01/2016 07:00,Washington Wizards,Cleveland Cavaliers,115 - 121,,2015-2016
06/01/2016 07:30,Boston Celtics,Detroit Pistons,94 - 99,,2015-2016
06/01/2016 07:30,Brooklyn Nets,Toronto Raptors,74 - 91,,2015-2016
06/01/2016 08:00,Minnesota Timberwolves,Denver Nuggets,74 - 78,,2015-2016
06/01/2016 08:00,New Orleans Pelicans,Dallas Mavericks,91 - 100,,2015-2016
06/01/2016 08:30,San Antonio Spurs,Utah Jazz,123 - 98,,2015-2016
06/01/2016 09:00,Phoenix Suns,Charlotte Hornets,111 - 102,,2015-2016
06/01/2016 09:30,Oklahoma City Thunder,Memphis Grizzlies,112 - 94,,2015-2016
06/01/2016 10:00,Portland Trail Blazers,Los Angeles Clippers,98 - 109,,2015-2016
07/01/2016 07:00,Philadelphia 76ers,Atlanta Hawks,98 - 126,,2015-2016
07/01/2016 08:00,Chicago Bulls,Boston Celtics,101 - 92,,2015-2016
07/01/2016 08:00,Houston Rockets,Utah Jazz,103 - 94,,2015-2016
07/01/2016 10:30,Sacramento Kings,Los Angeles Lakers,118 - 115,,2015-2016
08/01/2016 07:00,Washington Wizards,Toronto Raptors,88 - 97,,2015-2016
08/01/2016 07:30,Brooklyn Nets,Orlando Magic,77 - 83,,2015-2016
08/01/2016 08:00,Memphis Grizzlies,Denver Nuggets,91 - 84,,2015-2016
08/01/2016 08:00,Milwaukee Bucks,Dallas Mavericks,96 - 95,,2015-2016
08/01/2016 08:00,Minnesota Timberwolves,Cleveland Cavaliers,99 - 125,,2015-2016
08/01/2016 08:00,New Orleans Pelicans,Indiana Pacers,86 - 91,,2015-2016
08/01/2016 08:30,San Antonio Spurs,New York Knicks,100 - 99,,2015-2016
08/01/2016 09:30,Phoenix Suns,Miami Heat,95 - 103,,2015-2016
08/01/2016 10:00,Portland Trail Blazers,Golden State Warriors,108 - 128,,2015-2016
08/01/2016 10:30,Los Angeles Lakers,Oklahoma City Thunder,113 - 117,,2015-2016
09/01/2016 03:30,Los Angeles Clippers,Charlotte Hornets,97 - 83,,2015-2016
09/01/2016 05:00,Atlanta Hawks,Chicago Bulls,120 - 105,,2015-2016
09/01/2016 07:00,Orlando Magic,Washington Wizards,99 - 105,,2015-2016
09/01/2016 07:30,Detroit Pistons,Brooklyn Nets,103 - 89,,2015-2016
09/01/2016 07:30,Philadelphia 76ers,Toronto Raptors,95 - 108,,2015-2016
09/01/2016 09:00,Utah Jazz,Miami Heat,98 - 83,,2015-2016
09/01/2016 10:00,Sacramento Kings,Golden State Warriors,116 - 128,,2015-2016
10/01/2016 03:30,Los Angeles Clippers,New Orleans Pelicans,114 - 111,OT,2015-2016
10/01/2016 05:00,Minnesota Timberwolves,Dallas Mavericks,87 - 93,,2015-2016
10/01/2016 06:00,Memphis Grizzlies,Boston Celtics,101 - 98,,2015-2016
10/01/2016 06:00,Philadelphia 76ers,Cleveland Cavaliers,85 - 95,,2015-2016
10/01/2016 07:00,Houston Rockets,Indiana Pacers,107 - 103,OT,2015-2016
10/01/2016 07:30,New York Knicks,Milwaukee Bucks,100 - 88,,2015-2016
10/01/2016 08:00,Denver Nuggets,Charlotte Hornets,95 - 92,,2015-2016
10/01/2016 09:00,Portland Trail Blazers,Oklahoma City Thunder,115 - 110,,2015-2016
10/01/2016 09:30,Los Angeles Lakers,Utah Jazz,74 - 86,,2015-2016
11/01/2016 07:30,Brooklyn Nets,San Antonio Spurs,79 - 106,,2015-2016
11/01/2016 08:00,Chicago Bulls,Washington Wizards,100 - 114,,2015-2016
11/01/2016 10:30,Golden State Warriors,Miami Heat,111 - 103,,2015-2016
12/01/2016 07:00,Indiana Pacers,Phoenix Suns,116 - 97,,2015-2016
12/01/2016 07:30,Detroit Pistons,San Antonio Spurs,99 - 109,,2015-2016
12/01/2016 07:30,New York Knicks,Boston Celtics,120 - 114,,2015-2016
12/01/2016 08:00,Memphis Grizzlies,Houston Rockets,91 - 107,,2015-2016
12/01/2016 08:00,Milwaukee Bucks,Chicago Bulls,106 - 101,,2015-2016
12/01/2016 08:00,Minnesota Timberwolves,Oklahoma City Thunder,96 - 101,,2015-2016
12/01/2016 08:30,Dallas Mavericks,Cleveland Cavaliers,107 - 110,OT,2015-2016
12/01/2016 10:30,Los Angeles Lakers,New Orleans Pelicans,95 - 91,,2015-2016
13/01/2016 07:00,Charlotte Hornets,Atlanta Hawks,107 - 84,,2015-2016
13/01/2016 07:00,Washington Wizards,Milwaukee Bucks,106 - 101,,2015-2016
13/01/2016 07:30,Brooklyn Nets,New York Knicks,110 - 104,,2015-2016
13/01/2016 08:00,Boston Celtics,Indiana Pacers,103 - 94,,2015-2016
13/01/2016 08:00,Houston Rockets,Minnesota Timberwolves,107 - 104,,2015-2016
13/01/2016 08:00,Oklahoma City Thunder,Dallas Mavericks,108 - 89,,2015-2016
13/01/2016 09:00,Denver Nuggets,Golden State Warriors,112 - 110,,2015-2016
13/01/2016 10:00,Portland Trail Blazers,Utah Jazz,99 - 85,,2015-2016
13/01/2016 10:00,Sacramento Kings,New Orleans Pelicans,97 - 109,,2015-2016
13/01/2016 10:30,Los Angeles Clippers,Miami Heat,104 - 90,,2015-2016
14/01/2016 03:00,Orlando Magic,Toronto Raptors,103 - 106,OT,2015-2016
14/01/2016 07:00,Philadelphia 76ers,Chicago Bulls,111 - 115,OT,2015-2016
14/01/2016 08:00,Memphis Grizzlies,Detroit Pistons,103 - 101,,2015-2016
14/01/2016 08:00,San Antonio Spurs,Cleveland Cavaliers,99 - 95,,2015-2016
14/01/2016 09:00,Utah Jazz,Sacramento Kings,101 - 103,,2015-2016
14/01/2016 10:30,Golden State Warriors,Los Angeles Lakers,116 - 98,,2015-2016
15/01/2016 07:00,Indiana Pacers,Washington Wizards,104 - 118,,2015-2016
15/01/2016 07:00,Oklahoma City Thunder,Minnesota Timberwolves,113 - 93,,2015-2016
15/01/2016 07:30,Boston Celtics,Phoenix Suns,117 - 103,,2015-2016
15/01/2016 07:30,Brooklyn Nets,Portland Trail Blazers,104 - 116,,2015-2016
15/01/2016 08:00,Chicago Bulls,Dallas Mavericks,77 - 83,,2015-2016
15/01/2016 08:00,Milwaukee Bucks,Atlanta Hawks,108 - 101,OT,2015-2016
15/01/2016 08:00,New Orleans Pelicans,Charlotte Hornets,109 - 107,,2015-2016
15/01/2016 09:00,Denver Nuggets,Miami Heat,95 - 98,,2015-2016
15/01/2016 09:30,Houston Rockets,Cleveland Cavaliers,77 - 91,,2015-2016
16/01/2016 07:00,Charlotte Hornets,Milwaukee Bucks,92 - 105,,2015-2016
16/01/2016 07:30,Atlanta Hawks,Brooklyn Nets,114 - 86,,2015-2016
16/01/2016 07:30,Detroit Pistons,Golden State Warriors,113 - 95,,2015-2016
16/01/2016 07:30,Philadelphia 76ers,Portland Trail Blazers,114 - 89,,2015-2016
16/01/2016 07:30,Washington Wizards,Boston Celtics,117 - 119,,2015-2016
16/01/2016 08:00,Memphis Grizzlies,New York Knicks,103 - 95,,2015-2016
16/01/2016 09:00,Utah Jazz,Los Angeles Lakers,109 - 82,,2015-2016
16/01/2016 10:30,Los Angeles Clippers,Sacramento Kings,103 - 110,,2015-2016
17/01/2016 03:30,Minnesota Timberwolves,Phoenix Suns,117 - 87,,2015-2016
17/01/2016 07:00,Oklahoma City Thunder,Miami Heat,99 - 74,,2015-2016
17/01/2016 07:00,San Antonio Spurs,Dallas Mavericks,112 - 83,,2015-2016
17/01/2016 08:00,Denver Nuggets,Indiana Pacers,129 - 126,,2015-2016
17/01/2016 09:30,Los Angeles Lakers,Houston Rockets,95 - 112,,2015-2016
18/01/2016 01:00,New York Knicks,Philadelphia 76ers,119 - 113,2OT,2015-2016
18/01/2016 02:00,Charlotte Hornets,Utah Jazz,124 - 119,2OT,2015-2016
18/01/2016 02:00,Washington Wizards,Portland Trail Blazers,98 - 108,,2015-2016
18/01/2016 02:30,Memphis Grizzlies,New Orleans Pelicans,101 - 99,,2015-2016
18/01/2016 03:30,Detroit Pistons,Chicago Bulls,101 - 111,,2015-2016
18/01/2016 05:00,Atlanta Hawks,Orlando Magic,98 - 81,,2015-2016
18/01/2016 07:30,Toronto Raptors,Brooklyn Nets,112 - 100,,2015-2016
18/01/2016 08:00,Cleveland Cavaliers,Golden State Warriors,98 - 132,,2015-2016
18/01/2016 08:30,Dallas Mavericks,Boston Celtics,118 - 113,OT,2015-2016
18/01/2016 10:30,Los Angeles Clippers,Houston Rockets,140 - 132,OT,2015-2016
19/01/2016 07:30,Miami Heat,Milwaukee Bucks,79 - 91,,2015-2016
19/01/2016 08:00,New Orleans Pelicans,Minnesota Timberwolves,114 - 99,,2015-2016
19/01/2016 09:00,Denver Nuggets,Oklahoma City Thunder,104 - 110,,2015-2016
19/01/2016 09:00,Phoenix Suns,Indiana Pacers,94 - 97,,2015-2016
20/01/2016 07:00,Orlando Magic,Philadelphia 76ers,87 - 96,,2015-2016
20/01/2016 07:00,Washington Wizards,Miami Heat,106 - 87,,2015-2016
20/01/2016 07:30,Brooklyn Nets,Cleveland Cavaliers,78 - 91,,2015-2016
20/01/2016 07:30,New York Knicks,Utah Jazz,118 - 111,OT,2015-2016
20/01/2016 07:30,Toronto Raptors,Boston Celtics,115 - 109,,2015-2016
20/01/2016 08:00,Chicago Bulls,Golden State Warriors,94 - 125,,2015-2016
20/01/2016 08:00,Houston Rockets,Detroit Pistons,114 - 123,,2015-2016
20/01/2016 08:00,Oklahoma City Thunder,Charlotte Hornets,109 - 95,,2015-2016
20/01/2016 08:30,Dallas Mavericks,Minnesota Timberwolves,106 - 94,OT,2015-2016
20/01/2016 10:30,Los Angeles Lakers,Sacramento Kings,93 - 112,,2015-2016
20/01/2016 10:30,Portland Trail Blazers,Atlanta Hawks,98 - 104,,2015-2016
21/01/2016 08:00,Cleveland Cavaliers,Los Angeles Clippers,115 - 102,,2015-2016
