,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
333,0.5958083832335329,0.7065868263473054,0.7095808383233533,0.6706586826347305,0.688622754491018,0.7005988023952096,0.6586826347305389,0.6736526946107785,0.6676646706586826,0.6676646706586826,0.6227544910179641,0.6317365269461078,0.6766467065868264
334,0.5970149253731343,0.7074626865671642,0.7074626865671642,0.6716417910447762,0.6865671641791045,0.6985074626865672,0.6597014925373135,0.6746268656716418,0.6686567164179105,0.6656716417910448,0.6238805970149254,0.6298507462686567,0.6746268656716418
335,0.5982142857142857,0.7083333333333334,0.7083333333333334,0.6726190476190477,0.6845238095238095,0.6964285714285714,0.6607142857142857,0.6755952380952381,0.6696428571428571,0.6666666666666666,0.625,0.6279761904761905,0.6726190476190477
336,0.5964391691394659,0.7062314540059347,0.7062314540059347,0.6706231454005934,0.685459940652819,0.6973293768545994,0.6617210682492581,0.6735905044510386,0.6706231454005934,0.6676557863501483,0.6231454005934718,0.629080118694362,0.6735905044510386
337,0.5976331360946746,0.7071005917159763,0.7071005917159763,0.6715976331360947,0.6863905325443787,0.6982248520710059,0.6597633136094675,0.6745562130177515,0.6686390532544378,0.6686390532544378,0.6242603550295858,0.6301775147928994,0.6745562130177515
338,0.5988200589970502,0.7079646017699115,0.7050147492625368,0.672566371681416,0.6873156342182891,0.6991150442477876,0.6607669616519174,0.672566371681416,0.6666666666666666,0.6666666666666666,0.6253687315634219,0.6312684365781711,0.6755162241887905
339,0.5970588235294118,0.7088235294117647,0.7058823529411765,0.6735294117647059,0.6852941176470588,0.7,0.6588235294117647,0.6705882352941176,0.6676470588235294,0.6676470588235294,0.6264705882352941,0.6323529411764706,0.6735294117647059
340,0.5982404692082112,0.7096774193548387,0.7038123167155426,0.6744868035190615,0.6832844574780058,0.7008797653958945,0.6598240469208211,0.6686217008797654,0.6656891495601173,0.6656891495601173,0.624633431085044,0.6304985337243402,0.6715542521994134
341,0.5964912280701754,0.7105263157894737,0.7046783625730995,0.6754385964912281,0.6812865497076024,0.7017543859649122,0.6608187134502924,0.6695906432748538,0.6666666666666666,0.6637426900584795,0.6228070175438597,0.631578947368421,0.672514619883041
342,0.5947521865889213,0.7113702623906706,0.7055393586005831,0.6763848396501457,0.6793002915451894,0.7026239067055393,0.6618075801749271,0.6676384839650146,0.6676384839650146,0.6618075801749271,0.6239067055393586,0.6297376093294461,0.6705539358600583
