,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
1105,0.6518987341772152,0.6754068716094033,0.7025316455696202,0.6862567811934901,0.6844484629294756,,0.6817359855334539,0.6763110307414105,0.6726943942133815,0.6889692585895117,0.650994575045208,0.6618444846292948,0.6600361663652803,
1106,0.6513098464317977,0.6757000903342367,0.7028003613369467,0.6865401987353207,0.6847335140018067,,0.6811201445347786,0.6757000903342367,0.6729900632339657,0.6883468834688347,0.6513098464317977,0.6621499548328816,0.6594399277326106,
1107,0.6507220216606499,0.6759927797833934,0.7030685920577617,0.6868231046931408,0.6850180505415162,,0.6805054151624549,0.6759927797833934,0.6723826714801444,0.6886281588447654,0.6516245487364621,0.6615523465703971,0.6597472924187726,
1108,0.6501352569882777,0.6762849413886384,0.7024346257889991,0.6871055004508566,0.6853020739404869,,0.6798917944093779,0.6753832281334535,0.672678088367899,0.6889089269612263,0.6519386834986475,0.6618575293056808,0.6591523895401262,
1109,0.6495495495495496,0.6765765765765765,0.7027027027027027,0.6873873873873874,0.6855855855855856,,0.6801801801801802,0.6747747747747748,0.6720720720720721,0.6882882882882883,0.6522522522522523,0.6621621621621622,0.6594594594594595,
1110,0.6498649864986499,0.6768676867686768,0.7029702970297029,0.6867686768676867,0.6858685868586859,,0.6795679567956796,0.6750675067506751,0.6723672367236724,0.6876687668766877,0.6525652565256526,0.6624662466246625,0.6597659765976598,
1111,0.6492805755395683,0.6762589928057554,0.7032374100719424,0.6870503597122302,0.6861510791366906,,0.6789568345323741,0.6753597122302158,0.6726618705035972,0.6879496402877698,0.6519784172661871,0.6618705035971223,0.6591726618705036,
1112,0.6495956873315364,0.6756513926325247,0.7026055705300989,0.6873315363881402,0.6864330637915543,,0.6792452830188679,0.6756513926325247,0.6729559748427673,0.688230008984726,0.6522911051212938,0.6621743036837376,0.6585804132973945,
1113,0.6499102333931778,0.6759425493716338,0.7028725314183124,0.6876122082585279,0.6867145421903053,,0.6795332136445242,0.6750448833034112,0.6732495511669659,0.6876122082585279,0.651705565529623,0.6615798922800719,0.6579892280071813,
1114,0.6493273542600897,0.6762331838565022,0.7022421524663677,0.6878923766816144,0.6869955156950672,,0.6798206278026906,0.6753363228699552,0.673542600896861,0.6878923766816144,0.6520179372197309,0.6618834080717488,0.6582959641255606,
