2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,Type
1230.0,1230.0,1230.0,1230.0,1230.0,1230.0,1230.0,990.0,1229.0,1230.0,1230.0,1230.0,1230.0,1230.0,1230.0,971.0,DataPoints
0.6227642276422765,0.6308943089430894,0.5983739837398374,0.5772357723577236,0.6105691056910569,0.5886178861788618,0.583739837398374,0.591919191919192,0.5467860048820179,0.5170731707317073,0.5487804878048781,0.567479674796748,0.5666666666666667,0.5284552845528455,0.5390243902439025,0.5787847579814624,WinPercentage
0.6252032520325204,0.6341463414634146,0.5975609756097561,0.5821138211382114,0.6065040650406504,0.5878048780487805,0.5853658536585366,0.5969696969696969,0.5467860048820179,0.524390243902439,0.551219512195122,0.5650406504065041,0.567479674796748,0.532520325203252,0.5422764227642276,0.5715756951596292,Colley
0.6276422764227643,0.6430894308943089,0.5926829268292683,0.5902439024390244,0.6048780487804878,0.591869918699187,0.5869918699186992,0.5949494949494949,0.5394629780309195,0.5300813008130081,0.5463414634146342,0.567479674796748,0.5821138211382114,0.5536585365853659,0.5552845528455285,0.5829042224510813,MasseyOverall
0.573170731707317,0.524390243902439,0.508130081300813,0.5439024390243903,0.4926829268292683,0.5422764227642276,0.5292682926829269,0.5565656565656566,0.5207485760781123,0.5186991869918699,0.5097560975609756,0.5447154471544715,0.5487804878048781,0.5300813008130081,0.5357723577235772,0.5499485066941298,MasseyOffensive
0.5284552845528455,0.5707317073170731,0.5284552845528455,0.5300813008130081,0.5886178861788618,0.5300813008130081,0.5552845528455285,0.5363636363636364,0.5134255492270138,0.5195121951219512,0.5455284552845528,0.5341463414634147,0.540650406504065,0.5008130081300813,0.5073170731707317,0.525231719876416,MasseyDefensive
0.6292682926829268,0.6430894308943089,0.5926829268292683,0.5910569105691057,0.6056910569105691,0.5934959349593496,0.5878048780487805,0.5909090909090909,0.5402766476810414,0.5317073170731708,0.551219512195122,0.5691056910569106,0.5804878048780487,0.5528455284552846,0.5544715447154471,0.5829042224510813,ODOverall
0.5739837398373984,0.5317073170731708,0.5138211382113821,0.5447154471544715,0.4894308943089431,0.5414634146341464,0.5382113821138211,0.5666666666666667,0.5248169243287225,0.5170731707317073,0.510569105691057,0.5439024390243903,0.5463414634146342,0.526829268292683,0.5317073170731708,0.5478887744593203,ODOffensive
0.4975609756097561,0.4317073170731707,0.4691056910569106,0.47560975609756095,0.416260162601626,0.46504065040650405,0.44634146341463415,0.46565656565656566,0.48576078112286414,0.4788617886178862,0.44715447154471544,0.46747967479674796,0.4585365853658537,0.4943089430894309,0.491869918699187,0.46961894953656025,ODDeffensive
0.6373983739837399,0.6292682926829268,0.6008130081300813,0.5821138211382114,0.6016260162601627,0.5910569105691057,0.5878048780487805,0.5909090909090909,0.5459723352318958,0.5227642276422764,0.5455284552845528,0.551219512195122,0.5626016260162602,0.5333333333333333,0.5463414634146342,0.5674562306900103,Markov1
0.6276422764227643,0.6398373983739838,0.5983739837398374,0.5878048780487805,0.5910569105691057,0.591869918699187,0.583739837398374,0.5969696969696969,0.5435313262815297,0.5357723577235772,0.5382113821138211,0.567479674796748,0.5796747967479675,0.5479674796747968,0.5479674796747968,0.5705458290422245,Markov2
0.5772357723577236,0.5252032520325203,0.5130081300813009,0.5390243902439025,0.4845528455284553,0.5390243902439025,0.5300813008130081,0.5595959595959596,0.5280716029292107,0.5154471544715448,0.5065040650406504,0.5333333333333333,0.5447154471544715,0.5178861788617887,0.5235772357723577,0.5417095777548918,Markov3
