Date,Home Team,Away Team,Result,Overtime,Season
07/12/2016 07:30,Atlanta Hawks,Miami Heat,103 - 95,,2016-2017
07/12/2016 07:30,Brooklyn Nets,Denver Nuggets,116 - 111,,2016-2017
07/12/2016 08:00,Houston Rockets,Los Angeles Lakers,134 - 95,,2016-2017
07/12/2016 08:00,Milwaukee Bucks,Portland Trail Blazers,115 - 107,,2016-2017
07/12/2016 08:00,New York Knicks,Cleveland Cavaliers,94 - 126,,2016-2017
07/12/2016 08:30,Dallas Mavericks,Sacramento Kings,89 - 120,,2016-2017
07/12/2016 09:00,Phoenix Suns,Indiana Pacers,94 - 109,,2016-2017
07/12/2016 10:30,Los Angeles Clippers,Golden State Warriors,98 - 115,,2016-2017
08/12/2016 07:00,Toronto Raptors,Minnesota Timberwolves,124 - 110,,2016-2017
08/12/2016 07:00,Washington Wizards,Denver Nuggets,92 - 85,,2016-2017
08/12/2016 08:00,Memphis Grizzlies,Portland Trail Blazers,88 - 86,,2016-2017
08/12/2016 08:00,New Orleans Pelicans,Philadelphia 76ers,88 - 99,,2016-2017
08/12/2016 09:00,Utah Jazz,Golden State Warriors,99 - 106,,2016-2017
08/12/2016 09:30,Chicago Bulls,San Antonio Spurs,95 - 91,,2016-2017
09/12/2016 07:00,Charlotte Hornets,Orlando Magic,109 - 88,,2016-2017
09/12/2016 07:30,Boston Celtics,Toronto Raptors,94 - 101,,2016-2017
09/12/2016 07:30,Cleveland Cavaliers,Miami Heat,114 - 84,,2016-2017
09/12/2016 08:00,Milwaukee Bucks,Atlanta Hawks,110 - 114,,2016-2017
09/12/2016 08:00,Minnesota Timberwolves,Detroit Pistons,90 - 117,,2016-2017
09/12/2016 08:00,Oklahoma City Thunder,Houston Rockets,99 - 102,,2016-2017
09/12/2016 08:30,Dallas Mavericks,Indiana Pacers,111 - 103,,2016-2017
09/12/2016 10:30,Los Angeles Lakers,Phoenix Suns,115 - 119,,2016-2017
09/12/2016 10:30,Sacramento Kings,New York Knicks,100 - 103,,2016-2017
10/12/2016 07:00,Indiana Pacers,Portland Trail Blazers,118 - 111,,2016-2017
10/12/2016 07:00,Orlando Magic,Denver Nuggets,113 - 121,,2016-2017
10/12/2016 07:00,Washington Wizards,Milwaukee Bucks,110 - 105,,2016-2017
10/12/2016 07:30,Cleveland Cavaliers,Charlotte Hornets,116 - 105,,2016-2017
10/12/2016 08:00,Chicago Bulls,Miami Heat,105 - 100,,2016-2017
10/12/2016 08:00,Houston Rockets,Dallas Mavericks,109 - 87,,2016-2017
10/12/2016 08:00,Memphis Grizzlies,Golden State Warriors,110 - 89,,2016-2017
10/12/2016 08:30,San Antonio Spurs,Brooklyn Nets,130 - 101,,2016-2017
10/12/2016 09:00,Utah Jazz,Sacramento Kings,104 - 84,,2016-2017
10/12/2016 10:30,Los Angeles Clippers,New Orleans Pelicans,133 - 105,,2016-2017
11/12/2016 06:00,Detroit Pistons,Philadelphia 76ers,79 - 97,,2016-2017
11/12/2016 07:00,Minnesota Timberwolves,Golden State Warriors,108 - 116,,2016-2017
11/12/2016 07:00,Oklahoma City Thunder,Boston Celtics,99 - 96,,2016-2017
11/12/2016 08:30,Phoenix Suns,New Orleans Pelicans,119 - 120,OT,2016-2017
11/12/2016 09:30,Los Angeles Lakers,New York Knicks,112 - 118,,2016-2017
12/12/2016 07:00,Indiana Pacers,Charlotte Hornets,110 - 94,,2016-2017
12/12/2016 07:30,Miami Heat,Washington Wizards,112 - 101,,2016-2017
12/12/2016 07:30,Toronto Raptors,Milwaukee Bucks,122 - 100,,2016-2017
12/12/2016 08:00,Houston Rockets,Brooklyn Nets,122 - 118,,2016-2017
12/12/2016 08:30,Dallas Mavericks,Denver Nuggets,112 - 92,,2016-2017
12/12/2016 10:30,Los Angeles Clippers,Portland Trail Blazers,121 - 120,,2016-2017
12/12/2016 10:30,Sacramento Kings,Los Angeles Lakers,116 - 92,,2016-2017
13/12/2016 07:00,Cleveland Cavaliers,Memphis Grizzlies,103 - 86,,2016-2017
13/12/2016 07:30,Atlanta Hawks,Orlando Magic,120 - 131,,2016-2017
13/12/2016 08:00,Chicago Bulls,Minnesota Timberwolves,94 - 99,,2016-2017
13/12/2016 08:00,New Orleans Pelicans,Golden State Warriors,109 - 113,,2016-2017
13/12/2016 09:00,Phoenix Suns,New York Knicks,113 - 111,OT,2016-2017
13/12/2016 10:30,Portland Trail Blazers,Oklahoma City Thunder,114 - 95,,2016-2017
14/12/2016 07:00,Miami Heat,Indiana Pacers,95 - 89,,2016-2017
14/12/2016 07:00,Orlando Magic,Los Angeles Clippers,108 - 113,,2016-2017
14/12/2016 07:00,Philadelphia 76ers,Toronto Raptors,114 - 123,,2016-2017
14/12/2016 07:00,Washington Wizards,Charlotte Hornets,109 - 106,,2016-2017
14/12/2016 07:30,Brooklyn Nets,Los Angeles Lakers,107 - 97,,2016-2017
14/12/2016 08:00,Houston Rockets,Sacramento Kings,132 - 98,,2016-2017
14/12/2016 08:00,Memphis Grizzlies,Cleveland Cavaliers,93 - 85,,2016-2017
14/12/2016 08:30,Dallas Mavericks,Detroit Pistons,85 - 95,,2016-2017
14/12/2016 09:00,Utah Jazz,Oklahoma City Thunder,109 - 89,,2016-2017
14/12/2016 09:30,San Antonio Spurs,Boston Celtics,108 - 101,,2016-2017
15/12/2016 08:00,Milwaukee Bucks,Chicago Bulls,108 - 97,,2016-2017
15/12/2016 08:00,New Orleans Pelicans,Indiana Pacers,102 - 95,,2016-2017
15/12/2016 09:00,Denver Nuggets,Portland Trail Blazers,132 - 120,,2016-2017
15/12/2016 09:00,Phoenix Suns,San Antonio Spurs,92 - 107,,2016-2017
15/12/2016 10:30,Golden State Warriors,New York Knicks,103 - 90,,2016-2017
16/12/2016 07:00,Orlando Magic,Brooklyn Nets,118 - 111,,2016-2017
16/12/2016 07:00,Washington Wizards,Detroit Pistons,122 - 108,,2016-2017
16/12/2016 07:30,Boston Celtics,Charlotte Hornets,96 - 88,,2016-2017
16/12/2016 07:30,Toronto Raptors,Atlanta Hawks,121 - 125,,2016-2017
16/12/2016 08:00,Chicago Bulls,Milwaukee Bucks,69 - 95,,2016-2017
16/12/2016 08:00,Houston Rockets,New Orleans Pelicans,122 - 100,,2016-2017
16/12/2016 08:00,Memphis Grizzlies,Sacramento Kings,92 - 96,,2016-2017
16/12/2016 08:00,Miami Heat,Los Angeles Clippers,98 - 102,,2016-2017
16/12/2016 08:00,Philadelphia 76ers,Los Angeles Lakers,89 - 100,,2016-2017
16/12/2016 10:30,Utah Jazz,Dallas Mavericks,103 - 100,,2016-2017
17/12/2016 05:00,Oklahoma City Thunder,Phoenix Suns,114 - 101,,2016-2017
17/12/2016 07:00,Detroit Pistons,Indiana Pacers,90 - 105,,2016-2017
17/12/2016 07:30,Atlanta Hawks,Charlotte Hornets,99 - 107,,2016-2017
17/12/2016 07:30,Cleveland Cavaliers,Los Angeles Lakers,119 - 108,,2016-2017
17/12/2016 08:00,Minnesota Timberwolves,Houston Rockets,109 - 111,OT,2016-2017
17/12/2016 09:00,Denver Nuggets,New York Knicks,127 - 114,,2016-2017
17/12/2016 10:30,Golden State Warriors,Portland Trail Blazers,135 - 90,,2016-2017
18/12/2016 03:30,Washington Wizards,Los Angeles Clippers,117 - 110,,2016-2017
18/12/2016 04:00,Dallas Mavericks,Sacramento Kings,99 - 79,,2016-2017
18/12/2016 06:00,Memphis Grizzlies,Utah Jazz,73 - 82,,2016-2017
18/12/2016 06:00,Miami Heat,Boston Celtics,95 - 105,,2016-2017
18/12/2016 06:00,Orlando Magic,Toronto Raptors,79 - 109,,2016-2017
18/12/2016 06:00,Philadelphia 76ers,Brooklyn Nets,108 - 107,,2016-2017
18/12/2016 07:00,San Antonio Spurs,New Orleans Pelicans,113 - 100,,2016-2017
19/12/2016 07:00,Indiana Pacers,Washington Wizards,107 - 105,,2016-2017
19/12/2016 08:00,Chicago Bulls,Detroit Pistons,113 - 82,,2016-2017
19/12/2016 08:00,Minnesota Timberwolves,Phoenix Suns,115 - 108,,2016-2017
19/12/2016 08:00,Oklahoma City Thunder,Atlanta Hawks,108 - 110,,2016-2017
19/12/2016 09:00,Denver Nuggets,Dallas Mavericks,117 - 107,,2016-2017
20/12/2016 07:00,Charlotte Hornets,Los Angeles Lakers,117 - 113,,2016-2017
20/12/2016 07:00,Philadelphia 76ers,New Orleans Pelicans,93 - 108,,2016-2017
20/12/2016 07:30,Miami Heat,Orlando Magic,130 - 136,2OT,2016-2017
20/12/2016 07:30,New York Knicks,Indiana Pacers,118 - 111,,2016-2017
20/12/2016 07:30,Toronto Raptors,Brooklyn Nets,116 - 104,,2016-2017
20/12/2016 08:00,Houston Rockets,San Antonio Spurs,100 - 102,,2016-2017
20/12/2016 08:00,Memphis Grizzlies,Boston Celtics,109 - 112,OT,2016-2017
20/12/2016 08:00,Milwaukee Bucks,Cleveland Cavaliers,108 - 114,OT,2016-2017
20/12/2016 10:30,Golden State Warriors,Utah Jazz,104 - 74,,2016-2017
20/12/2016 10:30,Los Angeles Clippers,Denver Nuggets,119 - 102,,2016-2017
20/12/2016 10:30,Sacramento Kings,Portland Trail Blazers,126 - 121,,2016-2017
21/12/2016 07:00,Cleveland Cavaliers,Milwaukee Bucks,113 - 102,,2016-2017
21/12/2016 07:30,Atlanta Hawks,Minnesota Timberwolves,84 - 92,,2016-2017
21/12/2016 07:30,Detroit Pistons,Memphis Grizzlies,86 - 98,,2016-2017
21/12/2016 08:00,Chicago Bulls,Washington Wizards,97 - 107,,2016-2017
21/12/2016 08:00,New Orleans Pelicans,Oklahoma City Thunder,110 - 121,,2016-2017
21/12/2016 09:00,Phoenix Suns,Houston Rockets,111 - 125,,2016-2017
21/12/2016 09:00,Utah Jazz,Sacramento Kings,93 - 94,,2016-2017
21/12/2016 10:00,Portland Trail Blazers,Dallas Mavericks,95 - 96,,2016-2017
22/12/2016 07:00,Indiana Pacers,Boston Celtics,102 - 109,,2016-2017
22/12/2016 07:30,Brooklyn Nets,Golden State Warriors,101 - 117,,2016-2017
22/12/2016 07:30,New York Knicks,Orlando Magic,106 - 95,,2016-2017
22/12/2016 08:00,Miami Heat,Los Angeles Lakers,115 - 107,,2016-2017
22/12/2016 10:30,Los Angeles Clippers,San Antonio Spurs,106 - 101,,2016-2017
23/12/2016 07:00,Charlotte Hornets,Chicago Bulls,103 - 91,,2016-2017
23/12/2016 07:00,Orlando Magic,Los Angeles Lakers,109 - 90,,2016-2017
23/12/2016 07:30,Boston Celtics,Oklahoma City Thunder,112 - 117,,2016-2017
23/12/2016 07:30,Cleveland Cavaliers,Brooklyn Nets,119 - 99,,2016-2017
23/12/2016 07:30,Detroit Pistons,Golden State Warriors,113 - 119,,2016-2017
23/12/2016 08:00,Memphis Grizzlies,Houston Rockets,115 - 109,,2016-2017
23/12/2016 08:00,Milwaukee Bucks,Washington Wizards,123 - 96,,2016-2017
23/12/2016 08:00,Minnesota Timberwolves,Sacramento Kings,105 - 109,,2016-2017
23/12/2016 08:00,New Orleans Pelicans,Miami Heat,91 - 87,,2016-2017
23/12/2016 09:00,Denver Nuggets,Atlanta Hawks,108 - 109,,2016-2017
23/12/2016 09:00,Phoenix Suns,Philadelphia 76ers,123 - 116,,2016-2017
23/12/2016 09:00,Utah Jazz,Toronto Raptors,98 - 104,,2016-2017
23/12/2016 10:00,Portland Trail Blazers,San Antonio Spurs,90 - 110,,2016-2017
23/12/2016 10:30,Los Angeles Clippers,Dallas Mavericks,88 - 90,,2016-2017
25/12/2016 12:00,New York Knicks,Boston Celtics,114 - 119,,2016-2017
25/12/2016 02:30,Cleveland Cavaliers,Golden State Warriors,109 - 108,,2016-2017
25/12/2016 05:00,San Antonio Spurs,Chicago Bulls,119 - 100,,2016-2017
25/12/2016 08:00,Oklahoma City Thunder,Minnesota Timberwolves,112 - 100,,2016-2017
25/12/2016 10:30,Los Angeles Lakers,Los Angeles Clippers,111 - 102,,2016-2017
26/12/2016 07:00,Orlando Magic,Memphis Grizzlies,112 - 102,,2016-2017
26/12/2016 07:00,Washington Wizards,Milwaukee Bucks,107 - 102,,2016-2017
26/12/2016 07:30,Brooklyn Nets,Charlotte Hornets,120 - 118,,2016-2017
26/12/2016 07:30,Detroit Pistons,Cleveland Cavaliers,106 - 90,,2016-2017
26/12/2016 08:00,Chicago Bulls,Indiana Pacers,90 - 85,,2016-2017
26/12/2016 08:00,Houston Rockets,Phoenix Suns,131 - 115,,2016-2017
26/12/2016 08:00,Minnesota Timberwolves,Atlanta Hawks,104 - 90,,2016-2017
26/12/2016 08:00,New Orleans Pelicans,Dallas Mavericks,111 - 104,,2016-2017
26/12/2016 10:00,Portland Trail Blazers,Toronto Raptors,91 - 95,,2016-2017
26/12/2016 10:30,Los Angeles Clippers,Denver Nuggets,102 - 106,,2016-2017
26/12/2016 10:30,Sacramento Kings,Philadelphia 76ers,102 - 100,,2016-2017
27/12/2016 07:30,Boston Celtics,Memphis Grizzlies,113 - 103,,2016-2017
27/12/2016 07:30,Miami Heat,Oklahoma City Thunder,94 - 106,,2016-2017
27/12/2016 08:30,Dallas Mavericks,Houston Rockets,107 - 123,,2016-2017
27/12/2016 10:30,Los Angeles Lakers,Utah Jazz,100 - 102,,2016-2017
28/12/2016 07:00,Orlando Magic,Charlotte Hornets,101 - 120,,2016-2017
28/12/2016 07:00,Washington Wizards,Indiana Pacers,111 - 105,,2016-2017
28/12/2016 07:30,Atlanta Hawks,New York Knicks,102 - 98,OT,2016-2017
28/12/2016 07:30,Detroit Pistons,Milwaukee Bucks,94 - 119,,2016-2017
28/12/2016 08:00,Chicago Bulls,Brooklyn Nets,101 - 99,,2016-2017
28/12/2016 08:00,New Orleans Pelicans,Los Angeles Clippers,102 - 98,,2016-2017
28/12/2016 08:30,San Antonio Spurs,Phoenix Suns,119 - 98,,2016-2017
28/12/2016 09:00,Denver Nuggets,Minnesota Timberwolves,105 - 103,,2016-2017
28/12/2016 10:00,Portland Trail Blazers,Sacramento Kings,102 - 89,,2016-2017
28/12/2016 10:30,Golden State Warriors,Toronto Raptors,121 - 111,,2016-2017
29/12/2016 07:00,Charlotte Hornets,Miami Heat,91 - 82,,2016-2017
29/12/2016 08:00,Cleveland Cavaliers,Boston Celtics,124 - 118,,2016-2017
29/12/2016 08:00,Memphis Grizzlies,Oklahoma City Thunder,114 - 80,,2016-2017
29/12/2016 09:00,Phoenix Suns,Toronto Raptors,99 - 91,,2016-2017
29/12/2016 09:00,Utah Jazz,Philadelphia 76ers,100 - 83,,2016-2017
29/12/2016 10:30,Los Angeles Lakers,Dallas Mavericks,89 - 101,,2016-2017
30/12/2016 04:00,Indiana Pacers,Chicago Bulls,111 - 101,,2016-2017
30/12/2016 07:00,Washington Wizards,Brooklyn Nets,118 - 95,,2016-2017
30/12/2016 07:30,Boston Celtics,Miami Heat,117 - 114,,2016-2017
30/12/2016 08:00,Atlanta Hawks,Detroit Pistons,105 - 98,,2016-2017
30/12/2016 08:00,Houston Rockets,Los Angeles Clippers,140 - 116,,2016-2017
30/12/2016 08:00,Minnesota Timberwolves,Milwaukee Bucks,116 - 99,,2016-2017
30/12/2016 08:00,New Orleans Pelicans,New York Knicks,104 - 92,,2016-2017
30/12/2016 08:30,San Antonio Spurs,Portland Trail Blazers,110 - 94,,2016-2017
30/12/2016 09:00,Denver Nuggets,Philadelphia 76ers,122 - 124,,2016-2017
30/12/2016 10:30,Golden State Warriors,Dallas Mavericks,108 - 99,,2016-2017
31/12/2016 05:00,Sacramento Kings,Memphis Grizzlies,98 - 112,,2016-2017
31/12/2016 07:00,Chicago Bulls,Milwaukee Bucks,96 - 116,,2016-2017
31/12/2016 07:00,Charlotte Hornets,Cleveland Cavaliers,109 - 121,,2016-2017
31/12/2016 08:00,Houston Rockets,New York Knicks,129 - 122,,2016-2017
31/12/2016 08:00,Oklahoma City Thunder,Los Angeles Clippers,114 - 88,,2016-2017
31/12/2016 08:00,Utah Jazz,Phoenix Suns,91 - 86,,2016-2017
01/01/2017 06:00,Atlanta Hawks,San Antonio Spurs,114 - 112,OT,2016-2017
01/01/2017 06:00,Indiana Pacers,Orlando Magic,117 - 104,,2016-2017
01/01/2017 06:00,Miami Heat,Detroit Pistons,98 - 107,,2016-2017
01/01/2017 07:00,Minnesota Timberwolves,Portland Trail Blazers,89 - 95,,2016-2017
01/01/2017 09:30,Los Angeles Lakers,Toronto Raptors,114 - 123,,2016-2017
02/01/2017 07:00,Cleveland Cavaliers,New Orleans Pelicans,90 - 82,,2016-2017
02/01/2017 07:00,Milwaukee Bucks,Oklahoma City Thunder,98 - 94,,2016-2017
02/01/2017 07:30,Brooklyn Nets,Utah Jazz,89 - 101,,2016-2017
02/01/2017 07:30,New York Knicks,Orlando Magic,103 - 115,,2016-2017
02/01/2017 08:00,Chicago Bulls,Charlotte Hornets,118 - 111,,2016-2017
02/01/2017 08:00,Houston Rockets,Washington Wizards,101 - 91,,2016-2017
02/01/2017 10:30,Golden State Warriors,Denver Nuggets,127 - 119,,2016-2017
02/01/2017 10:30,Los Angeles Clippers,Phoenix Suns,109 - 98,,2016-2017
03/01/2017 07:00,Philadelphia 76ers,Minnesota Timberwolves,93 - 91,,2016-2017
03/01/2017 07:30,Boston Celtics,Utah Jazz,115 - 104,,2016-2017
03/01/2017 07:30,Detroit Pistons,Indiana Pacers,116 - 121,,2016-2017
03/01/2017 08:30,Dallas Mavericks,Washington Wizards,113 - 105,,2016-2017
03/01/2017 08:30,San Antonio Spurs,Toronto Raptors,110 - 82,,2016-2017
03/01/2017 09:00,Denver Nuggets,Sacramento Kings,113 - 120,,2016-2017
03/01/2017 09:00,Phoenix Suns,Miami Heat,99 - 90,,2016-2017
03/01/2017 10:30,Los Angeles Lakers,Memphis Grizzlies,116 - 102,,2016-2017
04/01/2017 07:00,Charlotte Hornets,Oklahoma City Thunder,123 - 112,,2016-2017
04/01/2017 07:00,Orlando Magic,Atlanta Hawks,92 - 111,,2016-2017
04/01/2017 07:30,New York Knicks,Milwaukee Bucks,104 - 105,,2016-2017
04/01/2017 08:00,Cleveland Cavaliers,Chicago Bulls,94 - 106,,2016-2017
04/01/2017 10:30,Golden State Warriors,Portland Trail Blazers,125 - 117,,2016-2017
04/01/2017 10:30,Los Angeles Clippers,Memphis Grizzlies,115 - 106,,2016-2017
04/01/2017 10:30,Sacramento Kings,Miami Heat,102 - 107,,2016-2017
05/01/2017 07:00,Indiana Pacers,Brooklyn Nets,121 - 109,,2016-2017
05/01/2017 07:30,Detroit Pistons,Charlotte Hornets,115 - 114,,2016-2017
05/01/2017 07:30,Toronto Raptors,Utah Jazz,101 - 93,,2016-2017
05/01/2017 08:00,Houston Rockets,Oklahoma City Thunder,118 - 116,,2016-2017
05/01/2017 08:00,New Orleans Pelicans,Atlanta Hawks,94 - 99,,2016-2017
05/01/2017 08:30,Dallas Mavericks,Phoenix Suns,95 - 102,,2016-2017
05/01/2017 09:00,Denver Nuggets,San Antonio Spurs,99 - 127,,2016-2017
05/01/2017 10:30,Portland Trail Blazers,Los Angeles Lakers,118 - 109,,2016-2017
06/01/2017 07:00,Orlando Magic,Houston Rockets,93 - 100,,2016-2017
06/01/2017 07:00,Washington Wizards,Minnesota Timberwolves,112 - 105,,2016-2017
06/01/2017 07:30,Boston Celtics,Philadelphia 76ers,110 - 106,,2016-2017
06/01/2017 07:30,Brooklyn Nets,Cleveland Cavaliers,108 - 116,,2016-2017
06/01/2017 08:00,Milwaukee Bucks,New York Knicks,111 - 116,,2016-2017
06/01/2017 10:30,Golden State Warriors,Memphis Grizzlies,119 - 128,OT,2016-2017
06/01/2017 10:30,Los Angeles Lakers,Miami Heat,127 - 100,,2016-2017
06/01/2017 10:30,Sacramento Kings,Los Angeles Clippers,98 - 106,,2016-2017
07/01/2017 07:00,Indiana Pacers,New York Knicks,123 - 109,,2016-2017
07/01/2017 07:30,Boston Celtics,New Orleans Pelicans,117 - 108,,2016-2017
07/01/2017 08:00,Chicago Bulls,Toronto Raptors,123 - 118,OT,2016-2017
07/01/2017 08:00,Minnesota Timberwolves,Utah Jazz,92 - 94,,2016-2017
07/01/2017 08:00,Oklahoma City Thunder,Denver Nuggets,121 - 106,,2016-2017
07/01/2017 08:30,Dallas Mavericks,Atlanta Hawks,82 - 97,,2016-2017
07/01/2017 08:30,San Antonio Spurs,Charlotte Hornets,102 - 85,,2016-2017
08/01/2017 12:00,Brooklyn Nets,Philadelphia 76ers,95 - 105,,2016-2017
08/01/2017 02:00,Milwaukee Bucks,Washington Wizards,101 - 107,,2016-2017
08/01/2017 03:30,Los Angeles Clippers,Miami Heat,98 - 86,,2016-2017
08/01/2017 06:00,Toronto Raptors,Houston Rockets,122 - 129,,2016-2017
08/01/2017 08:00,Memphis Grizzlies,Utah Jazz,88 - 79,,2016-2017
08/01/2017 08:30,Phoenix Suns,Cleveland Cavaliers,116 - 120,,2016-2017
08/01/2017 09:00,Portland Trail Blazers,Detroit Pistons,124 - 125,2OT,2016-2017
08/01/2017 09:00,Sacramento Kings,Golden State Warriors,106 - 117,,2016-2017
08/01/2017 09:30,Los Angeles Lakers,Orlando Magic,111 - 95,,2016-2017
09/01/2017 07:30,New York Knicks,New Orleans Pelicans,96 - 110,,2016-2017
09/01/2017 08:00,Chicago Bulls,Oklahoma City Thunder,94 - 109,,2016-2017
09/01/2017 08:00,Minnesota Timberwolves,Dallas Mavericks,101 - 92,,2016-2017
10/01/2017 07:00,Washington Wizards,Chicago Bulls,101 - 99,,2016-2017
10/01/2017 07:30,Brooklyn Nets,Atlanta Hawks,97 - 117,,2016-2017
10/01/2017 07:30,Toronto Raptors,Boston Celtics,114 - 106,,2016-2017
10/01/2017 08:00,Houston Rockets,Charlotte Hornets,121 - 114,,2016-2017
10/01/2017 08:30,San Antonio Spurs,Milwaukee Bucks,107 - 109,,2016-2017
10/01/2017 09:00,Utah Jazz,Cleveland Cavaliers,100 - 92,,2016-2017
10/01/2017 10:30,Golden State Warriors,Miami Heat,107 - 95,,2016-2017
10/01/2017 10:30,Los Angeles Lakers,Portland Trail Blazers,87 - 108,,2016-2017
10/01/2017 10:30,Sacramento Kings,Detroit Pistons,100 - 94,,2016-2017
11/01/2017 07:00,Philadelphia 76ers,New York Knicks,98 - 97,,2016-2017
11/01/2017 08:00,Boston Celtics,Washington Wizards,117 - 108,,2016-2017
11/01/2017 08:00,Minnesota Timberwolves,Houston Rockets,119 - 105,,2016-2017
11/01/2017 08:00,Oklahoma City Thunder,Memphis Grizzlies,103 - 95,,2016-2017
11/01/2017 10:30,Los Angeles Clippers,Orlando Magic,105 - 96,,2016-2017
11/01/2017 10:30,Portland Trail Blazers,Cleveland Cavaliers,102 - 86,,2016-2017
12/01/2017 03:00,Denver Nuggets,Indiana Pacers,140 - 112,,2016-2017
12/01/2017 07:30,Brooklyn Nets,New Orleans Pelicans,95 - 104,,2016-2017
12/01/2017 08:00,New York Knicks,Chicago Bulls,104 - 89,,2016-2017
12/01/2017 08:30,San Antonio Spurs,Los Angeles Lakers,134 - 94,,2016-2017
12/01/2017 10:00,Phoenix Suns,Dallas Mavericks,108 - 113,,2016-2017
12/01/2017 10:30,Golden State Warriors,Detroit Pistons,127 - 107,,2016-2017
13/01/2017 07:00,Philadelphia 76ers,Charlotte Hornets,102 - 93,,2016-2017
13/01/2017 07:30,Toronto Raptors,Brooklyn Nets,132 - 113,,2016-2017
13/01/2017 08:00,Atlanta Hawks,Boston Celtics,101 - 103,,2016-2017
13/01/2017 08:00,Houston Rockets,Memphis Grizzlies,105 - 110,,2016-2017
13/01/2017 08:00,Milwaukee Bucks,Miami Heat,116 - 108,,2016-2017
13/01/2017 08:00,Minnesota Timberwolves,Oklahoma City Thunder,96 - 86,,2016-2017
13/01/2017 10:00,Portland Trail Blazers,Orlando Magic,109 - 115,,2016-2017
13/01/2017 10:30,Sacramento Kings,Cleveland Cavaliers,108 - 120,,2016-2017
13/01/2017 10:30,Utah Jazz,Detroit Pistons,110 - 77,,2016-2017
14/01/2017 03:30,Los Angeles Clippers,Los Angeles Lakers,113 - 97,,2016-2017
14/01/2017 05:00,Chicago Bulls,New Orleans Pelicans,107 - 99,,2016-2017
14/01/2017 06:00,Phoenix Suns,San Antonio Spurs,108 - 105,,2016-2017
14/01/2017 08:00,Washington Wizards,Philadelphia 76ers,109 - 93,,2016-2017
14/01/2017 09:00,Utah Jazz,Orlando Magic,114 - 107,,2016-2017
15/01/2017 02:00,Dallas Mavericks,Minnesota Timberwolves,98 - 87,,2016-2017
15/01/2017 03:00,Atlanta Hawks,Milwaukee Bucks,111 - 98,,2016-2017
15/01/2017 03:00,Toronto Raptors,New York Knicks,116 - 101,,2016-2017
15/01/2017 06:00,Brooklyn Nets,Houston Rockets,112 - 137,,2016-2017
15/01/2017 09:00,Memphis Grizzlies,Chicago Bulls,104 - 108,,2016-2017
15/01/2017 09:00,Sacramento Kings,Oklahoma City Thunder,118 - 122,,2016-2017
15/01/2017 09:30,Los Angeles Lakers,Detroit Pistons,97 - 102,,2016-2017
16/01/2017 01:00,New York Knicks,Atlanta Hawks,107 - 108,,2016-2017
16/01/2017 02:00,Washington Wizards,Portland Trail Blazers,120 - 101,,2016-2017
16/01/2017 03:30,Milwaukee Bucks,Philadelphia 76ers,104 - 113,,2016-2017
16/01/2017 04:00,Indiana Pacers,New Orleans Pelicans,98 - 95,,2016-2017
16/01/2017 05:00,Denver Nuggets,Orlando Magic,125 - 112,,2016-2017
16/01/2017 07:30,Boston Celtics,Charlotte Hornets,108 - 98,,2016-2017
16/01/2017 08:00,Golden State Warriors,Cleveland Cavaliers,126 - 91,,2016-2017
16/01/2017 09:00,Phoenix Suns,Utah Jazz,101 - 106,,2016-2017
16/01/2017 10:30,Los Angeles Clippers,Oklahoma City Thunder,120 - 98,,2016-2017
17/01/2017 07:30,Brooklyn Nets,Toronto Raptors,109 - 119,,2016-2017
17/01/2017 07:30,Miami Heat,Houston Rockets,109 - 103,,2016-2017
17/01/2017 08:00,Chicago Bulls,Dallas Mavericks,98 - 99,,2016-2017
17/01/2017 08:30,San Antonio Spurs,Minnesota Timberwolves,122 - 114,,2016-2017
17/01/2017 10:30,Los Angeles Lakers,Denver Nuggets,121 - 127,,2016-2017
18/01/2017 07:00,Charlotte Hornets,Portland Trail Blazers,107 - 85,,2016-2017
18/01/2017 07:00,Philadelphia 76ers,Toronto Raptors,94 - 89,,2016-2017
18/01/2017 07:00,Washington Wizards,Memphis Grizzlies,104 - 101,,2016-2017
18/01/2017 07:30,Boston Celtics,New York Knicks,106 - 117,,2016-2017
18/01/2017 08:00,Detroit Pistons,Atlanta Hawks,118 - 95,,2016-2017
18/01/2017 08:00,Houston Rockets,Milwaukee Bucks,111 - 92,,2016-2017
18/01/2017 08:00,New Orleans Pelicans,Orlando Magic,118 - 98,,2016-2017
18/01/2017 10:30,Golden State Warriors,Oklahoma City Thunder,121 - 100,,2016-2017
18/01/2017 10:30,Sacramento Kings,Indiana Pacers,100 - 106,,2016-2017
19/01/2017 07:00,Cleveland Cavaliers,Phoenix Suns,118 - 103,,2016-2017
19/01/2017 07:30,Miami Heat,Dallas Mavericks,99 - 95,,2016-2017
19/01/2017 08:00,New York Knicks,Washington Wizards,110 - 113,,2016-2017
19/01/2017 08:30,San Antonio Spurs,Denver Nuggets,118 - 104,,2016-2017
19/01/2017 10:30,Los Angeles Clippers,Minnesota Timberwolves,101 - 104,,2016-2017
20/01/2017 07:00,Charlotte Hornets,Toronto Raptors,113 - 78,,2016-2017
20/01/2017 07:00,Orlando Magic,Milwaukee Bucks,112 - 96,,2016-2017
20/01/2017 07:00,Philadelphia 76ers,Portland Trail Blazers,93 - 92,,2016-2017
20/01/2017 08:00,Atlanta Hawks,Chicago Bulls,102 - 93,,2016-2017
