Date,Home Team,Away Team,Result,Overtime,Season
08/11/2006 07:30,Boston Celtics,Charlotte Bobcats,110 - 108,OT,2006-2007
08/11/2006 07:30,New Jersey Nets,Utah Jazz,96 - 89,,2006-2007
08/11/2006 08:00,Milwaukee Bucks,Houston Rockets,93 - 97,,2006-2007
08/11/2006 08:00,San Antonio Spurs,Phoenix Suns,111 - 106,OT,2006-2007
08/11/2006 09:00,Denver Nuggets,New York Knicks,107 - 109,,2006-2007
08/11/2006 10:00,Portland Trail Blazers,Los Angeles Lakers,101 - 90,,2006-2007
08/11/2006 10:30,Los Angeles Clippers,Dallas Mavericks,103 - 85,,2006-2007
08/11/2006 10:30,Sacramento Kings,Detroit Pistons,99 - 86,,2006-2007
09/11/2006 08:00,Cleveland Cavaliers,Chicago Bulls,113 - 94,,2006-2007
09/11/2006 10:30,Golden State Warriors,New Orleans/Oklahoma City Hornets,121 - 116,,2006-2007
09/11/2006 10:30,Phoenix Suns,Dallas Mavericks,112 - 119,,2006-2007
10/11/2006 07:00,Charlotte Bobcats,Seattle SuperSonics,85 - 99,,2006-2007
10/11/2006 07:00,Indiana Pacers,Orlando Magic,93 - 83,,2006-2007
10/11/2006 07:00,Philadelphia 76ers,Denver Nuggets,101 - 108,,2006-2007
10/11/2006 07:00,Toronto Raptors,Atlanta Hawks,102 - 111,,2006-2007
10/11/2006 07:00,Washington Wizards,Milwaukee Bucks,116 - 111,,2006-2007
10/11/2006 07:30,Boston Celtics,Utah Jazz,100 - 107,,2006-2007
10/11/2006 08:00,New Jersey Nets,Miami Heat,106 - 113,,2006-2007
10/11/2006 08:30,Houston Rockets,New York Knicks,103 - 94,,2006-2007
10/11/2006 10:00,Portland Trail Blazers,New Orleans/Oklahoma City Hornets,92 - 91,,2006-2007
10/11/2006 10:30,Los Angeles Lakers,Detroit Pistons,83 - 97,,2006-2007
11/11/2006 07:00,Atlanta Hawks,Seattle SuperSonics,112 - 113,OT,2006-2007
11/11/2006 07:30,Cleveland Cavaliers,Boston Celtics,94 - 93,,2006-2007
11/11/2006 08:00,Minnesota Timberwolves,Orlando Magic,98 - 109,,2006-2007
11/11/2006 08:00,San Antonio Spurs,New York Knicks,100 - 92,,2006-2007
11/11/2006 08:30,Chicago Bulls,Indiana Pacers,89 - 80,,2006-2007
11/11/2006 08:30,Milwaukee Bucks,Utah Jazz,111 - 113,,2006-2007
11/11/2006 09:00,Phoenix Suns,Memphis Grizzlies,96 - 87,,2006-2007
11/11/2006 10:30,Golden State Warriors,Detroit Pistons,111 - 79,,2006-2007
12/11/2006 03:30,Los Angeles Clippers,New Orleans/Oklahoma City Hornets,92 - 76,,2006-2007
12/11/2006 06:00,Charlotte Bobcats,Denver Nuggets,101 - 108,,2006-2007
12/11/2006 06:00,Washington Wizards,New Jersey Nets,93 - 105,OT,2006-2007
12/11/2006 08:00,Miami Heat,Houston Rockets,72 - 94,,2006-2007
12/11/2006 09:00,Portland Trail Blazers,Dallas Mavericks,96 - 103,,2006-2007
12/11/2006 09:00,Sacramento Kings,Toronto Raptors,107 - 92,,2006-2007
12/11/2006 09:30,Los Angeles Lakers,Memphis Grizzlies,91 - 81,,2006-2007
13/11/2006 07:30,Boston Celtics,Orlando Magic,89 - 92,,2006-2007
13/11/2006 07:30,New Jersey Nets,Seattle SuperSonics,113 - 119,,2006-2007
13/11/2006 07:30,New York Knicks,Cleveland Cavaliers,96 - 102,,2006-2007
14/11/2006 07:00,Atlanta Hawks,Milwaukee Bucks,101 - 103,,2006-2007
14/11/2006 07:30,Miami Heat,Denver Nuggets,105 - 112,,2006-2007
14/11/2006 08:00,Minnesota Timberwolves,Portland Trail Blazers,101 - 89,,2006-2007
14/11/2006 08:00,New Orleans/Oklahoma City Hornets,Charlotte Bobcats,94 - 85,,2006-2007
14/11/2006 08:30,Dallas Mavericks,Chicago Bulls,111 - 99,,2006-2007
14/11/2006 08:30,Houston Rockets,San Antonio Spurs,84 - 92,,2006-2007
14/11/2006 09:00,Utah Jazz,Los Angeles Clippers,112 - 90,,2006-2007
14/11/2006 10:30,Golden State Warriors,Toronto Raptors,110 - 99,,2006-2007
15/11/2006 07:00,Cleveland Cavaliers,Portland Trail Blazers,100 - 87,,2006-2007
15/11/2006 07:00,Orlando Magic,Denver Nuggets,108 - 99,,2006-2007
15/11/2006 07:30,Boston Celtics,Indiana Pacers,114 - 88,,2006-2007
15/11/2006 07:30,Detroit Pistons,New Orleans/Oklahoma City Hornets,99 - 100,,2006-2007
15/11/2006 07:30,New Jersey Nets,Milwaukee Bucks,100 - 87,,2006-2007
15/11/2006 07:30,New York Knicks,Washington Wizards,102 - 82,,2006-2007
15/11/2006 08:00,San Antonio Spurs,Charlotte Bobcats,92 - 95,OT,2006-2007
15/11/2006 09:00,Sacramento Kings,Memphis Grizzlies,115 - 111,,2006-2007
15/11/2006 10:00,Seattle SuperSonics,Philadelphia 76ers,90 - 96,,2006-2007
16/11/2006 08:00,Houston Rockets,Chicago Bulls,101 - 100,,2006-2007
16/11/2006 10:30,Golden State Warriors,Sacramento Kings,117 - 105,,2006-2007
17/11/2006 07:00,Indiana Pacers,New Jersey Nets,91 - 100,,2006-2007
17/11/2006 07:30,Boston Celtics,Portland Trail Blazers,118 - 90,,2006-2007
17/11/2006 07:30,Cleveland Cavaliers,Minnesota Timberwolves,92 - 76,,2006-2007
17/11/2006 07:30,Miami Heat,New York Knicks,76 - 100,,2006-2007
17/11/2006 08:00,Detroit Pistons,Washington Wizards,100 - 91,,2006-2007
17/11/2006 08:00,Memphis Grizzlies,Dallas Mavericks,103 - 115,,2006-2007
17/11/2006 08:00,San Antonio Spurs,Chicago Bulls,100 - 83,,2006-2007
17/11/2006 10:30,Los Angeles Lakers,Toronto Raptors,107 - 100,,2006-2007
17/11/2006 10:30,Phoenix Suns,Philadelphia 76ers,106 - 94,,2006-2007
17/11/2006 10:30,Seattle SuperSonics,Utah Jazz,109 - 118,,2006-2007
18/11/2006 07:00,Atlanta Hawks,Miami Heat,88 - 93,OT,2006-2007
18/11/2006 07:00,Orlando Magic,Charlotte Bobcats,97 - 83,,2006-2007
18/11/2006 07:00,Washington Wizards,Cleveland Cavaliers,111 - 99,,2006-2007
18/11/2006 07:30,Detroit Pistons,Houston Rockets,104 - 92,,2006-2007
18/11/2006 07:30,New Jersey Nets,Portland Trail Blazers,68 - 86,,2006-2007
18/11/2006 07:30,New York Knicks,Boston Celtics,118 - 122,,2006-2007
18/11/2006 08:00,Minnesota Timberwolves,New Orleans/Oklahoma City Hornets,96 - 99,,2006-2007
18/11/2006 08:30,Dallas Mavericks,Memphis Grizzlies,89 - 84,,2006-2007
18/11/2006 08:30,Milwaukee Bucks,Indiana Pacers,100 - 102,,2006-2007
18/11/2006 09:00,Denver Nuggets,Toronto Raptors,117 - 109,,2006-2007
18/11/2006 09:00,Utah Jazz,Phoenix Suns,120 - 117,OT,2006-2007
18/11/2006 10:30,Golden State Warriors,Seattle SuperSonics,107 - 95,,2006-2007
18/11/2006 10:30,Los Angeles Clippers,Philadelphia 76ers,103 - 97,OT,2006-2007
19/11/2006 08:00,Los Angeles Lakers,Chicago Bulls,82 - 72,,2006-2007
19/11/2006 09:00,Sacramento Kings,San Antonio Spurs,99 - 108,,2006-2007
20/11/2006 07:00,Charlotte Bobcats,Dallas Mavericks,85 - 93,,2006-2007
20/11/2006 07:30,New York Knicks,Houston Rockets,90 - 97,,2006-2007
20/11/2006 08:00,Memphis Grizzlies,Orlando Magic,95 - 86,,2006-2007
20/11/2006 09:00,Utah Jazz,Toronto Raptors,101 - 96,,2006-2007
20/11/2006 10:00,Portland Trail Blazers,San Antonio Spurs,98 - 107,,2006-2007
20/11/2006 10:00,Seattle SuperSonics,New Jersey Nets,99 - 87,,2006-2007
20/11/2006 10:30,Golden State Warriors,Phoenix Suns,110 - 113,,2006-2007
21/11/2006 07:00,Cleveland Cavaliers,Memphis Grizzlies,97 - 94,,2006-2007
21/11/2006 07:00,Indiana Pacers,Milwaukee Bucks,93 - 88,,2006-2007
21/11/2006 07:00,Philadelphia 76ers,Detroit Pistons,87 - 97,,2006-2007
21/11/2006 08:00,New Orleans/Oklahoma City Hornets,Miami Heat,101 - 86,,2006-2007
21/11/2006 08:30,Dallas Mavericks,Washington Wizards,107 - 80,,2006-2007
21/11/2006 09:00,Denver Nuggets,Chicago Bulls,113 - 109,,2006-2007
21/11/2006 10:30,Los Angeles Lakers,Los Angeles Clippers,105 - 101,,2006-2007
22/11/2006 07:00,Charlotte Bobcats,Boston Celtics,92 - 83,,2006-2007
22/11/2006 07:00,Orlando Magic,Indiana Pacers,96 - 91,,2006-2007
22/11/2006 07:00,Toronto Raptors,Cleveland Cavaliers,95 - 87,,2006-2007
22/11/2006 07:30,Detroit Pistons,Atlanta Hawks,103 - 98,,2006-2007
22/11/2006 07:30,San Antonio Spurs,Miami Heat,106 - 86,,2006-2007
22/11/2006 08:00,Milwaukee Bucks,Philadelphia 76ers,98 - 94,,2006-2007
22/11/2006 08:00,Minnesota Timberwolves,New York Knicks,107 - 89,,2006-2007
22/11/2006 08:30,Houston Rockets,Washington Wizards,86 - 82,,2006-2007
22/11/2006 09:00,Phoenix Suns,New Orleans/Oklahoma City Hornets,92 - 83,,2006-2007
22/11/2006 10:00,Portland Trail Blazers,New Jersey Nets,100 - 97,,2006-2007
22/11/2006 10:00,Sacramento Kings,Utah Jazz,101 - 110,,2006-2007
22/11/2006 10:30,Golden State Warriors,Denver Nuggets,112 - 115,,2006-2007
22/11/2006 10:30,Los Angeles Clippers,Seattle SuperSonics,85 - 95,,2006-2007
24/11/2006 07:30,Atlanta Hawks,Toronto Raptors,97 - 93,,2006-2007
24/11/2006 07:30,Boston Celtics,New York Knicks,77 - 101,,2006-2007
24/11/2006 07:30,Miami Heat,Orlando Magic,104 - 107,,2006-2007
24/11/2006 07:30,Philadelphia 76ers,Chicago Bulls,123 - 108,,2006-2007
24/11/2006 08:00,Detroit Pistons,Charlotte Bobcats,104 - 95,,2006-2007
24/11/2006 08:00,Indiana Pacers,Cleveland Cavaliers,97 - 87,,2006-2007
24/11/2006 08:00,Memphis Grizzlies,Washington Wizards,95 - 80,,2006-2007
24/11/2006 08:00,New Orleans/Oklahoma City Hornets,Minnesota Timberwolves,79 - 86,,2006-2007
24/11/2006 08:00,San Antonio Spurs,Dallas Mavericks,92 - 95,,2006-2007
24/11/2006 09:00,Denver Nuggets,Golden State Warriors,140 - 129,,2006-2007
24/11/2006 09:00,Utah Jazz,Los Angeles Lakers,114 - 108,,2006-2007
24/11/2006 10:30,Phoenix Suns,New Jersey Nets,99 - 93,,2006-2007
24/11/2006 10:30,Seattle SuperSonics,Sacramento Kings,100 - 109,,2006-2007
25/11/2006 07:00,Charlotte Bobcats,Miami Heat,93 - 102,,2006-2007
25/11/2006 07:00,Orlando Magic,Atlanta Hawks,98 - 79,,2006-2007
25/11/2006 07:00,Washington Wizards,Detroit Pistons,111 - 115,,2006-2007
25/11/2006 07:30,Cleveland Cavaliers,Philadelphia 76ers,108 - 95,,2006-2007
25/11/2006 07:30,New York Knicks,Chicago Bulls,95 - 106,,2006-2007
25/11/2006 08:00,Minnesota Timberwolves,Los Angeles Clippers,104 - 96,,2006-2007
25/11/2006 08:30,Dallas Mavericks,New Orleans/Oklahoma City Hornets,85 - 73,,2006-2007
25/11/2006 08:30,Houston Rockets,Memphis Grizzlies,85 - 76,,2006-2007
25/11/2006 09:00,Milwaukee Bucks,Boston Celtics,98 - 111,,2006-2007
25/11/2006 10:00,Sacramento Kings,Portland Trail Blazers,105 - 85,,2006-2007
25/11/2006 10:30,Golden State Warriors,Utah Jazz,91 - 78,,2006-2007
26/11/2006 01:00,Toronto Raptors,Indiana Pacers,92 - 83,,2006-2007
26/11/2006 08:00,Denver Nuggets,Los Angeles Clippers,103 - 88,,2006-2007
26/11/2006 09:00,Portland Trail Blazers,Phoenix Suns,101 - 119,,2006-2007
26/11/2006 09:00,Seattle SuperSonics,San Antonio Spurs,78 - 98,,2006-2007
26/11/2006 09:30,Los Angeles Lakers,New Jersey Nets,99 - 93,,2006-2007
27/11/2006 07:30,Miami Heat,Philadelphia 76ers,103 - 91,,2006-2007
27/11/2006 08:30,Dallas Mavericks,Minnesota Timberwolves,93 - 87,,2006-2007
27/11/2006 09:00,Utah Jazz,Orlando Magic,75 - 88,,2006-2007
27/11/2006 10:30,Golden State Warriors,San Antonio Spurs,111 - 102,,2006-2007
28/11/2006 07:00,Washington Wizards,Atlanta Hawks,96 - 95,,2006-2007
28/11/2006 07:30,New Jersey Nets,Charlotte Bobcats,92 - 96,,2006-2007
28/11/2006 08:00,New Orleans/Oklahoma City Hornets,Toronto Raptors,77 - 94,,2006-2007
28/11/2006 08:30,Chicago Bulls,New York Knicks,102 - 85,,2006-2007
28/11/2006 08:30,Houston Rockets,Minnesota Timberwolves,82 - 75,,2006-2007
28/11/2006 09:00,Denver Nuggets,Memphis Grizzlies,96 - 108,,2006-2007
28/11/2006 10:00,Portland Trail Blazers,Indiana Pacers,97 - 105,,2006-2007
28/11/2006 10:00,Sacramento Kings,Los Angeles Clippers,93 - 80,,2006-2007
28/11/2006 10:30,Los Angeles Lakers,Milwaukee Bucks,105 - 109,,2006-2007
29/11/2006 07:00,Atlanta Hawks,Charlotte Bobcats,99 - 90,,2006-2007
29/11/2006 07:00,Cleveland Cavaliers,New York Knicks,98 - 101,,2006-2007
29/11/2006 07:30,Boston Celtics,New Jersey Nets,103 - 106,,2006-2007
29/11/2006 08:30,Dallas Mavericks,Toronto Raptors,117 - 98,,2006-2007
29/11/2006 09:00,Phoenix Suns,Houston Rockets,102 - 91,,2006-2007
29/11/2006 09:00,Utah Jazz,San Antonio Spurs,83 - 75,,2006-2007
29/11/2006 10:00,Seattle SuperSonics,Orlando Magic,84 - 94,,2006-2007
29/11/2006 10:30,Golden State Warriors,Indiana Pacers,106 - 108,,2006-2007
29/11/2006 10:30,Los Angeles Clippers,Memphis Grizzlies,105 - 90,,2006-2007
30/11/2006 08:00,Miami Heat,Detroit Pistons,85 - 87,,2006-2007
30/11/2006 10:30,Los Angeles Lakers,Utah Jazz,132 - 102,,2006-2007
01/12/2006 07:00,Toronto Raptors,Boston Celtics,106 - 102,,2006-2007
01/12/2006 07:00,Washington Wizards,Charlotte Bobcats,121 - 109,,2006-2007
01/12/2006 07:30,Atlanta Hawks,Cleveland Cavaliers,95 - 106,,2006-2007
01/12/2006 08:00,Detroit Pistons,New York Knicks,108 - 100,,2006-2007
01/12/2006 08:00,Minnesota Timberwolves,Denver Nuggets,92 - 106,,2006-2007
01/12/2006 08:00,New Orleans/Oklahoma City Hornets,Chicago Bulls,108 - 111,,2006-2007
01/12/2006 08:30,Dallas Mavericks,Sacramento Kings,109 - 90,,2006-2007
01/12/2006 09:00,Phoenix Suns,Milwaukee Bucks,122 - 116,,2006-2007
01/12/2006 10:00,Portland Trail Blazers,Orlando Magic,89 - 91,,2006-2007
01/12/2006 10:30,Seattle SuperSonics,Indiana Pacers,105 - 103,,2006-2007
02/12/2006 07:30,New Jersey Nets,Philadelphia 76ers,112 - 107,,2006-2007
02/12/2006 08:00,Memphis Grizzlies,Miami Heat,97 - 98,,2006-2007
02/12/2006 08:00,New York Knicks,Toronto Raptors,100 - 103,,2006-2007
02/12/2006 08:00,San Antonio Spurs,Sacramento Kings,100 - 98,,2006-2007
02/12/2006 08:30,Chicago Bulls,Washington Wizards,112 - 94,,2006-2007
02/12/2006 08:30,Houston Rockets,Cleveland Cavaliers,81 - 63,,2006-2007
02/12/2006 09:00,Denver Nuggets,Indiana Pacers,121 - 101,,2006-2007
02/12/2006 09:00,Utah Jazz,Seattle SuperSonics,109 - 107,,2006-2007
02/12/2006 10:30,Golden State Warriors,Milwaukee Bucks,110 - 115,,2006-2007
02/12/2006 10:30,Los Angeles Clippers,Los Angeles Lakers,88 - 97,,2006-2007
03/12/2006 06:00,Charlotte Bobcats,Detroit Pistons,97 - 89,,2006-2007
03/12/2006 06:00,Philadelphia 76ers,Minnesota Timberwolves,84 - 95,,2006-2007
03/12/2006 09:00,Portland Trail Blazers,Atlanta Hawks,96 - 107,,2006-2007
03/12/2006 09:30,Los Angeles Clippers,Orlando Magic,116 - 91,,2006-2007
04/12/2006 07:00,Washington Wizards,Dallas Mavericks,106 - 97,,2006-2007
04/12/2006 07:30,New York Knicks,Memphis Grizzlies,98 - 90,,2006-2007
04/12/2006 08:00,San Antonio Spurs,Golden State Warriors,129 - 89,,2006-2007
04/12/2006 08:30,Chicago Bulls,Boston Celtics,100 - 82,,2006-2007
04/12/2006 09:00,Utah Jazz,Milwaukee Bucks,101 - 88,,2006-2007
04/12/2006 10:00,Sacramento Kings,Orlando Magic,89 - 92,,2006-2007
04/12/2006 10:30,Los Angeles Lakers,Indiana Pacers,101 - 87,,2006-2007
05/12/2006 07:30,Detroit Pistons,Portland Trail Blazers,85 - 88,,2006-2007
05/12/2006 07:30,New Jersey Nets,Dallas Mavericks,75 - 92,,2006-2007
05/12/2006 08:30,Houston Rockets,Golden State Warriors,118 - 90,,2006-2007
05/12/2006 09:00,Phoenix Suns,Sacramento Kings,127 - 102,,2006-2007
05/12/2006 10:00,Seattle SuperSonics,Atlanta Hawks,102 - 87,,2006-2007
05/12/2006 10:30,Los Angeles Clippers,Miami Heat,101 - 97,,2006-2007
06/12/2006 07:00,Charlotte Bobcats,San Antonio Spurs,76 - 96,,2006-2007
06/12/2006 07:00,Cleveland Cavaliers,Toronto Raptors,95 - 91,,2006-2007
06/12/2006 07:00,Indiana Pacers,Orlando Magic,94 - 80,,2006-2007
06/12/2006 07:30,Boston Celtics,Memphis Grizzlies,96 - 98,,2006-2007
06/12/2006 07:30,New York Knicks,Washington Wizards,102 - 113,,2006-2007
06/12/2006 08:00,Milwaukee Bucks,Portland Trail Blazers,102 - 94,OT,2006-2007
06/12/2006 08:00,Minnesota Timberwolves,Houston Rockets,90 - 84,,2006-2007
06/12/2006 09:00,Chicago Bulls,Philadelphia 76ers,121 - 94,,2006-2007
06/12/2006 09:00,Denver Nuggets,Atlanta Hawks,96 - 98,,2006-2007
06/12/2006 10:30,Los Angeles Lakers,New Orleans/Oklahoma City Hornets,89 - 105,,2006-2007
07/12/2006 07:30,New Jersey Nets,Phoenix Suns,157 - 161,2OT,2006-2007
07/12/2006 08:00,Dallas Mavericks,Detroit Pistons,82 - 92,,2006-2007
07/12/2006 10:30,Sacramento Kings,Miami Heat,91 - 93,OT,2006-2007
08/12/2006 07:00,Charlotte Bobcats,Houston Rockets,62 - 92,,2006-2007
08/12/2006 07:00,Indiana Pacers,Portland Trail Blazers,108 - 95,,2006-2007
08/12/2006 07:00,Orlando Magic,Detroit Pistons,83 - 87,,2006-2007
08/12/2006 07:30,Boston Celtics,Phoenix Suns,111 - 116,,2006-2007
08/12/2006 08:00,Minnesota Timberwolves,Utah Jazz,110 - 103,,2006-2007
08/12/2006 08:00,Philadelphia 76ers,Washington Wizards,98 - 113,,2006-2007
08/12/2006 08:00,San Antonio Spurs,Los Angeles Clippers,111 - 82,,2006-2007
08/12/2006 08:30,Chicago Bulls,Toronto Raptors,93 - 90,,2006-2007
08/12/2006 08:30,Milwaukee Bucks,Memphis Grizzlies,100 - 94,,2006-2007
08/12/2006 10:30,Denver Nuggets,Miami Heat,123 - 107,,2006-2007
08/12/2006 10:30,Los Angeles Lakers,Atlanta Hawks,106 - 95,,2006-2007
08/12/2006 10:30,Seattle SuperSonics,New Orleans/Oklahoma City Hornets,94 - 74,,2006-2007
09/12/2006 07:00,Orlando Magic,Philadelphia 76ers,86 - 84,,2006-2007
09/12/2006 07:00,Washington Wizards,Houston Rockets,109 - 114,,2006-2007
09/12/2006 07:30,Cleveland Cavaliers,Indiana Pacers,107 - 75,,2006-2007
09/12/2006 07:30,New Jersey Nets,Boston Celtics,90 - 92,,2006-2007
09/12/2006 07:30,New York Knicks,Milwaukee Bucks,115 - 107,,2006-2007
09/12/2006 08:00,Memphis Grizzlies,Los Angeles Clippers,82 - 89,,2006-2007
09/12/2006 08:30,Chicago Bulls,Minnesota Timberwolves,81 - 91,,2006-2007
09/12/2006 08:30,Dallas Mavericks,Denver Nuggets,105 - 90,,2006-2007
09/12/2006 10:30,Golden State Warriors,New Orleans/Oklahoma City Hornets,101 - 80,,2006-2007
10/12/2006 01:00,Toronto Raptors,Portland Trail Blazers,83 - 93,,2006-2007
10/12/2006 06:00,Charlotte Bobcats,Phoenix Suns,84 - 114,,2006-2007
10/12/2006 09:00,Sacramento Kings,Atlanta Hawks,117 - 92,,2006-2007
10/12/2006 09:00,Seattle SuperSonics,Golden State Warriors,117 - 115,,2006-2007
10/12/2006 09:30,Los Angeles Lakers,San Antonio Spurs,106 - 99,,2006-2007
11/12/2006 07:00,Orlando Magic,Phoenix Suns,89 - 103,,2006-2007
11/12/2006 07:00,Philadelphia 76ers,Portland Trail Blazers,79 - 81,,2006-2007
11/12/2006 07:30,Miami Heat,Toronto Raptors,99 - 77,,2006-2007
11/12/2006 07:30,New Jersey Nets,Memphis Grizzlies,105 - 92,,2006-2007
11/12/2006 07:30,New York Knicks,Boston Celtics,90 - 97,,2006-2007
11/12/2006 08:00,New Orleans/Oklahoma City Hornets,Cleveland Cavaliers,95 - 89,,2006-2007
11/12/2006 08:30,Chicago Bulls,Indiana Pacers,106 - 91,,2006-2007
11/12/2006 09:00,Utah Jazz,Dallas Mavericks,101 - 79,,2006-2007
11/12/2006 10:30,Los Angeles Clippers,San Antonio Spurs,81 - 103,,2006-2007
12/12/2006 07:00,Atlanta Hawks,Denver Nuggets,87 - 100,,2006-2007
12/12/2006 08:00,Milwaukee Bucks,Seattle SuperSonics,94 - 93,,2006-2007
12/12/2006 08:30,Houston Rockets,Los Angeles Lakers,94 - 102,,2006-2007
12/12/2006 10:30,Golden State Warriors,Sacramento Kings,126 - 113,,2006-2007
13/12/2006 07:00,Cleveland Cavaliers,Charlotte Bobcats,104 - 101,,2006-2007
13/12/2006 07:00,Indiana Pacers,Detroit Pistons,101 - 90,,2006-2007
13/12/2006 07:00,Miami Heat,Phoenix Suns,89 - 99,,2006-2007
13/12/2006 07:00,Orlando Magic,Toronto Raptors,84 - 91,,2006-2007
13/12/2006 07:00,Philadelphia 76ers,Boston Celtics,81 - 101,,2006-2007
13/12/2006 07:00,Washington Wizards,Denver Nuggets,120 - 91,,2006-2007
13/12/2006 07:30,New Jersey Nets,Milwaukee Bucks,108 - 95,,2006-2007
