Date,Home Team,Away Team,Result,Overtime,Season
13/12/2006 07:30,New York Knicks,Atlanta Hawks,94 - 82,,2006-2007
13/12/2006 08:00,Memphis Grizzlies,Portland Trail Blazers,79 - 85,,2006-2007
13/12/2006 08:00,San Antonio Spurs,Minnesota Timberwolves,95 - 82,,2006-2007
13/12/2006 08:30,Chicago Bulls,Seattle SuperSonics,99 - 84,,2006-2007
13/12/2006 09:30,Dallas Mavericks,Los Angeles Lakers,110 - 101,,2006-2007
13/12/2006 10:30,Los Angeles Clippers,Utah Jazz,86 - 105,,2006-2007
14/12/2006 07:00,Charlotte Bobcats,Orlando Magic,99 - 89,,2006-2007
14/12/2006 09:30,New Orleans/Oklahoma City Hornets,San Antonio Spurs,77 - 103,,2006-2007
14/12/2006 10:30,Golden State Warriors,Houston Rockets,109 - 107,,2006-2007
15/12/2006 07:00,Indiana Pacers,New York Knicks,112 - 96,,2006-2007
15/12/2006 07:00,Toronto Raptors,New Jersey Nets,90 - 78,,2006-2007
15/12/2006 07:00,Washington Wizards,Miami Heat,106 - 95,,2006-2007
15/12/2006 07:30,Boston Celtics,Denver Nuggets,119 - 114,,2006-2007
15/12/2006 07:30,Cleveland Cavaliers,Seattle SuperSonics,106 - 84,,2006-2007
15/12/2006 08:00,Dallas Mavericks,Philadelphia 76ers,93 - 79,,2006-2007
15/12/2006 08:00,Memphis Grizzlies,Atlanta Hawks,88 - 97,,2006-2007
15/12/2006 08:30,Chicago Bulls,Milwaukee Bucks,117 - 111,,2006-2007
15/12/2006 09:00,Phoenix Suns,Golden State Warriors,105 - 101,,2006-2007
15/12/2006 09:00,Utah Jazz,Sacramento Kings,97 - 98,,2006-2007
15/12/2006 10:00,Portland Trail Blazers,Los Angeles Clippers,109 - 99,,2006-2007
15/12/2006 10:30,Los Angeles Lakers,Houston Rockets,112 - 101,2OT,2006-2007
16/12/2006 07:00,Atlanta Hawks,Chicago Bulls,104 - 106,OT,2006-2007
16/12/2006 07:00,Charlotte Bobcats,Boston Celtics,100 - 106,,2006-2007
16/12/2006 07:00,Orlando Magic,Cleveland Cavaliers,81 - 74,,2006-2007
16/12/2006 07:30,Miami Heat,Memphis Grizzlies,98 - 90,,2006-2007
16/12/2006 07:30,New York Knicks,Denver Nuggets,100 - 123,,2006-2007
16/12/2006 08:00,New Jersey Nets,Detroit Pistons,82 - 90,,2006-2007
16/12/2006 08:00,New Orleans/Oklahoma City Hornets,Dallas Mavericks,79 - 90,,2006-2007
16/12/2006 08:00,San Antonio Spurs,Philadelphia 76ers,103 - 98,,2006-2007
16/12/2006 08:30,Milwaukee Bucks,Minnesota Timberwolves,108 - 104,,2006-2007
16/12/2006 10:00,Sacramento Kings,Phoenix Suns,98 - 105,,2006-2007
17/12/2006 01:00,Toronto Raptors,Golden State Warriors,120 - 115,,2006-2007
17/12/2006 02:30,Indiana Pacers,Utah Jazz,94 - 104,,2006-2007
17/12/2006 03:30,Los Angeles Clippers,Houston Rockets,103 - 108,,2006-2007
17/12/2006 06:00,Detroit Pistons,Seattle SuperSonics,97 - 93,,2006-2007
17/12/2006 09:30,Los Angeles Lakers,Washington Wizards,141 - 147,OT,2006-2007
18/12/2006 07:30,Miami Heat,New Orleans/Oklahoma City Hornets,101 - 99,,2006-2007
18/12/2006 07:30,New Jersey Nets,Golden State Warriors,105 - 97,,2006-2007
18/12/2006 07:30,New York Knicks,Utah Jazz,97 - 96,OT,2006-2007
18/12/2006 08:00,Memphis Grizzlies,Seattle SuperSonics,134 - 126,2OT,2006-2007
18/12/2006 09:00,Denver Nuggets,Washington Wizards,117 - 108,,2006-2007
18/12/2006 10:00,Sacramento Kings,Dallas Mavericks,91 - 109,,2006-2007
19/12/2006 08:30,Chicago Bulls,Los Angeles Lakers,94 - 89,,2006-2007
19/12/2006 09:00,Phoenix Suns,Toronto Raptors,115 - 98,,2006-2007
20/12/2006 07:00,Atlanta Hawks,Utah Jazz,106 - 112,,2006-2007
20/12/2006 07:00,Orlando Magic,New Orleans/Oklahoma City Hornets,86 - 83,,2006-2007
20/12/2006 07:00,Philadelphia 76ers,Indiana Pacers,93 - 101,,2006-2007
20/12/2006 07:30,Boston Celtics,Golden State Warriors,95 - 96,,2006-2007
20/12/2006 07:30,New York Knicks,Charlotte Bobcats,111 - 109,2OT,2006-2007
20/12/2006 08:00,Milwaukee Bucks,Miami Heat,121 - 95,,2006-2007
20/12/2006 08:00,Minnesota Timberwolves,Los Angeles Lakers,94 - 111,,2006-2007
20/12/2006 08:00,New Jersey Nets,Cleveland Cavaliers,113 - 111,,2006-2007
20/12/2006 08:00,San Antonio Spurs,Memphis Grizzlies,105 - 98,,2006-2007
20/12/2006 10:00,Portland Trail Blazers,Houston Rockets,89 - 87,,2006-2007
20/12/2006 10:30,Los Angeles Clippers,Toronto Raptors,96 - 98,,2006-2007
20/12/2006 10:30,Seattle SuperSonics,Dallas Mavericks,95 - 103,,2006-2007
21/12/2006 08:00,Cleveland Cavaliers,Detroit Pistons,71 - 87,,2006-2007
21/12/2006 10:30,Sacramento Kings,Washington Wizards,119 - 126,,2006-2007
22/12/2006 07:00,Charlotte Bobcats,Utah Jazz,101 - 89,,2006-2007
22/12/2006 07:00,Orlando Magic,Golden State Warriors,108 - 117,,2006-2007
22/12/2006 07:30,Atlanta Hawks,Indiana Pacers,90 - 100,,2006-2007
22/12/2006 07:30,New Jersey Nets,Los Angeles Lakers,95 - 99,,2006-2007
22/12/2006 07:30,New York Knicks,Chicago Bulls,103 - 92,,2006-2007
22/12/2006 08:00,Boston Celtics,Philadelphia 76ers,83 - 98,,2006-2007
22/12/2006 08:00,Minnesota Timberwolves,Milwaukee Bucks,107 - 113,,2006-2007
22/12/2006 08:00,New Orleans/Oklahoma City Hornets,Memphis Grizzlies,100 - 97,OT,2006-2007
22/12/2006 08:00,San Antonio Spurs,Houston Rockets,78 - 97,,2006-2007
22/12/2006 08:30,Dallas Mavericks,Los Angeles Clippers,115 - 83,,2006-2007
22/12/2006 09:00,Denver Nuggets,Sacramento Kings,96 - 101,,2006-2007
22/12/2006 10:00,Portland Trail Blazers,Toronto Raptors,100 - 101,OT,2006-2007
22/12/2006 10:30,Phoenix Suns,Washington Wizards,139 - 144,OT,2006-2007
23/12/2006 07:00,Indiana Pacers,Minnesota Timberwolves,71 - 78,,2006-2007
23/12/2006 07:30,Cleveland Cavaliers,Orlando Magic,86 - 83,,2006-2007
23/12/2006 07:30,Detroit Pistons,Atlanta Hawks,108 - 81,,2006-2007
23/12/2006 07:30,Miami Heat,Golden State Warriors,105 - 92,,2006-2007
23/12/2006 07:30,Philadelphia 76ers,New York Knicks,98 - 77,,2006-2007
23/12/2006 08:00,Memphis Grizzlies,Utah Jazz,97 - 100,,2006-2007
23/12/2006 08:00,New Orleans/Oklahoma City Hornets,San Antonio Spurs,77 - 112,,2006-2007
23/12/2006 08:30,Chicago Bulls,Charlotte Bobcats,115 - 76,,2006-2007
23/12/2006 08:30,Houston Rockets,Los Angeles Clippers,93 - 98,,2006-2007
23/12/2006 08:30,Milwaukee Bucks,New Jersey Nets,115 - 104,,2006-2007
23/12/2006 10:00,Seattle SuperSonics,Toronto Raptors,110 - 97,,2006-2007
25/12/2006 02:30,Miami Heat,Los Angeles Lakers,101 - 85,,2006-2007
26/12/2006 07:00,Indiana Pacers,Houston Rockets,81 - 76,,2006-2007
26/12/2006 07:00,Washington Wizards,Memphis Grizzlies,116 - 101,,2006-2007
26/12/2006 07:30,Detroit Pistons,New Jersey Nets,92 - 91,,2006-2007
26/12/2006 08:00,Minnesota Timberwolves,Chicago Bulls,100 - 98,,2006-2007
26/12/2006 08:00,San Antonio Spurs,Milwaukee Bucks,107 - 114,,2006-2007
26/12/2006 08:30,Dallas Mavericks,Charlotte Bobcats,97 - 84,,2006-2007
26/12/2006 09:00,Denver Nuggets,Boston Celtics,116 - 105,,2006-2007
26/12/2006 09:00,Phoenix Suns,Portland Trail Blazers,110 - 87,,2006-2007
26/12/2006 09:00,Utah Jazz,Los Angeles Clippers,102 - 92,,2006-2007
26/12/2006 10:00,Seattle SuperSonics,New Orleans/Oklahoma City Hornets,102 - 94,,2006-2007
26/12/2006 10:30,Golden State Warriors,Philadelphia 76ers,116 - 97,,2006-2007
27/12/2006 07:00,Atlanta Hawks,Cleveland Cavaliers,76 - 89,,2006-2007
27/12/2006 07:00,Charlotte Bobcats,Washington Wizards,107 - 114,,2006-2007
27/12/2006 07:00,Orlando Magic,Los Angeles Lakers,93 - 106,,2006-2007
27/12/2006 07:00,Toronto Raptors,Minnesota Timberwolves,100 - 97,,2006-2007
27/12/2006 07:30,New Jersey Nets,Houston Rockets,71 - 96,,2006-2007
27/12/2006 07:30,New York Knicks,Detroit Pistons,151 - 145,3OT,2006-2007
27/12/2006 08:00,Memphis Grizzlies,Milwaukee Bucks,96 - 112,,2006-2007
27/12/2006 08:30,Chicago Bulls,Miami Heat,109 - 103,,2006-2007
27/12/2006 10:00,Portland Trail Blazers,New Orleans/Oklahoma City Hornets,100 - 85,,2006-2007
27/12/2006 10:00,Sacramento Kings,Philadelphia 76ers,101 - 76,,2006-2007
27/12/2006 10:30,Los Angeles Clippers,Boston Celtics,100 - 77,,2006-2007
28/12/2006 08:00,Dallas Mavericks,Phoenix Suns,101 - 99,,2006-2007
28/12/2006 08:00,San Antonio Spurs,Utah Jazz,106 - 83,,2006-2007
28/12/2006 10:30,Denver Nuggets,Seattle SuperSonics,112 - 98,,2006-2007
29/12/2006 07:00,Charlotte Bobcats,Los Angeles Lakers,133 - 124,3OT,2006-2007
29/12/2006 07:00,Toronto Raptors,Chicago Bulls,97 - 107,,2006-2007
29/12/2006 07:00,Washington Wizards,Orlando Magic,112 - 111,,2006-2007
29/12/2006 07:30,Cleveland Cavaliers,Milwaukee Bucks,109 - 99,,2006-2007
29/12/2006 07:30,Miami Heat,New Jersey Nets,81 - 91,,2006-2007
29/12/2006 08:00,Detroit Pistons,Indiana Pacers,92 - 93,,2006-2007
29/12/2006 08:00,Minnesota Timberwolves,Seattle SuperSonics,101 - 82,,2006-2007
29/12/2006 08:00,New Orleans/Oklahoma City Hornets,Denver Nuggets,99 - 89,,2006-2007
29/12/2006 08:30,Houston Rockets,Atlanta Hawks,94 - 68,,2006-2007
29/12/2006 09:00,Phoenix Suns,New York Knicks,108 - 86,,2006-2007
29/12/2006 10:00,Portland Trail Blazers,Philadelphia 76ers,95 - 98,,2006-2007
29/12/2006 10:30,Golden State Warriors,Boston Celtics,110 - 100,,2006-2007
29/12/2006 10:30,Los Angeles Clippers,Sacramento Kings,102 - 93,,2006-2007
30/12/2006 07:00,Indiana Pacers,Charlotte Bobcats,102 - 113,,2006-2007
30/12/2006 07:00,Orlando Magic,Miami Heat,97 - 68,,2006-2007
30/12/2006 07:30,New Jersey Nets,Minnesota Timberwolves,100 - 92,,2006-2007
30/12/2006 08:00,Memphis Grizzlies,Toronto Raptors,110 - 104,,2006-2007
30/12/2006 08:30,Chicago Bulls,Cleveland Cavaliers,103 - 96,,2006-2007
30/12/2006 08:30,Dallas Mavericks,New Orleans/Oklahoma City Hornets,94 - 80,,2006-2007
30/12/2006 08:30,Milwaukee Bucks,Washington Wizards,119 - 102,,2006-2007
30/12/2006 09:00,Utah Jazz,Portland Trail Blazers,96 - 86,,2006-2007
30/12/2006 10:00,Sacramento Kings,Golden State Warriors,119 - 96,,2006-2007
31/12/2006 03:30,Los Angeles Clippers,New York Knicks,90 - 80,,2006-2007
31/12/2006 03:30,San Antonio Spurs,Atlanta Hawks,95 - 81,,2006-2007
31/12/2006 04:00,Detroit Pistons,Phoenix Suns,101 - 108,,2006-2007
31/12/2006 07:00,Houston Rockets,Memphis Grizzlies,111 - 109,,2006-2007
31/12/2006 09:00,Denver Nuggets,Dallas Mavericks,85 - 89,,2006-2007
31/12/2006 09:30,Los Angeles Lakers,Philadelphia 76ers,104 - 94,,2006-2007
31/12/2006 10:00,Seattle SuperSonics,Boston Celtics,101 - 95,,2006-2007
01/01/2007 07:00,Charlotte Bobcats,Minnesota Timberwolves,96 - 102,,2006-2007
01/01/2007 10:00,Portland Trail Blazers,Boston Celtics,81 - 89,,2006-2007
02/01/2007 07:00,Cleveland Cavaliers,San Antonio Spurs,82 - 78,,2006-2007
02/01/2007 07:00,Orlando Magic,Los Angeles Clippers,91 - 86,,2006-2007
02/01/2007 08:00,New Orleans/Oklahoma City Hornets,Golden State Warriors,89 - 97,,2006-2007
02/01/2007 08:30,Chicago Bulls,Phoenix Suns,96 - 97,,2006-2007
02/01/2007 08:30,Dallas Mavericks,Seattle SuperSonics,112 - 88,,2006-2007
02/01/2007 09:00,Denver Nuggets,Philadelphia 76ers,97 - 108,,2006-2007
02/01/2007 10:00,Sacramento Kings,New York Knicks,112 - 100,,2006-2007
03/01/2007 07:00,Toronto Raptors,Phoenix Suns,98 - 100,,2006-2007
03/01/2007 07:00,Washington Wizards,Milwaukee Bucks,108 - 105,,2006-2007
03/01/2007 07:30,Boston Celtics,Cleveland Cavaliers,104 - 107,,2006-2007
03/01/2007 07:30,Miami Heat,Los Angeles Clippers,95 - 110,,2006-2007
03/01/2007 08:00,Memphis Grizzlies,Golden State Warriors,144 - 135,,2006-2007
03/01/2007 08:00,Minnesota Timberwolves,San Antonio Spurs,103 - 101,OT,2006-2007
03/01/2007 08:30,Houston Rockets,Seattle SuperSonics,103 - 96,,2006-2007
03/01/2007 09:00,Utah Jazz,Philadelphia 76ers,98 - 87,,2006-2007
03/01/2007 10:00,Portland Trail Blazers,New York Knicks,81 - 99,,2006-2007
04/01/2007 08:00,New Orleans/Oklahoma City Hornets,Detroit Pistons,68 - 92,,2006-2007
04/01/2007 08:30,Dallas Mavericks,Indiana Pacers,100 - 91,,2006-2007
04/01/2007 10:30,Sacramento Kings,Los Angeles Lakers,128 - 132,OT,2006-2007
05/01/2007 07:00,Orlando Magic,Charlotte Bobcats,106 - 74,,2006-2007
05/01/2007 07:00,Toronto Raptors,Atlanta Hawks,105 - 92,,2006-2007
05/01/2007 07:00,Washington Wizards,Los Angeles Clippers,116 - 105,,2006-2007
05/01/2007 07:30,New Jersey Nets,Chicago Bulls,91 - 86,,2006-2007
05/01/2007 08:00,Memphis Grizzlies,Boston Celtics,119 - 128,,2006-2007
05/01/2007 08:00,Minnesota Timberwolves,Philadelphia 76ers,104 - 102,OT,2006-2007
05/01/2007 08:00,San Antonio Spurs,Dallas Mavericks,85 - 90,,2006-2007
05/01/2007 08:30,Houston Rockets,Utah Jazz,100 - 86,,2006-2007
05/01/2007 08:30,Milwaukee Bucks,Cleveland Cavaliers,86 - 95,,2006-2007
05/01/2007 10:30,Los Angeles Lakers,Denver Nuggets,123 - 104,,2006-2007
05/01/2007 10:30,Phoenix Suns,Miami Heat,108 - 80,,2006-2007
05/01/2007 10:30,Seattle SuperSonics,New York Knicks,93 - 111,,2006-2007
06/01/2007 07:00,Atlanta Hawks,Los Angeles Clippers,86 - 74,,2006-2007
06/01/2007 07:30,Cleveland Cavaliers,New Jersey Nets,96 - 91,,2006-2007
06/01/2007 08:00,New Orleans/Oklahoma City Hornets,Indiana Pacers,93 - 100,,2006-2007
06/01/2007 08:30,Chicago Bulls,Detroit Pistons,106 - 89,,2006-2007
06/01/2007 09:00,Denver Nuggets,Utah Jazz,84 - 96,,2006-2007
06/01/2007 10:00,Sacramento Kings,Portland Trail Blazers,105 - 110,OT,2006-2007
06/01/2007 10:30,Golden State Warriors,Seattle SuperSonics,108 - 104,,2006-2007
07/01/2007 01:00,Toronto Raptors,Washington Wizards,116 - 111,,2006-2007
07/01/2007 03:30,Minnesota Timberwolves,Houston Rockets,103 - 99,OT,2006-2007
07/01/2007 04:00,Memphis Grizzlies,San Antonio Spurs,96 - 110,,2006-2007
07/01/2007 06:00,Orlando Magic,Boston Celtics,87 - 79,,2006-2007
07/01/2007 08:00,Phoenix Suns,Golden State Warriors,128 - 105,,2006-2007
07/01/2007 09:00,Portland Trail Blazers,Miami Heat,90 - 93,,2006-2007
07/01/2007 09:30,Los Angeles Lakers,Dallas Mavericks,101 - 98,,2006-2007
08/01/2007 08:00,New Orleans/Oklahoma City Hornets,Los Angeles Clippers,90 - 100,,2006-2007
08/01/2007 08:30,Chicago Bulls,Houston Rockets,77 - 84,,2006-2007
08/01/2007 09:00,Denver Nuggets,Milwaukee Bucks,104 - 92,,2006-2007
09/01/2007 07:00,Indiana Pacers,Atlanta Hawks,91 - 72,,2006-2007
09/01/2007 07:00,Philadelphia 76ers,Detroit Pistons,89 - 98,,2006-2007
09/01/2007 07:30,New Jersey Nets,Toronto Raptors,101 - 86,,2006-2007
09/01/2007 08:00,Memphis Grizzlies,Los Angeles Lakers,128 - 118,,2006-2007
09/01/2007 08:00,San Antonio Spurs,Portland Trail Blazers,98 - 84,,2006-2007
09/01/2007 09:00,Phoenix Suns,Seattle SuperSonics,113 - 102,,2006-2007
09/01/2007 09:00,Utah Jazz,Dallas Mavericks,105 - 108,,2006-2007
09/01/2007 10:00,Sacramento Kings,Cleveland Cavaliers,98 - 108,,2006-2007
10/01/2007 07:00,Atlanta Hawks,New Orleans/Oklahoma City Hornets,77 - 96,,2006-2007
10/01/2007 07:00,Washington Wizards,Chicago Bulls,113 - 103,,2006-2007
10/01/2007 07:30,Boston Celtics,Indiana Pacers,84 - 97,,2006-2007
10/01/2007 07:30,Detroit Pistons,Charlotte Bobcats,96 - 103,,2006-2007
10/01/2007 07:30,New York Knicks,Philadelphia 76ers,106 - 99,,2006-2007
10/01/2007 08:00,Milwaukee Bucks,Toronto Raptors,77 - 90,,2006-2007
10/01/2007 08:00,Minnesota Timberwolves,Los Angeles Clippers,91 - 92,,2006-2007
10/01/2007 08:30,Dallas Mavericks,Portland Trail Blazers,99 - 74,,2006-2007
10/01/2007 08:30,Houston Rockets,Los Angeles Lakers,102 - 77,,2006-2007
10/01/2007 09:00,Denver Nuggets,San Antonio Spurs,83 - 92,,2006-2007
10/01/2007 10:00,Seattle SuperSonics,Miami Heat,103 - 107,,2006-2007
10/01/2007 10:30,Golden State Warriors,Orlando Magic,76 - 91,,2006-2007
11/01/2007 08:00,Chicago Bulls,New Jersey Nets,83 - 86,,2006-2007
11/01/2007 10:30,Phoenix Suns,Cleveland Cavaliers,109 - 90,,2006-2007
12/01/2007 07:00,Indiana Pacers,Dallas Mavericks,113 - 115,OT,2006-2007
12/01/2007 07:00,Philadelphia 76ers,Milwaukee Bucks,110 - 97,,2006-2007
12/01/2007 07:30,Atlanta Hawks,Detroit Pistons,99 - 93,,2006-2007
12/01/2007 07:30,Boston Celtics,Toronto Raptors,86 - 95,,2006-2007
12/01/2007 07:30,New York Knicks,Charlotte Bobcats,110 - 126,,2006-2007
12/01/2007 08:00,Memphis Grizzlies,Minnesota Timberwolves,110 - 116,,2006-2007
12/01/2007 08:00,New Orleans/Oklahoma City Hornets,Washington Wizards,104 - 97,,2006-2007
12/01/2007 10:00,Portland Trail Blazers,Sacramento Kings,95 - 87,,2006-2007
12/01/2007 10:30,Denver Nuggets,Houston Rockets,86 - 90,,2006-2007
12/01/2007 10:30,Golden State Warriors,Miami Heat,96 - 118,,2006-2007
12/01/2007 10:30,Los Angeles Lakers,Orlando Magic,109 - 106,,2006-2007
12/01/2007 10:30,Seattle SuperSonics,Utah Jazz,122 - 114,OT,2006-2007
13/01/2007 07:00,Charlotte Bobcats,Philadelphia 76ers,89 - 83,,2006-2007
13/01/2007 07:30,Detroit Pistons,Boston Celtics,81 - 73,,2006-2007
13/01/2007 08:00,Minnesota Timberwolves,New Jersey Nets,109 - 98,,2006-2007
13/01/2007 08:00,San Antonio Spurs,Washington Wizards,93 - 80,,2006-2007
13/01/2007 08:30,Chicago Bulls,Memphis Grizzlies,111 - 66,,2006-2007
13/01/2007 09:00,Phoenix Suns,Orlando Magic,107 - 101,,2006-2007
13/01/2007 09:00,Utah Jazz,Miami Heat,110 - 119,,2006-2007
13/01/2007 10:00,Sacramento Kings,Houston Rockets,111 - 115,OT,2006-2007
13/01/2007 10:30,Los Angeles Clippers,Cleveland Cavaliers,92 - 104,,2006-2007
14/01/2007 01:00,Toronto Raptors,Dallas Mavericks,96 - 97,,2006-2007
14/01/2007 09:00,Portland Trail Blazers,Denver Nuggets,93 - 109,,2006-2007
15/01/2007 01:00,Charlotte Bobcats,Milwaukee Bucks,91 - 99,,2006-2007
15/01/2007 01:00,New York Knicks,Sacramento Kings,102 - 97,,2006-2007
15/01/2007 01:00,Washington Wizards,Utah Jazz,114 - 111,,2006-2007
15/01/2007 02:00,Atlanta Hawks,Boston Celtics,100 - 96,,2006-2007
15/01/2007 02:00,Chicago Bulls,San Antonio Spurs,99 - 87,,2006-2007
15/01/2007 02:00,Philadelphia 76ers,Toronto Raptors,86 - 104,,2006-2007
15/01/2007 03:30,Detroit Pistons,Minnesota Timberwolves,90 - 94,OT,2006-2007
15/01/2007 03:30,New Jersey Nets,Indiana Pacers,105 - 95,,2006-2007
15/01/2007 04:00,Golden State Warriors,Los Angeles Clippers,108 - 93,,2006-2007
15/01/2007 07:30,Memphis Grizzlies,Phoenix Suns,122 - 137,,2006-2007
15/01/2007 10:00,Los Angeles Lakers,Miami Heat,124 - 118,OT,2006-2007
16/01/2007 08:00,New Orleans/Oklahoma City Hornets,Orlando Magic,84 - 78,OT,2006-2007
16/01/2007 08:30,Dallas Mavericks,Houston Rockets,109 - 96,,2006-2007
16/01/2007 10:00,Seattle SuperSonics,Cleveland Cavaliers,101 - 96,,2006-2007
17/01/2007 07:00,Charlotte Bobcats,New Jersey Nets,85 - 92,,2006-2007
17/01/2007 07:00,Toronto Raptors,Sacramento Kings,101 - 85,,2006-2007
17/01/2007 07:00,Washington Wizards,New York Knicks,99 - 98,,2006-2007
17/01/2007 07:30,Detroit Pistons,Utah Jazz,99 - 100,,2006-2007
17/01/2007 08:00,Memphis Grizzlies,Philadelphia 76ers,118 - 102,,2006-2007
17/01/2007 08:00,Milwaukee Bucks,Chicago Bulls,90 - 99,,2006-2007
17/01/2007 08:00,Minnesota Timberwolves,Atlanta Hawks,88 - 105,,2006-2007
17/01/2007 08:30,Houston Rockets,Phoenix Suns,91 - 100,,2006-2007
17/01/2007 09:00,San Antonio Spurs,Los Angeles Lakers,96 - 100,,2006-2007
17/01/2007 10:00,Portland Trail Blazers,Cleveland Cavaliers,94 - 76,,2006-2007
17/01/2007 10:30,Los Angeles Clippers,Golden State Warriors,115 - 109,,2006-2007
18/01/2007 07:00,Miami Heat,Indiana Pacers,104 - 101,,2006-2007
18/01/2007 09:30,Dallas Mavericks,Los Angeles Lakers,114 - 95,,2006-2007
19/01/2007 07:00,Orlando Magic,Washington Wizards,93 - 114,,2006-2007
19/01/2007 07:00,Philadelphia 76ers,Miami Heat,98 - 95,OT,2006-2007
19/01/2007 07:00,Toronto Raptors,Utah Jazz,94 - 102,,2006-2007
19/01/2007 07:30,Atlanta Hawks,Charlotte Bobcats,75 - 96,,2006-2007
19/01/2007 07:30,Boston Celtics,Sacramento Kings,91 - 96,,2006-2007
19/01/2007 07:30,New York Knicks,New Jersey Nets,100 - 101,,2006-2007
19/01/2007 08:00,Minnesota Timberwolves,Detroit Pistons,98 - 104,2OT,2006-2007
19/01/2007 08:00,San Antonio Spurs,New Orleans/Oklahoma City Hornets,99 - 86,,2006-2007
19/01/2007 09:00,Phoenix Suns,Portland Trail Blazers,106 - 101,,2006-2007
19/01/2007 10:30,Denver Nuggets,Cleveland Cavaliers,110 - 99,,2006-2007
19/01/2007 10:30,Seattle SuperSonics,Milwaukee Bucks,99 - 72,,2006-2007
20/01/2007 03:30,Los Angeles Clippers,Memphis Grizzlies,112 - 91,,2006-2007
20/01/2007 07:00,Charlotte Bobcats,Atlanta Hawks,104 - 85,,2006-2007
20/01/2007 07:00,Indiana Pacers,New York Knicks,106 - 108,,2006-2007
20/01/2007 07:30,Detroit Pistons,Sacramento Kings,91 - 74,,2006-2007
20/01/2007 08:00,New Jersey Nets,Orlando Magic,101 - 94,,2006-2007
20/01/2007 08:00,New Orleans/Oklahoma City Hornets,Los Angeles Lakers,113 - 103,,2006-2007
20/01/2007 08:00,Washington Wizards,Boston Celtics,115 - 110,OT,2006-2007
20/01/2007 08:30,Chicago Bulls,Utah Jazz,85 - 95,,2006-2007
20/01/2007 08:30,Houston Rockets,Denver Nuggets,113 - 121,OT,2006-2007
20/01/2007 10:30,Golden State Warriors,Cleveland Cavaliers,104 - 106,OT,2006-2007
21/01/2007 01:00,Miami Heat,Dallas Mavericks,93 - 99,,2006-2007
21/01/2007 06:00,Philadelphia 76ers,San Antonio Spurs,85 - 99,,2006-2007
21/01/2007 08:00,Phoenix Suns,Minnesota Timberwolves,131 - 102,,2006-2007
21/01/2007 09:00,Portland Trail Blazers,Milwaukee Bucks,99 - 95,,2006-2007
22/01/2007 07:00,Cleveland Cavaliers,Orlando Magic,79 - 90,,2006-2007
22/01/2007 07:00,Indiana Pacers,Chicago Bulls,98 - 91,,2006-2007
22/01/2007 07:00,Toronto Raptors,Charlotte Bobcats,105 - 84,,2006-2007
22/01/2007 07:30,Boston Celtics,San Antonio Spurs,89 - 93,,2006-2007
22/01/2007 07:30,Miami Heat,New York Knicks,101 - 83,,2006-2007
22/01/2007 09:00,Denver Nuggets,Memphis Grizzlies,115 - 98,,2006-2007
22/01/2007 09:00,Utah Jazz,Minnesota Timberwolves,106 - 91,,2006-2007
22/01/2007 10:00,Sacramento Kings,New Jersey Nets,88 - 87,,2006-2007
22/01/2007 10:30,Los Angeles Lakers,Golden State Warriors,108 - 103,,2006-2007
23/01/2007 07:00,Orlando Magic,Dallas Mavericks,95 - 111,,2006-2007
23/01/2007 07:00,Philadelphia 76ers,New Orleans/Oklahoma City Hornets,102 - 96,,2006-2007
23/01/2007 07:00,Washington Wizards,Phoenix Suns,105 - 127,,2006-2007
23/01/2007 08:30,Chicago Bulls,Atlanta Hawks,94 - 86,,2006-2007
23/01/2007 10:00,Seattle SuperSonics,Denver Nuggets,112 - 117,,2006-2007
23/01/2007 10:30,Los Angeles Clippers,Milwaukee Bucks,115 - 96,,2006-2007
24/01/2007 07:00,Charlotte Bobcats,Detroit Pistons,92 - 103,,2006-2007
24/01/2007 07:00,Cleveland Cavaliers,Philadelphia 76ers,115 - 118,2OT,2006-2007
24/01/2007 07:00,Indiana Pacers,Miami Heat,96 - 94,OT,2006-2007
24/01/2007 07:00,Toronto Raptors,New Orleans/Oklahoma City Hornets,90 - 88,,2006-2007
24/01/2007 07:30,Boston Celtics,Atlanta Hawks,76 - 82,,2006-2007
24/01/2007 07:30,New York Knicks,Phoenix Suns,107 - 112,,2006-2007
24/01/2007 09:00,San Antonio Spurs,Houston Rockets,85 - 90,,2006-2007
24/01/2007 09:00,Utah Jazz,Memphis Grizzlies,130 - 132,OT,2006-2007
24/01/2007 10:00,Portland Trail Blazers,Minnesota Timberwolves,101 - 98,OT,2006-2007
24/01/2007 10:00,Sacramento Kings,Milwaukee Bucks,114 - 106,,2006-2007
24/01/2007 10:30,Golden State Warriors,New Jersey Nets,110 - 109,,2006-2007
25/01/2007 08:00,Chicago Bulls,Dallas Mavericks,96 - 85,,2006-2007
25/01/2007 10:30,Los Angeles Clippers,New Jersey Nets,102 - 101,,2006-2007
26/01/2007 07:00,Detroit Pistons,Washington Wizards,96 - 99,,2006-2007
26/01/2007 07:00,Orlando Magic,Atlanta Hawks,90 - 93,,2006-2007
26/01/2007 07:00,Philadelphia 76ers,Cleveland Cavaliers,97 - 105,,2006-2007
26/01/2007 07:00,Toronto Raptors,Boston Celtics,96 - 90,,2006-2007
26/01/2007 07:30,New York Knicks,Miami Heat,116 - 96,,2006-2007
26/01/2007 08:00,New Orleans/Oklahoma City Hornets,Sacramento Kings,88 - 84,,2006-2007
