Date,Home Team,Away Team,Result,Overtime,Season
11/12/2013 08:00,Minnesota Timberwolves,Philadelphia 76ers,106 - 99,,2013-2014
11/12/2013 08:00,New Orleans Pelicans,Detroit Pistons,111 - 106,OT,2013-2014
11/12/2013 08:00,New York Knicks,Chicago Bulls,83 - 78,,2013-2014
11/12/2013 10:00,Sacramento Kings,Utah Jazz,101 - 122,,2013-2014
11/12/2013 10:30,Golden State Warriors,Dallas Mavericks,95 - 93,,2013-2014
12/12/2013 08:00,Brooklyn Nets,Los Angeles Clippers,102 - 93,,2013-2014
12/12/2013 10:30,Portland Trail Blazers,Houston Rockets,111 - 104,,2013-2014
13/12/2013 07:00,Indiana Pacers,Charlotte Bobcats,99 - 94,,2013-2014
13/12/2013 07:00,Orlando Magic,Cleveland Cavaliers,100 - 109,,2013-2014
13/12/2013 07:00,Toronto Raptors,Philadelphia 76ers,108 - 100,,2013-2014
13/12/2013 07:30,Atlanta Hawks,Washington Wizards,101 - 99,OT,2013-2014
13/12/2013 07:30,Boston Celtics,New York Knicks,90 - 86,,2013-2014
13/12/2013 07:30,Detroit Pistons,Brooklyn Nets,103 - 99,,2013-2014
13/12/2013 08:00,New Orleans Pelicans,Memphis Grizzlies,104 - 98,,2013-2014
13/12/2013 08:00,Oklahoma City Thunder,Los Angeles Lakers,122 - 97,,2013-2014
13/12/2013 08:30,Milwaukee Bucks,Chicago Bulls,90 - 91,,2013-2014
13/12/2013 08:30,San Antonio Spurs,Minnesota Timberwolves,117 - 110,,2013-2014
13/12/2013 09:00,Denver Nuggets,Utah Jazz,93 - 103,,2013-2014
13/12/2013 09:00,Phoenix Suns,Sacramento Kings,116 - 107,,2013-2014
13/12/2013 10:30,Golden State Warriors,Houston Rockets,112 - 116,,2013-2014
14/12/2013 07:00,Charlotte Bobcats,Los Angeles Lakers,85 - 88,,2013-2014
14/12/2013 07:00,Washington Wizards,Los Angeles Clippers,97 - 113,,2013-2014
14/12/2013 07:30,Miami Heat,Cleveland Cavaliers,114 - 107,,2013-2014
14/12/2013 07:30,New York Knicks,Atlanta Hawks,111 - 106,,2013-2014
14/12/2013 08:00,Chicago Bulls,Toronto Raptors,77 - 99,,2013-2014
14/12/2013 08:00,Philadelphia 76ers,Portland Trail Blazers,105 - 139,,2013-2014
14/12/2013 08:30,Dallas Mavericks,Milwaukee Bucks,106 - 93,,2013-2014
14/12/2013 09:00,Utah Jazz,San Antonio Spurs,84 - 100,,2013-2014
15/12/2013 06:00,Detroit Pistons,Portland Trail Blazers,109 - 111,OT,2013-2014
15/12/2013 06:00,Memphis Grizzlies,Minnesota Timberwolves,93 - 101,,2013-2014
15/12/2013 06:00,Sacramento Kings,Houston Rockets,106 - 91,,2013-2014
15/12/2013 07:00,Oklahoma City Thunder,Orlando Magic,101 - 98,,2013-2014
15/12/2013 08:00,Denver Nuggets,New Orleans Pelicans,102 - 93,,2013-2014
15/12/2013 08:00,Phoenix Suns,Golden State Warriors,106 - 102,,2013-2014
16/12/2013 07:00,Indiana Pacers,Detroit Pistons,96 - 101,,2013-2014
16/12/2013 07:30,Atlanta Hawks,Los Angeles Lakers,114 - 100,,2013-2014
16/12/2013 07:30,Boston Celtics,Minnesota Timberwolves,101 - 97,,2013-2014
16/12/2013 07:30,Brooklyn Nets,Philadelphia 76ers,130 - 94,,2013-2014
16/12/2013 07:30,Miami Heat,Utah Jazz,117 - 94,,2013-2014
16/12/2013 07:30,New York Knicks,Washington Wizards,101 - 102,,2013-2014
16/12/2013 08:00,Chicago Bulls,Orlando Magic,82 - 83,,2013-2014
16/12/2013 10:30,Los Angeles Clippers,San Antonio Spurs,115 - 92,,2013-2014
17/12/2013 07:00,Charlotte Bobcats,Sacramento Kings,95 - 87,,2013-2014
17/12/2013 07:00,Cleveland Cavaliers,Portland Trail Blazers,116 - 119,,2013-2014
17/12/2013 08:00,Memphis Grizzlies,Los Angeles Lakers,92 - 96,,2013-2014
17/12/2013 09:00,Denver Nuggets,Oklahoma City Thunder,93 - 105,,2013-2014
17/12/2013 10:30,Golden State Warriors,New Orleans Pelicans,104 - 93,,2013-2014
18/12/2013 07:00,Miami Heat,Indiana Pacers,97 - 94,,2013-2014
18/12/2013 07:00,Orlando Magic,Utah Jazz,82 - 86,,2013-2014
18/12/2013 07:00,Toronto Raptors,Charlotte Bobcats,102 - 104,OT,2013-2014
18/12/2013 07:30,Atlanta Hawks,Sacramento Kings,124 - 107,,2013-2014
18/12/2013 07:30,Boston Celtics,Detroit Pistons,106 - 107,,2013-2014
18/12/2013 07:30,Brooklyn Nets,Washington Wizards,107 - 113,,2013-2014
18/12/2013 08:00,Milwaukee Bucks,New York Knicks,101 - 107,2OT,2013-2014
18/12/2013 08:00,Minnesota Timberwolves,Portland Trail Blazers,120 - 109,,2013-2014
18/12/2013 08:30,Dallas Mavericks,Memphis Grizzlies,105 - 91,,2013-2014
18/12/2013 09:00,Phoenix Suns,San Antonio Spurs,101 - 108,,2013-2014
18/12/2013 09:30,Houston Rockets,Chicago Bulls,109 - 94,,2013-2014
18/12/2013 10:30,Los Angeles Clippers,New Orleans Pelicans,108 - 95,,2013-2014
19/12/2013 08:00,Oklahoma City Thunder,Chicago Bulls,107 - 95,,2013-2014
19/12/2013 10:30,Golden State Warriors,San Antonio Spurs,102 - 104,,2013-2014
20/12/2013 07:00,Philadelphia 76ers,Brooklyn Nets,121 - 120,OT,2013-2014
20/12/2013 07:30,Atlanta Hawks,Utah Jazz,118 - 85,,2013-2014
20/12/2013 07:30,Cleveland Cavaliers,Milwaukee Bucks,114 - 111,OT,2013-2014
20/12/2013 07:30,Detroit Pistons,Charlotte Bobcats,106 - 116,,2013-2014
20/12/2013 07:30,Miami Heat,Sacramento Kings,122 - 103,,2013-2014
20/12/2013 08:00,Indiana Pacers,Houston Rockets,114 - 81,,2013-2014
20/12/2013 08:30,Dallas Mavericks,Toronto Raptors,108 - 109,OT,2013-2014
20/12/2013 09:00,Denver Nuggets,Phoenix Suns,99 - 103,,2013-2014
20/12/2013 10:30,Los Angeles Lakers,Minnesota Timberwolves,104 - 91,,2013-2014
21/12/2013 12:00,New York Knicks,Memphis Grizzlies,87 - 95,,2013-2014
21/12/2013 01:00,Boston Celtics,Washington Wizards,99 - 106,,2013-2014
21/12/2013 07:00,Orlando Magic,Sacramento Kings,100 - 105,,2013-2014
21/12/2013 07:30,Charlotte Bobcats,Utah Jazz,85 - 88,,2013-2014
21/12/2013 07:30,Detroit Pistons,Houston Rockets,97 - 114,,2013-2014
21/12/2013 08:00,Chicago Bulls,Cleveland Cavaliers,100 - 84,,2013-2014
21/12/2013 08:30,Milwaukee Bucks,Philadelphia 76ers,116 - 106,,2013-2014
21/12/2013 08:30,San Antonio Spurs,Oklahoma City Thunder,100 - 113,,2013-2014
21/12/2013 09:00,Phoenix Suns,Dallas Mavericks,123 - 108,,2013-2014
21/12/2013 10:00,Portland Trail Blazers,New Orleans Pelicans,110 - 107,,2013-2014
21/12/2013 10:30,Golden State Warriors,Los Angeles Lakers,102 - 83,,2013-2014
21/12/2013 10:30,Los Angeles Clippers,Denver Nuggets,112 - 91,,2013-2014
22/12/2013 06:00,Indiana Pacers,Boston Celtics,106 - 79,,2013-2014
22/12/2013 07:00,Oklahoma City Thunder,Toronto Raptors,98 - 104,,2013-2014
22/12/2013 09:30,Los Angeles Clippers,Minnesota Timberwolves,120 - 116,OT,2013-2014
23/12/2013 07:00,Charlotte Bobcats,Milwaukee Bucks,111 - 110,OT,2013-2014
23/12/2013 07:00,Cleveland Cavaliers,Detroit Pistons,92 - 115,,2013-2014
23/12/2013 07:00,Orlando Magic,New York Knicks,98 - 103,,2013-2014
23/12/2013 07:30,Brooklyn Nets,Indiana Pacers,86 - 103,,2013-2014
23/12/2013 07:30,Miami Heat,Atlanta Hawks,121 - 119,OT,2013-2014
23/12/2013 08:00,Houston Rockets,Dallas Mavericks,104 - 111,,2013-2014
23/12/2013 08:00,Memphis Grizzlies,Utah Jazz,104 - 94,,2013-2014
23/12/2013 08:30,San Antonio Spurs,Toronto Raptors,112 - 99,,2013-2014
23/12/2013 09:00,Denver Nuggets,Golden State Warriors,81 - 89,,2013-2014
23/12/2013 09:00,Phoenix Suns,Los Angeles Lakers,117 - 90,,2013-2014
23/12/2013 10:00,Sacramento Kings,New Orleans Pelicans,100 - 113,,2013-2014
25/12/2013 12:00,Brooklyn Nets,Chicago Bulls,78 - 95,,2013-2014
25/12/2013 02:30,New York Knicks,Oklahoma City Thunder,94 - 123,,2013-2014
25/12/2013 05:00,Los Angeles Lakers,Miami Heat,95 - 101,,2013-2014
25/12/2013 08:00,San Antonio Spurs,Houston Rockets,98 - 111,,2013-2014
25/12/2013 10:30,Golden State Warriors,Los Angeles Clippers,105 - 103,,2013-2014
26/12/2013 07:00,Cleveland Cavaliers,Atlanta Hawks,125 - 127,2OT,2013-2014
26/12/2013 08:00,Houston Rockets,Memphis Grizzlies,100 - 92,,2013-2014
26/12/2013 08:30,Dallas Mavericks,San Antonio Spurs,107 - 116,,2013-2014
26/12/2013 10:30,Portland Trail Blazers,Los Angeles Clippers,116 - 112,OT,2013-2014
27/12/2013 07:00,Charlotte Bobcats,Oklahoma City Thunder,85 - 89,,2013-2014
27/12/2013 07:00,Orlando Magic,Detroit Pistons,109 - 92,,2013-2014
27/12/2013 07:30,Brooklyn Nets,Milwaukee Bucks,104 - 93,,2013-2014
27/12/2013 07:30,New York Knicks,Toronto Raptors,83 - 95,,2013-2014
27/12/2013 08:00,Minnesota Timberwolves,Washington Wizards,120 - 98,,2013-2014
27/12/2013 08:00,New Orleans Pelicans,Denver Nuggets,105 - 89,,2013-2014
27/12/2013 09:00,Utah Jazz,Los Angeles Lakers,105 - 103,,2013-2014
27/12/2013 10:00,Sacramento Kings,Miami Heat,108 - 103,OT,2013-2014
27/12/2013 10:30,Golden State Warriors,Phoenix Suns,115 - 86,,2013-2014
28/12/2013 01:00,Boston Celtics,Cleveland Cavaliers,103 - 100,,2013-2014
28/12/2013 07:00,Indiana Pacers,Brooklyn Nets,105 - 91,,2013-2014
28/12/2013 07:00,Toronto Raptors,New York Knicks,115 - 100,,2013-2014
28/12/2013 07:00,Washington Wizards,Detroit Pistons,106 - 82,,2013-2014
28/12/2013 07:30,Atlanta Hawks,Charlotte Bobcats,118 - 116,OT,2013-2014
28/12/2013 08:00,Chicago Bulls,Dallas Mavericks,83 - 105,,2013-2014
28/12/2013 08:00,Houston Rockets,New Orleans Pelicans,107 - 98,,2013-2014
28/12/2013 08:00,Memphis Grizzlies,Denver Nuggets,120 - 99,,2013-2014
28/12/2013 08:30,Milwaukee Bucks,Minnesota Timberwolves,95 - 117,,2013-2014
28/12/2013 09:00,Phoenix Suns,Philadelphia 76ers,115 - 101,,2013-2014
28/12/2013 10:00,Portland Trail Blazers,Miami Heat,107 - 108,,2013-2014
28/12/2013 10:30,Los Angeles Clippers,Utah Jazz,98 - 90,,2013-2014
29/12/2013 06:00,Cleveland Cavaliers,Golden State Warriors,104 - 108,OT,2013-2014
29/12/2013 06:00,Orlando Magic,Atlanta Hawks,109 - 102,,2013-2014
29/12/2013 07:00,Oklahoma City Thunder,Houston Rockets,117 - 86,,2013-2014
29/12/2013 07:00,San Antonio Spurs,Sacramento Kings,112 - 104,,2013-2014
29/12/2013 09:30,Los Angeles Lakers,Philadelphia 76ers,104 - 111,,2013-2014
30/12/2013 07:30,Detroit Pistons,Washington Wizards,99 - 106,,2013-2014
30/12/2013 08:00,Memphis Grizzlies,Chicago Bulls,91 - 95,,2013-2014
30/12/2013 08:00,Minnesota Timberwolves,Dallas Mavericks,98 - 100,,2013-2014
30/12/2013 08:00,New Orleans Pelicans,Portland Trail Blazers,110 - 108,,2013-2014
30/12/2013 09:00,Denver Nuggets,Miami Heat,94 - 97,,2013-2014
30/12/2013 09:00,Utah Jazz,Charlotte Bobcats,83 - 80,,2013-2014
30/12/2013 10:30,Los Angeles Clippers,Phoenix Suns,88 - 107,,2013-2014
31/12/2013 01:00,Boston Celtics,Atlanta Hawks,91 - 92,,2013-2014
31/12/2013 03:00,Indiana Pacers,Cleveland Cavaliers,91 - 76,,2013-2014
31/12/2013 05:00,Orlando Magic,Golden State Warriors,81 - 94,,2013-2014
31/12/2013 07:00,Houston Rockets,Sacramento Kings,106 - 110,,2013-2014
31/12/2013 07:00,San Antonio Spurs,Brooklyn Nets,113 - 92,,2013-2014
31/12/2013 08:00,Chicago Bulls,Toronto Raptors,79 - 85,,2013-2014
31/12/2013 08:00,Oklahoma City Thunder,Portland Trail Blazers,94 - 98,,2013-2014
31/12/2013 10:30,Los Angeles Lakers,Milwaukee Bucks,79 - 94,,2013-2014
01/01/2014 06:00,Washington Wizards,Dallas Mavericks,78 - 87,,2013-2014
01/01/2014 07:00,Toronto Raptors,Indiana Pacers,95 - 82,,2013-2014
01/01/2014 08:00,Minnesota Timberwolves,New Orleans Pelicans,124 - 112,,2013-2014
01/01/2014 09:00,Denver Nuggets,Philadelphia 76ers,102 - 114,,2013-2014
01/01/2014 09:30,Los Angeles Clippers,Charlotte Bobcats,112 - 85,,2013-2014
02/01/2014 07:00,Cleveland Cavaliers,Orlando Magic,87 - 81,OT,2013-2014
02/01/2014 07:30,Miami Heat,Golden State Warriors,114 - 123,,2013-2014
02/01/2014 08:00,Chicago Bulls,Boston Celtics,94 - 82,,2013-2014
02/01/2014 08:00,Oklahoma City Thunder,Brooklyn Nets,93 - 95,,2013-2014
02/01/2014 08:30,San Antonio Spurs,New York Knicks,101 - 105,,2013-2014
02/01/2014 09:00,Phoenix Suns,Memphis Grizzlies,91 - 99,,2013-2014
02/01/2014 09:00,Utah Jazz,Milwaukee Bucks,96 - 87,,2013-2014
02/01/2014 10:00,Portland Trail Blazers,Charlotte Bobcats,134 - 104,,2013-2014
02/01/2014 10:00,Sacramento Kings,Philadelphia 76ers,104 - 113,,2013-2014
03/01/2014 07:00,Washington Wizards,Toronto Raptors,88 - 101,,2013-2014
03/01/2014 07:30,Atlanta Hawks,Golden State Warriors,100 - 101,,2013-2014
03/01/2014 07:30,Boston Celtics,New Orleans Pelicans,92 - 95,,2013-2014
03/01/2014 08:00,Houston Rockets,New York Knicks,102 - 100,,2013-2014
03/01/2014 08:30,Dallas Mavericks,Los Angeles Clippers,112 - 119,,2013-2014
03/01/2014 09:00,Denver Nuggets,Memphis Grizzlies,111 - 108,,2013-2014
03/01/2014 10:30,Los Angeles Lakers,Utah Jazz,110 - 99,,2013-2014
04/01/2014 07:00,Indiana Pacers,New Orleans Pelicans,99 - 82,,2013-2014
04/01/2014 07:00,Orlando Magic,Miami Heat,94 - 110,,2013-2014
04/01/2014 07:30,Brooklyn Nets,Cleveland Cavaliers,89 - 82,,2013-2014
04/01/2014 08:00,Chicago Bulls,Atlanta Hawks,91 - 84,,2013-2014
04/01/2014 08:00,Minnesota Timberwolves,Oklahoma City Thunder,111 - 115,,2013-2014
04/01/2014 08:30,San Antonio Spurs,Los Angeles Clippers,116 - 92,,2013-2014
04/01/2014 09:00,Phoenix Suns,Milwaukee Bucks,116 - 100,,2013-2014
04/01/2014 10:00,Portland Trail Blazers,Philadelphia 76ers,99 - 101,,2013-2014
04/01/2014 10:00,Sacramento Kings,Charlotte Bobcats,103 - 113,,2013-2014
05/01/2014 01:00,Detroit Pistons,Memphis Grizzlies,84 - 112,,2013-2014
05/01/2014 06:00,Cleveland Cavaliers,Indiana Pacers,78 - 82,,2013-2014
05/01/2014 06:00,Miami Heat,Toronto Raptors,102 - 97,,2013-2014
05/01/2014 06:00,Washington Wizards,Golden State Warriors,96 - 112,,2013-2014
05/01/2014 07:00,Oklahoma City Thunder,Boston Celtics,119 - 96,,2013-2014
05/01/2014 07:30,Dallas Mavericks,New York Knicks,80 - 92,,2013-2014
05/01/2014 09:30,Los Angeles Lakers,Denver Nuggets,115 - 137,,2013-2014
06/01/2014 07:00,Philadelphia 76ers,Minnesota Timberwolves,95 - 126,,2013-2014
06/01/2014 07:30,Brooklyn Nets,Atlanta Hawks,91 - 86,,2013-2014
06/01/2014 10:30,Los Angeles Clippers,Orlando Magic,101 - 81,,2013-2014
07/01/2014 07:00,Charlotte Bobcats,Washington Wizards,83 - 97,,2013-2014
07/01/2014 07:00,Cleveland Cavaliers,Philadelphia 76ers,111 - 93,,2013-2014
07/01/2014 07:00,Indiana Pacers,Toronto Raptors,86 - 79,,2013-2014
07/01/2014 07:30,Miami Heat,New Orleans Pelicans,107 - 88,,2013-2014
07/01/2014 07:30,New York Knicks,Detroit Pistons,89 - 85,,2013-2014
07/01/2014 08:00,Chicago Bulls,Phoenix Suns,92 - 87,,2013-2014
07/01/2014 08:00,Memphis Grizzlies,San Antonio Spurs,108 - 110,OT,2013-2014
07/01/2014 08:00,Milwaukee Bucks,Golden State Warriors,80 - 101,,2013-2014
07/01/2014 08:30,Dallas Mavericks,Los Angeles Lakers,110 - 97,,2013-2014
07/01/2014 09:00,Denver Nuggets,Boston Celtics,129 - 98,,2013-2014
07/01/2014 09:00,Utah Jazz,Oklahoma City Thunder,112 - 101,,2013-2014
07/01/2014 10:00,Sacramento Kings,Portland Trail Blazers,123 - 119,,2013-2014
08/01/2014 07:00,San Antonio Spurs,Dallas Mavericks,112 - 90,,2013-2014
08/01/2014 07:00,Toronto Raptors,Detroit Pistons,112 - 91,,2013-2014
08/01/2014 07:30,Atlanta Hawks,Indiana Pacers,97 - 87,,2013-2014
08/01/2014 07:30,Brooklyn Nets,Golden State Warriors,102 - 98,,2013-2014
08/01/2014 08:00,Houston Rockets,Los Angeles Lakers,113 - 99,,2013-2014
08/01/2014 08:00,New Orleans Pelicans,Washington Wizards,96 - 102,,2013-2014
08/01/2014 09:30,Minnesota Timberwolves,Phoenix Suns,103 - 104,,2013-2014
08/01/2014 10:00,Portland Trail Blazers,Orlando Magic,110 - 94,,2013-2014
08/01/2014 10:30,Los Angeles Clippers,Boston Celtics,111 - 105,,2013-2014
09/01/2014 08:00,New York Knicks,Miami Heat,102 - 92,,2013-2014
09/01/2014 10:30,Denver Nuggets,Oklahoma City Thunder,101 - 88,,2013-2014
10/01/2014 07:00,Indiana Pacers,Washington Wizards,93 - 66,,2013-2014
10/01/2014 07:00,Philadelphia 76ers,Detroit Pistons,104 - 114,,2013-2014
10/01/2014 07:30,Atlanta Hawks,Houston Rockets,83 - 80,,2013-2014
10/01/2014 08:00,Brooklyn Nets,Miami Heat,104 - 95,2OT,2013-2014
10/01/2014 08:00,Memphis Grizzlies,Phoenix Suns,104 - 99,,2013-2014
10/01/2014 08:00,Minnesota Timberwolves,Charlotte Bobcats,119 - 92,,2013-2014
10/01/2014 08:00,New Orleans Pelicans,Dallas Mavericks,90 - 107,,2013-2014
10/01/2014 08:30,Milwaukee Bucks,Chicago Bulls,72 - 81,,2013-2014
10/01/2014 09:00,Utah Jazz,Cleveland Cavaliers,102 - 113,,2013-2014
10/01/2014 10:00,Sacramento Kings,Orlando Magic,103 - 83,,2013-2014
10/01/2014 10:30,Golden State Warriors,Boston Celtics,99 - 97,,2013-2014
10/01/2014 10:30,Los Angeles Clippers,Los Angeles Lakers,123 - 87,,2013-2014
11/01/2014 07:00,Toronto Raptors,Brooklyn Nets,96 - 80,,2013-2014
11/01/2014 07:00,Washington Wizards,Houston Rockets,107 - 114,,2013-2014
11/01/2014 07:30,Detroit Pistons,Phoenix Suns,110 - 108,,2013-2014
11/01/2014 07:30,Philadelphia 76ers,New York Knicks,92 - 102,,2013-2014
11/01/2014 08:00,Chicago Bulls,Charlotte Bobcats,103 - 97,,2013-2014
11/01/2014 08:00,Oklahoma City Thunder,Milwaukee Bucks,101 - 85,,2013-2014
11/01/2014 08:30,Dallas Mavericks,New Orleans Pelicans,110 - 107,,2013-2014
11/01/2014 09:00,Denver Nuggets,Orlando Magic,120 - 94,,2013-2014
11/01/2014 10:00,Portland Trail Blazers,Boston Celtics,112 - 104,,2013-2014
12/01/2014 06:00,Memphis Grizzlies,Atlanta Hawks,108 - 101,,2013-2014
12/01/2014 06:00,Sacramento Kings,Cleveland Cavaliers,124 - 80,,2013-2014
12/01/2014 07:00,San Antonio Spurs,Minnesota Timberwolves,104 - 86,,2013-2014
13/01/2014 07:00,Toronto Raptors,Milwaukee Bucks,116 - 94,,2013-2014
13/01/2014 07:30,Boston Celtics,Houston Rockets,92 - 104,,2013-2014
13/01/2014 07:30,New York Knicks,Phoenix Suns,98 - 96,OT,2013-2014
13/01/2014 08:00,Chicago Bulls,Washington Wizards,88 - 102,,2013-2014
13/01/2014 08:00,New Orleans Pelicans,San Antonio Spurs,95 - 101,,2013-2014
13/01/2014 08:30,Dallas Mavericks,Orlando Magic,107 - 88,,2013-2014
13/01/2014 09:00,Utah Jazz,Denver Nuggets,118 - 103,,2013-2014
14/01/2014 07:00,Charlotte Bobcats,New York Knicks,108 - 98,,2013-2014
14/01/2014 07:00,Indiana Pacers,Sacramento Kings,116 - 92,,2013-2014
14/01/2014 08:00,Memphis Grizzlies,Oklahoma City Thunder,90 - 87,,2013-2014
14/01/2014 10:30,Los Angeles Lakers,Cleveland Cavaliers,118 - 120,,2013-2014
15/01/2014 07:00,Orlando Magic,Chicago Bulls,125 - 128,3OT,2013-2014
15/01/2014 07:00,Philadelphia 76ers,Charlotte Bobcats,95 - 92,,2013-2014
15/01/2014 07:00,Washington Wizards,Miami Heat,114 - 97,,2013-2014
15/01/2014 07:30,Boston Celtics,Toronto Raptors,88 - 83,,2013-2014
15/01/2014 08:00,Milwaukee Bucks,Memphis Grizzlies,77 - 82,,2013-2014
15/01/2014 08:00,Minnesota Timberwolves,Sacramento Kings,108 - 111,,2013-2014
15/01/2014 08:00,New Orleans Pelicans,Houston Rockets,100 - 103,,2013-2014
15/01/2014 08:00,San Antonio Spurs,Utah Jazz,109 - 105,,2013-2014
15/01/2014 09:00,Phoenix Suns,Los Angeles Lakers,121 - 114,,2013-2014
15/01/2014 10:00,Portland Trail Blazers,Cleveland Cavaliers,108 - 96,,2013-2014
15/01/2014 10:30,Golden State Warriors,Denver Nuggets,116 - 123,,2013-2014
15/01/2014 10:30,Los Angeles Clippers,Dallas Mavericks,129 - 127,,2013-2014
16/01/2014 03:00,Atlanta Hawks,Brooklyn Nets,110 - 127,,2013-2014
16/01/2014 07:00,Indiana Pacers,New York Knicks,117 - 89,,2013-2014
16/01/2014 09:30,Houston Rockets,Oklahoma City Thunder,92 - 104,,2013-2014
17/01/2014 07:00,New York Knicks,Los Angeles Clippers,95 - 109,,2013-2014
17/01/2014 07:00,Orlando Magic,Charlotte Bobcats,101 - 111,,2013-2014
17/01/2014 07:00,Philadelphia 76ers,Miami Heat,86 - 101,,2013-2014
17/01/2014 07:00,Toronto Raptors,Minnesota Timberwolves,94 - 89,,2013-2014
17/01/2014 07:00,Washington Wizards,Chicago Bulls,96 - 93,,2013-2014
17/01/2014 07:30,Boston Celtics,Los Angeles Lakers,104 - 107,,2013-2014
17/01/2014 07:30,Detroit Pistons,Utah Jazz,89 - 110,,2013-2014
17/01/2014 08:00,Memphis Grizzlies,Sacramento Kings,91 - 90,,2013-2014
17/01/2014 08:30,San Antonio Spurs,Portland Trail Blazers,100 - 109,,2013-2014
17/01/2014 09:00,Denver Nuggets,Cleveland Cavaliers,109 - 117,,2013-2014
17/01/2014 09:00,Phoenix Suns,Dallas Mavericks,107 - 110,,2013-2014
17/01/2014 09:30,Oklahoma City Thunder,Golden State Warriors,127 - 121,,2013-2014
18/01/2014 07:00,Indiana Pacers,Los Angeles Clippers,106 - 92,,2013-2014
18/01/2014 07:00,Washington Wizards,Detroit Pistons,98 - 104,,2013-2014
18/01/2014 07:30,Charlotte Bobcats,Miami Heat,96 - 104,OT,2013-2014
18/01/2014 08:00,Chicago Bulls,Philadelphia 76ers,103 - 78,,2013-2014
18/01/2014 08:00,Houston Rockets,Milwaukee Bucks,114 - 104,,2013-2014
18/01/2014 08:00,Minnesota Timberwolves,Utah Jazz,98 - 72,,2013-2014
18/01/2014 08:00,New Orleans Pelicans,Golden State Warriors,87 - 97,,2013-2014
18/01/2014 08:30,Dallas Mavericks,Portland Trail Blazers,111 - 127,,2013-2014
19/01/2014 01:00,Toronto Raptors,Los Angeles Lakers,106 - 112,,2013-2014
19/01/2014 06:00,Orlando Magic,Boston Celtics,93 - 91,,2013-2014
19/01/2014 07:00,Oklahoma City Thunder,Sacramento Kings,108 - 93,,2013-2014
19/01/2014 07:00,San Antonio Spurs,Milwaukee Bucks,110 - 82,,2013-2014
19/01/2014 08:00,Phoenix Suns,Denver Nuggets,117 - 103,,2013-2014
20/01/2014 01:00,Cleveland Cavaliers,Dallas Mavericks,97 - 102,,2013-2014
20/01/2014 01:00,Detroit Pistons,Los Angeles Clippers,103 - 112,,2013-2014
20/01/2014 02:00,Charlotte Bobcats,Toronto Raptors,100 - 95,,2013-2014
20/01/2014 02:00,Washington Wizards,Philadelphia 76ers,107 - 99,,2013-2014
20/01/2014 02:30,New York Knicks,Brooklyn Nets,80 - 103,,2013-2014
20/01/2014 05:00,Memphis Grizzlies,New Orleans Pelicans,92 - 95,,2013-2014
20/01/2014 05:30,Atlanta Hawks,Miami Heat,121 - 114,,2013-2014
20/01/2014 08:00,Chicago Bulls,Los Angeles Lakers,102 - 100,OT,2013-2014
20/01/2014 08:00,Houston Rockets,Portland Trail Blazers,126 - 113,,2013-2014
20/01/2014 10:30,Golden State Warriors,Indiana Pacers,94 - 102,,2013-2014
21/01/2014 07:30,Brooklyn Nets,Orlando Magic,101 - 90,,2013-2014
21/01/2014 07:30,Miami Heat,Boston Celtics,93 - 86,,2013-2014
21/01/2014 08:00,New Orleans Pelicans,Sacramento Kings,97 - 114,,2013-2014
21/01/2014 08:00,Oklahoma City Thunder,Portland Trail Blazers,105 - 97,,2013-2014
21/01/2014 09:00,Utah Jazz,Minnesota Timberwolves,97 - 112,,2013-2014
22/01/2014 07:00,Charlotte Bobcats,Los Angeles Clippers,95 - 91,,2013-2014
22/01/2014 07:00,Cleveland Cavaliers,Chicago Bulls,87 - 98,,2013-2014
22/01/2014 07:00,Orlando Magic,Atlanta Hawks,109 - 112,,2013-2014
22/01/2014 07:00,Toronto Raptors,Dallas Mavericks,93 - 85,,2013-2014
22/01/2014 07:00,Washington Wizards,Boston Celtics,111 - 113,OT,2013-2014
22/01/2014 07:30,New York Knicks,Philadelphia 76ers,106 - 110,,2013-2014
22/01/2014 08:00,Houston Rockets,Sacramento Kings,119 - 98,,2013-2014
22/01/2014 08:00,Milwaukee Bucks,Detroit Pistons,104 - 101,,2013-2014
22/01/2014 08:00,San Antonio Spurs,Oklahoma City Thunder,105 - 111,,2013-2014
22/01/2014 10:30,Phoenix Suns,Indiana Pacers,124 - 100,,2013-2014
23/01/2014 08:00,Miami Heat,Los Angeles Lakers,109 - 102,,2013-2014
23/01/2014 10:30,Portland Trail Blazers,Denver Nuggets,110 - 105,,2013-2014
24/01/2014 07:00,Orlando Magic,Los Angeles Lakers,114 - 105,,2013-2014
24/01/2014 07:00,Philadelphia 76ers,Toronto Raptors,95 - 104,,2013-2014
24/01/2014 07:30,Atlanta Hawks,San Antonio Spurs,79 - 105,,2013-2014
24/01/2014 07:30,Boston Celtics,Oklahoma City Thunder,83 - 101,,2013-2014
24/01/2014 07:30,Brooklyn Nets,Dallas Mavericks,107 - 106,,2013-2014
24/01/2014 07:30,Cleveland Cavaliers,Milwaukee Bucks,93 - 78,,2013-2014
24/01/2014 07:30,Detroit Pistons,New Orleans Pelicans,101 - 103,,2013-2014
24/01/2014 07:30,New York Knicks,Charlotte Bobcats,125 - 96,,2013-2014
24/01/2014 08:00,Chicago Bulls,Los Angeles Clippers,95 - 112,,2013-2014
24/01/2014 08:00,Houston Rockets,Memphis Grizzlies,87 - 88,,2013-2014
