Date,Home Team,Away Team,Result,Overtime,Season
30/12/2011 07:00,Charlotte Bobcats,Orlando Magic,79 - 100,,2011-2012
30/12/2011 07:00,Indiana Pacers,Cleveland Cavaliers,98 - 91,OT,2011-2012
30/12/2011 07:30,Atlanta Hawks,New Jersey Nets,105 - 98,,2011-2012
30/12/2011 07:30,Boston Celtics,Detroit Pistons,96 - 85,,2011-2012
30/12/2011 08:00,New Orleans Hornets,Phoenix Suns,78 - 93,,2011-2012
30/12/2011 08:00,Memphis Grizzlies,Houston Rockets,113 - 93,,2011-2012
30/12/2011 08:00,Minnesota Timberwolves,Miami Heat,101 - 103,,2011-2012
30/12/2011 08:30,Dallas Mavericks,Toronto Raptors,99 - 86,,2011-2012
30/12/2011 08:30,Milwaukee Bucks,Washington Wizards,102 - 81,,2011-2012
30/12/2011 09:00,Utah Jazz,Philadelphia 76ers,102 - 99,,2011-2012
30/12/2011 10:30,Los Angeles Clippers,Chicago Bulls,101 - 114,,2011-2012
31/12/2011 03:30,Los Angeles Lakers,Denver Nuggets,92 - 89,,2011-2012
31/12/2011 06:00,Detroit Pistons,Indiana Pacers,96 - 88,,2011-2012
31/12/2011 07:00,Houston Rockets,Atlanta Hawks,95 - 84,,2011-2012
31/12/2011 08:00,Oklahoma City Thunder,Phoenix Suns,107 - 97,,2011-2012
31/12/2011 08:00,Sacramento Kings,New York Knicks,92 - 114,,2011-2012
31/12/2011 08:30,San Antonio Spurs,Utah Jazz,104 - 89,,2011-2012
31/12/2011 09:00,Golden State Warriors,Philadelphia 76ers,79 - 107,,2011-2012
01/01/2012 06:00,Cleveland Cavaliers,New Jersey Nets,98 - 82,,2011-2012
01/01/2012 06:00,Miami Heat,Charlotte Bobcats,129 - 90,,2011-2012
01/01/2012 06:00,Orlando Magic,Toronto Raptors,102 - 96,,2011-2012
01/01/2012 06:00,Washington Wizards,Boston Celtics,86 - 94,,2011-2012
01/01/2012 07:00,Minnesota Timberwolves,Dallas Mavericks,99 - 82,,2011-2012
01/01/2012 08:00,Chicago Bulls,Memphis Grizzlies,104 - 64,,2011-2012
01/01/2012 08:00,Denver Nuggets,Los Angeles Lakers,99 - 90,,2011-2012
01/01/2012 09:00,Sacramento Kings,New Orleans Hornets,96 - 80,,2011-2012
01/01/2012 09:30,Los Angeles Clippers,Portland Trail Blazers,93 - 88,,2011-2012
02/01/2012 03:30,Phoenix Suns,Golden State Warriors,102 - 91,,2011-2012
02/01/2012 07:30,Boston Celtics,Washington Wizards,100 - 92,,2011-2012
02/01/2012 07:30,Detroit Pistons,Orlando Magic,89 - 78,,2011-2012
02/01/2012 07:30,Miami Heat,Atlanta Hawks,92 - 100,,2011-2012
02/01/2012 07:30,New Jersey Nets,Indiana Pacers,94 - 108,,2011-2012
02/01/2012 07:30,New York Knicks,Toronto Raptors,85 - 90,,2011-2012
02/01/2012 08:00,Minnesota Timberwolves,San Antonio Spurs,106 - 96,,2011-2012
02/01/2012 08:30,Dallas Mavericks,Oklahoma City Thunder,100 - 87,,2011-2012
02/01/2012 09:00,Denver Nuggets,Milwaukee Bucks,91 - 86,,2011-2012
02/01/2012 09:00,Utah Jazz,New Orleans Hornets,94 - 90,,2011-2012
03/01/2012 07:00,Cleveland Cavaliers,Charlotte Bobcats,115 - 101,,2011-2012
03/01/2012 08:00,Chicago Bulls,Atlanta Hawks,76 - 74,,2011-2012
03/01/2012 08:00,Memphis Grizzlies,Sacramento Kings,113 - 96,,2011-2012
03/01/2012 08:00,Oklahoma City Thunder,Portland Trail Blazers,93 - 103,,2011-2012
03/01/2012 09:00,Utah Jazz,Milwaukee Bucks,85 - 73,,2011-2012
03/01/2012 10:30,Los Angeles Lakers,Houston Rockets,108 - 99,,2011-2012
04/01/2012 07:00,Orlando Magic,Washington Wizards,103 - 85,,2011-2012
04/01/2012 07:00,Toronto Raptors,Cleveland Cavaliers,92 - 77,,2011-2012
04/01/2012 07:30,Boston Celtics,New Jersey Nets,89 - 70,,2011-2012
04/01/2012 07:30,Detroit Pistons,Chicago Bulls,83 - 99,,2011-2012
04/01/2012 07:30,Miami Heat,Indiana Pacers,118 - 83,,2011-2012
04/01/2012 07:30,New York Knicks,Charlotte Bobcats,110 - 118,,2011-2012
04/01/2012 08:00,Minnesota Timberwolves,Memphis Grizzlies,86 - 90,,2011-2012
04/01/2012 08:00,New Orleans Hornets,Philadelphia 76ers,93 - 101,,2011-2012
04/01/2012 08:30,Dallas Mavericks,Phoenix Suns,98 - 89,,2011-2012
04/01/2012 08:30,San Antonio Spurs,Golden State Warriors,101 - 95,,2011-2012
04/01/2012 09:00,Denver Nuggets,Sacramento Kings,110 - 83,,2011-2012
04/01/2012 10:30,Los Angeles Clippers,Houston Rockets,117 - 89,,2011-2012
05/01/2012 08:00,Atlanta Hawks,Miami Heat,109 - 116,3OT,2011-2012
05/01/2012 08:30,San Antonio Spurs,Dallas Mavericks,93 - 71,,2011-2012
05/01/2012 10:00,Sacramento Kings,Milwaukee Bucks,103 - 100,,2011-2012
05/01/2012 10:30,Portland Trail Blazers,Los Angeles Lakers,107 - 96,,2011-2012
06/01/2012 07:00,Charlotte Bobcats,Atlanta Hawks,96 - 102,OT,2011-2012
06/01/2012 07:00,Philadelphia 76ers,Detroit Pistons,96 - 73,,2011-2012
06/01/2012 07:00,Toronto Raptors,New Jersey Nets,85 - 97,,2011-2012
06/01/2012 07:00,Washington Wizards,New York Knicks,96 - 99,,2011-2012
06/01/2012 07:30,Boston Celtics,Indiana Pacers,74 - 87,,2011-2012
06/01/2012 08:00,Minnesota Timberwolves,Cleveland Cavaliers,87 - 98,,2011-2012
06/01/2012 08:00,New Orleans Hornets,Denver Nuggets,88 - 96,,2011-2012
06/01/2012 08:00,Oklahoma City Thunder,Houston Rockets,109 - 94,,2011-2012
06/01/2012 08:00,Orlando Magic,Chicago Bulls,83 - 97,,2011-2012
06/01/2012 09:00,Utah Jazz,Memphis Grizzlies,94 - 85,,2011-2012
06/01/2012 10:30,Los Angeles Lakers,Golden State Warriors,97 - 90,,2011-2012
06/01/2012 10:30,Phoenix Suns,Portland Trail Blazers,102 - 77,,2011-2012
07/01/2012 07:00,Atlanta Hawks,Chicago Bulls,109 - 94,,2011-2012
07/01/2012 07:00,Indiana Pacers,Charlotte Bobcats,99 - 77,,2011-2012
07/01/2012 07:30,Detroit Pistons,New York Knicks,80 - 103,,2011-2012
07/01/2012 07:30,New Jersey Nets,Miami Heat,90 - 101,,2011-2012
07/01/2012 08:00,Houston Rockets,Oklahoma City Thunder,95 - 98,,2011-2012
07/01/2012 08:00,Philadelphia 76ers,Toronto Raptors,97 - 62,,2011-2012
07/01/2012 08:30,San Antonio Spurs,Denver Nuggets,121 - 117,,2011-2012
07/01/2012 09:00,Dallas Mavericks,New Orleans Hornets,96 - 81,,2011-2012
07/01/2012 10:30,Golden State Warriors,Utah Jazz,87 - 88,,2011-2012
07/01/2012 10:30,Los Angeles Clippers,Milwaukee Bucks,92 - 86,,2011-2012
08/01/2012 01:00,Washington Wizards,Minnesota Timberwolves,72 - 93,,2011-2012
08/01/2012 06:00,Sacramento Kings,Orlando Magic,97 - 104,,2011-2012
08/01/2012 07:00,Oklahoma City Thunder,San Antonio Spurs,108 - 96,,2011-2012
08/01/2012 08:00,Phoenix Suns,Milwaukee Bucks,109 - 93,,2011-2012
08/01/2012 09:00,Portland Trail Blazers,Cleveland Cavaliers,98 - 78,,2011-2012
08/01/2012 09:30,Los Angeles Lakers,Memphis Grizzlies,90 - 82,,2011-2012
09/01/2012 07:00,Philadelphia 76ers,Indiana Pacers,96 - 86,,2011-2012
09/01/2012 07:00,Toronto Raptors,Minnesota Timberwolves,97 - 87,,2011-2012
09/01/2012 07:30,New Jersey Nets,Atlanta Hawks,101 - 106,,2011-2012
09/01/2012 07:30,New York Knicks,Charlotte Bobcats,91 - 87,,2011-2012
09/01/2012 08:00,Chicago Bulls,Detroit Pistons,92 - 68,,2011-2012
09/01/2012 09:00,Denver Nuggets,New Orleans Hornets,81 - 94,,2011-2012
10/01/2012 07:00,Charlotte Bobcats,Houston Rockets,70 - 82,,2011-2012
10/01/2012 07:00,Philadelphia 76ers,Sacramento Kings,112 - 85,,2011-2012
10/01/2012 07:00,Washington Wizards,Toronto Raptors,93 - 78,,2011-2012
10/01/2012 07:30,Detroit Pistons,Dallas Mavericks,86 - 100,,2011-2012
10/01/2012 08:00,Memphis Grizzlies,Oklahoma City Thunder,95 - 100,,2011-2012
10/01/2012 08:00,Milwaukee Bucks,San Antonio Spurs,106 - 103,,2011-2012
10/01/2012 08:00,Minnesota Timberwolves,Chicago Bulls,100 - 111,,2011-2012
10/01/2012 09:00,Utah Jazz,Cleveland Cavaliers,113 - 105,,2011-2012
10/01/2012 10:00,Portland Trail Blazers,Los Angeles Clippers,105 - 97,,2011-2012
10/01/2012 10:30,Golden State Warriors,Miami Heat,111 - 106,OT,2011-2012
10/01/2012 10:30,Los Angeles Lakers,Phoenix Suns,99 - 83,,2011-2012
11/01/2012 07:00,Indiana Pacers,Atlanta Hawks,96 - 84,,2011-2012
11/01/2012 07:00,Toronto Raptors,Sacramento Kings,91 - 98,,2011-2012
11/01/2012 07:30,New York Knicks,Philadelphia 76ers,85 - 79,,2011-2012
11/01/2012 08:00,Boston Celtics,Dallas Mavericks,85 - 90,,2011-2012
11/01/2012 08:00,Chicago Bulls,Washington Wizards,78 - 64,,2011-2012
11/01/2012 08:00,New Orleans Hornets,Oklahoma City Thunder,85 - 95,,2011-2012
11/01/2012 08:30,San Antonio Spurs,Houston Rockets,101 - 95,OT,2011-2012
11/01/2012 09:00,Denver Nuggets,New Jersey Nets,123 - 115,,2011-2012
11/01/2012 09:00,Utah Jazz,Los Angeles Lakers,87 - 90,OT,2011-2012
11/01/2012 10:00,Portland Trail Blazers,Orlando Magic,104 - 107,,2011-2012
11/01/2012 10:30,Los Angeles Clippers,Miami Heat,95 - 89,OT,2011-2012
12/01/2012 07:30,Atlanta Hawks,Charlotte Bobcats,111 - 81,,2011-2012
12/01/2012 08:00,Memphis Grizzlies,New York Knicks,94 - 83,,2011-2012
12/01/2012 08:00,Milwaukee Bucks,Detroit Pistons,102 - 93,,2011-2012
12/01/2012 09:00,Phoenix Suns,Cleveland Cavaliers,90 - 101,,2011-2012
12/01/2012 10:30,Golden State Warriors,Orlando Magic,109 - 117,,2011-2012
13/01/2012 07:00,Charlotte Bobcats,Detroit Pistons,81 - 98,,2011-2012
13/01/2012 07:00,Philadelphia 76ers,Washington Wizards,120 - 89,,2011-2012
13/01/2012 07:00,Toronto Raptors,Indiana Pacers,90 - 95,,2011-2012
13/01/2012 08:00,Boston Celtics,Chicago Bulls,79 - 88,,2011-2012
13/01/2012 08:00,Houston Rockets,Sacramento Kings,103 - 89,,2011-2012
13/01/2012 08:00,New Orleans Hornets,Minnesota Timberwolves,80 - 87,,2011-2012
13/01/2012 08:30,Dallas Mavericks,Milwaukee Bucks,102 - 76,,2011-2012
13/01/2012 08:30,San Antonio Spurs,Portland Trail Blazers,99 - 83,,2011-2012
13/01/2012 09:00,Phoenix Suns,New Jersey Nets,103 - 110,,2011-2012
13/01/2012 10:30,Denver Nuggets,Miami Heat,117 - 104,,2011-2012
13/01/2012 10:30,Los Angeles Lakers,Cleveland Cavaliers,97 - 92,,2011-2012
14/01/2012 07:00,Atlanta Hawks,Minnesota Timberwolves,93 - 91,,2011-2012
14/01/2012 07:00,Charlotte Bobcats,Golden State Warriors,112 - 100,,2011-2012
14/01/2012 07:00,Indiana Pacers,Boston Celtics,97 - 83,,2011-2012
14/01/2012 07:00,Washington Wizards,Philadelphia 76ers,90 - 103,,2011-2012
14/01/2012 08:00,Chicago Bulls,Toronto Raptors,77 - 64,,2011-2012
14/01/2012 08:00,Houston Rockets,Portland Trail Blazers,107 - 105,OT,2011-2012
14/01/2012 08:00,Memphis Grizzlies,New Orleans Hornets,108 - 99,,2011-2012
14/01/2012 08:00,Oklahoma City Thunder,New York Knicks,104 - 92,,2011-2012
14/01/2012 09:00,Dallas Mavericks,Sacramento Kings,99 - 60,,2011-2012
14/01/2012 09:00,Utah Jazz,New Jersey Nets,107 - 94,,2011-2012
14/01/2012 10:30,Los Angeles Clippers,Los Angeles Lakers,102 - 94,,2011-2012
15/01/2012 06:00,Detroit Pistons,Golden State Warriors,91 - 99,,2011-2012
15/01/2012 08:00,Denver Nuggets,Utah Jazz,96 - 106,,2011-2012
15/01/2012 09:00,San Antonio Spurs,Phoenix Suns,102 - 91,,2011-2012
16/01/2012 01:00,Memphis Grizzlies,Chicago Bulls,102 - 86,,2011-2012
16/01/2012 01:00,New York Knicks,Orlando Magic,93 - 102,,2011-2012
16/01/2012 02:00,Charlotte Bobcats,Cleveland Cavaliers,94 - 102,,2011-2012
16/01/2012 02:00,Philadelphia 76ers,Milwaukee Bucks,94 - 82,,2011-2012
16/01/2012 02:00,Washington Wizards,Houston Rockets,106 - 114,,2011-2012
16/01/2012 03:00,New Orleans Hornets,Portland Trail Blazers,77 - 84,,2011-2012
16/01/2012 03:30,Los Angeles Clippers,New Jersey Nets,101 - 91,,2011-2012
16/01/2012 04:00,Atlanta Hawks,Toronto Raptors,93 - 84,,2011-2012
16/01/2012 08:00,Boston Celtics,Oklahoma City Thunder,88 - 97,,2011-2012
16/01/2012 08:00,Minnesota Timberwolves,Sacramento Kings,99 - 86,,2011-2012
16/01/2012 10:30,Los Angeles Lakers,Dallas Mavericks,73 - 70,,2011-2012
17/01/2012 07:00,Cleveland Cavaliers,Golden State Warriors,95 - 105,,2011-2012
17/01/2012 07:00,Orlando Magic,Charlotte Bobcats,96 - 89,,2011-2012
17/01/2012 07:30,Miami Heat,San Antonio Spurs,120 - 98,,2011-2012
17/01/2012 08:00,Chicago Bulls,Phoenix Suns,118 - 97,,2011-2012
17/01/2012 08:00,Houston Rockets,Detroit Pistons,97 - 80,,2011-2012
17/01/2012 08:00,Milwaukee Bucks,Denver Nuggets,95 - 105,,2011-2012
17/01/2012 09:00,Utah Jazz,Los Angeles Clippers,108 - 79,,2011-2012
18/01/2012 07:00,Orlando Magic,San Antonio Spurs,83 - 85,OT,2011-2012
18/01/2012 07:00,Philadelphia 76ers,Denver Nuggets,104 - 108,OT,2011-2012
18/01/2012 07:00,Washington Wizards,Oklahoma City Thunder,105 - 102,,2011-2012
18/01/2012 07:30,Boston Celtics,Toronto Raptors,96 - 73,,2011-2012
18/01/2012 07:30,New Jersey Nets,Golden State Warriors,107 - 100,,2011-2012
18/01/2012 07:30,New York Knicks,Phoenix Suns,88 - 91,,2011-2012
18/01/2012 08:00,Atlanta Hawks,Portland Trail Blazers,92 - 89,,2011-2012
18/01/2012 08:00,Minnesota Timberwolves,Detroit Pistons,93 - 85,,2011-2012
18/01/2012 08:00,New Orleans Hornets,Memphis Grizzlies,87 - 93,,2011-2012
18/01/2012 10:00,Sacramento Kings,Indiana Pacers,92 - 88,,2011-2012
18/01/2012 10:30,Los Angeles Clippers,Dallas Mavericks,91 - 89,,2011-2012
19/01/2012 08:00,Houston Rockets,New Orleans Hornets,90 - 88,OT,2011-2012
19/01/2012 08:00,Miami Heat,Los Angeles Lakers,98 - 87,,2011-2012
19/01/2012 10:30,Utah Jazz,Dallas Mavericks,91 - 94,,2011-2012
20/01/2012 07:00,Philadelphia 76ers,Atlanta Hawks,90 - 76,,2011-2012
20/01/2012 07:00,Toronto Raptors,Portland Trail Blazers,84 - 94,,2011-2012
20/01/2012 07:00,Washington Wizards,Denver Nuggets,104 - 108,,2011-2012
20/01/2012 07:30,Boston Celtics,Phoenix Suns,71 - 79,,2011-2012
20/01/2012 07:30,Cleveland Cavaliers,Chicago Bulls,75 - 114,,2011-2012
20/01/2012 07:30,Detroit Pistons,Memphis Grizzlies,81 - 98,,2011-2012
20/01/2012 07:30,New York Knicks,Milwaukee Bucks,86 - 100,,2011-2012
20/01/2012 08:00,Orlando Magic,Los Angeles Lakers,92 - 80,,2011-2012
20/01/2012 08:30,San Antonio Spurs,Sacramento Kings,86 - 88,,2011-2012
20/01/2012 10:30,Golden State Warriors,Indiana Pacers,91 - 94,,2011-2012
20/01/2012 10:30,Los Angeles Clippers,Minnesota Timberwolves,98 - 101,,2011-2012
21/01/2012 07:00,Atlanta Hawks,Cleveland Cavaliers,121 - 94,,2011-2012
21/01/2012 07:30,Detroit Pistons,Portland Trail Blazers,94 - 91,,2011-2012
21/01/2012 07:30,Miami Heat,Philadelphia 76ers,113 - 92,,2011-2012
21/01/2012 07:30,New York Knicks,Denver Nuggets,114 - 119,2OT,2011-2012
21/01/2012 08:00,Chicago Bulls,Charlotte Bobcats,95 - 89,,2011-2012
21/01/2012 08:00,Houston Rockets,San Antonio Spurs,105 - 102,,2011-2012
21/01/2012 08:00,Memphis Grizzlies,Sacramento Kings,128 - 95,,2011-2012
21/01/2012 08:00,New Jersey Nets,Oklahoma City Thunder,74 - 84,,2011-2012
21/01/2012 08:00,New Orleans Hornets,Dallas Mavericks,81 - 83,,2011-2012
21/01/2012 09:00,Utah Jazz,Minnesota Timberwolves,108 - 98,,2011-2012
22/01/2012 01:00,Washington Wizards,Boston Celtics,94 - 100,,2011-2012
22/01/2012 03:30,Los Angeles Clippers,Toronto Raptors,103 - 91,,2011-2012
22/01/2012 06:00,Miami Heat,Milwaukee Bucks,82 - 91,,2011-2012
22/01/2012 06:00,New Jersey Nets,Charlotte Bobcats,97 - 87,,2011-2012
22/01/2012 09:30,Los Angeles Lakers,Indiana Pacers,96 - 98,,2011-2012
23/01/2012 07:00,Philadelphia 76ers,Washington Wizards,103 - 83,,2011-2012
23/01/2012 07:30,Boston Celtics,Orlando Magic,87 - 56,,2011-2012
23/01/2012 08:00,Chicago Bulls,New Jersey Nets,110 - 95,,2011-2012
23/01/2012 08:00,Milwaukee Bucks,Atlanta Hawks,92 - 97,,2011-2012
23/01/2012 08:00,Minnesota Timberwolves,Houston Rockets,92 - 107,,2011-2012
23/01/2012 08:00,New Orleans Hornets,San Antonio Spurs,102 - 104,,2011-2012
23/01/2012 08:00,Oklahoma City Thunder,Detroit Pistons,99 - 79,,2011-2012
23/01/2012 08:30,Dallas Mavericks,Phoenix Suns,93 - 87,,2011-2012
23/01/2012 10:00,Portland Trail Blazers,Sacramento Kings,101 - 89,,2011-2012
23/01/2012 10:30,Golden State Warriors,Memphis Grizzlies,90 - 91,,2011-2012
24/01/2012 07:00,Charlotte Bobcats,New York Knicks,78 - 111,,2011-2012
24/01/2012 07:00,Indiana Pacers,Orlando Magic,83 - 102,,2011-2012
24/01/2012 07:30,Miami Heat,Cleveland Cavaliers,92 - 85,,2011-2012
24/01/2012 09:00,Phoenix Suns,Toronto Raptors,96 - 99,,2011-2012
24/01/2012 10:00,Portland Trail Blazers,Memphis Grizzlies,97 - 84,,2011-2012
25/01/2012 07:00,Cleveland Cavaliers,New York Knicks,91 - 81,,2011-2012
25/01/2012 07:00,Philadelphia 76ers,New Jersey Nets,90 - 97,OT,2011-2012
25/01/2012 07:00,Washington Wizards,Charlotte Bobcats,92 - 75,,2011-2012
25/01/2012 07:30,Detroit Pistons,Miami Heat,98 - 101,,2011-2012
25/01/2012 08:00,Chicago Bulls,Indiana Pacers,90 - 95,,2011-2012
25/01/2012 08:00,Houston Rockets,Milwaukee Bucks,99 - 105,,2011-2012
25/01/2012 08:00,Oklahoma City Thunder,New Orleans Hornets,101 - 91,,2011-2012
25/01/2012 08:30,Dallas Mavericks,Minnesota Timberwolves,90 - 105,,2011-2012
25/01/2012 08:30,San Antonio Spurs,Atlanta Hawks,105 - 83,,2011-2012
25/01/2012 09:00,Utah Jazz,Toronto Raptors,106 - 111,2OT,2011-2012
25/01/2012 10:00,Sacramento Kings,Denver Nuggets,93 - 122,,2011-2012
25/01/2012 10:30,Golden State Warriors,Portland Trail Blazers,101 - 93,,2011-2012
25/01/2012 10:30,Los Angeles Lakers,Los Angeles Clippers,96 - 91,,2011-2012
26/01/2012 08:00,Orlando Magic,Boston Celtics,83 - 91,,2011-2012
26/01/2012 10:30,Los Angeles Clippers,Memphis Grizzlies,98 - 91,,2011-2012
27/01/2012 07:00,Philadelphia 76ers,Charlotte Bobcats,89 - 72,,2011-2012
27/01/2012 07:30,Boston Celtics,Indiana Pacers,94 - 87,,2011-2012
27/01/2012 07:30,Cleveland Cavaliers,New Jersey Nets,96 - 99,,2011-2012
27/01/2012 07:30,Detroit Pistons,Atlanta Hawks,101 - 107,OT,2011-2012
27/01/2012 08:00,Chicago Bulls,Milwaukee Bucks,107 - 100,,2011-2012
27/01/2012 08:00,Houston Rockets,Washington Wizards,103 - 76,,2011-2012
27/01/2012 08:00,Miami Heat,New York Knicks,99 - 89,,2011-2012
27/01/2012 08:00,Minnesota Timberwolves,San Antonio Spurs,87 - 79,,2011-2012
27/01/2012 08:00,New Orleans Hornets,Orlando Magic,93 - 67,,2011-2012
27/01/2012 08:30,Dallas Mavericks,Utah Jazz,116 - 101,,2011-2012
27/01/2012 09:00,Denver Nuggets,Toronto Raptors,96 - 81,,2011-2012
27/01/2012 10:00,Portland Trail Blazers,Phoenix Suns,109 - 71,,2011-2012
27/01/2012 10:30,Golden State Warriors,Oklahoma City Thunder,109 - 120,,2011-2012
28/01/2012 07:00,Charlotte Bobcats,Washington Wizards,99 - 102,,2011-2012
28/01/2012 07:00,Philadelphia 76ers,Detroit Pistons,95 - 74,,2011-2012
28/01/2012 08:00,Houston Rockets,New York Knicks,97 - 84,,2011-2012
28/01/2012 08:30,Milwaukee Bucks,Los Angeles Lakers,100 - 89,,2011-2012
28/01/2012 09:00,Phoenix Suns,Memphis Grizzlies,86 - 84,,2011-2012
28/01/2012 09:00,Utah Jazz,Sacramento Kings,96 - 93,,2011-2012
29/01/2012 03:30,Miami Heat,Chicago Bulls,97 - 93,,2011-2012
29/01/2012 06:00,Boston Celtics,Cleveland Cavaliers,87 - 88,,2011-2012
29/01/2012 06:00,New Jersey Nets,Toronto Raptors,73 - 94,,2011-2012
29/01/2012 06:00,Orlando Magic,Indiana Pacers,85 - 106,,2011-2012
29/01/2012 06:30,Dallas Mavericks,San Antonio Spurs,101 - 100,OT,2011-2012
29/01/2012 07:00,Minnesota Timberwolves,Los Angeles Lakers,101 - 106,,2011-2012
29/01/2012 07:00,New Orleans Hornets,Atlanta Hawks,72 - 94,,2011-2012
29/01/2012 08:00,Denver Nuggets,Los Angeles Clippers,105 - 109,,2011-2012
30/01/2012 07:00,Philadelphia 76ers,Orlando Magic,74 - 69,,2011-2012
30/01/2012 07:00,Washington Wizards,Chicago Bulls,88 - 98,,2011-2012
30/01/2012 07:30,Miami Heat,New Orleans Hornets,109 - 95,,2011-2012
30/01/2012 08:00,Houston Rockets,Minnesota Timberwolves,108 - 120,,2011-2012
30/01/2012 08:00,Memphis Grizzlies,San Antonio Spurs,73 - 83,,2011-2012
30/01/2012 08:00,Milwaukee Bucks,Detroit Pistons,103 - 82,,2011-2012
30/01/2012 09:00,Phoenix Suns,Dallas Mavericks,99 - 122,,2011-2012
30/01/2012 09:00,Utah Jazz,Portland Trail Blazers,93 - 89,,2011-2012
30/01/2012 10:30,Los Angeles Clippers,Oklahoma City Thunder,112 - 100,,2011-2012
31/01/2012 07:00,Cleveland Cavaliers,Boston Celtics,90 - 93,,2011-2012
31/01/2012 07:00,Indiana Pacers,New Jersey Nets,106 - 99,,2011-2012
31/01/2012 07:00,Toronto Raptors,Atlanta Hawks,77 - 100,,2011-2012
31/01/2012 07:30,New York Knicks,Detroit Pistons,113 - 86,,2011-2012
31/01/2012 08:00,Memphis Grizzlies,Denver Nuggets,100 - 97,OT,2011-2012
31/01/2012 10:30,Golden State Warriors,Sacramento Kings,93 - 90,,2011-2012
31/01/2012 10:30,Los Angeles Lakers,Charlotte Bobcats,106 - 73,,2011-2012
01/02/2012 07:00,Orlando Magic,Washington Wizards,109 - 103,,2011-2012
01/02/2012 07:00,Philadelphia 76ers,Chicago Bulls,98 - 82,,2011-2012
01/02/2012 07:30,Boston Celtics,Toronto Raptors,100 - 64,,2011-2012
01/02/2012 07:30,New Jersey Nets,Detroit Pistons,99 - 96,,2011-2012
01/02/2012 08:00,Dallas Mavericks,Oklahoma City Thunder,86 - 95,,2011-2012
01/02/2012 08:00,Milwaukee Bucks,Miami Heat,105 - 97,,2011-2012
01/02/2012 08:00,Minnesota Timberwolves,Indiana Pacers,99 - 109,,2011-2012
01/02/2012 08:00,New Orleans Hornets,Phoenix Suns,103 - 120,,2011-2012
