Date,Home Team,Away Team,Result,Overtime,Season
14/12/2005 08:00,New Orleans/Oklahoma City Hornets,Los Angeles Clippers,102 - 89,,2005-2006
14/12/2005 09:00,Utah Jazz,Portland Trail Blazers,82 - 77,,2005-2006
14/12/2005 10:30,Golden State Warriors,Houston Rockets,105 - 111,OT,2005-2006
15/12/2005 08:00,Cleveland Cavaliers,Denver Nuggets,94 - 85,,2005-2006
15/12/2005 08:00,Minnesota Timberwolves,San Antonio Spurs,88 - 90,,2005-2006
15/12/2005 10:30,Seattle SuperSonics,Houston Rockets,98 - 104,,2005-2006
16/12/2005 07:00,Atlanta Hawks,New York Knicks,122 - 111,,2005-2006
16/12/2005 07:00,Indiana Pacers,Utah Jazz,93 - 83,,2005-2006
16/12/2005 07:00,Toronto Raptors,Golden State Warriors,98 - 108,,2005-2006
16/12/2005 07:30,Boston Celtics,Milwaukee Bucks,96 - 100,,2005-2006
16/12/2005 07:30,New Jersey Nets,Denver Nuggets,115 - 106,OT,2005-2006
16/12/2005 08:00,Detroit Pistons,Chicago Bulls,110 - 82,,2005-2006
16/12/2005 08:00,New Orleans/Oklahoma City Hornets,Phoenix Suns,88 - 101,,2005-2006
16/12/2005 08:00,Philadelphia 76ers,Miami Heat,105 - 112,,2005-2006
16/12/2005 09:30,Dallas Mavericks,Orlando Magic,109 - 103,OT,2005-2006
16/12/2005 10:00,Portland Trail Blazers,Seattle SuperSonics,99 - 111,,2005-2006
16/12/2005 10:30,Los Angeles Lakers,Washington Wizards,97 - 91,,2005-2006
17/12/2005 03:30,Los Angeles Clippers,Houston Rockets,89 - 81,,2005-2006
17/12/2005 07:30,Charlotte Bobcats,Detroit Pistons,78 - 103,,2005-2006
17/12/2005 07:30,Cleveland Cavaliers,Miami Heat,115 - 107,,2005-2006
17/12/2005 07:30,New York Knicks,Indiana Pacers,96 - 102,,2005-2006
17/12/2005 08:00,Memphis Grizzlies,Phoenix Suns,91 - 87,,2005-2006
17/12/2005 08:30,Chicago Bulls,Boston Celtics,118 - 86,,2005-2006
17/12/2005 08:30,Milwaukee Bucks,Utah Jazz,80 - 88,,2005-2006
17/12/2005 08:30,San Antonio Spurs,Sacramento Kings,90 - 89,,2005-2006
18/12/2005 01:00,Toronto Raptors,Philadelphia 76ers,80 - 107,,2005-2006
18/12/2005 02:00,Atlanta Hawks,Denver Nuggets,110 - 107,OT,2005-2006
18/12/2005 06:00,New Jersey Nets,Golden State Warriors,118 - 90,,2005-2006
18/12/2005 08:00,New Orleans/Oklahoma City Hornets,San Antonio Spurs,89 - 76,,2005-2006
18/12/2005 08:30,Dallas Mavericks,Minnesota Timberwolves,102 - 95,,2005-2006
18/12/2005 09:00,Portland Trail Blazers,Washington Wizards,97 - 92,,2005-2006
18/12/2005 09:30,Los Angeles Lakers,Houston Rockets,74 - 76,,2005-2006
19/12/2005 07:00,Orlando Magic,Toronto Raptors,90 - 92,,2005-2006
19/12/2005 07:30,Boston Celtics,Golden State Warriors,109 - 98,,2005-2006
19/12/2005 07:30,Charlotte Bobcats,Sacramento Kings,106 - 103,OT,2005-2006
19/12/2005 08:00,Memphis Grizzlies,Detroit Pistons,104 - 106,2OT,2005-2006
19/12/2005 10:00,Seattle SuperSonics,Washington Wizards,111 - 101,,2005-2006
20/12/2005 07:00,Cleveland Cavaliers,Utah Jazz,110 - 85,,2005-2006
20/12/2005 07:30,Detroit Pistons,Portland Trail Blazers,93 - 89,,2005-2006
20/12/2005 07:30,Miami Heat,Atlanta Hawks,111 - 92,,2005-2006
20/12/2005 07:30,New Jersey Nets,Los Angeles Clippers,99 - 85,,2005-2006
20/12/2005 08:00,Milwaukee Bucks,San Antonio Spurs,109 - 107,OT,2005-2006
20/12/2005 08:30,Chicago Bulls,Charlotte Bobcats,92 - 105,,2005-2006
20/12/2005 09:00,Phoenix Suns,Seattle SuperSonics,111 - 83,,2005-2006
20/12/2005 10:30,Los Angeles Lakers,Dallas Mavericks,112 - 90,,2005-2006
21/12/2005 07:00,Indiana Pacers,Los Angeles Clippers,97 - 75,,2005-2006
21/12/2005 07:00,Orlando Magic,New Jersey Nets,85 - 96,,2005-2006
21/12/2005 07:00,Philadelphia 76ers,Golden State Warriors,111 - 100,,2005-2006
21/12/2005 07:30,Boston Celtics,Utah Jazz,101 - 89,,2005-2006
21/12/2005 07:30,New York Knicks,San Antonio Spurs,96 - 109,,2005-2006
21/12/2005 08:00,Memphis Grizzlies,Portland Trail Blazers,89 - 79,,2005-2006
21/12/2005 08:00,Minnesota Timberwolves,New Orleans/Oklahoma City Hornets,88 - 69,,2005-2006
21/12/2005 08:30,Houston Rockets,Toronto Raptors,81 - 94,,2005-2006
21/12/2005 09:00,Denver Nuggets,Washington Wizards,110 - 116,,2005-2006
22/12/2005 08:00,Chicago Bulls,Cleveland Cavaliers,100 - 108,,2005-2006
22/12/2005 10:30,Sacramento Kings,Dallas Mavericks,95 - 105,,2005-2006
23/12/2005 07:00,Atlanta Hawks,Philadelphia 76ers,111 - 108,,2005-2006
23/12/2005 07:00,Orlando Magic,Los Angeles Lakers,88 - 104,,2005-2006
23/12/2005 07:30,Charlotte Bobcats,Los Angeles Clippers,88 - 97,,2005-2006
23/12/2005 07:30,Miami Heat,New Jersey Nets,88 - 95,,2005-2006
23/12/2005 07:30,New York Knicks,Utah Jazz,98 - 90,,2005-2006
23/12/2005 08:00,Cleveland Cavaliers,Indiana Pacers,94 - 89,,2005-2006
23/12/2005 08:00,Detroit Pistons,Golden State Warriors,97 - 85,,2005-2006
23/12/2005 08:00,Memphis Grizzlies,Chicago Bulls,95 - 77,,2005-2006
23/12/2005 08:00,Minnesota Timberwolves,Portland Trail Blazers,83 - 91,,2005-2006
23/12/2005 08:30,Milwaukee Bucks,New Orleans/Oklahoma City Hornets,101 - 94,,2005-2006
23/12/2005 08:30,San Antonio Spurs,Toronto Raptors,95 - 90,,2005-2006
23/12/2005 09:00,Denver Nuggets,Houston Rockets,108 - 86,,2005-2006
23/12/2005 09:00,Phoenix Suns,Washington Wizards,111 - 112,,2005-2006
23/12/2005 10:30,Seattle SuperSonics,Dallas Mavericks,98 - 101,,2005-2006
25/12/2005 12:30,Detroit Pistons,San Antonio Spurs,85 - 70,,2005-2006
25/12/2005 03:00,Miami Heat,Los Angeles Lakers,97 - 92,,2005-2006
26/12/2005 07:00,Cleveland Cavaliers,Chicago Bulls,102 - 91,,2005-2006
26/12/2005 07:00,Orlando Magic,Milwaukee Bucks,108 - 93,,2005-2006
26/12/2005 07:00,Washington Wizards,Los Angeles Lakers,94 - 91,,2005-2006
26/12/2005 07:30,New York Knicks,New Jersey Nets,101 - 109,,2005-2006
26/12/2005 08:00,Minnesota Timberwolves,Phoenix Suns,89 - 103,,2005-2006
26/12/2005 08:30,Dallas Mavericks,Indiana Pacers,102 - 80,,2005-2006
26/12/2005 09:00,Utah Jazz,Memphis Grizzlies,105 - 102,OT,2005-2006
26/12/2005 10:00,Sacramento Kings,Portland Trail Blazers,92 - 105,,2005-2006
26/12/2005 10:00,Seattle SuperSonics,Boston Celtics,118 - 111,,2005-2006
26/12/2005 10:30,Golden State Warriors,Denver Nuggets,112 - 118,,2005-2006
27/12/2005 07:00,Atlanta Hawks,Charlotte Bobcats,90 - 93,,2005-2006
27/12/2005 07:30,Detroit Pistons,Toronto Raptors,113 - 106,,2005-2006
27/12/2005 07:30,Miami Heat,Milwaukee Bucks,109 - 98,,2005-2006
27/12/2005 07:30,New Jersey Nets,Cleveland Cavaliers,96 - 91,,2005-2006
27/12/2005 08:30,Houston Rockets,Utah Jazz,74 - 82,,2005-2006
27/12/2005 08:30,San Antonio Spurs,Indiana Pacers,99 - 86,,2005-2006
27/12/2005 09:00,Denver Nuggets,Philadelphia 76ers,106 - 108,,2005-2006
27/12/2005 10:30,Los Angeles Clippers,Sacramento Kings,93 - 110,,2005-2006
28/12/2005 07:00,Orlando Magic,New York Knicks,105 - 95,,2005-2006
28/12/2005 07:00,Toronto Raptors,Atlanta Hawks,108 - 102,,2005-2006
28/12/2005 07:00,Washington Wizards,Phoenix Suns,99 - 104,,2005-2006
28/12/2005 07:30,Charlotte Bobcats,Chicago Bulls,93 - 80,,2005-2006
28/12/2005 08:00,Minnesota Timberwolves,Seattle SuperSonics,108 - 95,,2005-2006
28/12/2005 08:00,New Orleans/Oklahoma City Hornets,Houston Rockets,92 - 90,,2005-2006
28/12/2005 10:00,Portland Trail Blazers,Philadelphia 76ers,95 - 91,,2005-2006
28/12/2005 10:30,Golden State Warriors,Boston Celtics,111 - 109,,2005-2006
28/12/2005 10:30,Los Angeles Lakers,Memphis Grizzlies,99 - 100,OT,2005-2006
29/12/2005 08:00,Detroit Pistons,Miami Heat,106 - 101,,2005-2006
29/12/2005 08:30,San Antonio Spurs,New Orleans/Oklahoma City Hornets,111 - 84,,2005-2006
29/12/2005 10:30,Denver Nuggets,Seattle SuperSonics,105 - 112,,2005-2006
30/12/2005 07:00,Indiana Pacers,Toronto Raptors,97 - 99,,2005-2006
30/12/2005 07:00,Orlando Magic,Minnesota Timberwolves,107 - 87,,2005-2006
30/12/2005 07:00,Washington Wizards,Miami Heat,113 - 128,,2005-2006
30/12/2005 07:30,Charlotte Bobcats,Phoenix Suns,100 - 110,,2005-2006
30/12/2005 07:30,New Jersey Nets,Atlanta Hawks,99 - 91,,2005-2006
30/12/2005 08:30,Dallas Mavericks,Golden State Warriors,109 - 111,,2005-2006
30/12/2005 08:30,Milwaukee Bucks,New York Knicks,113 - 108,,2005-2006
30/12/2005 10:00,Portland Trail Blazers,Memphis Grizzlies,90 - 93,,2005-2006
30/12/2005 10:00,Sacramento Kings,Boston Celtics,116 - 112,,2005-2006
31/12/2005 01:30,Cleveland Cavaliers,Detroit Pistons,97 - 84,,2005-2006
31/12/2005 07:00,Chicago Bulls,Phoenix Suns,98 - 107,OT,2005-2006
31/12/2005 07:00,Houston Rockets,Golden State Warriors,89 - 94,,2005-2006
31/12/2005 07:00,New Orleans/Oklahoma City Hornets,Dallas Mavericks,90 - 95,,2005-2006
31/12/2005 08:00,Utah Jazz,Philadelphia 76ers,108 - 102,,2005-2006
31/12/2005 09:00,Denver Nuggets,San Antonio Spurs,88 - 98,,2005-2006
31/12/2005 09:00,Seattle SuperSonics,Memphis Grizzlies,96 - 100,,2005-2006
31/12/2005 09:30,Los Angeles Clippers,Boston Celtics,92 - 111,,2005-2006
01/01/2006 06:00,Miami Heat,Minnesota Timberwolves,97 - 70,,2005-2006
01/01/2006 09:00,Portland Trail Blazers,Los Angeles Clippers,94 - 100,,2005-2006
01/01/2006 09:30,Los Angeles Lakers,Utah Jazz,94 - 98,,2005-2006
02/01/2006 07:00,Indiana Pacers,Seattle SuperSonics,115 - 96,,2005-2006
02/01/2006 07:30,New York Knicks,Phoenix Suns,140 - 133,3OT,2005-2006
02/01/2006 08:00,New Orleans/Oklahoma City Hornets,Charlotte Bobcats,103 - 86,,2005-2006
02/01/2006 08:30,Chicago Bulls,Milwaukee Bucks,92 - 93,,2005-2006
02/01/2006 09:00,Denver Nuggets,Boston Celtics,120 - 110,,2005-2006
03/01/2006 07:00,Atlanta Hawks,Toronto Raptors,97 - 108,,2005-2006
03/01/2006 07:00,Washington Wizards,Houston Rockets,111 - 123,,2005-2006
03/01/2006 07:30,Detroit Pistons,Orlando Magic,108 - 99,,2005-2006
03/01/2006 08:00,Memphis Grizzlies,Golden State Warriors,104 - 94,,2005-2006
03/01/2006 08:30,Dallas Mavericks,Portland Trail Blazers,95 - 81,,2005-2006
03/01/2006 09:00,Utah Jazz,Los Angeles Lakers,90 - 80,,2005-2006
03/01/2006 10:00,Sacramento Kings,Philadelphia 76ers,98 - 111,,2005-2006
04/01/2006 07:00,Toronto Raptors,Orlando Magic,121 - 97,,2005-2006
04/01/2006 07:30,Boston Celtics,Charlotte Bobcats,109 - 106,,2005-2006
04/01/2006 08:00,Milwaukee Bucks,Cleveland Cavaliers,84 - 91,,2005-2006
04/01/2006 08:00,Minnesota Timberwolves,Dallas Mavericks,91 - 78,,2005-2006
04/01/2006 08:00,New Orleans/Oklahoma City Hornets,Miami Heat,107 - 92,,2005-2006
04/01/2006 08:30,Chicago Bulls,Seattle SuperSonics,97 - 101,,2005-2006
04/01/2006 08:30,San Antonio Spurs,Portland Trail Blazers,106 - 75,,2005-2006
04/01/2006 09:00,Denver Nuggets,Indiana Pacers,106 - 86,,2005-2006
04/01/2006 09:00,Phoenix Suns,Philadelphia 76ers,105 - 85,,2005-2006
05/01/2006 08:00,Cleveland Cavaliers,Houston Rockets,81 - 90,,2005-2006
05/01/2006 10:30,Golden State Warriors,Indiana Pacers,89 - 99,,2005-2006
06/01/2006 07:00,Toronto Raptors,Houston Rockets,112 - 92,,2005-2006
06/01/2006 07:30,Boston Celtics,Atlanta Hawks,98 - 103,,2005-2006
06/01/2006 07:30,New Jersey Nets,Orlando Magic,113 - 106,,2005-2006
06/01/2006 07:30,New York Knicks,Washington Wizards,113 - 92,,2005-2006
06/01/2006 08:00,Detroit Pistons,Seattle SuperSonics,97 - 85,,2005-2006
06/01/2006 08:00,Memphis Grizzlies,Utah Jazz,87 - 65,,2005-2006
06/01/2006 08:00,New Orleans/Oklahoma City Hornets,Portland Trail Blazers,90 - 80,,2005-2006
06/01/2006 08:00,San Antonio Spurs,Minnesota Timberwolves,83 - 77,,2005-2006
06/01/2006 08:30,Milwaukee Bucks,Chicago Bulls,91 - 105,,2005-2006
06/01/2006 09:00,Denver Nuggets,Dallas Mavericks,112 - 114,OT,2005-2006
06/01/2006 10:00,Sacramento Kings,Los Angeles Clippers,118 - 114,,2005-2006
06/01/2006 10:30,Los Angeles Lakers,Philadelphia 76ers,119 - 93,,2005-2006
06/01/2006 10:30,Phoenix Suns,Miami Heat,111 - 93,,2005-2006
07/01/2006 07:00,Atlanta Hawks,New Orleans/Oklahoma City Hornets,101 - 93,,2005-2006
07/01/2006 07:00,Orlando Magic,Charlotte Bobcats,108 - 92,,2005-2006
07/01/2006 07:00,Washington Wizards,Boston Celtics,103 - 102,,2005-2006
07/01/2006 07:30,Cleveland Cavaliers,Milwaukee Bucks,96 - 88,,2005-2006
07/01/2006 07:30,Detroit Pistons,Utah Jazz,90 - 94,OT,2005-2006
07/01/2006 08:30,Chicago Bulls,Memphis Grizzlies,111 - 82,,2005-2006
07/01/2006 08:30,Dallas Mavericks,Minnesota Timberwolves,83 - 79,,2005-2006
07/01/2006 09:00,Phoenix Suns,San Antonio Spurs,91 - 86,,2005-2006
07/01/2006 10:30,Los Angeles Clippers,Los Angeles Lakers,109 - 112,,2005-2006
08/01/2006 01:00,New York Knicks,Seattle SuperSonics,120 - 116,,2005-2006
08/01/2006 01:00,Toronto Raptors,New Jersey Nets,104 - 105,,2005-2006
08/01/2006 08:30,Houston Rockets,Denver Nuggets,90 - 92,,2005-2006
08/01/2006 09:00,Portland Trail Blazers,Miami Heat,89 - 118,,2005-2006
08/01/2006 09:00,Sacramento Kings,Indiana Pacers,83 - 108,,2005-2006
09/01/2006 07:00,Philadelphia 76ers,Seattle SuperSonics,107 - 98,,2005-2006
09/01/2006 07:00,Washington Wizards,Utah Jazz,89 - 97,,2005-2006
09/01/2006 07:30,Boston Celtics,Dallas Mavericks,102 - 104,,2005-2006
09/01/2006 08:30,Chicago Bulls,Toronto Raptors,113 - 104,,2005-2006
09/01/2006 10:30,Los Angeles Lakers,Indiana Pacers,96 - 90,,2005-2006
10/01/2006 07:00,Atlanta Hawks,Boston Celtics,94 - 98,,2005-2006
10/01/2006 07:00,Cleveland Cavaliers,New York Knicks,84 - 92,,2005-2006
10/01/2006 07:30,Charlotte Bobcats,Houston Rockets,111 - 106,2OT,2005-2006
10/01/2006 08:00,Memphis Grizzlies,Sacramento Kings,99 - 85,,2005-2006
10/01/2006 08:00,Milwaukee Bucks,Minnesota Timberwolves,95 - 92,,2005-2006
10/01/2006 08:00,New Orleans/Oklahoma City Hornets,Detroit Pistons,86 - 96,,2005-2006
10/01/2006 08:30,San Antonio Spurs,New Jersey Nets,96 - 91,,2005-2006
10/01/2006 09:00,Denver Nuggets,Phoenix Suns,139 - 137,3OT,2005-2006
10/01/2006 10:30,Los Angeles Clippers,Orlando Magic,90 - 73,,2005-2006
11/01/2006 07:00,Indiana Pacers,Milwaukee Bucks,112 - 88,,2005-2006
11/01/2006 07:00,Philadelphia 76ers,Utah Jazz,102 - 110,,2005-2006
11/01/2006 07:00,Toronto Raptors,Charlotte Bobcats,95 - 86,,2005-2006
11/01/2006 07:00,Washington Wizards,Atlanta Hawks,103 - 72,,2005-2006
11/01/2006 07:30,New York Knicks,Dallas Mavericks,117 - 115,OT,2005-2006
11/01/2006 08:00,Minnesota Timberwolves,Chicago Bulls,99 - 93,,2005-2006
11/01/2006 08:30,Houston Rockets,Sacramento Kings,80 - 88,,2005-2006
11/01/2006 10:00,Portland Trail Blazers,Los Angeles Lakers,113 - 103,,2005-2006
11/01/2006 10:00,Seattle SuperSonics,Orlando Magic,113 - 104,,2005-2006
11/01/2006 10:30,Golden State Warriors,Miami Heat,96 - 110,,2005-2006
12/01/2006 08:00,San Antonio Spurs,Detroit Pistons,68 - 83,,2005-2006
12/01/2006 09:00,Phoenix Suns,Golden State Warriors,112 - 99,,2005-2006
12/01/2006 10:30,Los Angeles Lakers,Cleveland Cavaliers,99 - 98,,2005-2006
13/01/2006 07:00,Indiana Pacers,Washington Wizards,85 - 94,,2005-2006
13/01/2006 07:30,Charlotte Bobcats,Milwaukee Bucks,102 - 103,,2005-2006
13/01/2006 07:30,New York Knicks,Atlanta Hawks,105 - 94,,2005-2006
13/01/2006 08:00,Memphis Grizzlies,New Jersey Nets,81 - 69,,2005-2006
13/01/2006 08:00,Minnesota Timberwolves,Denver Nuggets,103 - 89,,2005-2006
13/01/2006 08:00,New Orleans/Oklahoma City Hornets,Sacramento Kings,90 - 76,,2005-2006
13/01/2006 08:00,Philadelphia 76ers,Boston Celtics,125 - 124,3OT,2005-2006
13/01/2006 10:00,Portland Trail Blazers,Orlando Magic,113 - 108,,2005-2006
13/01/2006 10:30,Seattle SuperSonics,Miami Heat,104 - 117,,2005-2006
14/01/2006 07:00,Atlanta Hawks,Washington Wizards,106 - 114,OT,2005-2006
14/01/2006 07:30,Detroit Pistons,Charlotte Bobcats,114 - 91,,2005-2006
14/01/2006 08:30,Chicago Bulls,Indiana Pacers,89 - 91,,2005-2006
14/01/2006 08:30,Dallas Mavericks,New Jersey Nets,110 - 77,,2005-2006
14/01/2006 08:30,Houston Rockets,New Orleans/Oklahoma City Hornets,80 - 86,,2005-2006
14/01/2006 08:30,Milwaukee Bucks,Denver Nuggets,93 - 100,,2005-2006
14/01/2006 08:30,San Antonio Spurs,Memphis Grizzlies,80 - 79,,2005-2006
14/01/2006 09:00,Phoenix Suns,Cleveland Cavaliers,115 - 106,,2005-2006
14/01/2006 09:00,Utah Jazz,Miami Heat,94 - 100,,2005-2006
14/01/2006 10:30,Golden State Warriors,Los Angeles Lakers,104 - 110,,2005-2006
14/01/2006 10:30,Los Angeles Clippers,Seattle SuperSonics,98 - 72,,2005-2006
15/01/2006 01:00,Toronto Raptors,New York Knicks,129 - 103,,2005-2006
15/01/2006 09:00,Portland Trail Blazers,Cleveland Cavaliers,89 - 87,,2005-2006
15/01/2006 09:00,Sacramento Kings,Orlando Magic,104 - 100,,2005-2006
16/01/2006 01:00,Charlotte Bobcats,New Orleans/Oklahoma City Hornets,92 - 107,,2005-2006
16/01/2006 01:00,New York Knicks,Minnesota Timberwolves,90 - 96,,2005-2006
16/01/2006 01:00,Washington Wizards,Philadelphia 76ers,104 - 76,,2005-2006
16/01/2006 02:00,Atlanta Hawks,Houston Rockets,94 - 83,,2005-2006
16/01/2006 02:00,Chicago Bulls,Denver Nuggets,94 - 97,,2005-2006
16/01/2006 03:30,Detroit Pistons,Boston Celtics,94 - 84,,2005-2006
16/01/2006 03:30,Los Angeles Clippers,Utah Jazz,102 - 93,OT,2005-2006
16/01/2006 03:30,New Jersey Nets,Indiana Pacers,97 - 92,,2005-2006
16/01/2006 04:00,Golden State Warriors,Seattle SuperSonics,109 - 93,,2005-2006
16/01/2006 08:00,Memphis Grizzlies,San Antonio Spurs,83 - 93,,2005-2006
16/01/2006 08:30,Dallas Mavericks,Milwaukee Bucks,114 - 95,,2005-2006
16/01/2006 10:30,Los Angeles Lakers,Miami Heat,100 - 92,,2005-2006
17/01/2006 09:00,Utah Jazz,Toronto Raptors,111 - 98,,2005-2006
17/01/2006 10:00,Sacramento Kings,Phoenix Suns,119 - 90,,2005-2006
18/01/2006 07:00,Atlanta Hawks,Detroit Pistons,89 - 117,,2005-2006
18/01/2006 07:00,Indiana Pacers,Charlotte Bobcats,98 - 92,,2005-2006
18/01/2006 07:00,Orlando Magic,Washington Wizards,106 - 98,,2005-2006
18/01/2006 07:00,Philadelphia 76ers,New Jersey Nets,90 - 101,,2005-2006
18/01/2006 07:30,Boston Celtics,Minnesota Timberwolves,103 - 96,,2005-2006
18/01/2006 08:00,New Orleans/Oklahoma City Hornets,Memphis Grizzlies,87 - 79,,2005-2006
18/01/2006 08:30,Chicago Bulls,New York Knicks,106 - 104,OT,2005-2006
18/01/2006 08:30,Houston Rockets,Dallas Mavericks,76 - 103,,2005-2006
18/01/2006 08:30,San Antonio Spurs,Milwaukee Bucks,95 - 92,,2005-2006
18/01/2006 09:00,Denver Nuggets,Cleveland Cavaliers,90 - 89,,2005-2006
18/01/2006 10:00,Portland Trail Blazers,Toronto Raptors,96 - 94,,2005-2006
18/01/2006 10:30,Los Angeles Clippers,Phoenix Suns,102 - 112,,2005-2006
19/01/2006 08:00,New York Knicks,Detroit Pistons,79 - 105,,2005-2006
19/01/2006 10:30,Sacramento Kings,Los Angeles Lakers,118 - 109,OT,2005-2006
20/01/2006 07:00,Atlanta Hawks,Milwaukee Bucks,102 - 118,,2005-2006
20/01/2006 07:00,Philadelphia 76ers,Memphis Grizzlies,89 - 86,OT,2005-2006
20/01/2006 07:00,Washington Wizards,New Orleans/Oklahoma City Hornets,110 - 99,,2005-2006
20/01/2006 07:30,Boston Celtics,New Jersey Nets,99 - 96,,2005-2006
20/01/2006 07:30,Charlotte Bobcats,Orlando Magic,93 - 104,,2005-2006
20/01/2006 08:00,Miami Heat,San Antonio Spurs,94 - 101,,2005-2006
20/01/2006 08:00,Minnesota Timberwolves,Indiana Pacers,90 - 85,,2005-2006
20/01/2006 08:30,Chicago Bulls,Houston Rockets,108 - 109,2OT,2005-2006
20/01/2006 09:00,Denver Nuggets,Utah Jazz,113 - 83,,2005-2006
20/01/2006 10:30,Golden State Warriors,Cleveland Cavaliers,99 - 79,,2005-2006
20/01/2006 10:30,Los Angeles Clippers,Dallas Mavericks,81 - 101,,2005-2006
20/01/2006 10:30,Phoenix Suns,Los Angeles Lakers,106 - 93,,2005-2006
20/01/2006 10:30,Seattle SuperSonics,Toronto Raptors,113 - 121,,2005-2006
21/01/2006 07:00,Orlando Magic,Sacramento Kings,83 - 78,OT,2005-2006
21/01/2006 07:30,New York Knicks,New Orleans/Oklahoma City Hornets,98 - 109,,2005-2006
21/01/2006 08:00,Indiana Pacers,Chicago Bulls,89 - 101,,2005-2006
21/01/2006 08:00,New Jersey Nets,Boston Celtics,103 - 83,,2005-2006
21/01/2006 08:30,Milwaukee Bucks,Charlotte Bobcats,101 - 91,,2005-2006
21/01/2006 09:00,Utah Jazz,Cleveland Cavaliers,90 - 108,,2005-2006
22/01/2006 01:00,Minnesota Timberwolves,Philadelphia 76ers,84 - 86,,2005-2006
22/01/2006 01:00,San Antonio Spurs,Denver Nuggets,85 - 89,,2005-2006
22/01/2006 03:30,Los Angeles Clippers,Golden State Warriors,105 - 92,,2005-2006
22/01/2006 03:30,Washington Wizards,Memphis Grizzlies,82 - 93,,2005-2006
22/01/2006 06:00,Detroit Pistons,Houston Rockets,99 - 97,,2005-2006
22/01/2006 06:00,Miami Heat,Sacramento Kings,119 - 99,,2005-2006
22/01/2006 08:00,Phoenix Suns,Seattle SuperSonics,149 - 152,2OT,2005-2006
22/01/2006 09:00,Portland Trail Blazers,Dallas Mavericks,89 - 95,OT,2005-2006
22/01/2006 09:30,Los Angeles Lakers,Toronto Raptors,122 - 104,,2005-2006
23/01/2006 07:00,Atlanta Hawks,Indiana Pacers,104 - 94,,2005-2006
23/01/2006 07:30,Boston Celtics,New Orleans/Oklahoma City Hornets,91 - 78,,2005-2006
23/01/2006 08:00,Milwaukee Bucks,Houston Rockets,80 - 97,,2005-2006
23/01/2006 09:00,Denver Nuggets,Toronto Raptors,107 - 101,,2005-2006
23/01/2006 09:00,Utah Jazz,New Jersey Nets,89 - 78,,2005-2006
23/01/2006 10:30,Golden State Warriors,Los Angeles Clippers,93 - 96,,2005-2006
24/01/2006 07:00,Cleveland Cavaliers,Indiana Pacers,96 - 66,,2005-2006
24/01/2006 07:00,Orlando Magic,Phoenix Suns,111 - 102,,2005-2006
24/01/2006 07:00,Philadelphia 76ers,Sacramento Kings,109 - 103,,2005-2006
24/01/2006 07:30,Miami Heat,Memphis Grizzlies,94 - 82,,2005-2006
24/01/2006 08:00,Minnesota Timberwolves,Detroit Pistons,83 - 107,,2005-2006
24/01/2006 08:30,San Antonio Spurs,Charlotte Bobcats,104 - 76,,2005-2006
25/01/2006 07:00,Atlanta Hawks,Cleveland Cavaliers,97 - 106,,2005-2006
25/01/2006 07:00,Toronto Raptors,Chicago Bulls,88 - 104,,2005-2006
25/01/2006 07:30,Boston Celtics,Washington Wizards,87 - 89,,2005-2006
25/01/2006 07:30,Detroit Pistons,Milwaukee Bucks,106 - 102,OT,2005-2006
25/01/2006 07:30,New York Knicks,Sacramento Kings,102 - 106,OT,2005-2006
25/01/2006 08:00,New Orleans/Oklahoma City Hornets,San Antonio Spurs,68 - 84,,2005-2006
25/01/2006 08:30,Houston Rockets,Charlotte Bobcats,102 - 78,,2005-2006
25/01/2006 09:00,Memphis Grizzlies,Minnesota Timberwolves,107 - 87,,2005-2006
25/01/2006 09:00,Utah Jazz,Seattle SuperSonics,94 - 113,,2005-2006
25/01/2006 10:00,Portland Trail Blazers,Denver Nuggets,94 - 97,,2005-2006
25/01/2006 10:30,Golden State Warriors,Dallas Mavericks,93 - 102,,2005-2006
25/01/2006 10:30,Los Angeles Clippers,New Jersey Nets,90 - 77,,2005-2006
26/01/2006 07:00,Philadelphia 76ers,Orlando Magic,115 - 119,OT,2005-2006
26/01/2006 08:00,Miami Heat,Phoenix Suns,98 - 107,,2005-2006
26/01/2006 10:30,Seattle SuperSonics,Dallas Mavericks,97 - 104,,2005-2006
27/01/2006 07:00,Atlanta Hawks,Phoenix Suns,106 - 110,,2005-2006
27/01/2006 07:00,Indiana Pacers,Cleveland Cavaliers,89 - 93,,2005-2006
27/01/2006 07:30,Boston Celtics,Sacramento Kings,84 - 74,,2005-2006
27/01/2006 07:30,Charlotte Bobcats,Miami Heat,85 - 91,,2005-2006
27/01/2006 07:30,New York Knicks,Orlando Magic,97 - 94,,2005-2006
27/01/2006 08:00,Detroit Pistons,Memphis Grizzlies,95 - 89,,2005-2006
27/01/2006 08:30,Chicago Bulls,Washington Wizards,90 - 79,,2005-2006
27/01/2006 08:30,Houston Rockets,Minnesota Timberwolves,92 - 96,,2005-2006
27/01/2006 08:30,Milwaukee Bucks,Toronto Raptors,108 - 87,,2005-2006
27/01/2006 09:30,Denver Nuggets,Los Angeles Clippers,87 - 105,,2005-2006
27/01/2006 10:00,Portland Trail Blazers,New Jersey Nets,88 - 83,,2005-2006
27/01/2006 10:30,Los Angeles Lakers,Golden State Warriors,106 - 105,OT,2005-2006
28/01/2006 07:00,Washington Wizards,Charlotte Bobcats,107 - 97,,2005-2006
