Date,Home Team,Away Team,Result,Overtime,Season
30/11/2018 07:00,Philadelphia 76ers,Washington Wizards,123 - 98,,2018-2019
30/11/2018 07:30,Brooklyn Nets,Memphis Grizzlies,125 - 131,2OT,2018-2019
30/11/2018 08:00,Miami Heat,New Orleans Pelicans,106 - 101,,2018-2019
30/11/2018 08:00,Oklahoma City Thunder,Atlanta Hawks,124 - 109,,2018-2019
30/11/2018 08:00,San Antonio Spurs,Houston Rockets,105 - 136,,2018-2019
30/11/2018 09:00,Phoenix Suns,Orlando Magic,85 - 99,,2018-2019
30/11/2018 10:30,Los Angeles Lakers,Dallas Mavericks,114 - 103,,2018-2019
30/11/2018 10:30,Portland Trail Blazers,Denver Nuggets,112 - 113,,2018-2019
01/12/2018 05:00,New York Knicks,Milwaukee Bucks,136 - 134,OT,2018-2019
01/12/2018 07:00,Detroit Pistons,Golden State Warriors,111 - 102,,2018-2019
01/12/2018 07:00,Washington Wizards,Brooklyn Nets,102 - 88,,2018-2019
01/12/2018 08:00,Cleveland Cavaliers,Toronto Raptors,95 - 106,,2018-2019
01/12/2018 08:00,Houston Rockets,Chicago Bulls,121 - 105,,2018-2019
01/12/2018 08:00,Minnesota Timberwolves,Boston Celtics,109 - 118,,2018-2019
01/12/2018 10:00,Sacramento Kings,Indiana Pacers,111 - 110,,2018-2019
02/12/2018 03:30,Los Angeles Lakers,Phoenix Suns,120 - 96,,2018-2019
02/12/2018 05:00,Charlotte Hornets,New Orleans Pelicans,109 - 119,,2018-2019
02/12/2018 06:00,Miami Heat,Utah Jazz,102 - 100,,2018-2019
02/12/2018 06:00,Philadelphia 76ers,Memphis Grizzlies,103 - 95,,2018-2019
02/12/2018 07:00,Dallas Mavericks,Los Angeles Clippers,114 - 110,,2018-2019
02/12/2018 07:00,San Antonio Spurs,Portland Trail Blazers,131 - 118,,2018-2019
03/12/2018 07:00,Detroit Pistons,Oklahoma City Thunder,83 - 110,,2018-2019
03/12/2018 07:30,Atlanta Hawks,Golden State Warriors,111 - 128,,2018-2019
03/12/2018 07:30,Brooklyn Nets,Cleveland Cavaliers,97 - 99,,2018-2019
03/12/2018 07:30,New York Knicks,Washington Wizards,107 - 110,,2018-2019
03/12/2018 07:30,Toronto Raptors,Denver Nuggets,103 - 106,,2018-2019
03/12/2018 08:00,Minnesota Timberwolves,Houston Rockets,103 - 91,,2018-2019
03/12/2018 08:00,New Orleans Pelicans,Los Angeles Clippers,126 - 129,,2018-2019
04/12/2018 07:00,Indiana Pacers,Chicago Bulls,96 - 90,,2018-2019
04/12/2018 07:30,Miami Heat,Orlando Magic,90 - 105,,2018-2019
04/12/2018 08:30,Dallas Mavericks,Portland Trail Blazers,111 - 102,,2018-2019
04/12/2018 09:00,Phoenix Suns,Sacramento Kings,105 - 122,,2018-2019
04/12/2018 09:00,Utah Jazz,San Antonio Spurs,139 - 105,,2018-2019
05/12/2018 07:00,Cleveland Cavaliers,Golden State Warriors,105 - 129,,2018-2019
05/12/2018 07:00,Orlando Magic,Denver Nuggets,118 - 124,OT,2018-2019
05/12/2018 07:30,Atlanta Hawks,Washington Wizards,117 - 131,,2018-2019
05/12/2018 07:30,Brooklyn Nets,Oklahoma City Thunder,112 - 114,,2018-2019
05/12/2018 08:00,Memphis Grizzlies,Los Angeles Clippers,96 - 86,,2018-2019
05/12/2018 08:00,Milwaukee Bucks,Detroit Pistons,115 - 92,,2018-2019
05/12/2018 08:00,Minnesota Timberwolves,Charlotte Hornets,121 - 104,,2018-2019
05/12/2018 08:00,New Orleans Pelicans,Dallas Mavericks,132 - 106,,2018-2019
05/12/2018 08:00,Toronto Raptors,Philadelphia 76ers,113 - 102,,2018-2019
05/12/2018 10:30,Los Angeles Lakers,San Antonio Spurs,121 - 113,,2018-2019
06/12/2018 08:00,Boston Celtics,New York Knicks,128 - 100,,2018-2019
06/12/2018 10:00,Portland Trail Blazers,Phoenix Suns,108 - 86,,2018-2019
06/12/2018 10:30,Utah Jazz,Houston Rockets,118 - 91,,2018-2019
07/12/2018 07:00,Charlotte Hornets,Denver Nuggets,113 - 107,,2018-2019
07/12/2018 07:00,Detroit Pistons,Philadelphia 76ers,111 - 117,,2018-2019
07/12/2018 07:00,Orlando Magic,Indiana Pacers,90 - 112,,2018-2019
07/12/2018 07:30,Brooklyn Nets,Toronto Raptors,106 - 105,OT,2018-2019
07/12/2018 07:30,Cleveland Cavaliers,Sacramento Kings,110 - 129,,2018-2019
07/12/2018 08:00,Chicago Bulls,Oklahoma City Thunder,114 - 112,,2018-2019
07/12/2018 08:00,New Orleans Pelicans,Memphis Grizzlies,103 - 107,,2018-2019
07/12/2018 08:30,San Antonio Spurs,Los Angeles Lakers,133 - 120,,2018-2019
07/12/2018 09:00,Phoenix Suns,Miami Heat,98 - 115,,2018-2019
07/12/2018 09:30,Milwaukee Bucks,Golden State Warriors,95 - 105,,2018-2019
08/12/2018 06:00,Dallas Mavericks,Houston Rockets,107 - 104,,2018-2019
08/12/2018 07:00,Indiana Pacers,Sacramento Kings,107 - 97,,2018-2019
08/12/2018 07:30,Atlanta Hawks,Denver Nuggets,106 - 98,,2018-2019
08/12/2018 07:30,Cleveland Cavaliers,Washington Wizards,116 - 101,,2018-2019
08/12/2018 07:30,New York Knicks,Brooklyn Nets,104 - 112,,2018-2019
08/12/2018 08:00,Chicago Bulls,Boston Celtics,77 - 133,,2018-2019
08/12/2018 08:00,Memphis Grizzlies,Los Angeles Lakers,88 - 111,,2018-2019
08/12/2018 10:00,Portland Trail Blazers,Minnesota Timberwolves,113 - 105,,2018-2019
08/12/2018 10:30,Los Angeles Clippers,Miami Heat,98 - 121,,2018-2019
09/12/2018 03:30,Detroit Pistons,New Orleans Pelicans,108 - 116,,2018-2019
09/12/2018 06:00,Toronto Raptors,Milwaukee Bucks,99 - 104,,2018-2019
09/12/2018 07:00,San Antonio Spurs,Utah Jazz,110 - 97,,2018-2019
09/12/2018 07:30,New York Knicks,Charlotte Hornets,107 - 119,,2018-2019
10/12/2018 07:00,Indiana Pacers,Washington Wizards,109 - 101,,2018-2019
10/12/2018 07:00,Philadelphia 76ers,Detroit Pistons,116 - 102,,2018-2019
10/12/2018 07:30,Boston Celtics,New Orleans Pelicans,113 - 100,,2018-2019
10/12/2018 08:00,Chicago Bulls,Sacramento Kings,89 - 108,,2018-2019
10/12/2018 08:00,Milwaukee Bucks,Cleveland Cavaliers,108 - 92,,2018-2019
10/12/2018 08:00,Oklahoma City Thunder,Utah Jazz,122 - 113,,2018-2019
10/12/2018 08:30,Dallas Mavericks,Orlando Magic,101 - 76,,2018-2019
10/12/2018 09:00,Denver Nuggets,Memphis Grizzlies,105 - 99,,2018-2019
10/12/2018 09:00,Phoenix Suns,Los Angeles Clippers,119 - 123,OT,2018-2019
10/12/2018 10:30,Golden State Warriors,Minnesota Timberwolves,116 - 108,,2018-2019
10/12/2018 10:30,Los Angeles Lakers,Miami Heat,108 - 105,,2018-2019
11/12/2018 08:00,Houston Rockets,Portland Trail Blazers,111 - 104,,2018-2019
11/12/2018 08:30,San Antonio Spurs,Phoenix Suns,111 - 86,,2018-2019
11/12/2018 10:30,Los Angeles Clippers,Toronto Raptors,99 - 123,,2018-2019
12/12/2018 07:00,Charlotte Hornets,Detroit Pistons,108 - 107,,2018-2019
12/12/2018 07:00,Cleveland Cavaliers,New York Knicks,113 - 106,,2018-2019
12/12/2018 07:00,Indiana Pacers,Milwaukee Bucks,113 - 97,,2018-2019
12/12/2018 07:00,Philadelphia 76ers,Brooklyn Nets,124 - 127,,2018-2019
12/12/2018 07:00,Washington Wizards,Boston Celtics,125 - 130,OT,2018-2019
12/12/2018 08:00,Memphis Grizzlies,Portland Trail Blazers,92 - 83,,2018-2019
12/12/2018 08:00,New Orleans Pelicans,Oklahoma City Thunder,118 - 114,,2018-2019
12/12/2018 08:30,Dallas Mavericks,Atlanta Hawks,114 - 107,,2018-2019
12/12/2018 09:00,Utah Jazz,Miami Heat,111 - 84,,2018-2019
12/12/2018 10:00,Sacramento Kings,Minnesota Timberwolves,141 - 130,,2018-2019
12/12/2018 10:30,Golden State Warriors,Toronto Raptors,93 - 113,,2018-2019
13/12/2018 08:00,Houston Rockets,Los Angeles Lakers,126 - 111,,2018-2019
13/12/2018 08:30,San Antonio Spurs,Los Angeles Clippers,125 - 87,,2018-2019
13/12/2018 09:30,Orlando Magic,Chicago Bulls,97 - 91,,2018-2019
13/12/2018 10:30,Phoenix Suns,Dallas Mavericks,99 - 89,,2018-2019
14/12/2018 07:00,Boston Celtics,Atlanta Hawks,129 - 108,,2018-2019
14/12/2018 07:00,Charlotte Hornets,New York Knicks,124 - 126,OT,2018-2019
14/12/2018 07:30,Brooklyn Nets,Washington Wizards,125 - 118,,2018-2019
14/12/2018 07:30,Cleveland Cavaliers,Milwaukee Bucks,102 - 114,,2018-2019
14/12/2018 07:30,Philadelphia 76ers,Indiana Pacers,101 - 113,,2018-2019
14/12/2018 08:00,Memphis Grizzlies,Miami Heat,97 - 100,,2018-2019
14/12/2018 10:00,Denver Nuggets,Oklahoma City Thunder,109 - 98,,2018-2019
14/12/2018 10:00,Portland Trail Blazers,Toronto Raptors,128 - 122,,2018-2019
14/12/2018 10:00,Sacramento Kings,Golden State Warriors,125 - 130,,2018-2019
15/12/2018 05:00,Orlando Magic,Utah Jazz,96 - 89,,2018-2019
15/12/2018 07:00,Charlotte Hornets,Los Angeles Lakers,100 - 128,,2018-2019
15/12/2018 07:00,Detroit Pistons,Boston Celtics,113 - 104,,2018-2019
15/12/2018 08:00,Memphis Grizzlies,Houston Rockets,97 - 105,,2018-2019
15/12/2018 08:30,San Antonio Spurs,Chicago Bulls,93 - 98,,2018-2019
15/12/2018 09:00,Oklahoma City Thunder,Los Angeles Clippers,110 - 104,,2018-2019
15/12/2018 09:00,Phoenix Suns,Minnesota Timberwolves,107 - 99,,2018-2019
16/12/2018 03:00,Brooklyn Nets,Atlanta Hawks,144 - 127,,2018-2019
16/12/2018 03:30,Cleveland Cavaliers,Philadelphia 76ers,105 - 128,,2018-2019
16/12/2018 05:00,Indiana Pacers,New York Knicks,110 - 99,,2018-2019
16/12/2018 06:00,Washington Wizards,Los Angeles Lakers,128 - 110,,2018-2019
16/12/2018 07:00,Dallas Mavericks,Sacramento Kings,113 - 120,,2018-2019
16/12/2018 07:00,New Orleans Pelicans,Miami Heat,96 - 102,,2018-2019
16/12/2018 08:00,Denver Nuggets,Toronto Raptors,95 - 86,,2018-2019
17/12/2018 07:00,Detroit Pistons,Milwaukee Bucks,104 - 107,,2018-2019
17/12/2018 07:30,New York Knicks,Phoenix Suns,110 - 128,,2018-2019
17/12/2018 08:00,Houston Rockets,Utah Jazz,102 - 97,,2018-2019
17/12/2018 08:00,Minnesota Timberwolves,Sacramento Kings,132 - 105,,2018-2019
17/12/2018 08:00,Oklahoma City Thunder,Chicago Bulls,121 - 96,,2018-2019
17/12/2018 08:30,San Antonio Spurs,Philadelphia 76ers,123 - 96,,2018-2019
17/12/2018 10:30,Golden State Warriors,Memphis Grizzlies,110 - 93,,2018-2019
17/12/2018 10:30,Los Angeles Clippers,Portland Trail Blazers,127 - 131,,2018-2019
18/12/2018 07:00,Indiana Pacers,Cleveland Cavaliers,91 - 92,,2018-2019
18/12/2018 07:30,Atlanta Hawks,Washington Wizards,118 - 110,,2018-2019
18/12/2018 07:30,Brooklyn Nets,Los Angeles Lakers,115 - 110,,2018-2019
18/12/2018 09:00,Denver Nuggets,Dallas Mavericks,126 - 118,,2018-2019
19/12/2018 07:00,Charlotte Hornets,Cleveland Cavaliers,110 - 99,,2018-2019
19/12/2018 07:00,Orlando Magic,San Antonio Spurs,90 - 129,,2018-2019
19/12/2018 07:00,Philadelphia 76ers,New York Knicks,131 - 109,,2018-2019
19/12/2018 07:30,Boston Celtics,Phoenix Suns,103 - 111,,2018-2019
19/12/2018 07:30,Toronto Raptors,Indiana Pacers,99 - 96,,2018-2019
19/12/2018 08:00,Chicago Bulls,Brooklyn Nets,93 - 96,,2018-2019
19/12/2018 08:00,Houston Rockets,Washington Wizards,136 - 118,,2018-2019
19/12/2018 08:00,Milwaukee Bucks,New Orleans Pelicans,123 - 115,,2018-2019
19/12/2018 08:00,Minnesota Timberwolves,Detroit Pistons,123 - 129,OT,2018-2019
19/12/2018 09:00,Utah Jazz,Golden State Warriors,108 - 103,,2018-2019
19/12/2018 10:00,Portland Trail Blazers,Memphis Grizzlies,99 - 92,,2018-2019
19/12/2018 10:00,Sacramento Kings,Oklahoma City Thunder,113 - 132,,2018-2019
20/12/2018 08:00,Miami Heat,Houston Rockets,101 - 99,,2018-2019
20/12/2018 10:30,Los Angeles Clippers,Dallas Mavericks,125 - 121,,2018-2019
21/12/2018 07:00,Charlotte Hornets,Detroit Pistons,98 - 86,,2018-2019
21/12/2018 07:00,Toronto Raptors,Cleveland Cavaliers,126 - 110,,2018-2019
21/12/2018 07:30,Brooklyn Nets,Indiana Pacers,106 - 114,,2018-2019
21/12/2018 07:30,New York Knicks,Atlanta Hawks,107 - 114,,2018-2019
21/12/2018 08:00,Boston Celtics,Milwaukee Bucks,107 - 120,,2018-2019
21/12/2018 08:00,Chicago Bulls,Orlando Magic,90 - 80,,2018-2019
21/12/2018 08:30,San Antonio Spurs,Minnesota Timberwolves,124 - 98,,2018-2019
21/12/2018 10:00,Portland Trail Blazers,Utah Jazz,90 - 120,,2018-2019
21/12/2018 10:00,Sacramento Kings,Memphis Grizzlies,102 - 99,,2018-2019
21/12/2018 10:30,Los Angeles Lakers,New Orleans Pelicans,112 - 104,,2018-2019
22/12/2018 05:00,Los Angeles Clippers,Denver Nuggets,132 - 111,,2018-2019
22/12/2018 07:00,Washington Wizards,Phoenix Suns,149 - 146,3OT,2018-2019
22/12/2018 07:30,Philadelphia 76ers,Toronto Raptors,126 - 101,,2018-2019
22/12/2018 08:00,Houston Rockets,San Antonio Spurs,108 - 101,,2018-2019
22/12/2018 08:00,Miami Heat,Milwaukee Bucks,94 - 87,,2018-2019
22/12/2018 08:30,Golden State Warriors,Dallas Mavericks,120 - 116,,2018-2019
22/12/2018 09:00,Utah Jazz,Oklahoma City Thunder,106 - 107,,2018-2019
23/12/2018 04:00,Detroit Pistons,Atlanta Hawks,95 - 98,,2018-2019
23/12/2018 05:00,Indiana Pacers,Washington Wizards,105 - 89,,2018-2019
23/12/2018 06:00,Boston Celtics,Charlotte Hornets,119 - 103,,2018-2019
23/12/2018 06:00,Brooklyn Nets,Phoenix Suns,111 - 103,,2018-2019
23/12/2018 06:00,Cleveland Cavaliers,Chicago Bulls,92 - 112,,2018-2019
23/12/2018 06:00,Orlando Magic,Miami Heat,91 - 115,,2018-2019
23/12/2018 06:00,Sacramento Kings,New Orleans Pelicans,122 - 117,,2018-2019
23/12/2018 08:00,Oklahoma City Thunder,Minnesota Timberwolves,112 - 114,,2018-2019
23/12/2018 08:30,Golden State Warriors,Los Angeles Clippers,129 - 127,,2018-2019
23/12/2018 09:00,Portland Trail Blazers,Dallas Mavericks,121 - 118,OT,2018-2019
23/12/2018 09:30,Los Angeles Lakers,Memphis Grizzlies,99 - 107,,2018-2019
25/12/2018 12:00,New York Knicks,Milwaukee Bucks,95 - 109,,2018-2019
25/12/2018 03:00,Houston Rockets,Oklahoma City Thunder,113 - 109,,2018-2019
25/12/2018 05:30,Boston Celtics,Philadelphia 76ers,121 - 114,OT,2018-2019
25/12/2018 08:00,Golden State Warriors,Los Angeles Lakers,101 - 127,,2018-2019
25/12/2018 10:30,Utah Jazz,Portland Trail Blazers,117 - 96,,2018-2019
26/12/2018 07:00,Detroit Pistons,Washington Wizards,106 - 95,,2018-2019
26/12/2018 07:00,Orlando Magic,Phoenix Suns,120 - 122,OT,2018-2019
26/12/2018 07:30,Atlanta Hawks,Indiana Pacers,121 - 129,,2018-2019
26/12/2018 07:30,Brooklyn Nets,Charlotte Hornets,134 - 132,2OT,2018-2019
26/12/2018 07:30,Miami Heat,Toronto Raptors,104 - 106,,2018-2019
26/12/2018 08:00,Chicago Bulls,Minnesota Timberwolves,94 - 119,,2018-2019
26/12/2018 08:00,Memphis Grizzlies,Cleveland Cavaliers,95 - 87,,2018-2019
26/12/2018 08:30,Dallas Mavericks,New Orleans Pelicans,122 - 119,,2018-2019
26/12/2018 08:30,San Antonio Spurs,Denver Nuggets,111 - 103,,2018-2019
26/12/2018 10:30,Los Angeles Clippers,Sacramento Kings,127 - 118,,2018-2019
27/12/2018 08:00,Houston Rockets,Boston Celtics,127 - 113,,2018-2019
27/12/2018 08:00,Milwaukee Bucks,New York Knicks,112 - 96,,2018-2019
27/12/2018 10:00,Sacramento Kings,Los Angeles Lakers,117 - 116,,2018-2019
27/12/2018 10:30,Golden State Warriors,Portland Trail Blazers,109 - 110,OT,2018-2019
27/12/2018 10:30,Utah Jazz,Philadelphia 76ers,97 - 114,,2018-2019
28/12/2018 07:00,Charlotte Hornets,Brooklyn Nets,100 - 87,,2018-2019
28/12/2018 07:00,Indiana Pacers,Detroit Pistons,125 - 88,,2018-2019
28/12/2018 07:00,Orlando Magic,Toronto Raptors,116 - 87,,2018-2019
28/12/2018 07:00,Washington Wizards,Chicago Bulls,92 - 101,,2018-2019
28/12/2018 08:00,Miami Heat,Cleveland Cavaliers,118 - 94,,2018-2019
28/12/2018 08:00,Minnesota Timberwolves,Atlanta Hawks,120 - 123,OT,2018-2019
28/12/2018 08:00,New Orleans Pelicans,Dallas Mavericks,114 - 112,,2018-2019
28/12/2018 09:00,Denver Nuggets,San Antonio Spurs,102 - 99,,2018-2019
28/12/2018 09:00,Phoenix Suns,Oklahoma City Thunder,102 - 118,,2018-2019
28/12/2018 10:30,Los Angeles Lakers,Los Angeles Clippers,107 - 118,,2018-2019
29/12/2018 05:00,Milwaukee Bucks,Brooklyn Nets,129 - 115,,2018-2019
29/12/2018 07:00,New Orleans Pelicans,Houston Rockets,104 - 108,,2018-2019
29/12/2018 07:00,Washington Wizards,Charlotte Hornets,130 - 126,,2018-2019
29/12/2018 07:30,Atlanta Hawks,Cleveland Cavaliers,111 - 108,,2018-2019
29/12/2018 08:00,Memphis Grizzlies,Boston Celtics,103 - 112,,2018-2019
29/12/2018 08:00,Utah Jazz,New York Knicks,129 - 97,,2018-2019
29/12/2018 09:00,Phoenix Suns,Denver Nuggets,118 - 122,,2018-2019
29/12/2018 10:00,Portland Trail Blazers,Golden State Warriors,105 - 115,,2018-2019
29/12/2018 10:30,Los Angeles Clippers,San Antonio Spurs,111 - 122,,2018-2019
30/12/2018 03:30,Orlando Magic,Detroit Pistons,109 - 107,,2018-2019
30/12/2018 06:00,Miami Heat,Minnesota Timberwolves,104 - 113,,2018-2019
30/12/2018 06:00,Toronto Raptors,Chicago Bulls,95 - 89,,2018-2019
30/12/2018 07:00,Dallas Mavericks,Oklahoma City Thunder,105 - 103,,2018-2019
30/12/2018 09:00,Portland Trail Blazers,Philadelphia 76ers,129 - 95,,2018-2019
30/12/2018 09:30,Los Angeles Lakers,Sacramento Kings,121 - 114,,2018-2019
31/12/2018 03:00,Indiana Pacers,Atlanta Hawks,116 - 108,,2018-2019
31/12/2018 06:00,Charlotte Hornets,Orlando Magic,125 - 100,,2018-2019
31/12/2018 07:00,Houston Rockets,Memphis Grizzlies,113 - 101,,2018-2019
31/12/2018 07:00,San Antonio Spurs,Boston Celtics,120 - 111,,2018-2019
31/12/2018 08:00,New Orleans Pelicans,Minnesota Timberwolves,123 - 114,,2018-2019
31/12/2018 08:00,Oklahoma City Thunder,Dallas Mavericks,122 - 102,,2018-2019
31/12/2018 09:00,Phoenix Suns,Golden State Warriors,109 - 132,,2018-2019
01/01/2019 07:30,Toronto Raptors,Utah Jazz,122 - 116,,2018-2019
01/01/2019 08:00,Milwaukee Bucks,Detroit Pistons,121 - 98,,2018-2019
01/01/2019 09:00,Denver Nuggets,New York Knicks,115 - 108,,2018-2019
01/01/2019 09:00,Sacramento Kings,Portland Trail Blazers,108 - 113,OT,2018-2019
01/01/2019 10:30,Los Angeles Clippers,Philadelphia 76ers,113 - 119,,2018-2019
02/01/2019 07:00,Charlotte Hornets,Dallas Mavericks,84 - 122,,2018-2019
02/01/2019 07:00,Cleveland Cavaliers,Miami Heat,92 - 117,,2018-2019
02/01/2019 07:00,Washington Wizards,Atlanta Hawks,114 - 98,,2018-2019
02/01/2019 07:30,Brooklyn Nets,New Orleans Pelicans,126 - 121,,2018-2019
02/01/2019 08:00,Boston Celtics,Minnesota Timberwolves,115 - 102,,2018-2019
02/01/2019 08:00,Chicago Bulls,Orlando Magic,84 - 112,,2018-2019
02/01/2019 08:00,Memphis Grizzlies,Detroit Pistons,94 - 101,,2018-2019
02/01/2019 09:00,Phoenix Suns,Philadelphia 76ers,127 - 132,,2018-2019
02/01/2019 10:30,Los Angeles Lakers,Oklahoma City Thunder,100 - 107,,2018-2019
03/01/2019 08:00,San Antonio Spurs,Toronto Raptors,125 - 107,,2018-2019
03/01/2019 10:00,Sacramento Kings,Denver Nuggets,113 - 117,,2018-2019
03/01/2019 10:30,Golden State Warriors,Houston Rockets,134 - 135,OT,2018-2019
04/01/2019 07:30,Cleveland Cavaliers,Utah Jazz,91 - 117,,2018-2019
04/01/2019 08:00,Boston Celtics,Dallas Mavericks,114 - 93,,2018-2019
04/01/2019 08:00,Chicago Bulls,Indiana Pacers,116 - 119,OT,2018-2019
04/01/2019 08:00,Memphis Grizzlies,Brooklyn Nets,100 - 109,,2018-2019
04/01/2019 08:00,Miami Heat,Washington Wizards,115 - 109,,2018-2019
04/01/2019 08:00,Minnesota Timberwolves,Orlando Magic,120 - 103,,2018-2019
04/01/2019 08:30,Milwaukee Bucks,Atlanta Hawks,144 - 112,,2018-2019
04/01/2019 09:00,Phoenix Suns,Los Angeles Clippers,111 - 121,,2018-2019
04/01/2019 10:30,Los Angeles Lakers,New York Knicks,112 - 119,,2018-2019
04/01/2019 10:30,Portland Trail Blazers,Oklahoma City Thunder,109 - 111,,2018-2019
05/01/2019 05:00,Denver Nuggets,Charlotte Hornets,123 - 110,,2018-2019
05/01/2019 07:00,Detroit Pistons,Utah Jazz,105 - 110,,2018-2019
05/01/2019 07:30,Philadelphia 76ers,Dallas Mavericks,106 - 100,,2018-2019
05/01/2019 08:00,Cleveland Cavaliers,New Orleans Pelicans,98 - 133,,2018-2019
05/01/2019 08:30,Milwaukee Bucks,Toronto Raptors,116 - 123,,2018-2019
05/01/2019 08:30,San Antonio Spurs,Memphis Grizzlies,108 - 88,,2018-2019
05/01/2019 10:00,Portland Trail Blazers,Houston Rockets,110 - 101,,2018-2019
05/01/2019 10:00,Sacramento Kings,Golden State Warriors,123 - 127,,2018-2019
06/01/2019 03:30,Chicago Bulls,Brooklyn Nets,100 - 117,,2018-2019
06/01/2019 03:30,Los Angeles Clippers,Orlando Magic,106 - 96,,2018-2019
06/01/2019 03:30,Minnesota Timberwolves,Los Angeles Lakers,108 - 86,,2018-2019
06/01/2019 06:00,Atlanta Hawks,Miami Heat,106 - 82,,2018-2019
06/01/2019 07:00,Oklahoma City Thunder,Washington Wizards,98 - 116,,2018-2019
06/01/2019 07:30,Toronto Raptors,Indiana Pacers,121 - 105,,2018-2019
06/01/2019 08:00,Phoenix Suns,Charlotte Hornets,113 - 119,,2018-2019
07/01/2019 07:00,Detroit Pistons,San Antonio Spurs,107 - 119,,2018-2019
07/01/2019 07:30,Boston Celtics,Brooklyn Nets,116 - 95,,2018-2019
07/01/2019 08:00,Houston Rockets,Denver Nuggets,125 - 113,,2018-2019
07/01/2019 08:00,Milwaukee Bucks,Utah Jazz,114 - 102,,2018-2019
07/01/2019 08:00,New Orleans Pelicans,Memphis Grizzlies,114 - 95,,2018-2019
07/01/2019 08:30,Dallas Mavericks,Los Angeles Lakers,97 - 107,,2018-2019
07/01/2019 10:00,Portland Trail Blazers,New York Knicks,111 - 101,,2018-2019
07/01/2019 10:00,Sacramento Kings,Orlando Magic,111 - 95,,2018-2019
08/01/2019 07:00,Cleveland Cavaliers,Indiana Pacers,115 - 123,,2018-2019
08/01/2019 07:00,Philadelphia 76ers,Washington Wizards,132 - 115,,2018-2019
08/01/2019 07:30,Miami Heat,Denver Nuggets,99 - 103,,2018-2019
08/01/2019 07:30,Toronto Raptors,Atlanta Hawks,104 - 101,,2018-2019
08/01/2019 08:00,Oklahoma City Thunder,Minnesota Timberwolves,117 - 119,,2018-2019
08/01/2019 09:00,Phoenix Suns,Sacramento Kings,115 - 111,,2018-2019
08/01/2019 10:30,Golden State Warriors,New York Knicks,122 - 95,,2018-2019
08/01/2019 10:30,Los Angeles Clippers,Charlotte Hornets,128 - 109,,2018-2019
09/01/2019 07:00,Boston Celtics,Indiana Pacers,135 - 108,,2018-2019
09/01/2019 07:00,Washington Wizards,Philadelphia 76ers,123 - 106,,2018-2019
09/01/2019 07:30,Brooklyn Nets,Atlanta Hawks,116 - 100,,2018-2019
09/01/2019 08:00,Houston Rockets,Milwaukee Bucks,109 - 116,,2018-2019
09/01/2019 08:00,Memphis Grizzlies,San Antonio Spurs,96 - 86,,2018-2019
09/01/2019 08:00,New Orleans Pelicans,Cleveland Cavaliers,140 - 124,,2018-2019
09/01/2019 08:30,Dallas Mavericks,Phoenix Suns,104 - 94,,2018-2019
09/01/2019 09:00,Utah Jazz,Orlando Magic,106 - 93,,2018-2019
09/01/2019 10:00,Portland Trail Blazers,Chicago Bulls,124 - 112,,2018-2019
09/01/2019 10:30,Los Angeles Lakers,Detroit Pistons,113 - 100,,2018-2019
10/01/2019 07:00,Miami Heat,Boston Celtics,115 - 99,,2018-2019
10/01/2019 09:00,Denver Nuggets,Los Angeles Clippers,121 - 100,,2018-2019
10/01/2019 09:30,San Antonio Spurs,Oklahoma City Thunder,154 - 147,2OT,2018-2019
10/01/2019 10:00,Sacramento Kings,Detroit Pistons,112 - 102,,2018-2019
11/01/2019 07:00,Philadelphia 76ers,Atlanta Hawks,121 - 123,,2018-2019
11/01/2019 07:00,Washington Wizards,Milwaukee Bucks,113 - 106,,2018-2019
11/01/2019 07:30,New York Knicks,Indiana Pacers,106 - 121,,2018-2019
11/01/2019 07:30,Toronto Raptors,Brooklyn Nets,122 - 105,,2018-2019
11/01/2019 08:00,Houston Rockets,Cleveland Cavaliers,141 - 113,,2018-2019
11/01/2019 08:00,Minnesota Timberwolves,Dallas Mavericks,115 - 119,,2018-2019
11/01/2019 10:00,Portland Trail Blazers,Charlotte Hornets,127 - 96,,2018-2019
11/01/2019 10:00,Utah Jazz,Los Angeles Lakers,113 - 95,,2018-2019
11/01/2019 10:30,Golden State Warriors,Chicago Bulls,146 - 109,,2018-2019
12/01/2019 03:30,Los Angeles Clippers,Detroit Pistons,104 - 109,,2018-2019
12/01/2019 05:00,Miami Heat,Memphis Grizzlies,112 - 108,,2018-2019
12/01/2019 07:00,Orlando Magic,Boston Celtics,105 - 103,,2018-2019
12/01/2019 08:00,Minnesota Timberwolves,New Orleans Pelicans,110 - 106,,2018-2019
12/01/2019 08:00,Oklahoma City Thunder,San Antonio Spurs,122 - 112,,2018-2019
12/01/2019 09:00,Phoenix Suns,Denver Nuggets,102 - 93,,2018-2019
12/01/2019 10:00,Sacramento Kings,Charlotte Hornets,104 - 97,,2018-2019
12/01/2019 10:00,Utah Jazz,Chicago Bulls,110 - 102,,2018-2019
13/01/2019 01:00,New York Knicks,Philadelphia 76ers,105 - 108,,2018-2019
13/01/2019 01:00,Washington Wizards,Toronto Raptors,138 - 140,2OT,2018-2019
13/01/2019 03:30,Atlanta Hawks,Milwaukee Bucks,114 - 133,,2018-2019
13/01/2019 06:00,Orlando Magic,Houston Rockets,116 - 109,,2018-2019
13/01/2019 07:00,Dallas Mavericks,Golden State Warriors,114 - 119,,2018-2019
