Date,Home Team,Away Team,Result,Overtime,Season
03/11/2018 01:00,Philadelphia 76ers,Detroit Pistons,109 - 99,,2018-2019
03/11/2018 07:00,Charlotte Hornets,Cleveland Cavaliers,126 - 94,,2018-2019
03/11/2018 07:00,Indiana Pacers,Boston Celtics,102 - 101,,2018-2019
03/11/2018 07:30,Atlanta Hawks,Miami Heat,123 - 118,,2018-2019
03/11/2018 08:00,Chicago Bulls,Houston Rockets,88 - 96,,2018-2019
03/11/2018 08:30,San Antonio Spurs,New Orleans Pelicans,109 - 95,,2018-2019
03/11/2018 09:00,Denver Nuggets,Utah Jazz,103 - 88,,2018-2019
03/11/2018 10:00,Portland Trail Blazers,Los Angeles Lakers,110 - 114,,2018-2019
04/11/2018 03:30,Milwaukee Bucks,Sacramento Kings,144 - 109,,2018-2019
04/11/2018 06:00,Brooklyn Nets,Philadelphia 76ers,122 - 97,,2018-2019
04/11/2018 06:00,Washington Wizards,New York Knicks,108 - 95,,2018-2019
04/11/2018 07:00,San Antonio Spurs,Orlando Magic,110 - 117,,2018-2019
04/11/2018 08:00,Phoenix Suns,Memphis Grizzlies,102 - 100,,2018-2019
04/11/2018 09:00,Portland Trail Blazers,Minnesota Timberwolves,111 - 81,,2018-2019
04/11/2018 09:30,Los Angeles Lakers,Toronto Raptors,107 - 121,,2018-2019
05/11/2018 07:00,Detroit Pistons,Miami Heat,115 - 120,OT,2018-2019
05/11/2018 07:00,Indiana Pacers,Houston Rockets,94 - 98,,2018-2019
05/11/2018 07:00,Orlando Magic,Cleveland Cavaliers,102 - 100,,2018-2019
05/11/2018 07:30,New York Knicks,Chicago Bulls,115 - 116,2OT,2018-2019
05/11/2018 08:00,Oklahoma City Thunder,New Orleans Pelicans,122 - 116,,2018-2019
05/11/2018 09:00,Denver Nuggets,Boston Celtics,115 - 107,,2018-2019
05/11/2018 09:00,Utah Jazz,Toronto Raptors,111 - 124,,2018-2019
05/11/2018 10:30,Golden State Warriors,Memphis Grizzlies,117 - 101,,2018-2019
05/11/2018 10:30,Los Angeles Clippers,Minnesota Timberwolves,120 - 109,,2018-2019
06/11/2018 07:00,Charlotte Hornets,Atlanta Hawks,113 - 102,,2018-2019
06/11/2018 08:30,Dallas Mavericks,Washington Wizards,119 - 100,,2018-2019
06/11/2018 09:00,Phoenix Suns,Brooklyn Nets,82 - 104,,2018-2019
06/11/2018 10:00,Portland Trail Blazers,Milwaukee Bucks,118 - 103,,2018-2019
07/11/2018 07:00,Cleveland Cavaliers,Oklahoma City Thunder,86 - 95,,2018-2019
07/11/2018 07:00,Orlando Magic,Detroit Pistons,96 - 103,,2018-2019
07/11/2018 07:30,Atlanta Hawks,New York Knicks,107 - 112,,2018-2019
07/11/2018 07:30,Miami Heat,San Antonio Spurs,95 - 88,,2018-2019
07/11/2018 08:00,Indiana Pacers,Philadelphia 76ers,94 - 100,,2018-2019
07/11/2018 08:00,Memphis Grizzlies,Denver Nuggets,89 - 87,,2018-2019
07/11/2018 08:00,New Orleans Pelicans,Chicago Bulls,107 - 98,,2018-2019
07/11/2018 09:00,Utah Jazz,Dallas Mavericks,117 - 102,,2018-2019
07/11/2018 10:00,Sacramento Kings,Toronto Raptors,105 - 114,,2018-2019
07/11/2018 10:30,Los Angeles Lakers,Minnesota Timberwolves,114 - 110,,2018-2019
08/11/2018 08:00,Oklahoma City Thunder,Houston Rockets,98 - 80,,2018-2019
08/11/2018 09:00,Phoenix Suns,Boston Celtics,109 - 116,OT,2018-2019
08/11/2018 10:00,Portland Trail Blazers,Los Angeles Clippers,116 - 105,,2018-2019
08/11/2018 10:30,Golden State Warriors,Milwaukee Bucks,111 - 134,,2018-2019
09/11/2018 07:00,Orlando Magic,Washington Wizards,117 - 108,,2018-2019
09/11/2018 07:00,Philadelphia 76ers,Charlotte Hornets,133 - 132,OT,2018-2019
09/11/2018 07:30,Atlanta Hawks,Detroit Pistons,109 - 124,,2018-2019
09/11/2018 08:00,Miami Heat,Indiana Pacers,102 - 110,,2018-2019
09/11/2018 09:00,Denver Nuggets,Brooklyn Nets,110 - 112,,2018-2019
09/11/2018 09:30,Utah Jazz,Boston Celtics,123 - 115,,2018-2019
09/11/2018 10:00,Sacramento Kings,Minnesota Timberwolves,121 - 110,,2018-2019
10/11/2018 03:00,Toronto Raptors,New York Knicks,128 - 112,,2018-2019
10/11/2018 03:30,Los Angeles Clippers,Milwaukee Bucks,128 - 126,OT,2018-2019
10/11/2018 07:00,New Orleans Pelicans,Phoenix Suns,119 - 99,,2018-2019
10/11/2018 08:00,Chicago Bulls,Cleveland Cavaliers,99 - 98,,2018-2019
10/11/2018 08:00,Memphis Grizzlies,Philadelphia 76ers,112 - 106,OT,2018-2019
10/11/2018 08:00,Miami Heat,Washington Wizards,110 - 116,,2018-2019
10/11/2018 08:30,Golden State Warriors,Brooklyn Nets,116 - 100,,2018-2019
10/11/2018 08:30,San Antonio Spurs,Houston Rockets,96 - 89,,2018-2019
10/11/2018 09:00,Dallas Mavericks,Oklahoma City Thunder,111 - 96,,2018-2019
10/11/2018 10:00,Sacramento Kings,Los Angeles Lakers,86 - 101,,2018-2019
11/11/2018 03:30,Detroit Pistons,Charlotte Hornets,103 - 113,,2018-2019
11/11/2018 07:00,Houston Rockets,Indiana Pacers,115 - 103,,2018-2019
11/11/2018 07:30,New York Knicks,Orlando Magic,89 - 115,,2018-2019
11/11/2018 08:00,Denver Nuggets,Milwaukee Bucks,114 - 121,,2018-2019
11/11/2018 09:00,Portland Trail Blazers,Boston Celtics,100 - 94,,2018-2019
11/11/2018 09:30,Los Angeles Lakers,Atlanta Hawks,107 - 106,,2018-2019
12/11/2018 07:00,Washington Wizards,Orlando Magic,117 - 109,,2018-2019
12/11/2018 07:30,Miami Heat,Philadelphia 76ers,114 - 124,,2018-2019
12/11/2018 07:30,Toronto Raptors,New Orleans Pelicans,110 - 126,,2018-2019
12/11/2018 08:00,Chicago Bulls,Dallas Mavericks,98 - 103,,2018-2019
12/11/2018 08:00,Memphis Grizzlies,Utah Jazz,88 - 96,,2018-2019
12/11/2018 08:00,Minnesota Timberwolves,Brooklyn Nets,120 - 113,,2018-2019
12/11/2018 08:00,Oklahoma City Thunder,Phoenix Suns,118 - 101,,2018-2019
12/11/2018 10:00,Sacramento Kings,San Antonio Spurs,104 - 99,,2018-2019
12/11/2018 10:30,Los Angeles Clippers,Golden State Warriors,121 - 116,OT,2018-2019
13/11/2018 07:00,Cleveland Cavaliers,Charlotte Hornets,113 - 89,,2018-2019
13/11/2018 09:00,Denver Nuggets,Houston Rockets,99 - 109,,2018-2019
13/11/2018 10:30,Golden State Warriors,Atlanta Hawks,110 - 103,,2018-2019
14/11/2018 07:00,Orlando Magic,Philadelphia 76ers,111 - 106,,2018-2019
14/11/2018 07:00,Washington Wizards,Cleveland Cavaliers,119 - 95,,2018-2019
14/11/2018 07:30,Boston Celtics,Chicago Bulls,111 - 82,,2018-2019
14/11/2018 07:30,Brooklyn Nets,Miami Heat,107 - 120,,2018-2019
14/11/2018 07:30,Toronto Raptors,Detroit Pistons,104 - 106,,2018-2019
14/11/2018 08:00,Milwaukee Bucks,Memphis Grizzlies,113 - 116,,2018-2019
14/11/2018 08:00,Minnesota Timberwolves,New Orleans Pelicans,107 - 100,,2018-2019
14/11/2018 08:00,Oklahoma City Thunder,New York Knicks,128 - 103,,2018-2019
14/11/2018 08:30,Dallas Mavericks,Utah Jazz,118 - 68,,2018-2019
14/11/2018 09:00,Phoenix Suns,San Antonio Spurs,116 - 96,,2018-2019
14/11/2018 10:30,Los Angeles Lakers,Portland Trail Blazers,126 - 117,,2018-2019
15/11/2018 08:00,Houston Rockets,Golden State Warriors,107 - 86,,2018-2019
15/11/2018 09:00,Denver Nuggets,Atlanta Hawks,138 - 93,,2018-2019
15/11/2018 10:30,Los Angeles Clippers,San Antonio Spurs,116 - 111,,2018-2019
16/11/2018 07:00,Boston Celtics,Toronto Raptors,123 - 116,OT,2018-2019
16/11/2018 07:00,Indiana Pacers,Miami Heat,99 - 91,,2018-2019
16/11/2018 07:00,Philadelphia 76ers,Utah Jazz,113 - 107,,2018-2019
16/11/2018 07:00,Washington Wizards,Brooklyn Nets,104 - 115,,2018-2019
16/11/2018 08:00,Memphis Grizzlies,Sacramento Kings,112 - 104,,2018-2019
16/11/2018 08:00,Minnesota Timberwolves,Portland Trail Blazers,112 - 96,,2018-2019
16/11/2018 08:00,New Orleans Pelicans,New York Knicks,129 - 124,,2018-2019
16/11/2018 09:30,Milwaukee Bucks,Chicago Bulls,123 - 104,,2018-2019
17/11/2018 06:00,Brooklyn Nets,Los Angeles Clippers,119 - 127,,2018-2019
17/11/2018 07:00,Charlotte Hornets,Philadelphia 76ers,119 - 122,OT,2018-2019
17/11/2018 07:00,Indiana Pacers,Atlanta Hawks,97 - 89,,2018-2019
17/11/2018 07:00,New Orleans Pelicans,Denver Nuggets,125 - 115,,2018-2019
17/11/2018 07:00,Orlando Magic,Los Angeles Lakers,130 - 117,,2018-2019
17/11/2018 07:30,Boston Celtics,Utah Jazz,86 - 98,,2018-2019
17/11/2018 08:00,Chicago Bulls,Toronto Raptors,83 - 122,,2018-2019
17/11/2018 08:00,Houston Rockets,Sacramento Kings,132 - 112,,2018-2019
17/11/2018 08:30,Dallas Mavericks,Golden State Warriors,112 - 109,,2018-2019
17/11/2018 09:00,Phoenix Suns,Oklahoma City Thunder,100 - 110,,2018-2019
18/11/2018 03:30,Minnesota Timberwolves,Memphis Grizzlies,87 - 100,,2018-2019
18/11/2018 06:00,Miami Heat,Los Angeles Lakers,97 - 113,,2018-2019
18/11/2018 06:00,Orlando Magic,New York Knicks,131 - 117,,2018-2019
18/11/2018 06:00,Washington Wizards,Portland Trail Blazers,109 - 119,,2018-2019
18/11/2018 07:00,San Antonio Spurs,Golden State Warriors,104 - 92,,2018-2019
19/11/2018 07:00,Charlotte Hornets,Boston Celtics,117 - 112,,2018-2019
19/11/2018 07:00,Detroit Pistons,Cleveland Cavaliers,113 - 102,,2018-2019
19/11/2018 07:00,Indiana Pacers,Utah Jazz,121 - 94,,2018-2019
19/11/2018 07:00,Philadelphia 76ers,Phoenix Suns,119 - 114,,2018-2019
19/11/2018 07:30,Atlanta Hawks,Los Angeles Clippers,119 - 127,,2018-2019
19/11/2018 08:00,Memphis Grizzlies,Dallas Mavericks,98 - 88,,2018-2019
19/11/2018 08:00,Milwaukee Bucks,Denver Nuggets,104 - 98,,2018-2019
19/11/2018 08:00,New Orleans Pelicans,San Antonio Spurs,140 - 126,,2018-2019
19/11/2018 10:00,Sacramento Kings,Oklahoma City Thunder,117 - 113,,2018-2019
20/11/2018 07:00,Orlando Magic,Toronto Raptors,91 - 93,,2018-2019
20/11/2018 07:00,Washington Wizards,Los Angeles Clippers,125 - 118,,2018-2019
20/11/2018 07:30,Miami Heat,Brooklyn Nets,92 - 104,,2018-2019
20/11/2018 07:30,New York Knicks,Portland Trail Blazers,114 - 118,,2018-2019
21/11/2018 07:00,Charlotte Hornets,Indiana Pacers,127 - 109,,2018-2019
21/11/2018 07:00,Philadelphia 76ers,New Orleans Pelicans,121 - 120,,2018-2019
21/11/2018 07:30,Atlanta Hawks,Toronto Raptors,108 - 124,,2018-2019
21/11/2018 07:30,Boston Celtics,New York Knicks,109 - 117,,2018-2019
21/11/2018 08:00,Chicago Bulls,Phoenix Suns,124 - 116,,2018-2019
21/11/2018 08:00,Cleveland Cavaliers,Los Angeles Lakers,105 - 109,,2018-2019
21/11/2018 08:00,Houston Rockets,Detroit Pistons,126 - 124,,2018-2019
21/11/2018 08:00,Milwaukee Bucks,Portland Trail Blazers,143 - 100,,2018-2019
21/11/2018 08:00,Minnesota Timberwolves,Denver Nuggets,101 - 103,,2018-2019
21/11/2018 08:30,Dallas Mavericks,Brooklyn Nets,119 - 113,,2018-2019
21/11/2018 08:30,San Antonio Spurs,Memphis Grizzlies,103 - 104,,2018-2019
21/11/2018 09:00,Utah Jazz,Sacramento Kings,110 - 119,,2018-2019
21/11/2018 10:30,Golden State Warriors,Oklahoma City Thunder,95 - 123,,2018-2019
23/11/2018 12:00,Brooklyn Nets,Minnesota Timberwolves,102 - 112,,2018-2019
23/11/2018 03:30,Los Angeles Clippers,Memphis Grizzlies,112 - 107,OT,2018-2019
23/11/2018 07:00,Detroit Pistons,Houston Rockets,116 - 111,OT,2018-2019
23/11/2018 07:30,Atlanta Hawks,Boston Celtics,96 - 114,,2018-2019
23/11/2018 07:30,New York Knicks,New Orleans Pelicans,114 - 109,,2018-2019
23/11/2018 07:30,Philadelphia 76ers,Cleveland Cavaliers,112 - 121,,2018-2019
23/11/2018 07:30,Toronto Raptors,Washington Wizards,125 - 107,,2018-2019
23/11/2018 08:00,Chicago Bulls,Miami Heat,96 - 103,,2018-2019
23/11/2018 08:00,Indiana Pacers,San Antonio Spurs,100 - 111,,2018-2019
23/11/2018 08:00,Oklahoma City Thunder,Charlotte Hornets,109 - 104,,2018-2019
23/11/2018 08:30,Milwaukee Bucks,Phoenix Suns,114 - 116,,2018-2019
23/11/2018 09:00,Denver Nuggets,Orlando Magic,112 - 87,,2018-2019
23/11/2018 10:30,Golden State Warriors,Portland Trail Blazers,125 - 97,,2018-2019
23/11/2018 10:30,Los Angeles Lakers,Utah Jazz,90 - 83,,2018-2019
24/11/2018 07:30,Cleveland Cavaliers,Houston Rockets,117 - 108,,2018-2019
24/11/2018 08:00,Minnesota Timberwolves,Chicago Bulls,111 - 96,,2018-2019
24/11/2018 08:00,Oklahoma City Thunder,Denver Nuggets,98 - 105,,2018-2019
24/11/2018 08:00,Washington Wizards,New Orleans Pelicans,124 - 114,,2018-2019
24/11/2018 08:30,Dallas Mavericks,Boston Celtics,113 - 104,,2018-2019
24/11/2018 08:30,Golden State Warriors,Sacramento Kings,117 - 116,,2018-2019
24/11/2018 08:30,Milwaukee Bucks,San Antonio Spurs,135 - 129,,2018-2019
25/11/2018 03:30,Los Angeles Lakers,Orlando Magic,104 - 108,,2018-2019
25/11/2018 04:00,Detroit Pistons,Phoenix Suns,118 - 107,,2018-2019
25/11/2018 06:00,Atlanta Hawks,Charlotte Hornets,124 - 123,,2018-2019
25/11/2018 06:00,Brooklyn Nets,Philadelphia 76ers,125 - 127,,2018-2019
25/11/2018 06:00,Memphis Grizzlies,New York Knicks,98 - 103,,2018-2019
25/11/2018 06:00,Toronto Raptors,Miami Heat,125 - 115,,2018-2019
25/11/2018 08:00,Sacramento Kings,Utah Jazz,112 - 133,,2018-2019
25/11/2018 09:00,Portland Trail Blazers,Los Angeles Clippers,100 - 104,,2018-2019
26/11/2018 07:00,Charlotte Hornets,Milwaukee Bucks,110 - 107,,2018-2019
26/11/2018 07:00,Cleveland Cavaliers,Minnesota Timberwolves,95 - 102,,2018-2019
26/11/2018 07:00,Washington Wizards,Houston Rockets,135 - 131,OT,2018-2019
26/11/2018 08:00,Chicago Bulls,San Antonio Spurs,107 - 108,,2018-2019
26/11/2018 08:00,New Orleans Pelicans,Boston Celtics,107 - 124,,2018-2019
26/11/2018 09:00,Utah Jazz,Indiana Pacers,88 - 121,,2018-2019
26/11/2018 10:30,Golden State Warriors,Orlando Magic,116 - 110,,2018-2019
27/11/2018 07:00,Detroit Pistons,New York Knicks,115 - 108,,2018-2019
27/11/2018 07:30,Miami Heat,Atlanta Hawks,113 - 115,,2018-2019
27/11/2018 08:00,Memphis Grizzlies,Toronto Raptors,114 - 122,,2018-2019
27/11/2018 09:00,Denver Nuggets,Los Angeles Lakers,117 - 85,,2018-2019
27/11/2018 09:00,Phoenix Suns,Indiana Pacers,104 - 109,,2018-2019
28/11/2018 07:00,Charlotte Hornets,Atlanta Hawks,108 - 94,,2018-2019
28/11/2018 07:00,Philadelphia 76ers,New York Knicks,117 - 91,,2018-2019
28/11/2018 07:30,Brooklyn Nets,Utah Jazz,91 - 101,,2018-2019
28/11/2018 08:00,Houston Rockets,Dallas Mavericks,108 - 128,,2018-2019
28/11/2018 08:00,Milwaukee Bucks,Chicago Bulls,116 - 113,,2018-2019
28/11/2018 08:00,Minnesota Timberwolves,San Antonio Spurs,128 - 89,,2018-2019
28/11/2018 08:00,New Orleans Pelicans,Washington Wizards,125 - 104,,2018-2019
28/11/2018 08:00,Oklahoma City Thunder,Cleveland Cavaliers,100 - 83,,2018-2019
28/11/2018 10:00,Portland Trail Blazers,Orlando Magic,115 - 112,,2018-2019
28/11/2018 10:30,Los Angeles Clippers,Phoenix Suns,115 - 99,,2018-2019
29/11/2018 08:00,Toronto Raptors,Golden State Warriors,131 - 128,OT,2018-2019
29/11/2018 10:30,Los Angeles Lakers,Indiana Pacers,104 - 96,,2018-2019
29/11/2018 10:30,Sacramento Kings,Los Angeles Clippers,121 - 133,,2018-2019
30/11/2018 07:00,Boston Celtics,Cleveland Cavaliers,128 - 95,,2018-2019
30/11/2018 07:00,Charlotte Hornets,Utah Jazz,111 - 119,,2018-2019
30/11/2018 07:00,Detroit Pistons,Chicago Bulls,107 - 88,,2018-2019
