Date,Home Team,Away Team,Result,Overtime,Season
16/11/2004 10:30,Los Angeles Clippers,Toronto Raptors,101 - 89,,2004-2005
17/11/2004 07:00,Indiana Pacers,Atlanta Hawks,93 - 86,,2004-2005
17/11/2004 07:00,Orlando Magic,Utah Jazz,107 - 92,,2004-2005
17/11/2004 07:00,Washington Wizards,Boston Celtics,110 - 105,OT,2004-2005
17/11/2004 07:30,Detroit Pistons,Minnesota Timberwolves,93 - 85,,2004-2005
17/11/2004 07:30,New Jersey Nets,Seattle SuperSonics,68 - 79,,2004-2005
17/11/2004 08:00,New Orleans Hornets,Phoenix Suns,84 - 95,,2004-2005
17/11/2004 09:00,Denver Nuggets,Toronto Raptors,112 - 106,,2004-2005
17/11/2004 09:00,Milwaukee Bucks,Miami Heat,106 - 113,,2004-2005
17/11/2004 10:00,Portland Trail Blazers,Memphis Grizzlies,82 - 101,,2004-2005
17/11/2004 10:30,Golden State Warriors,Chicago Bulls,98 - 85,,2004-2005
17/11/2004 10:30,Los Angeles Lakers,Los Angeles Clippers,103 - 89,,2004-2005
18/11/2004 07:00,Charlotte Bobcats,Cleveland Cavaliers,89 - 106,,2004-2005
18/11/2004 07:00,Philadelphia 76ers,San Antonio Spurs,80 - 88,,2004-2005
18/11/2004 09:30,Houston Rockets,New York Knicks,92 - 93,,2004-2005
19/11/2004 07:00,Toronto Raptors,Seattle SuperSonics,94 - 101,,2004-2005
19/11/2004 07:30,Boston Celtics,San Antonio Spurs,84 - 92,,2004-2005
19/11/2004 07:30,Miami Heat,Utah Jazz,107 - 105,OT,2004-2005
19/11/2004 08:00,Detroit Pistons,Indiana Pacers,82 - 97,,2004-2005
19/11/2004 08:30,Dallas Mavericks,New York Knicks,103 - 101,,2004-2005
19/11/2004 09:00,Denver Nuggets,Chicago Bulls,99 - 81,,2004-2005
19/11/2004 09:00,Phoenix Suns,Los Angeles Lakers,107 - 102,,2004-2005
19/11/2004 10:00,Portland Trail Blazers,Milwaukee Bucks,110 - 98,,2004-2005
19/11/2004 10:30,Sacramento Kings,Memphis Grizzlies,107 - 105,,2004-2005
20/11/2004 03:30,Los Angeles Clippers,Houston Rockets,86 - 91,OT,2004-2005
20/11/2004 07:00,Atlanta Hawks,Utah Jazz,79 - 92,,2004-2005
20/11/2004 07:30,Cleveland Cavaliers,Charlotte Bobcats,100 - 84,,2004-2005
20/11/2004 08:00,Indiana Pacers,Orlando Magic,83 - 86,,2004-2005
20/11/2004 08:00,New Jersey Nets,Washington Wizards,86 - 97,,2004-2005
20/11/2004 08:00,New Orleans Hornets,Minnesota Timberwolves,94 - 99,,2004-2005
20/11/2004 10:30,Golden State Warriors,Memphis Grizzlies,87 - 100,,2004-2005
21/11/2004 01:00,Toronto Raptors,San Antonio Spurs,96 - 91,,2004-2005
21/11/2004 03:30,Los Angeles Clippers,Phoenix Suns,111 - 122,,2004-2005
21/11/2004 06:00,Boston Celtics,Seattle SuperSonics,102 - 83,,2004-2005
21/11/2004 06:00,Detroit Pistons,Charlotte Bobcats,117 - 116,2OT,2004-2005
21/11/2004 06:00,Miami Heat,Philadelphia 76ers,93 - 83,,2004-2005
21/11/2004 07:30,New York Knicks,Cleveland Cavaliers,98 - 88,,2004-2005
21/11/2004 08:00,Portland Trail Blazers,Houston Rockets,93 - 97,,2004-2005
21/11/2004 09:00,Denver Nuggets,Dallas Mavericks,110 - 82,,2004-2005
21/11/2004 09:00,Sacramento Kings,Milwaukee Bucks,88 - 79,,2004-2005
21/11/2004 09:30,Los Angeles Lakers,Chicago Bulls,102 - 93,,2004-2005
22/11/2004 08:00,Memphis Grizzlies,San Antonio Spurs,93 - 90,,2004-2005
22/11/2004 08:30,Dallas Mavericks,Minnesota Timberwolves,82 - 83,,2004-2005
22/11/2004 09:00,Phoenix Suns,Chicago Bulls,100 - 82,,2004-2005
22/11/2004 09:00,Utah Jazz,New Orleans Hornets,75 - 76,,2004-2005
23/11/2004 07:00,Charlotte Bobcats,Detroit Pistons,91 - 89,,2004-2005
23/11/2004 07:00,Indiana Pacers,Boston Celtics,106 - 96,,2004-2005
23/11/2004 07:00,Washington Wizards,Toronto Raptors,102 - 86,,2004-2005
23/11/2004 07:30,Miami Heat,Portland Trail Blazers,87 - 99,,2004-2005
23/11/2004 07:30,New York Knicks,Atlanta Hawks,104 - 88,,2004-2005
23/11/2004 08:00,Minnesota Timberwolves,Seattle SuperSonics,92 - 103,,2004-2005
23/11/2004 09:00,Denver Nuggets,New Jersey Nets,90 - 88,,2004-2005
23/11/2004 10:00,Sacramento Kings,Houston Rockets,102 - 96,,2004-2005
23/11/2004 10:30,Golden State Warriors,New Orleans Hornets,115 - 109,3OT,2004-2005
23/11/2004 10:30,Los Angeles Lakers,Milwaukee Bucks,100 - 96,,2004-2005
24/11/2004 07:00,Cleveland Cavaliers,Detroit Pistons,92 - 76,,2004-2005
24/11/2004 07:00,Orlando Magic,Portland Trail Blazers,83 - 89,,2004-2005
24/11/2004 07:00,Philadelphia 76ers,Boston Celtics,110 - 97,,2004-2005
24/11/2004 07:00,Toronto Raptors,New York Knicks,114 - 91,,2004-2005
24/11/2004 07:30,Atlanta Hawks,Miami Heat,93 - 99,,2004-2005
24/11/2004 08:00,Memphis Grizzlies,Seattle SuperSonics,84 - 93,,2004-2005
24/11/2004 08:30,San Antonio Spurs,Dallas Mavericks,94 - 80,,2004-2005
24/11/2004 09:00,Phoenix Suns,Milwaukee Bucks,111 - 104,,2004-2005
24/11/2004 09:00,Utah Jazz,Chicago Bulls,99 - 101,,2004-2005
25/11/2004 08:00,Indiana Pacers,Minnesota Timberwolves,106 - 102,,2004-2005
25/11/2004 10:30,Los Angeles Clippers,New Jersey Nets,101 - 88,,2004-2005
26/11/2004 01:00,Dallas Mavericks,Portland Trail Blazers,92 - 83,,2004-2005
26/11/2004 01:00,Philadelphia 76ers,Washington Wizards,116 - 114,OT,2004-2005
26/11/2004 07:30,Atlanta Hawks,Orlando Magic,99 - 117,,2004-2005
26/11/2004 07:30,Boston Celtics,Cleveland Cavaliers,96 - 98,,2004-2005
26/11/2004 08:00,Detroit Pistons,Miami Heat,78 - 77,,2004-2005
26/11/2004 08:00,Indiana Pacers,Charlotte Bobcats,82 - 77,,2004-2005
26/11/2004 08:00,Minnesota Timberwolves,Memphis Grizzlies,115 - 90,,2004-2005
26/11/2004 09:00,Denver Nuggets,San Antonio Spurs,75 - 89,,2004-2005
26/11/2004 09:00,Phoenix Suns,New Orleans Hornets,95 - 86,,2004-2005
26/11/2004 09:00,Utah Jazz,Houston Rockets,90 - 80,,2004-2005
26/11/2004 10:30,Golden State Warriors,Los Angeles Clippers,87 - 98,,2004-2005
26/11/2004 10:30,Los Angeles Lakers,Sacramento Kings,106 - 109,,2004-2005
26/11/2004 10:30,Seattle SuperSonics,New Jersey Nets,92 - 79,,2004-2005
27/11/2004 01:00,New York Knicks,Toronto Raptors,108 - 102,,2004-2005
27/11/2004 07:00,Charlotte Bobcats,Atlanta Hawks,107 - 92,,2004-2005
27/11/2004 07:00,Orlando Magic,Philadelphia 76ers,105 - 99,,2004-2005
27/11/2004 07:30,Cleveland Cavaliers,Chicago Bulls,96 - 74,,2004-2005
27/11/2004 08:00,Memphis Grizzlies,Dallas Mavericks,85 - 98,,2004-2005
27/11/2004 08:30,Houston Rockets,Denver Nuggets,76 - 82,,2004-2005
27/11/2004 08:30,San Antonio Spurs,Utah Jazz,109 - 76,,2004-2005
27/11/2004 09:00,Milwaukee Bucks,Detroit Pistons,96 - 90,,2004-2005
28/11/2004 03:00,Toronto Raptors,Washington Wizards,109 - 114,OT,2004-2005
28/11/2004 03:30,Los Angeles Clippers,Golden State Warriors,103 - 91,,2004-2005
28/11/2004 06:00,Miami Heat,Boston Celtics,106 - 104,,2004-2005
28/11/2004 06:00,Portland Trail Blazers,New Jersey Nets,83 - 71,,2004-2005
28/11/2004 09:00,Sacramento Kings,Minnesota Timberwolves,110 - 121,,2004-2005
28/11/2004 09:00,Seattle SuperSonics,Indiana Pacers,103 - 95,,2004-2005
28/11/2004 09:30,Los Angeles Lakers,New Orleans Hornets,89 - 76,,2004-2005
29/11/2004 07:00,Orlando Magic,Boston Celtics,101 - 117,,2004-2005
29/11/2004 09:00,Denver Nuggets,New Orleans Hornets,76 - 67,,2004-2005
29/11/2004 10:30,Los Angeles Clippers,Cleveland Cavaliers,94 - 82,,2004-2005
30/11/2004 07:30,Atlanta Hawks,New York Knicks,109 - 110,OT,2004-2005
30/11/2004 07:30,Miami Heat,Toronto Raptors,92 - 94,,2004-2005
30/11/2004 07:30,New Jersey Nets,Charlotte Bobcats,99 - 86,,2004-2005
30/11/2004 08:00,Memphis Grizzlies,Sacramento Kings,93 - 98,,2004-2005
30/11/2004 08:00,Milwaukee Bucks,Los Angeles Lakers,90 - 95,,2004-2005
30/11/2004 08:30,Dallas Mavericks,San Antonio Spurs,89 - 107,,2004-2005
30/11/2004 08:30,Houston Rockets,Detroit Pistons,72 - 93,,2004-2005
30/11/2004 09:00,Utah Jazz,Phoenix Suns,102 - 115,,2004-2005
30/11/2004 10:00,Portland Trail Blazers,Seattle SuperSonics,100 - 94,,2004-2005
01/12/2004 07:00,Boston Celtics,Milwaukee Bucks,101 - 100,,2004-2005
01/12/2004 07:00,Orlando Magic,Toronto Raptors,129 - 108,,2004-2005
01/12/2004 07:00,Washington Wizards,New Jersey Nets,95 - 68,,2004-2005
01/12/2004 07:30,New York Knicks,Memphis Grizzlies,90 - 82,,2004-2005
01/12/2004 08:00,New Orleans Hornets,Sacramento Kings,81 - 94,,2004-2005
01/12/2004 08:30,Chicago Bulls,Los Angeles Lakers,92 - 84,,2004-2005
01/12/2004 08:30,San Antonio Spurs,Philadelphia 76ers,105 - 72,,2004-2005
01/12/2004 09:00,Phoenix Suns,Cleveland Cavaliers,120 - 101,,2004-2005
01/12/2004 10:00,Seattle SuperSonics,Utah Jazz,129 - 119,OT,2004-2005
01/12/2004 10:30,Golden State Warriors,Minnesota Timberwolves,99 - 107,,2004-2005
01/12/2004 10:30,Los Angeles Clippers,Indiana Pacers,88 - 76,,2004-2005
02/12/2004 08:00,Dallas Mavericks,Houston Rockets,113 - 106,OT,2004-2005
02/12/2004 10:30,Denver Nuggets,Cleveland Cavaliers,73 - 92,,2004-2005
03/12/2004 07:30,Atlanta Hawks,Washington Wizards,90 - 114,,2004-2005
03/12/2004 07:30,Boston Celtics,Toronto Raptors,91 - 89,,2004-2005
03/12/2004 07:30,New York Knicks,Orlando Magic,98 - 104,,2004-2005
03/12/2004 08:00,Memphis Grizzlies,Philadelphia 76ers,94 - 86,,2004-2005
03/12/2004 08:00,San Antonio Spurs,Detroit Pistons,80 - 77,,2004-2005
03/12/2004 08:30,Chicago Bulls,Miami Heat,81 - 105,,2004-2005
03/12/2004 09:00,Phoenix Suns,Minnesota Timberwolves,93 - 97,,2004-2005
03/12/2004 10:30,Los Angeles Lakers,Golden State Warriors,97 - 88,,2004-2005
03/12/2004 10:30,Sacramento Kings,Indiana Pacers,113 - 87,,2004-2005
04/12/2004 07:00,Charlotte Bobcats,New York Knicks,107 - 101,,2004-2005
04/12/2004 07:00,Orlando Magic,Memphis Grizzlies,96 - 91,,2004-2005
04/12/2004 07:30,Cleveland Cavaliers,Toronto Raptors,105 - 97,,2004-2005
04/12/2004 07:30,New Jersey Nets,Atlanta Hawks,109 - 88,,2004-2005
04/12/2004 08:00,New Orleans Hornets,Detroit Pistons,69 - 92,,2004-2005
04/12/2004 08:00,Washington Wizards,Chicago Bulls,95 - 88,,2004-2005
04/12/2004 08:30,Dallas Mavericks,Utah Jazz,109 - 86,,2004-2005
04/12/2004 08:30,Houston Rockets,Philadelphia 76ers,77 - 76,,2004-2005
04/12/2004 08:30,Milwaukee Bucks,San Antonio Spurs,83 - 104,,2004-2005
04/12/2004 09:00,Denver Nuggets,Miami Heat,104 - 95,,2004-2005
04/12/2004 10:30,Golden State Warriors,Indiana Pacers,104 - 96,,2004-2005
04/12/2004 10:30,Los Angeles Clippers,Minnesota Timberwolves,100 - 107,OT,2004-2005
04/12/2004 10:30,Seattle SuperSonics,Portland Trail Blazers,99 - 89,,2004-2005
05/12/2004 09:00,Portland Trail Blazers,Phoenix Suns,99 - 121,,2004-2005
05/12/2004 09:00,Sacramento Kings,Boston Celtics,119 - 105,,2004-2005
06/12/2004 07:30,Atlanta Hawks,Philadelphia 76ers,96 - 92,,2004-2005
06/12/2004 07:30,New Jersey Nets,Toronto Raptors,88 - 86,,2004-2005
06/12/2004 08:30,Chicago Bulls,San Antonio Spurs,75 - 91,,2004-2005
06/12/2004 08:30,Dallas Mavericks,Detroit Pistons,85 - 101,,2004-2005
06/12/2004 09:00,Denver Nuggets,Orlando Magic,115 - 102,,2004-2005
06/12/2004 09:00,Utah Jazz,Miami Heat,80 - 100,,2004-2005
06/12/2004 10:30,Golden State Warriors,Boston Celtics,110 - 106,,2004-2005
06/12/2004 10:30,Los Angeles Clippers,Charlotte Bobcats,99 - 93,2OT,2004-2005
07/12/2004 07:00,Cleveland Cavaliers,New Jersey Nets,103 - 97,,2004-2005
07/12/2004 07:00,Indiana Pacers,Milwaukee Bucks,86 - 89,,2004-2005
07/12/2004 08:00,Memphis Grizzlies,New York Knicks,96 - 88,,2004-2005
07/12/2004 08:00,Minnesota Timberwolves,Dallas Mavericks,87 - 97,,2004-2005
07/12/2004 08:30,Houston Rockets,New Orleans Hornets,89 - 81,,2004-2005
07/12/2004 09:00,Phoenix Suns,Golden State Warriors,118 - 104,,2004-2005
07/12/2004 10:00,Sacramento Kings,Charlotte Bobcats,109 - 92,,2004-2005
08/12/2004 07:00,Philadelphia 76ers,Minnesota Timberwolves,84 - 119,,2004-2005
08/12/2004 07:00,Washington Wizards,Denver Nuggets,105 - 111,,2004-2005
08/12/2004 07:30,Atlanta Hawks,Memphis Grizzlies,89 - 97,,2004-2005
08/12/2004 07:30,Detroit Pistons,Toronto Raptors,90 - 86,OT,2004-2005
08/12/2004 08:00,Milwaukee Bucks,Miami Heat,96 - 101,,2004-2005
08/12/2004 08:00,New Orleans Hornets,New York Knicks,79 - 86,,2004-2005
08/12/2004 08:30,Chicago Bulls,Cleveland Cavaliers,113 - 85,,2004-2005
08/12/2004 08:30,San Antonio Spurs,Seattle SuperSonics,96 - 102,,2004-2005
08/12/2004 09:00,Utah Jazz,Orlando Magic,100 - 106,,2004-2005
08/12/2004 10:30,Los Angeles Lakers,Phoenix Suns,110 - 113,,2004-2005
09/12/2004 08:00,Houston Rockets,San Antonio Spurs,81 - 80,,2004-2005
09/12/2004 08:30,Dallas Mavericks,Seattle SuperSonics,102 - 107,,2004-2005
09/12/2004 10:30,Portland Trail Blazers,Boston Celtics,89 - 87,,2004-2005
10/12/2004 07:00,Toronto Raptors,Denver Nuggets,87 - 101,,2004-2005
10/12/2004 07:00,Washington Wizards,New York Knicks,106 - 104,,2004-2005
10/12/2004 07:30,Miami Heat,Memphis Grizzlies,92 - 84,,2004-2005
10/12/2004 07:30,New Jersey Nets,New Orleans Hornets,94 - 91,OT,2004-2005
10/12/2004 08:00,Chicago Bulls,Philadelphia 76ers,88 - 93,,2004-2005
10/12/2004 08:00,Detroit Pistons,Atlanta Hawks,72 - 88,,2004-2005
10/12/2004 08:00,Minnesota Timberwolves,Sacramento Kings,113 - 105,,2004-2005
10/12/2004 08:30,Milwaukee Bucks,Indiana Pacers,95 - 86,,2004-2005
10/12/2004 09:00,Phoenix Suns,Charlotte Bobcats,115 - 106,,2004-2005
10/12/2004 10:30,Golden State Warriors,Orlando Magic,109 - 113,,2004-2005
10/12/2004 10:30,Utah Jazz,Portland Trail Blazers,92 - 87,OT,2004-2005
11/12/2004 07:00,Atlanta Hawks,New Jersey Nets,90 - 95,,2004-2005
11/12/2004 08:00,Indiana Pacers,Sacramento Kings,92 - 97,OT,2004-2005
11/12/2004 08:00,Memphis Grizzlies,Detroit Pistons,72 - 68,,2004-2005
11/12/2004 08:30,Chicago Bulls,Minnesota Timberwolves,99 - 88,,2004-2005
11/12/2004 08:30,Houston Rockets,Dallas Mavericks,78 - 102,,2004-2005
11/12/2004 08:30,San Antonio Spurs,Cleveland Cavaliers,116 - 97,,2004-2005
11/12/2004 10:00,Seattle SuperSonics,Boston Celtics,84 - 98,,2004-2005
11/12/2004 10:30,Los Angeles Clippers,Los Angeles Lakers,87 - 89,,2004-2005
12/12/2004 12:00,New York Knicks,Denver Nuggets,107 - 96,,2004-2005
12/12/2004 01:00,Toronto Raptors,Miami Heat,98 - 106,,2004-2005
12/12/2004 01:00,Washington Wizards,New Orleans Hornets,88 - 69,,2004-2005
12/12/2004 02:00,Philadelphia 76ers,Milwaukee Bucks,107 - 101,,2004-2005
12/12/2004 08:00,Portland Trail Blazers,Utah Jazz,98 - 88,,2004-2005
12/12/2004 09:00,Golden State Warriors,Charlotte Bobcats,99 - 87,,2004-2005
12/12/2004 09:30,Los Angeles Lakers,Orlando Magic,105 - 98,,2004-2005
13/12/2004 07:30,Miami Heat,Washington Wizards,106 - 83,,2004-2005
13/12/2004 08:00,Memphis Grizzlies,Cleveland Cavaliers,86 - 92,,2004-2005
13/12/2004 08:30,Chicago Bulls,Dallas Mavericks,93 - 94,,2004-2005
13/12/2004 09:00,Phoenix Suns,Orlando Magic,121 - 100,,2004-2005
13/12/2004 10:30,Los Angeles Clippers,Boston Celtics,127 - 134,2OT,2004-2005
14/12/2004 07:00,Charlotte Bobcats,New Orleans Hornets,94 - 93,OT,2004-2005
14/12/2004 07:00,Philadelphia 76ers,Denver Nuggets,110 - 102,,2004-2005
14/12/2004 07:30,Atlanta Hawks,Indiana Pacers,97 - 108,OT,2004-2005
14/12/2004 07:30,New Jersey Nets,New York Knicks,79 - 87,,2004-2005
14/12/2004 08:00,Milwaukee Bucks,Sacramento Kings,86 - 89,,2004-2005
14/12/2004 08:00,Minnesota Timberwolves,Portland Trail Blazers,100 - 89,,2004-2005
14/12/2004 08:30,Dallas Mavericks,Golden State Warriors,107 - 111,,2004-2005
14/12/2004 09:00,Utah Jazz,Los Angeles Clippers,93 - 91,,2004-2005
14/12/2004 10:00,Seattle SuperSonics,Los Angeles Lakers,108 - 93,,2004-2005
15/12/2004 07:00,Boston Celtics,Denver Nuggets,99 - 100,,2004-2005
15/12/2004 07:00,Cleveland Cavaliers,Portland Trail Blazers,112 - 88,,2004-2005
15/12/2004 07:00,Toronto Raptors,Minnesota Timberwolves,96 - 90,,2004-2005
15/12/2004 07:00,Washington Wizards,Miami Heat,93 - 98,,2004-2005
15/12/2004 08:00,Memphis Grizzlies,Chicago Bulls,88 - 96,,2004-2005
15/12/2004 08:00,New Orleans Hornets,Golden State Warriors,98 - 89,,2004-2005
15/12/2004 08:00,New York Knicks,Detroit Pistons,93 - 94,,2004-2005
