,index,Date,Home Team,Away Team,Result,Time,Home Score,Away Score,colley_home_1_month,colley_away_1_month,massey_home_overall_1_month,massey_away_overall_1_month,massey_home_offensive_1_month,massey_away_offensive_1_month,massey_home_defensive_1_month,massey_away_defensive_1_month,markov1_home_1_month,markov1_away_1_month,markov2_home_1_month,markov2_away_1_month,markov3_home_1_month,markov3_away_1_month,od_home_overall_1_month,od_away_overall_1_month,od_home_offensive_1_month,od_away_offensive_1_month,od_home_defensive_1_month,od_away_defensive_1_month,colley_home_2_month,colley_away_2_month,massey_home_overall_2_month,massey_away_overall_2_month,massey_home_offensive_2_month,massey_away_offensive_2_month,massey_home_defensive_2_month,massey_away_defensive_2_month,markov1_home_2_month,markov1_away_2_month,markov2_home_2_month,markov2_away_2_month,markov3_home_2_month,markov3_away_2_month,od_home_overall_2_month,od_away_overall_2_month,od_home_offensive_2_month,od_away_offensive_2_month,od_home_defensive_2_month,od_away_defensive_2_month,colley_home_3_month,colley_away_3_month,massey_home_overall_3_month,massey_away_overall_3_month,massey_home_offensive_3_month,massey_away_offensive_3_month,massey_home_defensive_3_month,massey_away_defensive_3_month,markov1_home_3_month,markov1_away_3_month,markov2_home_3_month,markov2_away_3_month,markov3_home_3_month,markov3_away_3_month,od_home_overall_3_month,od_away_overall_3_month,od_home_offensive_3_month,od_away_offensive_3_month,od_home_defensive_3_month,od_away_defensive_3_month,colley_home_4_month,colley_away_4_month,massey_home_overall_4_month,massey_away_overall_4_month,massey_home_offensive_4_month,massey_away_offensive_4_month,massey_home_defensive_4_month,massey_away_defensive_4_month,markov1_home_4_month,markov1_away_4_month,markov2_home_4_month,markov2_away_4_month,markov3_home_4_month,markov3_away_4_month,od_home_overall_4_month,od_away_overall_4_month,od_home_offensive_4_month,od_away_offensive_4_month,od_home_defensive_4_month,od_away_defensive_4_month,colley_home_5_month,colley_away_5_month,massey_home_overall_5_month,massey_away_overall_5_month,massey_home_offensive_5_month,massey_away_offensive_5_month,massey_home_defensive_5_month,massey_away_defensive_5_month,markov1_home_5_month,markov1_away_5_month,markov2_home_5_month,markov2_away_5_month,markov3_home_5_month,markov3_away_5_month,od_home_overall_5_month,od_away_overall_5_month,od_home_offensive_5_month,od_away_offensive_5_month,od_home_defensive_5_month,od_away_defensive_5_month,colley_home_6_month,colley_away_6_month,massey_home_overall_6_month,massey_away_overall_6_month,massey_home_offensive_6_month,massey_away_offensive_6_month,massey_home_defensive_6_month,massey_away_defensive_6_month,markov1_home_6_month,markov1_away_6_month,markov2_home_6_month,markov2_away_6_month,markov3_home_6_month,markov3_away_6_month,od_home_overall_6_month,od_away_overall_6_month,od_home_offensive_6_month,od_away_offensive_6_month,od_home_defensive_6_month,od_away_defensive_6_month,colley_home_7_month,colley_away_7_month,massey_home_overall_7_month,massey_away_overall_7_month,massey_home_offensive_7_month,massey_away_offensive_7_month,massey_home_defensive_7_month,massey_away_defensive_7_month,markov1_home_7_month,markov1_away_7_month,markov2_home_7_month,markov2_away_7_month,markov3_home_7_month,markov3_away_7_month,od_home_overall_7_month,od_away_overall_7_month,od_home_offensive_7_month,od_away_offensive_7_month,od_home_defensive_7_month,od_away_defensive_7_month
0,0,2016-10-25,Cleveland Cavaliers,New York Knicks,117 - 88,07:30,117,88,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,,0.5,0.5,,,,,,,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,0.1666666666666668,0.16666666666666655,,,,,,
1,1,2016-10-25,Portland Trail Blazers,Utah Jazz,113 - 104,10:00,113,104,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,,0.5,0.5,,,,,,,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,0.1666666666666665,0.1666666666666668,,,,,,
2,2,2016-10-25,Golden State Warriors,San Antonio Spurs,100 - 129,10:30,100,129,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,,0.5,0.5,,,,,,,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,0.16666666666666674,0.1666666666666666,,,,,,
3,3,2016-10-26,Indiana Pacers,Dallas Mavericks,130 - 121,07:00,130,121,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,,0.5,0.5,,,,,,,0.038461538461538575,0.03846153846153854,0.038461538461538575,0.03846153846153854,0.03846153846153838,0.03846153846153852,,,,,,
4,4,2016-10-26,Orlando Magic,Miami Heat,96 - 108,07:00,96,108,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,,0.5,0.5,,,,,,,0.03846153846153836,0.038461538461538505,0.03846153846153836,0.038461538461538505,0.03846153846153855,0.038461538461538367,,,,,,
5,5,2016-10-26,Toronto Raptors,Detroit Pistons,109 - 91,07:30,109,91,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153837,0.03846153846153856,0.03846153846153837,0.03846153846153856,0.0384615384615385,0.03846153846153857,,,,,,
6,6,2016-10-26,Boston Celtics,Brooklyn Nets,122 - 117,07:30,122,117,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,,0.5,0.5,,,,,,,0.03846153846153848,0.03846153846153854,0.03846153846153848,0.03846153846153854,0.038461538461538526,0.03846153846153857,,,,,,
7,7,2016-10-26,Milwaukee Bucks,Charlotte Hornets,96 - 107,08:00,96,107,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,,0.5,0.5,,,,,,,0.03846153846153849,0.03846153846153834,0.03846153846153849,0.03846153846153834,0.03846153846153837,0.03846153846153841,,,,,,
8,8,2016-10-26,New Orleans Pelicans,Denver Nuggets,102 - 107,08:00,102,107,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,,0.5,0.5,,,,,,,0.038461538461538484,0.03846153846153843,0.038461538461538484,0.03846153846153843,0.03846153846153838,0.038461538461538464,,,,,,
9,9,2016-10-26,Memphis Grizzlies,Minnesota Timberwolves,102 - 98,08:00,102,98,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,,0.5,0.5,,,,,,,0.03846153846153858,0.03846153846153845,0.03846153846153858,0.03846153846153845,0.03846153846153839,0.038461538461538415,,,,,,
